Datetime,Flow_metersCubedPerSecond,Water_Temperature_celsius,Salinity_practicalSalinityUnits
1970-01-01 00:00:00,17.7402289148148,NA,0
1970-01-02 00:00:00,17.6420822474074,NA,0
1970-01-03 00:00:00,17.4749745874074,NA,0
1970-01-04 00:00:00,17.4665036655556,NA,0
1970-01-05 00:00:00,17.5159052348148,NA,0
1970-01-06 00:00:00,17.5220340548148,NA,0
1970-01-07 00:00:00,17.6081127011111,NA,0
1970-01-08 00:00:00,17.7497996033333,NA,0
1970-01-09 00:00:00,17.5965162944444,NA,0
1970-01-10 00:00:00,17.4704115648148,NA,0
1970-01-11 00:00:00,17.1733482522222,NA,0
1970-01-12 00:00:00,16.9337572777778,NA,0
1970-01-13 00:00:00,16.9287455251852,NA,0
1970-01-14 00:00:00,16.992245377037,NA,0
1970-01-15 00:00:00,16.7450157703704,NA,0
1970-01-16 00:00:00,16.6732876777778,NA,0
1970-01-17 00:00:00,17.1066470203704,NA,0
1970-01-18 00:00:00,17.1449766674074,NA,0
1970-01-19 00:00:00,16.9384387048148,NA,0
1970-01-20 00:00:00,17.2947516555556,NA,0
1970-01-21 00:00:00,17.2279078785185,NA,0
1970-01-22 00:00:00,17.18636187,NA,0
1970-01-23 00:00:00,17.1240887481481,NA,0
1970-01-24 00:00:00,17.0404620907407,NA,0
1970-01-25 00:00:00,16.9070060096296,NA,0
1970-01-26 00:00:00,16.9387011788889,NA,0
1970-01-27 00:00:00,16.9941617451852,NA,0
1970-01-28 00:00:00,17.0027698411111,NA,0
1970-01-29 00:00:00,17.0207870066667,NA,0
1970-01-30 00:00:00,17.2333817414815,NA,0
1970-01-31 00:00:00,18.3440843274074,NA,0
1970-02-01 00:00:00,18.2903498296296,NA,0
1970-02-02 00:00:00,18.1641362159259,NA,0
1970-02-03 00:00:00,17.8605022911111,NA,0
1970-02-04 00:00:00,17.5885052311111,NA,0
1970-02-05 00:00:00,17.4288189807407,NA,0
1970-02-06 00:00:00,17.1791766933333,NA,0
1970-02-07 00:00:00,16.638211642963,NA,0
1970-02-08 00:00:00,16.1923018592593,NA,0
1970-02-09 00:00:00,16.181966182963,NA,0
1970-02-10 00:00:00,16.2001378577778,NA,0
1970-02-11 00:00:00,16.1170700588889,NA,0
1970-02-12 00:00:00,16.1343131759259,NA,0
1970-02-13 00:00:00,16.4540543011111,NA,0
1970-02-14 00:00:00,16.809468452963,NA,0
1970-02-15 00:00:00,16.8921671818519,NA,0
1970-02-16 00:00:00,17.0723488848148,NA,0
1970-02-17 00:00:00,17.2042954296296,NA,0
1970-02-18 00:00:00,17.4064248692593,NA,0
1970-02-19 00:00:00,17.6164218337037,NA,0
1970-02-20 00:00:00,17.7937111203704,NA,0
1970-02-21 00:00:00,17.9114892611111,NA,0
1970-02-22 00:00:00,18.1645162733333,NA,0
1970-02-23 00:00:00,18.541406802963,NA,0
1970-02-24 00:00:00,18.2885379981481,NA,0
1970-02-25 00:00:00,18.2003829992593,NA,0
1970-02-26 00:00:00,18.3327718162963,NA,0
1970-02-27 00:00:00,18.2878043144444,NA,0
1970-02-28 00:00:00,18.3662264274074,NA,0
1970-03-01 00:00:00,18.2707116392593,NA,0
1970-03-02 00:00:00,17.9584162074074,NA,0
1970-03-03 00:00:00,19.0691799314815,NA,0
1970-03-04 00:00:00,19.7280553648148,NA,0
1970-03-05 00:00:00,20.1747598888889,NA,0
1970-03-06 00:00:00,20.3300522648148,NA,0
1970-03-07 00:00:00,20.5286622818519,NA,0
1970-03-08 00:00:00,20.7793519588889,NA,0
1970-03-09 00:00:00,21.0849752211111,NA,0
1970-03-10 00:00:00,21.8516190377778,NA,0
1970-03-11 00:00:00,23.3627199655556,NA,0
1970-03-12 00:00:00,23.76832002,NA,0
1970-03-13 00:00:00,23.6681843322222,NA,0
1970-03-14 00:00:00,24.3044923040741,NA,0
1970-03-15 00:00:00,27.1704798374074,NA,0
1970-03-16 00:00:00,26.2470648992593,NA,0
1970-03-17 00:00:00,25.3402421048148,NA,0
1970-03-18 00:00:00,24.5847872196296,NA,0
1970-03-19 00:00:00,24.97179513,NA,0
1970-03-20 00:00:00,24.2356724348148,NA,0
1970-03-21 00:00:00,24.9050238033333,NA,0
1970-03-22 00:00:00,25.221872722963,NA,0
1970-03-23 00:00:00,25.8083997933333,NA,0
1970-03-24 00:00:00,26.4819051055556,NA,0
1970-03-25 00:00:00,25.7283764055556,NA,0
1970-03-26 00:00:00,27.1656554055556,NA,0
1970-03-27 00:00:00,28.851599902963,NA,0
1970-03-28 00:00:00,28.8912652274074,NA,0
1970-03-29 00:00:00,28.9721449966667,NA,0
1970-03-30 00:00:00,29.2905829985185,NA,0
1970-03-31 00:00:00,30.1089629474074,NA,0
1970-04-01 00:00:00,30.7026638777778,NA,0
1970-04-02 00:00:00,32.3989801481481,NA,0
1970-04-03 00:00:00,36.7950928888889,NA,0
1970-04-04 00:00:00,40.2045238222222,NA,0
1970-04-05 00:00:00,40.0215863111111,NA,0
1970-04-06 00:00:00,40.9409650259259,NA,0
1970-04-07 00:00:00,43.7743734518519,NA,0
1970-04-08 00:00:00,45.8589423703704,NA,0
1970-04-09 00:00:00,49.7597113518518,NA,0
1970-04-10 00:00:00,53.0024578,NA,0
1970-04-11 00:00:00,55.4892558592593,NA,0
1970-04-12 00:00:00,56.4055161851852,NA,0
1970-04-13 00:00:00,56.6853354777778,NA,0
1970-04-14 00:00:00,58.4287019037037,NA,0
1970-04-15 00:00:00,59.4869223481481,NA,0
1970-04-16 00:00:00,61.4110867777778,NA,0
1970-04-17 00:00:00,62.7573066703704,NA,0
1970-04-18 00:00:00,64.4379359333333,NA,0
1970-04-19 00:00:00,66.3075900555556,NA,0
1970-04-20 00:00:00,67.9474762777778,NA,0
1970-04-21 00:00:00,68.6637743074074,NA,0
1970-04-22 00:00:00,69.9322543333333,NA,0
1970-04-23 00:00:00,71.937009237037,NA,0
1970-04-24 00:00:00,70.3094451111111,NA,0
1970-04-25 00:00:00,70.0209379703704,NA,0
1970-04-26 00:00:00,70.0986525666667,NA,0
1970-04-27 00:00:00,72.0590793555556,NA,0
1970-04-28 00:00:00,73.0812892703704,NA,0
1970-04-29 00:00:00,74.402120662963,NA,0
1970-04-30 00:00:00,76.092327462963,NA,0
1970-05-01 00:00:00,77.8116207925926,NA,0
1970-05-02 00:00:00,79.0112226222222,NA,0
1970-05-03 00:00:00,78.2436319074074,NA,0
1970-05-04 00:00:00,78.9819067851852,NA,0
1970-05-05 00:00:00,78.4013970296296,NA,0
1970-05-06 00:00:00,76.6730290296296,NA,0
1970-05-07 00:00:00,76.8317018888889,NA,0
1970-05-08 00:00:00,75.7071791296296,NA,0
1970-05-09 00:00:00,74.9253064888889,NA,0
1970-05-10 00:00:00,74.4776897370371,NA,0
1970-05-11 00:00:00,76.5055020592593,NA,0
1970-05-12 00:00:00,76.0546461740741,NA,0
1970-05-13 00:00:00,75.5072285074074,NA,0
1970-05-14 00:00:00,76.1050516074074,NA,0
1970-05-15 00:00:00,75.7144023777778,NA,0
1970-05-16 00:00:00,74.9618448407408,NA,0
1970-05-17 00:00:00,76.003500362963,NA,0
1970-05-18 00:00:00,76.8948726814815,NA,0
1970-05-19 00:00:00,77.548224262963,NA,0
1970-05-20 00:00:00,77.1152988222222,NA,0
1970-05-21 00:00:00,75.8652804814815,NA,0
1970-05-22 00:00:00,75.3156511555555,NA,0
1970-05-23 00:00:00,73.7132182,NA,0
1970-05-24 00:00:00,72.963166237037,NA,0
1970-05-25 00:00:00,73.0997278037037,NA,0
1970-05-26 00:00:00,71.6039363185185,NA,0
1970-05-27 00:00:00,70.571970137037,NA,0
1970-05-28 00:00:00,69.7046096333333,NA,0
1970-05-29 00:00:00,67.0024176962963,NA,0
1970-05-30 00:00:00,69.0149509703704,NA,0
1970-05-31 00:00:00,67.7016738407407,NA,0
1970-06-01 00:00:00,66.7799685185185,NA,0
1970-06-02 00:00:00,65.5103885296296,NA,0
1970-06-03 00:00:00,64.1511215666666,NA,0
1970-06-04 00:00:00,63.5629951333333,NA,0
1970-06-05 00:00:00,63.3415805185185,NA,0
1970-06-06 00:00:00,61.906354137037,NA,0
1970-06-07 00:00:00,60.6023702037037,NA,0
1970-06-08 00:00:00,58.5724284303704,NA,0
1970-06-09 00:00:00,56.8627616666667,NA,0
1970-06-10 00:00:00,54.8239960233333,NA,0
1970-06-11 00:00:00,52.7095900788889,NA,0
1970-06-12 00:00:00,51.133573847037,NA,0
1970-06-13 00:00:00,49.3241848933333,NA,0
1970-06-14 00:00:00,48.3747319711111,NA,0
1970-06-15 00:00:00,47.9546142377778,NA,0
1970-06-16 00:00:00,48.4931421562963,NA,0
1970-06-17 00:00:00,47.8087438414815,NA,0
1970-06-18 00:00:00,45.6949335492593,NA,0
1970-06-19 00:00:00,43.3510948377778,NA,0
1970-06-20 00:00:00,42.9949991748148,NA,0
1970-06-21 00:00:00,42.2705749055556,NA,0
1970-06-22 00:00:00,40.6157469685185,NA,0
1970-06-23 00:00:00,39.1328005907407,NA,0
1970-06-24 00:00:00,38.4160648837037,NA,0
1970-06-25 00:00:00,36.6124577837037,NA,0
1970-06-26 00:00:00,35.9930928711111,NA,0
1970-06-27 00:00:00,34.8914474340741,NA,0
1970-06-28 00:00:00,33.2215124837037,NA,0
1970-06-29 00:00:00,32.6129531396296,NA,0
1970-06-30 00:00:00,31.5611510003704,NA,0
1970-07-01 00:00:00,30.1412008966667,NA,0
1970-07-02 00:00:00,28.7476918862963,NA,0
1970-07-03 00:00:00,28.19825999,NA,0
1970-07-04 00:00:00,27.3267929722222,NA,0
