Time,FLOW
1970-01-01 00:00:00,0.05787037
1970-01-02 00:00:00,0.05787037
1970-01-03 00:00:00,0.05787037
1970-01-04 00:00:00,0.05787037
1970-01-05 00:00:00,0.05787037
1970-01-06 00:00:00,0.05787037
1970-01-07 00:00:00,0.05787037
1970-01-08 00:00:00,0.05787037
1970-01-09 00:00:00,0.05787037
1970-01-10 00:00:00,0.05787037
1970-01-11 00:00:00,0.05787037
1970-01-12 00:00:00,0.05787037
1970-01-13 00:00:00,0.05787037
1970-01-14 00:00:00,0.05787037
1970-01-15 00:00:00,0.05787037
1970-01-16 00:00:00,0.05787037
1970-01-17 00:00:00,0.05787037
1970-01-18 00:00:00,0.05787037
1970-01-19 00:00:00,0.05787037
1970-01-20 00:00:00,0.05787037
1970-01-21 00:00:00,0.05787037
1970-01-22 00:00:00,0.05787037
1970-01-23 00:00:00,0.05787037
1970-01-24 00:00:00,0.05787037
1970-01-25 00:00:00,0.05787037
1970-01-26 00:00:00,0.05787037
1970-01-27 00:00:00,0.05787037
1970-01-28 00:00:00,0.05787037
1970-01-29 00:00:00,0.05787037
1970-01-30 00:00:00,0.05787037
1970-01-31 00:00:00,0.05787037
1970-02-01 00:00:00,0.05787037
1970-02-02 00:00:00,0.05787037
1970-02-03 00:00:00,0.05787037
1970-02-04 00:00:00,0.05787037
1970-02-05 00:00:00,0.05787037
1970-02-06 00:00:00,0.05787037
1970-02-07 00:00:00,0.05787037
1970-02-08 00:00:00,0.05787037
1970-02-09 00:00:00,0.05787037
1970-02-10 00:00:00,0.05787037
1970-02-11 00:00:00,0.05787037
1970-02-12 00:00:00,0.05787037
1970-02-13 00:00:00,0.05787037
1970-02-14 00:00:00,0.05787037
1970-02-15 00:00:00,0.05787037
1970-02-16 00:00:00,0.05787037
1970-02-17 00:00:00,0.05787037
1970-02-18 00:00:00,0.05787037
1970-02-19 00:00:00,0.05787037
1970-02-20 00:00:00,0.05787037
1970-02-21 00:00:00,0.05787037
1970-02-22 00:00:00,0.05787037
1970-02-23 00:00:00,0.05787037
1970-02-24 00:00:00,0.05787037
1970-02-25 00:00:00,0.05787037
1970-02-26 00:00:00,0.05787037
1970-02-27 00:00:00,0.05787037
1970-02-28 00:00:00,0.05787037
1970-03-01 00:00:00,0.05787037
1970-03-02 00:00:00,0.05787037
1970-03-03 00:00:00,0.05787037
1970-03-04 00:00:00,0.05787037
1970-03-05 00:00:00,0.05787037
1970-03-06 00:00:00,0.05787037
1970-03-07 00:00:00,0.05787037
1970-03-08 00:00:00,0.05787037
1970-03-09 00:00:00,0.05787037
1970-03-10 00:00:00,0.05787037
1970-03-11 00:00:00,0.05787037
1970-03-12 00:00:00,0.05787037
1970-03-13 00:00:00,0.05787037
1970-03-14 00:00:00,0.05787037
1970-03-15 00:00:00,0.05787037
1970-03-16 00:00:00,0.05787037
1970-03-17 00:00:00,0.05787037
1970-03-18 00:00:00,0.05787037
1970-03-19 00:00:00,0.05787037
1970-03-20 00:00:00,0.05787037
1970-03-21 00:00:00,0.05787037
1970-03-22 00:00:00,0.05787037
1970-03-23 00:00:00,0.05787037
1970-03-24 00:00:00,0.05787037
1970-03-25 00:00:00,0.05787037
1970-03-26 00:00:00,0.05787037
1970-03-27 00:00:00,0.05787037
1970-03-28 00:00:00,0.05787037
1970-03-29 00:00:00,0.05787037
1970-03-30 00:00:00,0.05787037
1970-03-31 00:00:00,0.05787037
1970-04-01 00:00:00,0.05787037
1970-04-02 00:00:00,0.05787037
1970-04-03 00:00:00,0.05787037
1970-04-04 00:00:00,0.05787037
1970-04-05 00:00:00,0.05787037
1970-04-06 00:00:00,0.05787037
1970-04-07 00:00:00,0.05787037
1970-04-08 00:00:00,0.05787037
1970-04-09 00:00:00,0.05787037
1970-04-10 00:00:00,0.05787037
1970-04-11 00:00:00,0.05787037
1970-04-12 00:00:00,0.05787037
1970-04-13 00:00:00,0.05787037
1970-04-14 00:00:00,0.05787037
1970-04-15 00:00:00,0.05787037
1970-04-16 00:00:00,0.05787037
1970-04-17 00:00:00,0.05787037
1970-04-18 00:00:00,0.05787037
1970-04-19 00:00:00,0.05787037
1970-04-20 00:00:00,0.05787037
1970-04-21 00:00:00,0.05787037
1970-04-22 00:00:00,0.061342592
1970-04-23 00:00:00,1.7361111
1970-04-24 00:00:00,3.0578709
1970-04-25 00:00:00,3.210648
1970-04-26 00:00:00,3.3206019
1970-04-27 00:00:00,3.3148144
1970-04-28 00:00:00,3.465278
1970-04-29 00:00:00,3.3321757
1970-04-30 00:00:00,2.980324
1970-05-01 00:00:00,3.8032408
1970-05-02 00:00:00,4.4722223
1970-05-03 00:00:00,5.4039352
1970-05-04 00:00:00,6.260417
1970-05-05 00:00:00,5.851852
1970-05-06 00:00:00,6.0543986
1970-05-07 00:00:00,7.0474541
1970-05-08 00:00:00,7.5891206
1970-05-09 00:00:00,6.4629627
1970-05-10 00:00:00,5.8969905
1970-05-11 00:00:00,6.1111108
1970-05-12 00:00:00,6.6469905
1970-05-13 00:00:00,5.8321757
1970-05-14 00:00:00,6.390046
1970-05-15 00:00:00,4.8611112
1970-05-16 00:00:00,4.2129632
1970-05-17 00:00:00,4.0775463
1970-05-18 00:00:00,5.7071763
1970-05-19 00:00:00,5.4907406
1970-05-20 00:00:00,6.1666668
1970-05-21 00:00:00,7.508103
1970-05-22 00:00:00,7.4780098
1970-05-23 00:00:00,5.7951381
1970-05-24 00:00:00,4.5104169
1970-05-25 00:00:00,3.690972
1970-05-26 00:00:00,4.3518519
1970-05-27 00:00:00,4.7604164
1970-05-28 00:00:00,4.7488422
1970-05-29 00:00:00,7.1099529
1970-05-30 00:00:00,6.8796304
1970-05-31 00:00:00,8.3981478
1970-06-01 00:00:00,10.254628
1970-06-02 00:00:00,11.385417
1970-06-03 00:00:00,12.96412
1970-06-04 00:00:00,13.64352
1970-06-05 00:00:00,13.982641
1970-06-06 00:00:00,12.17824
1970-06-07 00:00:00,13.767362
1970-06-08 00:00:00,15.138888
1970-06-09 00:00:00,15.365741
1970-06-10 00:00:00,16.938657
1970-06-11 00:00:00,19.751157
1970-06-12 00:00:00,19.615742
1970-06-13 00:00:00,20.53125
1970-06-14 00:00:00,19.010417
1970-06-15 00:00:00,19.171297
1970-06-16 00:00:00,19.378473
1970-06-17 00:00:00,19.010416
1970-06-18 00:00:00,20.74074
1970-06-19 00:00:00,19.839121
1970-06-20 00:00:00,18.766203
