wind_speed,swr,a_seiche,par_id
1.1746,1.0459,0.199,p001
0.81422,1.3578,0.21929,p002
1.1027,1.9048,0.21267,p003
0.98381,0.54992,0.27371,p004
1.1801,1.2843,0.041341,p005
1.011,1.4503,0.16476,p006
0.86368,1.9601,0.0030625,p007
0.82308,0.82371,0.018436,p008
0.89987,1.1985,0.10741,p009
1.078,1.0289,0.25923,p010
0.96869,1.9466,0.25411,p011
1.1375,0.66655,0.24346,p012
0.83287,1.891,0.22683,p013
0.84236,0.95669,0.25146,p014
0.97542,0.80714,0.16123,p015
1.0861,1.1537,0.15002,p016
1.0746,1.7542,0.027784,p017
1.1492,1.1784,0.29282,p018
1.124,1.835,0.096267,p019
0.8053,1.632,0.19476,p020
1.104,0.92476,0.13006,p021
1.1954,1.0051,0.088846,p022
1.034,0.61598,0.13264,p023
0.89591,1.8479,0.26813,p024
1.1525,0.8329,0.143,p025
1.0193,0.52197,0.015541,p026
1.0045,1.6977,0.055555,p027
1.0449,1.3109,0.046087,p028
0.8494,0.90131,0.090081,p029
1.0242,1.1118,0.24688,p030
0.81072,0.57107,0.12629,p031
0.93941,1.6838,0.18877,p032
1.121,1.5678,0.076162,p033
0.95355,0.6812,0.28625,p034
0.9418,1.765,0.18191,p035
1.1765,0.97794,0.21308,p036
0.86955,1.857,0.11797,p037
1.0961,0.6983,0.0081614,p038
0.82935,1.347,0.23274,p039
1.0511,1.1708,0.22279,p040
1.1166,1.7976,0.058906,p041
0.9108,1.9117,0.23089,p042
0.93238,1.8126,0.051115,p043
0.95985,1.9908,0.13879,p044
0.89198,1.4389,0.26446,p045
1.2,1.6458,0.10328,p046
0.81986,1.3958,0.081412,p047
0.84658,1.122,0.035514,p048
0.87345,0.93963,0.17173,p049
0.88568,1.7847,0.17691,p050
0.9215,1.9316,0.2838,p051
0.92402,1.5352,0.29939,p052
0.9622,0.98397,0.010881,p053
1.1669,0.5792,0.13577,p054
1.0695,0.54089,0.29056,p055
1.0595,1.7205,0.1575,p056
0.94806,0.72516,0.11061,p057
1.129,1.2127,0.022418,p058
1.061,0.86528,0.11549,p059
0.90287,1.5889,0.14791,p060
0.9051,0.63697,0.093778,p061
0.91974,0.79965,0.21776,p062
0.93114,1.2363,0.17019,p063
0.80367,1.4886,0.19196,p064
1.0284,1.8784,0.08088,p065
1.043,1.0572,0.042944,p066
1.1574,1.2335,0.032941,p067
1.1864,0.76342,0.16501,p068
1.0014,1.2972,0.29473,p069
1.1619,0.71678,0.12129,p070
1.0665,1.5155,0.099196,p071
1.1135,1.373,0.012721,p072
1.0904,1.2788,0.073118,p073
1.111,1.3323,0.14554,p074
0.98595,0.59794,0.2706,p075
0.83708,1.5996,0.20554,p076
1.145,0.74948,0.23747,p077
0.97627,1.141,0.25722,p078
0.85939,1.7385,0.036282,p079
0.86445,1.7131,0.17854,p080
0.85526,0.90977,0.18518,p081
0.877,1.0915,0.20126,p082
1.0204,0.85546,0.2778,p083
0.99603,1.5602,0.27907,p084
1.0153,1.5221,0.0021301,p085
0.94469,1.6608,0.20701,p086
1.0557,1.2604,0.084671,p087
0.8262,0.77819,0.15384,p088
0.99081,1.0741,0.048999,p089
0.88039,0.65928,0.23569,p090
1.1911,0.5037,0.06748,p091
1.0833,1.6119,0.11116,p092
1.0933,1.5014,0.12508,p093
0.99536,0.63298,0.064105,p094
0.9128,1.9775,0.24023,p095
1.14,0.87862,0.062021,p096
1.1359,1.0154,0.025144,p097
1.0379,1.4231,0.26183,p098
1.1684,1.4714,0.070044,p099
0.96675,1.4071,0.19579,p100
