wind_speed,turb_param/k_min,g2/constant_value,g1/constant_value,A/constant_value,par_id
1.035,2.7624e-10,1.698,0.55094,0.72015,p0001
0.93564,1.2773e-05,3.4476,0.67558,0.88296,p0002
0.97728,6.089e-06,1.0986,0.71918,0.71993,p0003
0.93435,3.8917e-11,1.6885,0.6066,0.73715,p0004
1.1396,1.187e-10,2.0541,0.5986,0.71727,p0005
0.86165,3.6731e-13,0.54067,0.41615,0.89084,p0006
0.85954,4.7953e-08,1.223,0.69414,1.0309,p0007
1.1196,2.3438e-11,3.0706,0.66748,0.73781,p0008
0.80925,1.2701e-06,2.98,0.49658,1.0619,p0009
0.81627,0.00023805,1.1784,0.46802,0.72621,p0010
0.83578,1.0018e-09,2.7949,0.60988,0.73472,p0011
1.0569,0.00017991,1.0574,0.45391,1.0778,p0012
1.0725,2.7214e-05,1.5369,0.74319,0.81241,p0013
0.96586,7.0097e-15,2.2079,0.43507,0.82752,p0014
1.0029,9.6073e-14,0.8492,0.43078,0.99887,p0015
1.1544,1.0725e-05,1.1654,0.54196,0.99053,p0016
1.178,5.1661e-13,1.3693,0.6055,0.83279,p0017
1.1422,3.0952e-10,0.86949,0.79574,0.93122,p0018
0.82889,1.1539e-05,1.1256,0.54335,0.70928,p0019
1.1333,9.3497e-13,2.3728,0.6919,1.0708,p0020
1.187,7.847e-12,1.1569,0.53704,0.94486,p0021
0.86721,5.9223e-11,2.1647,0.52069,0.70212,p0022
0.95507,0.00021264,3.0365,0.48395,0.91644,p0023
0.91776,4.2493e-14,2.2127,0.51921,1.0723,p0024
0.96544,4.8046e-14,0.71665,0.77724,0.94207,p0025
0.83892,1.2506e-14,3.1827,0.45637,0.72821,p0026
0.93177,0.00013285,0.70367,0.70014,1.0326,p0027
1.107,9.2713e-09,0.76047,0.72432,1.0419,p0028
1.1039,0.00041869,3.1249,0.74338,0.76765,p0029
1.1853,1.212e-05,0.55154,0.40004,0.79537,p0030
0.89566,3.7233e-14,1.3266,0.42565,0.88028,p0031
0.8774,0.00035897,0.53086,0.63846,0.89551,p0032
0.94527,5.9951e-08,2.9049,0.75346,1.0577,p0033
1.0271,6.3617e-05,2.5078,0.57029,0.83041,p0034
1.1617,1.7789e-13,3.3042,0.44996,0.87387,p0035
0.93285,1.4849e-08,0.57128,0.5446,0.97965,p0036
0.90665,1.3924e-09,1.7355,0.53232,0.7099,p0037
0.98918,4.1663e-13,2.8886,0.42529,1.0409,p0038
0.85296,1.9387e-09,1.9131,0.63719,0.86817,p0039
1.1107,8.5113e-09,0.8077,0.59241,1.0459,p0040
0.90207,2.1338e-10,1.1096,0.78492,0.71845,p0041
0.81922,3.8214e-08,2.8134,0.78851,0.75205,p0042
0.84114,2.4409e-05,1.4375,0.72164,0.79497,p0043
0.84751,1.5597e-08,0.93383,0.7614,0.83281,p0044
0.93844,1.9132e-07,2.5753,0.69516,0.96744,p0045
1.0891,2.1008e-05,1.9602,0.61446,0.74618,p0046
1.1426,9.058e-12,1.5606,0.56018,0.9118,p0047
0.91162,6.1634e-05,1.3569,0.73834,1.0814,p0048
0.89476,1.8833e-14,2.759,0.76223,1.0858,p0049
0.82423,1.095e-09,1.6251,0.73227,0.73171,p0050
0.96687,4.5805e-05,2.3428,0.46112,0.97561,p0051
0.94369,3.9877e-14,0.68626,0.70253,0.74056,p0052
1.1481,2.6461e-14,1.3406,0.54749,0.78236,p0053
1.0675,0.00011068,1.5238,0.56774,1.0241,p0054
0.92219,7.4604e-08,0.64896,0.57457,0.99808,p0055
1.0996,1.9508e-13,2.7294,0.59167,0.80677,p0056
0.96168,4.5873e-08,0.58275,0.71052,1.0293,p0057
0.83336,1.1362e-06,1.9432,0.65979,0.83846,p0058
1.0163,8.5143e-11,1.5442,0.60778,0.8492,p0059
0.83056,2.5323e-07,0.74981,0.64592,1.0935,p0060
0.95294,1.7791e-12,2.5644,0.61149,0.84865,p0061
0.98576,2.6431e-08,2.9143,0.70681,0.91704,p0062
0.89118,0.00018725,2.1885,0.48465,0.82888,p0063
1.0742,5.0719e-06,1.6338,0.41422,0.74371,p0064
1.0792,2.069e-09,2.4443,0.77969,0.84256,p0065
0.96844,7.1442e-13,2.9731,0.59353,0.94377,p0066
0.92491,5.1665e-09,1.2655,0.69604,1.0899,p0067
