wind_speed,fetch_lk,c_relax_C,par_id
0.87712,40488,0.088035,p001
0.93797,54939,0.0019271,p002
0.8576,13408,0.036599,p003
0.82656,39132,0.059299,p004
1.0274,61767,0.098533,p005
0.89938,74047,0.084565,p006
1.0764,37268,0.03751,p007
0.97308,46398,0.081675,p008
0.9205,1309.1,0.065013,p009
1.0589,26804,0.052871,p010
0.9031,50190,0.099862,p011
0.85386,64335,0.094243,p012
1.1843,9381.9,0.068619,p013
1.1996,58941,0.016034,p014
0.96681,8579.2,0.013196,p015
1.0238,10961,0.023662,p016
0.90696,57298,0.035151,p017
1.1001,17468,0.045552,p018
1.0189,14782,0.082025,p019
1.0867,22590,0.046327,p020
0.91832,49109,0.091928,p021
1.107,31001,0.048346,p022
0.82123,51097,0.014252,p023
1.1368,44901,0.0070113,p024
1.0955,72722,0.0041205,p025
1.148,56477,0.010464,p026
0.8432,48554,0.030258,p027
1.0606,6264.1,0.090049,p028
0.94963,21881,0.033031,p029
0.98323,47676,0.0085588,p030
0.89597,5035.2,0.047331,p031
0.81747,51712,0.080111,p032
1.0978,62444,0.034514,p033
0.95277,45308,0.079747,p034
1.0491,3403.3,0.02834,p035
1.0891,41193,0.09337,p036
1.169,73356,0.011494,p037
1.0462,69319,0.077689,p038
1.0076,34735,0.051304,p039
1.0398,71335,0.089994,p040
1.1099,33494,0.056929,p041
0.82979,68789,0.015857,p042
0.86343,7682.4,0.058478,p043
1.1168,54486,0.0711,p044
1.1269,19205,0.027463,p045
1.1724,37867,0.08779,p046
1.042,10185,0.021784,p047
0.90848,2605.8,0.022423,p048
1.1908,20343,0.067699,p049
0.97995,27865,0.043871,p050
0.88675,32192,0.057515,p051
1.1402,24924,0.038675,p052
0.9269,39945,0.0099763,p053
1.0739,67801,0.040828,p054
1.0117,55714,0.044872,p055
1.0298,32767,0.076269,p056
0.98728,23728,0.026075,p057
1.1147,801.09,0.066427,p058
1.1212,11971,0.08659,p059
1.1326,52395,0.024814,p060
0.96833,15512,0.064671,p061
0.9318,36167,0.06071,p062
1.196,26547,0.00035675,p063
0.9328,58475,0.02982,p064
1.0838,64993,0.0057822,p065
0.94381,47390,0.025725,p066
0.86458,23250,0.055396,p067
0.89187,18404,0.041696,p068
0.94588,74492,0.0064076,p069
1.1462,25290,0.073249,p070
1.1587,66861,0.075981,p071
1.0696,3608.5,0.074828,p072
0.86854,29586,0.039842,p073
0.83284,13136,0.017192,p074
1.0537,35129,0.061904,p075
1.0031,41674,0.042036,p076
0.9882,60381,0.012382,p077
1.1539,44293,0.049678,p078
1.0346,17889,0.054112,p079
1.0657,4270.4,0.053968,p080
0.88002,28374,0.0956,p081
0.83901,63215,0.072422,p082
0.81255,14450,0.070586,p083
0.91341,66323,0.018115,p084
1.1628,29496,0.085572,p085
0.99474,59639,0.031788,p086
1.0124,21325,0.032108,p087
0.8499,61528,0.097944,p088
0.81074,65484,0.0025522,p089
0.84789,10619,0.019982,p090
0.9978,71180,0.092046,p091
0.80317,36303,0.050815,p092
0.96296,6820.9,0.083144,p093
0.87585,31504,0.062398,p094
1.1798,53773,0.020553,p095
0.9585,52701,0.09606,p096
0.8048,70484,0.069385,p097
1.1828,43031,0.0038794,p098
1.1674,42799,0.078222,p099
1.1291,16628,0.06393,p100
