wind_speed,mixing/coef_mix_hyp,meteorology/ch,meteorology/ce,par_id
0.95514,9.7046e-06,0.0028648,0.0015823,p0001
1.1277,3.0012e-05,0.0026583,0.0015315,p0002
1.174,8.572e-05,0.0021532,0.0028636,p0003
1.1763,2.6506e-05,0.0012058,0.0022684,p0004
1.077,9.473e-05,0.0010027,0.0013563,p0005
1.1704,6.5776e-05,0.0028505,0.0015225,p0006
0.89891,2.1575e-05,0.0019991,0.0012438,p0007
0.9138,7.1646e-06,0.001889,0.0022082,p0008
1.0406,1.4511e-05,0.001349,0.0023455,p0009
1.1136,4.6596e-05,0.0027714,0.0017554,p0010
0.98894,9.3026e-05,0.0018844,0.0018893,p0011
1.0648,8.9751e-05,0.0023392,0.0027824,p0012
0.92212,7.2773e-05,0.0027397,0.001184,p0013
1.045,7.2476e-05,0.0021816,0.001444,p0014
0.9686,1.0451e-05,0.0021603,0.0019845,p0015
1.187,8.318e-05,0.0028072,0.0022514,p0016
0.85008,8.3783e-05,0.0028124,0.0026598,p0017
1.0822,4.5452e-05,0.0022785,0.0025372,p0018
1.1845,7.3837e-05,0.0023575,0.001262,p0019
0.9501,5.7293e-05,0.0025456,0.0019289,p0020
0.97602,5.5472e-06,0.0019027,0.0022153,p0021
1.0436,4.3781e-05,0.0020412,0.0014457,p0022
1.154,7.0742e-05,0.002246,0.0021243,p0023
1.1328,1.7988e-06,0.0029036,0.0018378,p0024
1.1283,8.984e-05,0.0017791,0.0016089,p0025
0.9689,3.68e-06,0.0018759,0.0020812,p0026
1.0222,4.0401e-05,0.0016682,0.0028981,p0027
1.1812,9.3473e-05,0.0025823,0.0020191,p0028
1.0789,3.0809e-05,0.0013681,0.0016346,p0029
1.0268,6.4604e-05,0.0014688,0.0017476,p0030
0.87967,9.5603e-05,0.0026893,0.0015491,p0031
0.8358,7.8376e-05,0.00295,0.0029459,p0032
1.0373,5.5654e-05,0.0015204,0.0010347,p0033
1.0735,4.9005e-05,0.0019144,0.0013909,p0034
1.0226,1.2685e-05,0.0021867,0.0028374,p0035
1.1482,1.3621e-05,0.0026002,0.0020054,p0036
1.1587,7.309e-05,0.0022319,0.0024277,p0037
1.1853,1.2796e-05,0.0024772,0.0026608,p0038
