wind_speed,swr,a_seiche,par_id
0.9681,0.88469,0.11822,p001
0.85498,0.99505,0.049637,p002
0.94057,0.89727,0.2412,p003
1.1333,1.116,0.08978,p004
0.99277,1.1386,0.14226,p005
1.0365,1.1723,0.056814,p006
1.1687,0.92872,0.10518,p007
0.82528,1.1697,0.21462,p008
0.94782,1.0002,0.085455,p009
1.1454,0.98124,0.21183,p010
1.1404,0.92355,0.27732,p011
0.84531,1.0734,0.067372,p012
0.97888,1.0879,0.29115,p013
1.0879,0.82982,0.027565,p014
0.9278,0.94287,0.13208,p015
0.86272,0.87729,0.03319,p016
0.92373,1.1581,0.19975,p017
1.1924,1.08,0.1892,p018
0.80942,0.83378,0.17593,p019
1.0303,1.0313,0.18713,p020
1.0427,1.0591,0.072657,p021
0.9135,0.91439,0.12059,p022
1.1963,0.96543,0.25209,p023
0.98991,0.90309,0.12578,p024
0.96464,1.098,0.27008,p025
0.8215,0.87515,0.017447,p026
0.9491,0.81359,0.1973,p027
0.88188,1.1799,0.070681,p028
0.96265,1.0155,0.202,p029
1.0133,0.93709,0.043723,p030
0.98364,0.91121,0.21926,p031
1.0833,1.0234,0.021014,p032
1.1146,1.1623,0.058355,p033
0.87675,0.82154,0.0041197,p034
1.0225,1.1882,0.093707,p035
0.91677,0.87088,0.04699,p036
1.1604,0.86151,0.22332,p037
0.95914,0.80413,0.16116,p038
0.93298,1.1863,0.287,p039
0.9045,1.0622,0.26064,p040
1.0497,1.0109,0.11073,p041
1.1008,0.92455,0.18301,p042
0.99986,1.0483,0.16972,p043
1.1308,0.89598,0.030336,p044
0.97255,1.0399,0.2398,p045
1.1752,1.146,0.1623,p046
1.0882,0.88286,0.18277,p047
0.87331,0.90563,0.10403,p048
0.93021,1.1814,0.12766,p049
1.0527,0.81021,0.14669,p050
1.1668,0.84073,0.26252,p051
1.0042,1.088,0.11672,p052
0.8412,0.91601,0.051688,p053
0.9526,0.97262,0.20943,p054
0.90156,0.85762,0.22766,p055
1.1095,1.101,0.20508,p056
1.0944,1.0559,0.25692,p057
1.0566,0.9576,0.077887,p058
0.80207,1.0178,0.014254,p059
1.1181,0.83674,0.037902,p060
0.93845,0.99666,0.29463,p061
0.89664,0.82722,0.025775,p062
1.0973,0.98592,0.21788,p063
1.1557,0.93279,0.063524,p064
1.1901,0.94482,0.28298,p065
1.0116,1.1237,0.24317,p066
1.1845,0.85408,0.1735,p067
1.0456,1.0674,0.19407,p068
0.90999,1.072,0.04194,p069
1.1053,0.97166,0.23375,p070
1.1794,1.199,0.14002,p071
0.89398,1.0412,0.15338,p072
1.183,1.0944,0.11209,p073
0.89068,1.1487,0.26544,p074
1.074,0.99013,0.15013,p075
0.87178,0.97952,0.15772,p076
1.0776,1.0474,0.079,p077
0.85081,1.118,0.28047,p078
0.80765,0.81827,0.27325,p079
0.85799,1.1414,0.083217,p080
1.0643,0.9512,0.26743,p081
0.8853,1.1108,0.0093226,p082
1.0687,0.80098,0.24775,p083
1.0353,1.0768,0.17737,p084
1.0005,1.0278,0.16539,p085
1.1577,1.0351,0.0063381,p086
1.0602,1.1354,0.0023477,p087
0.98746,0.88824,0.29093,p088
1.0266,0.96095,0.13726,p089
0.83285,0.84408,0.097093,p090
0.81917,1.0041,0.020247,p091
0.81333,0.95213,0.22957,p092
1.1367,1.1046,0.13125,p093
0.83179,1.1319,0.25049,p094
1.1264,0.84981,0.29724,p095
1.1217,1.1924,0.14709,p096
0.86702,1.1644,0.060184,p097
1.1507,0.86617,0.23551,p098
1.0164,1.1277,0.092673,p099
0.83774,1.1535,0.10158,p100
