par_id,rmse,nse,r,bias,mae,nmae
p0001,4.34057544675182,0.26815018024582,0.783994793472884,0.60762074002859,2.8414017127088,0.381591633331785
p0002,3.79060535491227,0.441858268996474,0.93665214233365,3.2958328878201,3.39970041604185,0.597261286767596
p0003,3.15293303970913,0.613849282222952,0.893931080099089,1.70622948449541,2.34615896682477,0.387238233641121
p0004,3.38845461197256,0.554004274131816,0.856646000838827,0.797338934239512,2.31171310052122,0.326581470747543
p0005,2.20912316111284,0.810431047949083,0.931299972695144,1.19029137889916,1.70428702733397,0.310066625080776
p0006,4.65589672394877,0.157957468899354,0.905516018228232,3.85745751563364,4.00488189290719,0.693787544672666
p0007,4.7876553558979,0.109624685288381,0.929338271221887,4.37688824727172,4.42616726820593,0.80448212522626
p0008,2.68590255221329,0.719774369392604,0.943001150025066,2.03081224594952,2.24805713317682,0.394629754887787
p0009,2.54929311121996,0.747554928592761,0.932189844965995,1.66298880312578,2.04132136116574,0.361269489148964
p0010,1.96191594654821,0.850483836175461,0.947583130334162,1.10103777943029,1.52971024360009,0.282286970600303
p0011,3.22087058631007,0.597028898867568,0.897942847994659,1.5864774286081,2.35823156081684,0.355676346324868
p0012,2.94791538225932,0.662435025739217,0.854373048051113,-0.743831607477741,1.94803054931592,0.260462510001933
p0013,3.11399698704269,0.623327662257004,0.876476463416297,0.449523413218312,2.22073409865248,0.302924808274189
p0014,4.70500268307933,0.140101676509766,0.899654845583487,3.87400985125219,4.02865566234478,0.703483698547927
p0015,5.41667593095777,-0.139706586542898,0.915399534788821,4.81575924495044,4.88926912079923,0.848557093362419
p0016,3.05310335428548,0.637915141454572,0.873984992519023,0.609571143289357,2.12352876839467,0.303439882255981
p0017,2.99721178626622,0.651050793668384,0.930265216508969,2.0147314021513,2.39074490269671,0.379015664113599
p0018,2.29776751629725,0.794912343568985,0.92997011911789,1.05380075653318,1.75866808746703,0.291808493312669
p0019,3.88033262438555,0.415122032473978,0.776675942841629,-0.469174190649588,2.58330447802461,0.330118486276545
p0020,3.03471804090614,0.642262848678151,0.923475821459856,2.2750252002518,2.52510494539985,0.463512558745581
p0021,2.86910292916202,0.6802433324863,0.899989892211996,0.807071586860905,2.11834283156359,0.302375257696805
p0022,2.58826677523532,0.739777151621397,0.925601306944373,1.53109770220196,2.01926478972629,0.344733457849851
p0023,4.0440233968204,0.364735377410984,0.869312836164073,1.8441735790253,3.00216072348084,0.434316920035309
p0024,2.91781124313214,0.669294256004671,0.886024591312298,0.756147680943741,2.15152497225122,0.323989998005462
p0025,1.9522177317269,0.8519583702231,0.940004119365399,0.73596479321989,1.43395711809675,0.248177103976183
p0026,3.70390065255443,0.467099644354181,0.938131243326814,3.20873190410988,3.31363495285724,0.584337635888049
p0027,2.08602878049165,0.830968384045563,0.932098573479141,0.620959427538884,1.53178839248465,0.24804810912722
p0028,1.92137222617118,0.85659959808044,0.927677591364637,-0.313527737667975,1.25081813391852,0.192174527187767
p0029,3.54002929581133,0.513210655167848,0.937051244043735,2.97972384207672,3.11049705879557,0.545521461484876
p0030,3.84158216485971,0.426745326213627,0.893976623549168,2.53779211474195,3.0540327138412,0.499838438687842
p0031,3.54257889000936,0.51250921338727,0.927489931795878,2.75852118965265,2.99364611503409,0.505081435552248
p0032,2.12661829446267,0.824326423692192,0.943582888800326,1.29113495941294,1.70186134120056,0.327203680271033
p0033,3.80522470718573,0.437544759858236,0.93383422321359,3.23342605220247,3.34771955887567,0.586312908447381
