wind_speed,swr,turb_param/k_min,g2/constant_value,g1/constant_value,A/constant_value,par_id
1.1657,1.0622,0.00035277,1.7359,0.76706,1.0764,p001
0.81873,0.69987,2.4086e-12,2.5969,0.68192,0.85551,p002
0.98253,1.7796,8.4551e-09,2.564,0.62701,1.0924,p003
1.1446,1.2735,1.7139e-08,3.2318,0.60679,1.0058,p004
1.0005,1.8771,1.748e-11,2.1355,0.62802,0.78405,p005
1.1594,1.7684,0.0004717,0.78578,0.72658,0.88134,p006
1.0679,0.77016,1.1812e-13,3.4209,0.71222,0.8471,p007
1.0625,0.75291,1.7993e-13,3.2697,0.53643,0.86632,p008
0.91974,1.9116,2.9999e-14,2.5118,0.67119,0.76183,p009
0.93778,0.55716,1.1946e-07,1.9554,0.43258,0.70659,p010
0.94175,0.6191,7.1366e-13,3.4091,0.77662,0.94919,p011
0.9538,1.9852,2.4848e-06,0.81357,0.65561,0.81234,p012
1.0733,0.92412,2.6604e-09,3.4571,0.68802,0.9556,p013
1.0316,1.8589,4.8923e-12,1.0649,0.52197,0.87205,p014
1.1959,1.4047,2.0794e-10,2.7,0.72113,0.88785,p015
1.1898,1.7139,1.0053e-06,2.2119,0.75638,0.84037,p016
1.1491,0.5008,1.0107e-07,2.8139,0.48488,0.9892,p017
1.112,0.80678,1.8345e-14,2.1716,0.73265,1.0972,p018
1.0349,1.0167,6.7461e-09,1.9863,0.42412,0.73867,p019
0.85785,1.1886,3.3351e-13,0.51306,0.48281,0.84977,p020
0.888,0.95992,2.8155e-05,3.0494,0.64813,1.0804,p021
0.963,1.2599,0.00016557,1.6227,0.45418,0.76967,p022
0.98832,1.9764,3.0126e-12,1.2235,0.69998,1.0557,p023
0.86117,0.98892,1.4971e-10,1.2972,0.62201,0.8167,p024
0.93014,1.5425,5.629e-08,2.9182,0.76915,0.9332,p025
1.0176,0.58801,3.9023e-13,1.2733,0.50093,0.94749,p026
1.0418,1.5631,7.1205e-06,3.1159,0.55793,0.82099,p027
0.80913,1.4417,1.5585e-13,3.3194,0.54337,0.99934,p028
1.0396,1.6699,3.3508e-06,3.3284,0.59238,0.97604,p029
1.1994,0.8694,2.3609e-14,3.0698,0.40429,0.83254,p030
1.1369,1.1204,8.1413e-07,3.1606,0.70571,0.90837,p031
0.89454,1.4565,4.7323e-11,2.8885,0.51703,1.0161,p032
1.0224,0.9765,2.6645e-07,2.0159,0.48989,0.89142,p033
0.88335,1.8908,6.7247e-05,1.4774,0.5323,1.0566,p034
0.82556,1.5164,0.00025207,2.1809,0.75432,0.91471,p035
1.1812,1.1338,1.1157e-05,2.4861,0.4741,0.98074,p036
0.80625,0.62331,9.5008e-09,1.6806,0.79091,0.78089,p037
0.83902,0.67355,1.498e-12,0.85171,0.41664,0.82541,p038
1.1211,0.90686,4.3102e-07,2.4503,0.65869,0.86941,p039
1.1439,1.3011,2.227e-10,1.5681,0.59963,0.98699,p040
1.0042,0.68862,3.1075e-05,0.5649,0.56784,0.89265,p041
0.85234,1.1622,2.6972e-10,2.2987,0.46234,0.71182,p042
1.1071,0.99604,2.887e-08,1.5167,0.67404,1.0896,p043
0.927,1.8394,4.0913e-12,2.4336,0.7517,0.94086,p044
1.0937,1.9616,2.0945e-09,2.096,0.40861,0.9752,p045
0.97488,1.3663,1.2384e-10,0.73756,0.42917,0.95658,p046
0.96811,1.5321,5.5342e-06,1.0381,0.44875,0.71681,p047
1.1089,1.8027,1.6336e-05,0.66879,0.74023,0.83924,p048
0.85132,1.2273,3.5539e-07,1.3492,0.56959,1.015,p049
0.91522,1.027,2.3616e-08,1.6544,0.78326,0.97091,p050
1.0815,0.83869,7.7166e-11,0.8886,0.72957,0.91829,p051
1.0133,1.3142,4.8057e-09,1.0086,0.58149,0.80534,p052
1.0798,0.57357,1.9802e-06,0.62657,0.57633,0.8775,p053
1.0521,0.71725,5.8323e-07,2.8094,0.66265,1.0297,p054
0.87795,1.2171,0.00013412,0.90988,0.64102,0.72681,p055
1.025,1.5954,2.4376e-13,3.0948,0.60275,0.90023,p056
0.80261,0.75901,4.7907e-10,1.1745,0.67944,1.035,p057
1.1176,1.347,1.0229e-14,2.0522,0.56217,0.77454,p058
1.1635,1.2875,4.2911e-05,3.1777,0.74506,0.73309,p059
0.90764,1.4705,9.7684e-05,1.1159,0.70186,0.70176,p060
1.1755,1.3252,1.2578e-09,1.0723,0.79753,0.78822,p061
0.96684,0.6594,1.3052e-12,1.8125,0.51127,0.92972,p062
1.1244,1.0716,0.00021224,2.9694,0.59192,0.74766,p063
0.84535,1.8227,1.5164e-14,1.4061,0.68762,1.0673,p064
0.84225,1.5859,3.3711e-11,2.3273,0.40234,1.0487,p065
1.0473,1.626,1.2467e-11,2.4187,0.79484,0.96381,p066
0.88512,0.85486,1.9329e-09,1.3971,0.71921,0.86138,p067
0.95121,0.82129,1.1357e-05,0.76495,0.55544,1.0232,p068
0.87462,0.78565,5.1786e-06,2.6832,0.44281,0.77671,p069
0.81447,1.9097,4.6025e-14,0.60778,0.49856,1.0035,p070
0.92396,1.0485,6.0687e-15,2.6058,0.46684,0.74238,p071
1.1542,1.4198,6.5247e-15,2.8696,0.76103,0.85732,p072
1.0088,0.90318,5.3268e-14,1.4301,0.45701,1.0266,p073
0.99334,0.52434,2.161e-11,3.211,0.63781,0.72001,p074
0.98409,1.2387,7.5374e-10,2.6501,0.42287,0.79657,p075
0.83123,0.73626,1.9335e-05,1.9044,0.73748,0.90419,p076
0.99657,1.1127,5.2911e-13,2.76,0.54532,0.76745,p077
0.97717,1.3755,1.2154e-14,3.4862,0.52863,0.92796,p078
0.86981,1.6877,7.032e-11,2.2635,0.43973,0.80019,p079
1.1286,1.5753,1.3522e-11,3.008,0.60946,0.73054,p080
1.0719,1.0898,8.9968e-08,0.69004,0.57587,1.0726,p081
1.1699,1.1596,1.8838e-12,2.7327,0.46844,1.0448,p082
1.0896,1.6191,1.8099e-06,1.6099,0.61936,1.0606,p083
1.0575,1.7446,9.739e-12,0.54908,0.44412,0.79517,p084
1.102,1.6765,1.4274e-08,2.3446,0.50797,0.93818,p085
1.1763,1.4989,1.2968e-06,2.3763,0.47796,0.80892,p086
1.0859,0.94938,3.6406e-09,2.9385,0.70991,1.0097,p087
1.0513,1.728,2.3691e-07,0.95469,0.58432,0.71505,p088
0.90203,1.1924,4.4702e-08,0.945,0.55039,0.7533,p089
0.82066,1.927,8.3493e-14,1.9278,0.69202,0.82834,p090
1.1874,0.53151,6.4635e-12,1.8611,0.64659,0.75087,p091
0.94775,1.6479,7.3803e-14,1.3348,0.49369,1.0718,p092
0.83478,0.6472,1.0185e-12,1.8305,0.78698,1.0385,p093
0.90877,1.8128,3.6942e-10,1.2062,0.63237,1.042,p094
1.0993,1.7455,3.9157e-11,3.3728,0.51534,0.92214,p095
0.86714,1.4851,1.1757e-09,1.7843,0.41349,1.086,p096
1.135,1.9451,4.1482e-08,1.1342,0.66673,0.96768,p097
0.89726,0.88749,5.2451e-05,1.7064,0.77489,0.89712,p098
