wind_speed,swr,turb_param/k_min,g2/constant_value,g1/constant_value,A/constant_value,par_id
0.81212,1.0231,1.1263e-11,0.6833,0.49986,0.71448,p0001
1.1953,1.145,4.038e-14,3.0713,0.67756,1.0937,p0002
0.8057,1.0597,3.5467e-07,3.0349,0.57625,1.0089,p0003
1.1126,0.839,7.7795e-07,1.2753,0.77892,0.90578,p0004
1.0341,1.1772,1.6398e-07,1.3109,0.65089,0.95259,p0005
1.0695,1.0957,1.6039e-08,1.0666,0.51429,0.92265,p0006
0.84986,1.1125,1.4771e-12,1.0439,0.44233,1.032,p0007
1.1131,1.108,3.4766e-08,1.0704,0.58583,1.0882,p0008
0.95069,0.80235,8.2625e-10,2.5705,0.43261,1.0323,p0009
1.0881,0.97068,5.5256e-11,2.8394,0.614,1.0368,p0010
1.0297,0.9752,1.0916e-07,1.4864,0.54977,1.0171,p0011
0.86083,1.1341,1.6621e-11,2.3652,0.67136,1.0398,p0012
0.8011,1.0346,5.6788e-14,1.6161,0.44807,0.90916,p0013
0.83086,0.97735,5.9145e-15,1.9608,0.43038,0.85709,p0014
1.0441,1.1858,8.7177e-05,1.1681,0.55961,1.0919,p0015
1.1667,1.0187,4.1649e-12,0.78653,0.43609,0.87209,p0016
0.94221,0.98442,2.1334e-06,1.0813,0.67386,0.85523,p0017
0.802,1.1593,2.4549e-09,0.72863,0.45276,0.91007,p0018
0.93013,1.1033,2.0609e-10,1.2731,0.74962,0.93997,p0019
1.0294,0.97024,1.6095e-12,2.9245,0.72408,1.0082,p0020
0.88459,1.1392,6.5264e-12,2.1172,0.6243,0.734,p0021
1.0316,0.92379,3.8292e-13,2.3312,0.67306,1.0114,p0022
1.0234,0.90463,1.1806e-10,2.9445,0.79862,0.84839,p0023
0.80808,0.8824,6.1597e-07,2.3764,0.64287,0.72378,p0024
0.98279,0.9944,1.8287e-07,1.3948,0.44266,0.78265,p0025
0.94357,1.0661,3.1815e-09,3.4848,0.63464,0.8794,p0026
0.99911,1.0904,2.7493e-10,2.9137,0.7941,1.002,p0027
0.83716,0.84049,6.6315e-08,0.73975,0.68276,0.77715,p0028
1.0413,1.0259,1.5041e-09,2.9051,0.63747,0.81448,p0029
0.81575,1.1983,1.0912e-06,0.88716,0.59569,1.0774,p0030
0.99364,0.82041,8.1644e-07,3.3466,0.68646,0.89273,p0031
1.1318,1.0289,1.3664e-08,2.445,0.788,0.77447,p0032
0.84325,0.95996,1.6662e-09,2.1136,0.78892,0.86434,p0033
1.0244,0.8704,4.5102e-08,2.5009,0.43778,0.88375,p0034
0.92818,0.88945,1.0924e-08,3.0235,0.70111,1.0895,p0035
0.94637,1.0004,1.6712e-14,3.4933,0.7851,0.89688,p0036
0.98871,1.0608,1.8415e-12,0.56116,0.51272,0.97786,p0037
1.0451,1.1247,3.2353e-05,1.3833,0.60084,0.98428,p0038
0.88568,0.9607,6.8445e-07,1.9914,0.73808,0.86206,p0039
1.077,0.808,5.214e-08,2.9492,0.75674,0.73665,p0040
1.0362,1.166,2.7805e-05,1.0574,0.57736,0.85503,p0041
0.94534,0.83369,6.7175e-10,1.9429,0.67966,0.83569,p0042
1.0827,0.82564,6.3147e-12,0.85246,0.77211,1.0811,p0043
1.026,1.191,6.2759e-13,2.87,0.6364,0.75824,p0044
1.0859,1.0128,3.4371e-14,3.3851,0.48543,0.77394,p0045
0.89856,0.85228,1.029e-09,2.3688,0.67221,0.93185,p0046
1.0758,0.95383,2.3899e-10,2.0884,0.59186,0.91588,p0047
0.84223,0.91282,4.7433e-11,2.4786,0.46229,1.062,p0048
0.80389,1.1273,4.5888e-13,1.051,0.70326,0.80927,p0049
1.175,0.83718,3.1862e-10,1.9052,0.40903,0.99953,p0050
1.11,0.95597,1.8646e-07,1.8643,0.74277,0.9179,p0051
1.1682,1.001,0.00036736,1.7277,0.49272,0.98892,p0052
0.89106,0.86007,2.9657e-08,1.1241,0.66267,1.0573,p0053
0.92217,1.0566,3.6847e-10,2.1894,0.64339,1.015,p0054
0.86312,0.9175,8.8258e-08,2.8181,0.67514,1.049,p0055
1.1282,1.1058,5.072e-09,3.3502,0.76202,0.73791,p0056
0.92692,0.96713,2.3348e-11,1.1398,0.51779,0.98316,p0057
1.0578,1.1222,3.144e-11,1.6888,0.68741,0.88425,p0058
0.94412,1.1021,4.8501e-14,3.197,0.79779,0.83196,p0059
0.88947,1.0534,1.1372e-07,2.6678,0.68174,0.88097,p0060
1.0836,0.82666,5.8577e-07,2.0019,0.53873,0.92529,p0061
0.90893,0.99312,4.3513e-05,3.2575,0.74629,0.95385,p0062
0.86798,0.93471,3.0522e-10,0.74243,0.46499,1.044,p0063
1.1848,1.1997,2.7325e-14,1.1751,0.45919,0.987,p0064
0.91082,1.0278,4.3394e-11,1.1001,0.62753,0.87887,p0065
1.085,1.1612,6.0403e-08,2.3102,0.65957,0.93376,p0066
1.1364,0.81065,5.0211e-12,0.99728,0.63314,0.96067,p0067
1.007,0.91797,1.8638e-11,1.035,0.58962,0.74782,p0068
1.1727,1.064,2.0659e-11,3.3191,0.6858,0.79897,p0069
1.1207,0.9524,1.0193e-06,2.0924,0.73347,0.76498,p0070
1.159,1.176,9.6388e-06,1.3554,0.72223,1.0237,p0071
1.1328,0.95749,9.5358e-09,3.1852,0.40797,0.72438,p0072
1.0572,1.1878,8.4608e-11,1.4672,0.43533,0.82873,p0073
0.85456,0.80582,5.0315e-08,1.3752,0.57026,0.91078,p0074
0.86919,0.98559,2.4308e-08,1.4819,0.56155,1.0519,p0075
0.96314,1.0112,0.00042637,0.84099,0.44488,0.76397,p0076
0.93485,0.91519,1.6654e-13,2.3853,0.75361,0.8681,p0077
1.1523,0.95299,0.00027047,1.3276,0.73604,1.0268,p0078
0.87365,1.0559,0.00019976,1.9281,0.52257,0.73142,p0079
1.1253,0.91859,4.9671e-13,1.9023,0.79184,0.94946,p0080
1.1691,1.1,4.0737e-10,2.0782,0.47889,0.80709,p0081
0.8823,1.1669,2.1921e-09,1.6868,0.63156,0.90007,p0082
0.92918,0.98615,3.6935e-05,2.2955,0.66392,0.95491,p0083
0.85721,1.0683,4.7409e-05,2.8794,0.56614,0.8673,p0084
1.1437,0.85742,2.489e-14,0.93011,0.61761,0.8908,p0085
1.1767,1.094,1.5225e-10,3.4226,0.74541,0.86506,p0086
0.89393,0.84398,7.3911e-10,2.5874,0.4776,0.95651,p0087
1.0818,0.96199,8.852e-07,1.585,0.58308,1.0124,p0088
1.0502,0.94036,3.9262e-05,2.8574,0.49161,0.92344,p0089
1.161,0.8781,1.8694e-13,1.5534,0.67891,0.87413,p0090
1.1306,0.82783,6.8593e-14,2.5505,0.48656,0.99316,p0091
1.073,1.0267,7.9454e-08,0.80001,0.48219,1.0283,p0092
0.99987,0.99004,1.0605e-13,2.2438,0.7573,0.70928,p0093
1.0593,0.80349,1.3386e-14,0.62397,0.74738,1.0777,p0094
0.80408,1.0443,5.1446e-13,1.6453,0.52598,0.83895,p0095
1.056,0.99477,3.3698e-12,3.3098,0.5105,0.9645,p0096
1.0781,0.97159,2.8929e-11,1.794,0.65035,1.0606,p0097
1.1797,1.1755,2.8145e-13,1.5497,0.65334,0.76148,p0098
0.95801,1.0075,2.381e-07,0.87754,0.57361,0.71317,p0099
1.1066,1.1817,2.1796e-13,3.2634,0.65549,1.0649,p0100
1.0037,1.0849,2.1347e-09,3.2825,0.55681,0.70455,p0101
0.9605,0.83492,2.918e-12,3.4457,0.74114,0.80328,p0102
1.035,1.1231,1.024e-14,2.5092,0.65781,0.82371,p0103
0.8795,0.9674,5.3633e-13,2.1297,0.78093,0.8407,p0104
1.1789,1.0947,0.00040648,2.6433,0.70567,0.8952,p0105
1.0058,1.0378,7.0317e-13,2.2683,0.7535,0.78331,p0106
1.1552,0.92671,3.0248e-14,3.1177,0.75979,0.93228,p0107
0.83522,1.0628,2.0688e-13,3.0569,0.4606,0.73544,p0108
1.1115,0.83214,1.0103e-10,3.216,0.71379,1.0158,p0109
0.87044,0.83781,5.0595e-15,0.93516,0.45098,0.77533,p0110
0.87145,0.81773,2.6963e-08,2.9581,0.53647,1.0723,p0111
1.0651,0.88158,1.6922e-06,0.57682,0.73916,0.97454,p0112
0.89163,0.93109,3.1699e-12,2.394,0.63106,0.82036,p0113
0.92493,0.8137,9.5814e-10,0.59091,0.47081,0.70601,p0114
0.94015,1.0823,0.00032995,0.9442,0.64112,1.0785,p0115
0.98398,0.93301,0.00011729,2.6521,0.68525,1.0416,p0116
0.87493,1.1806,0.00034574,1.7496,0.45504,0.95749,p0117
1.098,0.94425,6.7935e-09,1.3166,0.69708,0.76955,p0118
0.84273,0.94798,1.4924e-07,0.93989,0.77727,0.78515,p0119
1.1913,0.8615,3.9862e-14,2.0594,0.53355,0.93664,p0120
0.90721,0.95047,5.2078e-12,2.2166,0.44988,0.74294,p0121
0.82452,1.1187,2.6934e-13,1.2963,0.53505,1.0275,p0122
0.82695,0.94359,7.8476e-11,2.1402,0.5511,0.8693,p0123
0.86369,1.0479,3.4808e-05,2.0113,0.46288,0.71617,p0124
1.1214,1.0721,7.2262e-07,1.517,0.51188,0.96358,p0125
0.83254,1.0962,2.0596e-06,2.9884,0.7826,0.71938,p0126
0.96693,0.92271,1.1024e-09,2.9748,0.53391,1.0628,p0127
1.0764,1.1643,1.4521e-08,3.1683,0.50973,1.0334,p0128
0.82031,0.98017,5.9874e-13,1.5957,0.45335,1.0645,p0129
0.93826,1.0333,1.054e-06,1.1621,0.51328,0.92731,p0130
1.1572,1.1518,1.2423e-05,1.1424,0.6174,0.87182,p0131
0.82863,0.9498,2.0416e-05,2.8623,0.60351,0.95556,p0132
1.184,0.9273,6.7716e-06,2.2785,0.58533,1.037,p0133
0.9333,0.81461,8.8599e-10,1.6586,0.51741,1.0672,p0134
0.91662,1.1082,8.9935e-14,3.0849,0.49795,0.94576,p0135
0.8249,0.95148,1.5911e-14,0.72782,0.4643,0.82305,p0136
0.98234,1.047,1.2913e-09,1.6691,0.5924,1.0195,p0137
0.87882,0.97765,2.3602e-13,2.7696,0.48155,0.87341,p0138
1.187,0.89346,7.6e-12,2.4199,0.57987,0.99436,p0139
1.0707,1.1591,0.00011343,3.2779,0.65676,0.79607,p0140
0.98686,0.8662,2.1972e-10,2.1455,0.61239,1.0591,p0141
0.94267,0.99749,5.2936e-06,2.7153,0.48314,1.0136,p0142
0.80755,1.0113,8.323e-13,2.6924,0.7316,1.0163,p0143
1.0947,1.1832,1.98e-11,2.8439,0.42329,1.0486,p0144
1.1581,1.1701,0.00022064,0.83267,0.51464,0.72495,p0145
0.87225,0.88846,1.0587e-07,1.3397,0.72672,1.0849,p0146
1.1911,1.1055,2.4702e-12,1.2906,0.69907,0.81693,p0147
1.0005,0.89496,1.417e-06,1.2108,0.541,0.92574,p0148
0.99308,0.86895,6.4359e-06,0.74832,0.44452,1.0191,p0149
1.1329,1.1316,1.2886e-10,0.9759,0.56453,0.88178,p0150
