wind_speed,a_seiche,par_id
0.89336,0.25583,p0001
1.1854,0.12886,p0002
0.90781,0.13987,p0003
0.81379,0.22654,p0004
0.92407,0.01374,p0005
0.85113,0.28168,p0006
1.195,0.037815,p0007
0.87584,0.010623,p0008
1.1035,0.18218,p0009
1.0164,0.0066714,p0010
1.1604,0.14618,p0011
1.0992,0.14297,p0012
0.9197,0.17041,p0013
1.1421,0.044127,p0014
0.84495,0.18042,p0015
0.96218,0.28658,p0016
1.1535,0.23232,p0017
0.84441,0.083341,p0018
0.85704,0.17457,p0019
1.0843,0.089926,p0020
1.1957,0.091056,p0021
1.1963,0.034374,p0022
1.1647,0.12189,p0023
1.0706,0.14119,p0024
1.0685,0.004583,p0025
0.90968,0.098294,p0026
1.048,0.13708,p0027
0.8457,0.18791,p0028
0.85498,0.1594,p0029
1.0167,0.12509,p0030
0.82471,0.16833,p0031
0.89892,0.16097,p0032
0.95988,0.031221,p0033
0.80183,0.030955,p0034
1.1241,0.19518,p0035
1.0266,0.075216,p0036
0.82416,0.09334,p0037
1.1191,0.29722,p0038
1.1168,0.24341,p0039
1.087,0.20532,p0040
0.97852,0.197,p0041
0.86893,0.11287,p0042
0.83455,0.2156,p0043
1.0849,0.023148,p0044
0.88708,0.17654,p0045
1.0185,0.0020918,p0046
1.136,0.18593,p0047
0.85219,0.25648,p0048
0.89583,0.041234,p0049
0.91692,0.05395,p0050
1.0047,0.1546,p0051
1.015,0.012268,p0052
0.80632,0.25098,p0053
0.91536,0.20942,p0054
0.91899,0.29116,p0055
0.86468,0.2477,p0056
0.87106,0.13163,p0057
0.88102,0.16318,p0058
1.1197,0.096269,p0059
1.0129,0.16191,p0060
0.98682,0.041467,p0061
0.806,0.13646,p0062
1.103,0.1832,p0063
1.1599,0.13532,p0064
0.92973,0.1093,p0065
1.0862,0.038423,p0066
1.1609,0.25958,p0067
0.84702,0.078409,p0068
1.0451,0.0022915,p0069
0.99821,0.23602,p0070
0.90611,0.056538,p0071
1.0383,0.1157,p0072
1.1438,0.090805,p0073
1.053,0.20346,p0074
1.0057,0.27173,p0075
0.89312,0.29376,p0076
1.0236,0.28357,p0077
0.94039,0.069841,p0078
0.92673,0.069231,p0079
1.1293,0.15012,p0080
1.1231,0.065273,p0081
1.1481,0.28737,p0082
1.1292,0.28098,p0083
1.0756,0.0004854,p0084
0.94724,0.212,p0085
0.89397,0.1732,p0086
1.078,0.0095063,p0087
1.1858,0.022894,p0088
0.94427,0.10507,p0089
0.98232,0.24911,p0090
1.0304,0.13574,p0091
1.0347,0.12398,p0092
0.85629,0.085502,p0093
1.1179,0.27606,p0094
0.93267,0.15521,p0095
0.96575,0.29807,p0096
0.9284,0.13889,p0097
1.0674,0.28798,p0098
0.83377,0.29216,p0099
1.159,0.056798,p0100
1.1185,0.037661,p0101
1.0036,0.20836,p0102
0.96457,0.15764,p0103
1.1383,0.20569,p0104
0.9923,0.18513,p0105
1.0774,0.076382,p0106
1.1879,0.14195,p0107
1.0654,0.081115,p0108
0.87414,0.089007,p0109
1.1272,0.09324,p0110
1.113,0.27198,p0111
1.0722,0.24553,p0112
1.1142,0.1918,p0113
1.1987,0.11815,p0114
0.87182,0.29028,p0115
1.0562,0.21582,p0116
0.88875,0.22097,p0117
1.0846,0.14903,p0118
0.90436,0.022138,p0119
1.1315,0.28624,p0120
1.128,0.20705,p0121
0.89873,0.18543,p0122
0.88543,0.11875,p0123
0.87988,0.061378,p0124
0.94818,0.10289,p0125
0.85308,0.020385,p0126
0.97707,0.25291,p0127
1.0173,0.14378,p0128
0.90127,0.047985,p0129
0.89476,0.23626,p0130
0.88636,0.02449,p0131
0.90063,0.28896,p0132
0.90747,0.16012,p0133
1.187,0.16583,p0134
1.0934,0.017917,p0135
1.1712,0.023921,p0136
0.99998,0.19384,p0137
0.97764,0.26801,p0138
1.0517,0.022294,p0139
1.1709,0.23923,p0140
1.1084,0.21876,p0141
1.1674,0.074138,p0142
0.84975,0.26152,p0143
0.8923,0.23265,p0144
1.0387,0.046142,p0145
0.85722,0.21539,p0146
0.97628,0.085156,p0147
0.98722,0.20405,p0148
1.0478,0.13748,p0149
0.96632,0.26408,p0150
0.89131,0.15703,p0151
1.1104,0.23084,p0152
0.80932,0.17288,p0153
1.0883,0.2375,p0154
1.1506,0.10861,p0155
0.85152,0.097415,p0156
1.0648,0.18083,p0157
0.93571,0.031992,p0158
1.1234,0.28427,p0159
0.98674,0.15848,p0160
0.82969,0.25513,p0161
0.81107,0.1266,p0162
0.9479,0.14574,p0163
0.90103,0.15506,p0164
1.1756,0.012496,p0165
1.0831,0.17632,p0166
0.84781,0.078708,p0167
1.1041,0.14784,p0168
1.0043,0.20058,p0169
0.9664,0.0077593,p0170
1.0308,0.2002,p0171
0.98883,0.17362,p0172
1.0627,0.24005,p0173
0.94335,0.055602,p0174
1.0179,0.27424,p0175
0.99499,0.28113,p0176
1.0616,0.26245,p0177
0.85358,0.18768,p0178
0.82554,0.18818,p0179
0.90299,0.25146,p0180
0.84147,0.22712,p0181
0.96321,0.22919,p0182
1.1406,0.29759,p0183
1.1937,0.021158,p0184
0.93787,0.17907,p0185
0.91087,0.28543,p0186
0.86786,0.28477,p0187
1.1309,0.074422,p0188
0.99419,0.10543,p0189
0.98378,0.2454,p0190
1.1074,0.29903,p0191
0.89033,0.10968,p0192
1.1239,0.28997,p0193
1.1386,0.014834,p0194
1.0905,0.055176,p0195
0.85666,0.16684,p0196
1.1677,0.22964,p0197
0.95258,0.26697,p0198
1.0372,0.12315,p0199
1.1616,0.1632,p0200
0.87129,0.24156,p0201
0.81179,0.27112,p0202
1.1575,0.25139,p0203
1.0099,0.022655,p0204
1.0701,0.072527,p0205
0.91879,0.26966,p0206
0.89515,0.033671,p0207
1.0683,0.054168,p0208
1.167,0.19743,p0209
1.0271,0.17873,p0210
0.86544,0.16144,p0211
1.034,0.27678,p0212
0.85901,0.27301,p0213
1.0106,0.029791,p0214
1.1724,0.0031127,p0215
1.1396,0.25213,p0216
1.1093,0.26582,p0217
0.83754,0.20798,p0218
0.90545,0.17527,p0219
0.88472,0.056382,p0220
1.1584,0.050347,p0221
0.97014,0.059356,p0222
0.85786,0.13194,p0223
0.9995,0.19085,p0224
1.1372,0.26616,p0225
0.80065,0.25856,p0226
1.0924,0.25447,p0227
1.1594,0.20384,p0228
1.0248,0.053227,p0229
1.0986,0.2678,p0230
1.1945,0.2754,p0231
1.1155,0.035937,p0232
1.1254,0.12559,p0233
0.87733,0.24304,p0234
0.98098,0.25596,p0235
1.1418,0.2749,p0236
0.9387,0.040105,p0237
0.81465,0.073836,p0238
0.98069,0.27019,p0239
1.1101,0.043656,p0240
1.1663,0.17102,p0241
1.1927,0.019753,p0242
1.0593,0.19624,p0243
0.88974,0.084641,p0244
1.0853,0.10421,p0245
0.83483,0.017257,p0246
1.0111,0.27645,p0247
0.80213,0.1538,p0248
0.92219,0.1222,p0249
0.83987,0.098704,p0250
0.81828,0.27364,p0251
1.1019,0.19332,p0252
1.0646,0.26047,p0253
0.88923,0.05835,p0254
1.0508,0.052717,p0255
1.1607,0.072149,p0256
0.88481,0.12132,p0257
1.086,0.13052,p0258
0.93194,0.036877,p0259
1.06,0.13394,p0260
1.1138,0.21856,p0261
1.0718,0.079189,p0262
0.99093,0.15288,p0263
1.1747,0.28848,p0264
0.98589,0.14594,p0265
0.97054,0.08038,p0266
1.1769,0.092901,p0267
0.85472,0.14145,p0268
1.1972,0.081,p0269
1.0128,0.28703,p0270
0.89546,0.18294,p0271
0.90274,0.24061,p0272
0.88833,0.10797,p0273
0.85949,0.23014,p0274
1.1355,0.0875,p0275
0.81512,0.26995,p0276
1.1296,0.23857,p0277
1.1247,0.22853,p0278
1.0866,0.1796,p0279
1.1734,0.035411,p0280
0.913,0.20151,p0281
1.0737,0.22378,p0282
0.93404,0.23106,p0283
1.0605,0.22156,p0284
0.82664,0.015349,p0285
0.86754,0.10334,p0286
1.1331,0.18391,p0287
0.91736,0.25985,p0288
0.95739,0.23418,p0289
1.0462,0.25389,p0290
0.93143,0.23576,p0291
1.1803,0.17683,p0292
1.1826,0.037407,p0293
1.1972,0.064168,p0294
1.1763,0.050714,p0295
1.0183,0.29679,p0296
0.95218,0.076506,p0297
0.96368,0.21334,p0298
