wind_speed,mixing/coef_mix_hyp,meteorology/ch,meteorology/ce,par_id
1.1104,5.326e-05,0.0020736,0.001956,p0001
1.1906,6.6468e-06,0.0025835,0.0028842,p0002
1.0958,4.5474e-05,0.0027344,0.0028031,p0003
1.1744,2.1154e-05,0.0018913,0.0017123,p0004
1.0647,1.5154e-05,0.0016232,0.0013738,p0005
0.80787,2.3634e-05,0.0025765,0.0010461,p0006
1.0419,1.361e-05,0.0018546,0.0021422,p0007
1.183,7.2458e-06,0.0021061,0.001963,p0008
0.9593,3.18e-05,0.0018261,0.0017648,p0009
1.1757,5.238e-05,0.0016559,0.0013349,p0010
0.98098,9.9078e-06,0.0019796,0.0014483,p0011
0.90746,8.647e-05,0.0010459,0.0017453,p0012
1.0304,6.1086e-05,0.001365,0.0022423,p0013
0.90865,5.3605e-05,0.0021931,0.0028213,p0014
0.99047,8.7598e-05,0.0023292,0.001235,p0015
0.84062,3.8597e-05,0.0010302,0.0026655,p0016
1.1383,7.5823e-06,0.0018861,0.0026261,p0017
1.0619,5.8121e-05,0.0010585,0.002254,p0018
0.93218,2.0096e-05,0.0016966,0.0012264,p0019
1.1009,1.7916e-05,0.0011506,0.0015037,p0020
0.93053,5.4853e-05,0.0025739,0.0013234,p0021
0.91445,2.8385e-05,0.0027775,0.0016029,p0022
0.80405,5.5129e-05,0.0017601,0.0014877,p0023
0.94359,2.8083e-05,0.0015532,0.0018318,p0024
1.1837,9.0424e-05,0.0016718,0.0016147,p0025
0.92924,2.3003e-05,0.0013294,0.0020002,p0026
0.99928,8.4306e-05,0.0023097,0.0013676,p0027
1.0221,5.6183e-05,0.0024509,0.0017333,p0028
1.1527,6.6432e-05,0.0013619,0.0024735,p0029
0.86951,4.1538e-05,0.0021563,0.0027233,p0030
1.1419,8.5036e-05,0.0014835,0.0027693,p0031
1.0232,2.6004e-05,0.0012929,0.0014433,p0032
1.1771,9.8143e-06,0.0029668,0.0027405,p0033
0.87718,2.3685e-05,0.0022943,0.0017769,p0034
1.1665,9.4171e-05,0.0025586,0.0024403,p0035
1.0399,2.7111e-05,0.0020924,0.0012648,p0036
0.96135,7.6757e-05,0.0016076,0.0018098,p0037
1.1191,4.3116e-06,0.002617,0.0029453,p0038
0.95523,9.7666e-05,0.0018224,0.002902,p0039
0.88953,1.1991e-05,0.0021536,0.0026127,p0040
0.96506,5.8508e-05,0.0014268,0.0029611,p0041
0.90396,1.7143e-05,0.0022556,0.0025983,p0042
1.1071,5.1677e-05,0.0014906,0.0020223,p0043
1.1531,2.286e-05,0.0029183,0.0024975,p0044
1.1921,5.0318e-05,0.0012302,0.0012213,p0045
0.93626,7.5597e-05,0.0029941,0.0021824,p0046
0.94593,3.1304e-05,0.0019443,0.0015513,p0047
0.82839,4.3937e-05,0.0024369,0.0012865,p0048
1.0267,8.6985e-05,0.002123,0.0026497,p0049
1.178,8.5782e-05,0.00105,0.002284,p0050
0.95312,1.8304e-05,0.0018313,0.0010878,p0051
0.95772,9.4393e-05,0.0015607,0.0018387,p0052
0.81968,6.0595e-05,0.0010805,0.0028622,p0053
1.0693,7.5006e-05,0.002202,0.0011926,p0054
0.86507,7.2269e-05,0.0023262,0.0010408,p0055
1.1387,3.6919e-05,0.0028439,0.0020053,p0056
1.1211,6.5391e-05,0.0027169,0.002295,p0057
0.83601,7.0166e-05,0.001534,0.0018167,p0058
0.90912,4.7693e-06,0.0023965,0.0026004,p0059
1.1057,1.8885e-05,0.002759,0.0015332,p0060
0.85174,7.8559e-05,0.0015678,0.0027735,p0061
1.1314,2.6747e-05,0.0017207,0.0016892,p0062
0.85418,7.6311e-05,0.001289,0.0019348,p0063
1.1399,2.501e-05,0.0017194,0.0021041,p0064
1.1874,9.5266e-05,0.002624,0.0015434,p0065
0.89516,9.3077e-05,0.0019585,0.0028801,p0066
0.80604,4.5909e-05,0.0027256,0.0026854,p0067
1.1471,5.152e-06,0.0012019,0.0027575,p0068
0.85002,6.9034e-05,0.0023374,0.0016046,p0069
0.84821,8.0036e-05,0.0010788,0.0012196,p0070
0.99624,1.9914e-05,0.0025959,0.0021313,p0071
0.926,9.493e-05,0.0015803,0.002078,p0072
1.1301,2.1071e-05,0.002033,0.002341,p0073
0.82886,7.7234e-05,0.0021809,0.0016321,p0074
0.92351,4.4303e-05,0.0021459,0.0016225,p0075
0.92239,4.4235e-05,0.0012844,0.0024376,p0076
1.1463,9.9569e-05,0.0019973,0.0025724,p0077
0.85079,9.64e-05,0.0026687,0.0015461,p0078
1.0484,2.3926e-05,0.0023438,0.002381,p0079
0.97615,8.2053e-05,0.0023129,0.0019492,p0080
1.161,3.7331e-05,0.0020673,0.0011145,p0081
1.1037,4.0577e-05,0.0012665,0.0018077,p0082
1.1493,9.0865e-05,0.0018608,0.0015956,p0083
1.1484,8.4274e-06,0.0020235,0.0010597,p0084
0.96402,9.3298e-06,0.0015131,0.0026822,p0085
0.9383,5.8942e-05,0.0010003,0.0011388,p0086
0.87447,9.251e-05,0.0027967,0.0013012,p0087
1.0696,8.7956e-06,0.0015564,0.0028502,p0088
0.97545,4.9748e-05,0.001812,0.0029566,p0089
0.94483,1.9176e-07,0.0028663,0.0020366,p0090
1.0172,1.9599e-05,0.0025296,0.0021541,p0091
0.91529,3.3348e-05,0.0017002,0.0027198,p0092
0.95655,9.6067e-05,0.0011614,0.001346,p0093
0.87279,1.034e-05,0.0017528,0.0014012,p0094
1.0772,4.5447e-05,0.0018197,0.0024104,p0095
0.8464,8.1907e-05,0.0014368,0.0028975,p0096
1.1311,1.2975e-05,0.0014992,0.0017834,p0097
0.96634,3.8668e-05,0.0016106,0.0018025,p0098
0.88738,5.4041e-05,0.0013596,0.0024069,p0099
0.93394,6.7605e-05,0.0018942,0.0016411,p0100
0.87148,3.7165e-05,0.002141,0.0021707,p0101
1.0634,4.1033e-05,0.0024349,0.0011979,p0102
0.82321,9.1401e-06,0.0029991,0.0010766,p0103
0.86277,4.2431e-07,0.0023714,0.0016736,p0104
0.85954,8.5871e-05,0.0016836,0.0024036,p0105
0.83327,2.5081e-05,0.002298,0.0029081,p0106
1.0102,3.7867e-05,0.0019174,0.0010626,p0107
0.88057,3.7845e-05,0.0020432,0.0027124,p0108
0.8137,6.4187e-05,0.0016427,0.0017598,p0109
1.0474,4.3438e-05,0.0027467,0.0015849,p0110
0.90648,2.974e-05,0.0024153,0.0010493,p0111
1.1641,2.1766e-06,0.0019368,0.0023765,p0112
0.96233,3.454e-05,0.0013774,0.0028673,p0113
1.0613,4.0074e-05,0.0010203,0.0022988,p0114
0.8305,5.9135e-06,0.0013151,0.0025175,p0115
0.90425,1.1145e-05,0.0010685,0.00193,p0116
1.1272,1.5422e-05,0.0027656,0.0011318,p0117
1.1091,7.4563e-05,0.0028354,0.0019414,p0118
1.0294,4.91e-05,0.0024455,0.0021901,p0119
1.002,3.0037e-06,0.0013271,0.0023307,p0120
1.0178,9.3288e-05,0.0028372,0.0027903,p0121
1.1363,3.2356e-05,0.0029873,0.0014096,p0122
1.0672,7.3419e-05,0.002716,0.0020198,p0123
0.92457,9.562e-05,0.002502,0.0018257,p0124
1.1721,4.0027e-05,0.0010728,0.0021778,p0125
1.1434,1.6778e-05,0.0026955,0.0021869,p0126
0.89296,7.1052e-05,0.0016778,0.0026075,p0127
0.92139,9.1145e-05,0.0019089,0.0019784,p0128
1.0438,2.4382e-05,0.0023806,0.0025476,p0129
1.1956,2.7413e-05,0.0011236,0.0024549,p0130
0.99908,2.9563e-05,0.0017065,0.0026304,p0131
0.87909,9.868e-05,0.0021859,0.0017238,p0132
0.8398,9.907e-05,0.0025858,0.0018527,p0133
0.99478,7.9361e-05,0.0029493,0.0025561,p0134
0.97733,6.159e-05,0.0029453,0.0013695,p0135
1.1448,4.7632e-05,0.0022158,0.0014352,p0136
0.93846,8.6297e-05,0.0028964,0.002818,p0137
0.98443,7.2097e-05,0.0027064,0.0027964,p0138
0.94911,5.4808e-05,0.0014185,0.0027933,p0139
0.9432,8.0944e-05,0.0019404,0.0017075,p0140
1.0471,8.1437e-05,0.0025182,0.0018711,p0141
0.90165,7.7609e-05,0.0025353,0.0015193,p0142
1.1679,8.2659e-05,0.0011318,0.0010019,p0143
1.0108,8.8102e-05,0.0026143,0.0015619,p0144
1.0564,2.483e-05,0.0023168,0.0014131,p0145
0.9059,5.4344e-05,0.0017996,0.0027455,p0146
1.0329,5.6614e-05,0.0024679,0.0010987,p0147
1.1342,8.9428e-05,0.0029055,0.0029905,p0148
0.98518,8.412e-05,0.0024732,0.002761,p0149
0.94106,3.6132e-05,0.0024169,0.0012556,p0150
0.92672,4.6396e-05,0.002744,0.001672,p0151
1.0371,5.8425e-05,0.0015196,0.002952,p0152
0.96323,5.7275e-05,0.001394,0.0028296,p0153
1.1763,6.034e-05,0.002811,0.0011247,p0154
1.1024,5.6816e-06,0.0023036,0.0012456,p0155
0.80378,3.0197e-05,0.0014041,0.0025277,p0156
0.83403,9.1751e-05,0.0010616,0.0020721,p0157
1.0787,5.0968e-05,0.002972,0.0022338,p0158
0.94767,4.2936e-05,0.0021112,0.0015221,p0159
0.82493,3.4279e-06,0.0021293,0.0020317,p0160
0.85701,4.6954e-05,0.0020828,0.0011593,p0161
1.0206,8.8707e-05,0.0027374,0.0011615,p0162
1.071,7.3575e-05,0.0015441,0.0013592,p0163
0.86597,3.1607e-05,0.0023454,0.0017034,p0164
0.8159,1.3725e-05,0.0024533,0.0016644,p0165
1.0604,1.7698e-05,0.0013482,0.001772,p0166
1.1698,5.629e-05,0.0020152,0.002978,p0167
0.84426,3.5994e-05,0.002175,0.0025792,p0168
0.80662,6.6748e-05,0.0015495,0.0018838,p0169
1.025,1.2736e-05,0.0016373,0.0022867,p0170
0.90973,3.2556e-05,0.0014573,0.0021478,p0171
