wind_speed,swr,mixing/coef_mix_hyp,light/Kw,par_id
0.90911,1.5277,1.1656e-05,0.33964,p001
0.84026,0.64071,4.3692e-05,0.41407,p002
1.0522,1.5622,9.3207e-05,0.33068,p003
1.0233,0.55439,8.0119e-05,0.28963,p004
0.92982,0.928,9.4442e-05,0.461,p005
0.96782,1.2861,6.255e-05,0.27632,p006
1.058,0.70796,7.1428e-05,0.43892,p007
1.1729,1.5125,6.3698e-05,0.24672,p008
0.97626,1.3394,1.8479e-05,0.52246,p009
1.0919,1.356,4.4378e-05,0.62981,p010
0.90095,1.2038,1.6199e-05,0.21933,p011
0.89348,0.85997,1.7261e-05,0.55702,p012
1.1101,0.65082,4.8178e-05,0.76113,p013
1.0278,0.58935,3.178e-05,0.652,p014
1.1703,1.1206,4.9838e-05,0.20781,p015
0.94229,1.6324,1.0137e-05,0.42196,p016
0.95446,1.8465,3.3981e-05,0.49193,p017
0.96155,0.50165,4.0878e-05,0.64628,p018
0.82765,1.6547,5.8569e-05,0.50259,p019
0.97363,0.53949,3.9643e-06,0.67375,p020
0.98196,1.2759,2.797e-05,0.56737,p021
0.89643,1.9269,7.6001e-05,0.7386,p022
0.95737,1.7917,4.5189e-05,0.30739,p023
0.94423,0.73038,2.5495e-05,0.31027,p024
0.81253,0.5198,9.8425e-06,0.25943,p025
1.1235,1.1137,1.4008e-07,0.74647,p026
1.0681,0.96699,1.4959e-05,0.51265,p027
1.0615,1.5899,8.8855e-05,0.59413,p028
1.1885,1.434,6.1658e-05,0.72026,p029
1.1065,0.80096,7.4954e-06,0.60373,p030
0.83415,0.72356,8.388e-05,0.50866,p031
0.95192,1.4029,2.2281e-05,0.57443,p032
0.91778,1.6585,7.723e-05,0.55329,p033
0.99031,1.0999,6.7156e-05,0.38616,p034
0.88235,1.9918,4.5608e-06,0.30111,p035
1.0662,0.86275,4.7897e-05,0.32579,p036
1.0015,0.8215,6.6912e-05,0.42946,p037
0.86753,0.56143,7.3985e-05,0.6125,p038
0.8471,1.1613,5.7705e-05,0.6411,p039
0.98502,1.9587,7.94e-05,0.31949,p040
1.1132,1.9067,7.6098e-05,0.39257,p041
1.1469,1.8588,1.3924e-05,0.24912,p042
0.85937,1.7153,4.6987e-05,0.72627,p043
0.82321,1.6911,9.0894e-05,0.5642,p044
0.99839,1.4618,4.2028e-05,0.22432,p045
1.0414,0.98892,9.5664e-05,0.28195,p046
1.1544,0.77299,2.3447e-05,0.36645,p047
1.1772,1.8056,2.6452e-05,0.63773,p048
1.0097,1.4812,3.6067e-05,0.35949,p049
0.86175,1.572,8.594e-05,0.54189,p050
1.1592,1.6795,6.7852e-06,0.58196,p051
1.0197,1.3182,5.1894e-05,0.21564,p052
1.142,0.74663,3.8399e-05,0.66118,p053
1.1396,0.88518,8.9224e-05,0.33569,p054
0.97054,1.0212,1.94e-05,0.79301,p055
0.85543,0.91773,5.3976e-05,0.7944,p056
0.8917,0.78684,2.463e-05,0.54429,p057
0.83097,1.6102,1.2161e-05,0.76436,p058
1.0141,0.93946,8.4308e-05,0.23741,p059
0.80045,1.0506,6.5459e-05,0.34611,p060
0.99585,1.8655,3.5309e-05,0.53049,p061
0.88778,1.4223,6.8523e-05,0.4986,p062
0.81108,1.5438,5.0905e-05,0.42258,p063
1.1626,1.1418,6.4139e-05,0.37353,p064
1.0074,1.9158,8.2467e-05,0.61715,p065
1.031,1.371,8.6589e-05,0.29319,p066
0.87449,1.951,9.7948e-05,0.72971,p067
1.1005,1.2139,5.4051e-05,0.45004,p068
0.80527,0.62674,1.5443e-06,0.78702,p069
0.93528,1.4527,6.0875e-05,0.26665,p070
0.92322,0.99817,5.5709e-05,0.26343,p071
1.1188,0.61627,5.997e-05,0.59742,p072
0.90422,1.3981,2.8593e-05,0.23029,p073
1.1677,0.8393,9.6927e-05,0.37477,p074
0.86911,1.6093,5.6651e-05,0.48326,p075
0.87819,1.8818,3.2237e-05,0.52894,p076
1.0494,1.2347,9.2522e-05,0.66749,p077
0.85172,1.7764,6.9877e-05,0.47781,p078
1.0832,1.7746,8.7784e-05,0.44233,p079
1.1988,1.7377,7.0869e-05,0.46414,p080
0.9265,1.0686,2.2762e-06,0.75454,p081
1.0342,1.26,9.8309e-05,0.38214,p082
1.1242,1.8317,1.5165e-05,0.35403,p083
0.91444,0.68904,9.1065e-05,0.77139,p084
1.0933,1.7456,3.0097e-05,0.47383,p085
0.81862,1.1883,2.0428e-05,0.77662,p086
1.186,1.3411,2.1225e-05,0.70353,p087
1.1304,0.75655,3.9078e-05,0.20398,p088
0.93781,1.0824,7.8388e-05,0.67622,p089
1.18,0.95179,4.2605e-05,0.39854,p090
1.0761,0.66824,7.4722e-05,0.45789,p091
1.0441,1.9832,9.9193e-05,0.71093,p092
1.0976,1.2359,5.4804e-06,0.40835,p093
1.1356,0.90268,3.7522e-05,0.62428,p094
0.83982,1.4951,9.0605e-06,0.74097,p095
1.0872,1.0392,7.2261e-05,0.69219,p096
1.1506,0.59191,2.9897e-05,0.58765,p097
1.0757,1.147,3.5064e-05,0.68614,p098
1.039,1.2954,5.2891e-05,0.70471,p099
1.1953,1.7027,8.19e-05,0.68441,p100
