wind_speed,mixing/coef_mix_hyp,meteorology/ch,meteorology/ce,par_id
0.84417,1.6545e-05,0.0012404,0.002906,p0001
0.91087,9.7215e-05,0.0018132,0.0014541,p0002
1.1873,3.7504e-05,0.0012817,0.0025515,p0003
1.0878,5.6361e-05,0.0010209,0.0016813,p0004
0.95763,8.8012e-05,0.0016006,0.0018637,p0005
1.0015,3.8109e-05,0.0024384,0.002069,p0006
1.0039,7.1265e-05,0.0019685,0.0029567,p0007
0.92126,3.3249e-06,0.0018392,0.001563,p0008
0.88519,7.8231e-05,0.0028724,0.0011239,p0009
0.94566,3.9564e-05,0.0011359,0.0020672,p0010
0.8522,5.7695e-05,0.0015874,0.0028596,p0011
0.93003,8.1651e-05,0.0020488,0.0028692,p0012
0.81096,5.741e-05,0.0016975,0.0028205,p0013
1.0546,9.6018e-05,0.0014093,0.0015979,p0014
1.0718,1.8374e-05,0.0014641,0.0024698,p0015
1.1463,4.0544e-06,0.0012746,0.0028937,p0016
0.99472,5.5164e-05,0.0011134,0.0010164,p0017
1.1741,7.2946e-05,0.0015364,0.0022391,p0018
0.86201,5.2683e-05,0.0027795,0.0016419,p0019
1.0447,9.1309e-05,0.0026977,0.0011538,p0020
0.88801,6.8282e-05,0.0016609,0.0022104,p0021
0.94417,2.1503e-06,0.0024605,0.0020431,p0022
0.91394,5.4324e-05,0.001098,0.0025174,p0023
0.81842,9.5696e-05,0.0016223,0.0020613,p0024
1.0536,3.6103e-05,0.0023526,0.0029722,p0025
1.1577,2.7611e-05,0.0026378,0.0029534,p0026
0.95106,4.6459e-05,0.0023735,0.0024907,p0027
0.91291,4.2692e-05,0.0021121,0.0011729,p0028
1.1268,3.2783e-05,0.0025399,0.0019113,p0029
0.99312,7.1472e-05,0.0028139,0.0015387,p0030
0.93364,9.5159e-05,0.0018803,0.0012949,p0031
1.101,5.3501e-05,0.0017199,0.0022412,p0032
0.89304,6.1203e-05,0.0022858,0.0025586,p0033
1.1854,4.552e-05,0.0013001,0.002753,p0034
0.87967,8.986e-05,0.0020414,0.0019421,p0035
1.0852,4.8347e-05,0.0011404,0.0010104,p0036
0.88042,8.5862e-06,0.0022032,0.002855,p0037
0.99381,9.6449e-05,0.0029089,0.002447,p0038
1.075,5.6064e-05,0.0016352,0.0013413,p0039
0.83019,1.4144e-05,0.0029261,0.0025383,p0040
0.92692,4.683e-05,0.0021071,0.0021027,p0041
0.88626,8.5334e-05,0.0023392,0.0023617,p0042
0.97746,9.1539e-06,0.0024861,0.0019265,p0043
0.82416,7.6623e-05,0.001857,0.0015668,p0044
1.0245,8.1199e-05,0.0014855,0.0010302,p0045
0.96619,4.8199e-05,0.0010067,0.0027274,p0046
0.99081,4.6924e-05,0.0020443,0.0011856,p0047
1.0867,2.6761e-06,0.0021215,0.0015722,p0048
0.82507,7.9884e-05,0.0025921,0.0023656,p0049
0.98395,6.6735e-06,0.0012856,0.0015112,p0050
0.99182,1.2615e-05,0.0013376,0.0023122,p0051
1.052,9.6935e-05,0.0020307,0.0019443,p0052
0.84153,6.6764e-05,0.0021546,0.0016708,p0053
0.81349,7e-05,0.0013607,0.0021354,p0054
0.8691,3.7015e-05,0.0028639,0.0027647,p0055
0.84835,6.2661e-05,0.0019326,0.0021487,p0056
0.97185,6.5444e-05,0.0029509,0.0017981,p0057
0.82091,9.4868e-05,0.0028299,0.0022848,p0058
1.0699,1.0584e-05,0.0023434,0.0016583,p0059
0.94294,7.5502e-06,0.0024747,0.0010332,p0060
1.0983,6.7567e-05,0.0020153,0.0021202,p0061
0.98143,8.8526e-05,0.0017481,0.00184,p0062
0.87859,8.4652e-05,0.0016457,0.0010259,p0063
0.80024,5.059e-05,0.0022835,0.0011967,p0064
1.1655,2.5906e-05,0.0011941,0.0021167,p0065
0.8221,1.1649e-05,0.0027252,0.0022046,p0066
1.0494,5.7461e-05,0.0029028,0.0020524,p0067
0.80756,8.2656e-05,0.0019267,0.001517,p0068
0.80177,5.2176e-05,0.0023634,0.0027211,p0069
1.0738,5.8384e-05,0.0012059,0.0026937,p0070
0.94167,4.1375e-05,0.0027625,0.0027081,p0071
0.87526,8.7653e-05,0.0017101,0.0024634,p0072
1.1437,1.9867e-05,0.0015118,0.0021287,p0073
1.0792,3.3805e-05,0.0019848,0.0017321,p0074
1.0288,9.7461e-05,0.0016771,0.0019069,p0075
0.9617,9.2683e-05,0.0027485,0.0011103,p0076
1.0577,8.3065e-05,0.0010627,0.0021603,p0077
0.81176,3.2509e-05,0.0019299,0.002404,p0078
0.86108,6.1414e-06,0.0014704,0.0010623,p0079
1.1834,6.4674e-05,0.0028105,0.0029081,p0080
0.86645,9.689e-06,0.0026045,0.0017784,p0081
0.96128,7.562e-05,0.0015656,0.0020376,p0082
0.83475,7.7391e-05,0.0029079,0.0027752,p0083
0.85503,4.3242e-05,0.0020571,0.0018813,p0084
0.98044,1.8204e-06,0.0019909,0.0026586,p0085
0.90055,6.5822e-05,0.0015341,0.0028411,p0086
0.87122,2.7329e-05,0.0022262,0.0013583,p0087
1.1376,1.7223e-05,0.0015922,0.002676,p0088
1.1929,1.4433e-06,0.001913,0.0012909,p0089
1.1565,4.1714e-05,0.0012513,0.0028389,p0090
0.97102,1.4893e-05,0.0029721,0.0026978,p0091
1.1165,7.1834e-05,0.0017574,0.0017582,p0092
1.1293,1.8675e-05,0.0025179,0.0020292,p0093
0.93297,9.3787e-06,0.0021443,0.00264,p0094
0.87295,8.232e-05,0.0025819,0.0020901,p0095
1.092,6.1539e-05,0.0019505,0.0016941,p0096
0.95246,6.0553e-05,0.002803,0.0027584,p0097
0.83331,6.4202e-05,0.0016953,0.002731,p0098
1.015,2.4593e-05,0.0028434,0.001,p0099
1.1386,5.159e-05,0.0015213,0.0012723,p0100
0.81502,9.7055e-05,0.0020219,0.0013969,p0101
0.91853,6.6413e-05,0.0029656,0.0013125,p0102
0.93745,5.2359e-05,0.0021104,0.0013843,p0103
0.96038,5.1762e-05,0.0017708,0.0025646,p0104
0.81617,4.9185e-06,0.001048,0.0025099,p0105
1.1202,7.981e-05,0.0023088,0.0018167,p0106
1.0501,4.237e-05,0.0029819,0.0015889,p0107
1.1398,6.2399e-05,0.0024486,0.0024437,p0108
1.0672,5.6149e-06,0.0021512,0.0022492,p0109
0.83952,3.8939e-05,0.0025758,0.001164,p0110
1.1927,7.6019e-05,0.0018613,0.0022897,p0111
0.95315,3.7909e-05,0.0016184,0.0018675,p0112
0.81714,8.5078e-05,0.0010409,0.0018957,p0113
1.166,1.5728e-05,0.002788,0.0022333,p0114
1.1552,3.7242e-05,0.0023462,0.0016119,p0115
1.1984,7.2183e-05,0.00299,0.002702,p0116
0.998,4.5151e-05,0.0028907,0.0022804,p0117
1.1747,3.9935e-05,0.0021603,0.0026538,p0118
0.89953,5.4141e-05,0.0013505,0.0022306,p0119
1.1812,6.3998e-06,0.0021365,0.0028962,p0120
0.90603,8.8815e-05,0.0020874,0.0024791,p0121
1.0357,6.0145e-05,0.0019537,0.0028014,p0122
0.97591,2.6615e-05,0.002423,0.0018003,p0123
0.8922,3.4207e-05,0.0010332,0.001825,p0124
1.0171,7.0552e-06,0.001074,0.0026682,p0125
0.81554,2.4858e-05,0.0020184,0.0018969,p0126
0.87817,8.1239e-05,0.0027369,0.0019309,p0127
1.1364,6.9257e-05,0.0018479,0.0017862,p0128
1.0813,2.8956e-05,0.002243,0.0024997,p0129
0.82067,5.0797e-05,0.0012244,0.0014286,p0130
1.1234,1.0085e-05,0.0019401,0.0011437,p0131
0.97812,8.2449e-05,0.0027989,0.0026182,p0132
0.88705,4.4738e-05,0.0016641,0.0011775,p0133
1.1354,7.5206e-05,0.0012643,0.0015302,p0134
1.0333,7.4874e-05,0.0022687,0.0023414,p0135
1.0642,9.755e-06,0.0013807,0.0012791,p0136
1.0198,1.8962e-05,0.0023768,0.0016171,p0137
0.95132,7.9894e-06,0.0010717,0.0020775,p0138
1.1545,6.3159e-05,0.0027593,0.0029919,p0139
1.1781,5.5667e-05,0.0013985,0.0022214,p0140
1.1324,7.1713e-05,0.001895,0.0011157,p0141
1.1648,6.8122e-06,0.0014973,0.0011316,p0142
0.80108,9.2896e-05,0.0017128,0.0026893,p0143
0.84224,8.3454e-05,0.0017555,0.0018151,p0144
0.83729,1.7956e-05,0.0028567,0.0018324,p0145
0.95868,8.9348e-05,0.0020693,0.0013553,p0146
1.1003,2.6404e-05,0.0022996,0.0023312,p0147
0.86461,4.4971e-05,0.0014748,0.0016757,p0148
1.086,7.7002e-05,0.0023214,0.0019168,p0149
1.1984,5.0183e-05,0.0022639,0.0014954,p0150
1.1775,2.0011e-05,0.0028823,0.0019763,p0151
1.056,2.1838e-05,0.0028221,0.0023884,p0152
0.97671,2.3987e-05,0.0020625,0.0022759,p0153
1.0268,1.2017e-05,0.0023697,0.0029952,p0154
1.1139,1.5947e-05,0.001936,0.0016228,p0155
0.86038,4.8534e-05,0.0012149,0.0011576,p0156
0.92525,9.5411e-05,0.0029303,0.0015077,p0157
1.0115,5.3803e-06,0.0019043,0.002356,p0158
0.89666,7.3687e-05,0.0027545,0.0010747,p0159
0.82923,2.6798e-05,0.0020393,0.0018235,p0160
0.87615,8.2998e-05,0.0012686,0.0027937,p0161
0.86848,7.3312e-06,0.0013121,0.0015433,p0162
1.0212,8.0451e-05,0.0015823,0.0020253,p0163
0.8721,9.2007e-05,0.0019179,0.002474,p0164
1.0817,1.5208e-05,0.0013401,0.0027439,p0165
1.0375,9.1598e-05,0.0012599,0.001467,p0166
0.99859,3.5202e-06,0.0026136,0.0025154,p0167
1.0461,6.4421e-05,0.0018663,0.0014885,p0168
0.90467,9.3304e-05,0.0010365,0.0024295,p0169
1.0249,1.3967e-05,0.0025609,0.0010714,p0170
1.1623,3.3206e-05,0.0024952,0.0026502,p0171
1.1524,5.3668e-05,0.0027408,0.0025206,p0172
1.159,7.0582e-05,0.0028994,0.0015836,p0173
1.0991,2.0654e-05,0.0029372,0.0015928,p0174
0.8649,3.6322e-05,0.0014774,0.0029344,p0175
0.94536,7.2773e-05,0.0017656,0.0011913,p0176
0.91765,5.8766e-05,0.0014503,0.0019537,p0177
1.0696,1.9437e-05,0.0013649,0.001088,p0178
0.92589,9.3186e-05,0.0010842,0.0012648,p0179
0.85861,7.9373e-05,0.0026662,0.0013387,p0180
1.1131,7.0676e-05,0.0017232,0.002001,p0181
1.1284,3.0604e-05,0.0026635,0.0026672,p0182
1.161,2.8851e-05,0.0024062,0.001876,p0183
0.9495,8.673e-05,0.0014018,0.0025273,p0184
0.88253,9.371e-05,0.0023647,0.0025028,p0185
0.90391,5.2851e-05,0.002215,0.001487,p0186
0.88435,3.3905e-05,0.0018695,0.0026723,p0187
1.011,3.3063e-05,0.0019675,0.0010852,p0188
1.1951,6.7215e-05,0.0029841,0.0012389,p0189
0.95543,2.2085e-05,0.0026809,0.001547,p0190
0.98662,2.3195e-05,0.0017878,0.0027372,p0191
0.88771,6.8689e-05,0.0016266,0.0022465,p0192
1.1093,5.3951e-05,0.001221,0.0012034,p0193
1.154,6.9808e-05,0.0022523,0.0014595,p0194
1.0125,1.485e-05,0.0011488,0.0029451,p0195
1.0409,6.9105e-05,0.0021587,0.0022945,p0196
0.94831,8.1593e-05,0.0020522,0.0014738,p0197
1.18,5.2813e-06,0.0020667,0.002508,p0198
0.88082,5.8879e-05,0.0025495,0.001901,p0199
1.1213,1.7475e-05,0.0012976,0.0024102,p0200
1.0393,7.5258e-05,0.0026186,0.001775,p0201
0.81816,2.8266e-05,0.0025114,0.0027899,p0202
1.1263,3.0944e-05,0.0016487,0.0023544,p0203
0.84542,1.1076e-05,0.0024558,0.0014352,p0204
0.97871,6.3828e-05,0.0013321,0.0023783,p0205
0.92063,7.8833e-05,0.0024984,0.0024163,p0206
1.1153,4.4526e-05,0.0010572,0.0016885,p0207
1.1483,6.6537e-05,0.0013071,0.0029004,p0208
1.0884,4.3484e-05,0.002401,0.0022573,p0209
1.0595,8.8163e-05,0.001395,0.0012265,p0210
1.1317,3.339e-05,0.0021189,0.0020586,p0211
0.80616,4.6243e-05,0.0020095,0.0029985,p0212
1.1602,5.6657e-05,0.0018295,0.0021264,p0213
0.98479,2.6914e-05,0.0014187,0.001964,p0214
1.1698,6.3386e-05,0.001541,0.0023682,p0215
0.89187,7.9109e-05,0.0015882,0.0024805,p0216
1.0508,7.7898e-05,0.0018049,0.0013784,p0217
0.82615,1.3468e-05,0.0017357,0.0013055,p0218
0.84305,8.6488e-05,0.0020899,0.0029838,p0219
1.0437,5.7058e-05,0.0023123,0.0017476,p0220
1.1574,3.4985e-05,0.0026011,0.002553,p0221
0.89111,5.5495e-05,0.001245,0.0027813,p0222
1.0056,9.9123e-05,0.0023187,0.0024647,p0223
0.90206,8.985e-06,0.0021864,0.0023093,p0224
1.0899,5.0413e-05,0.002853,0.0015868,p0225
0.90792,9.3914e-05,0.0023044,0.0014696,p0226
1.144,8.7099e-05,0.0014882,0.0018489,p0227
1.013,2.4773e-06,0.0016316,0.0015142,p0228
1.0366,3.7375e-06,0.0017793,0.0029264,p0229
0.96795,3.223e-06,0.001529,0.0012192,p0230
1.0848,3.0141e-05,0.0016082,0.0017817,p0231
1.0424,3.1391e-05,0.0027685,0.0016297,p0232
1.0827,7.1188e-05,0.0029923,0.0013669,p0233
0.85319,4.2592e-05,0.0011459,0.0015278,p0234
0.93821,4.1648e-05,0.0021712,0.0021105,p0235
0.84611,7.4816e-05,0.0020031,0.0021761,p0236
0.80335,6.2167e-05,0.0011801,0.0013746,p0237
1.0966,9.2035e-05,0.0013758,0.0023255,p0238
0.87445,7.7669e-05,0.0026465,0.0010491,p0239
1.0187,3.1193e-05,0.0021647,0.0020063,p0240
1.008,8.9045e-05,0.0019829,0.0026446,p0241
1.0455,8.8706e-05,0.002074,0.001107,p0242
1.1719,5.6534e-05,0.0013853,0.0026216,p0243
0.82251,1.3162e-05,0.0014325,0.0016056,p0244
0.87082,5.5892e-05,0.0024894,0.0011389,p0245
0.92854,3.8514e-05,0.0013179,0.0019877,p0246
1.1344,8.834e-05,0.0028843,0.002771,p0247
1.1227,7.0286e-05,0.0027137,0.0014623,p0248
0.98764,2.3149e-07,0.0018858,0.0017102,p0249
0.9649,3.6671e-05,0.0018737,0.0017379,p0250
1.0629,4.6334e-05,0.0013582,0.0026865,p0251
0.9171,8.5918e-05,0.0011901,0.0021564,p0252
0.88885,4.9925e-05,0.0026749,0.0013887,p0253
0.81239,4.7278e-05,0.0011117,0.0017657,p0254
1.0141,8.3777e-05,0.0023837,0.0022157,p0255
0.98194,8.7103e-06,0.0011316,0.0019385,p0256
1.0659,2.3666e-05,0.0021992,0.0018297,p0257
1.1831,4.8934e-05,0.0016862,0.0010559,p0258
0.85543,1.2402e-05,0.0026858,0.0026286,p0259
1.0219,1.6094e-06,0.001002,0.0029181,p0260
0.92366,6.3461e-05,0.0013702,0.0023333,p0261
0.96977,7.9563e-05,0.0020941,0.0024238,p0262
0.85067,1.4558e-05,0.001959,0.0020493,p0263
1.0385,4.5119e-06,0.0014377,0.0027498,p0264
0.93109,1.648e-05,0.0018246,0.001015,p0265
1.0273,9.9664e-05,0.0024129,0.0028048,p0266
0.94379,4.7766e-05,0.0025293,0.0027603,p0267
1.1941,7.5673e-05,0.0025978,0.0020475,p0268
0.96367,3.5583e-05,0.002434,0.0019827,p0269
1.1121,2.5158e-05,0.0020802,0.0019342,p0270
0.83548,5.9857e-05,0.0022742,0.00137,p0271
0.82846,1.1263e-05,0.001009,0.0027072,p0272
1.1299,1.0141e-05,0.0027465,0.0025979,p0273
1.1955,4.8717e-05,0.001407,0.0013225,p0274
1.119,8.3291e-05,0.0028059,0.0010565,p0275
0.98484,1.2159e-05,0.0011579,0.0014839,p0276
1.0309,4.5947e-05,0.0027234,0.0016653,p0277
1.1695,4.9376e-05,0.0029158,0.0023924,p0278
0.90809,2.1247e-05,0.0018221,0.0016609,p0279
0.93168,6.8954e-05,0.001852,0.0012554,p0280
0.94742,6.3986e-05,0.0016569,0.0027969,p0281
1.0323,2.9576e-06,0.0026316,0.0021367,p0282
0.93601,5.9123e-05,0.0028448,0.001993,p0283
0.8985,9.0305e-05,0.0022656,0.0017614,p0284
0.87681,7.8652e-06,0.0012903,0.0023072,p0285
0.8679,4.1142e-05,0.0021777,0.0019506,p0286
0.83806,3.2427e-05,0.00164,0.0020721,p0287
0.91279,4.9177e-05,0.0010529,0.0024046,p0288
0.90937,2.4434e-05,0.0021808,0.0012871,p0289
0.93925,3.8391e-05,0.0015148,0.0025341,p0290
1.1418,8.9712e-05,0.001878,0.0025899,p0291
1.0931,5.6906e-05,0.0023511,0.0013163,p0292
1.0781,6.5274e-05,0.0020987,0.0027189,p0293
0.89465,1.6882e-05,0.0029471,0.0016453,p0294
1.1195,8.7549e-05,0.0013525,0.0021551,p0295
0.96654,2.1987e-05,0.0010121,0.0022689,p0296
0.8067,1.0876e-05,0.0019987,0.001891,p0297
1.0348,9.6667e-05,0.0021747,0.0018578,p0298
1.0085,7.8448e-05,0.001378,0.0017233,p0299
0.98625,9.7843e-05,0.0022389,0.0016359,p0300
0.93525,5.1146e-05,0.0010284,0.0015203,p0301
1.1432,9.9923e-05,0.0020051,0.0022005,p0302
1.1916,5.4671e-05,0.0010644,0.0024528,p0303
0.88972,1.2437e-06,0.0017381,0.0028257,p0304
1.0622,4.5662e-05,0.0019796,0.0019962,p0305
0.96927,7.2556e-05,0.0025231,0.0023239,p0306
0.85669,4.4426e-05,0.002034,0.0026615,p0307
0.91644,6.2888e-05,0.0014303,0.0028486,p0308
1.1668,8.4305e-06,0.0017296,0.0017003,p0309
0.83201,7.0963e-05,0.0011008,0.0015698,p0310
0.98982,5.1402e-05,0.0011718,0.0026275,p0311
0.83659,5.7926e-05,0.0026523,0.0025436,p0312
0.92295,2.6117e-05,0.002194,0.0018445,p0313
0.82326,8.0937e-05,0.0011725,0.0028284,p0314
1.0907,9.3552e-05,0.0011786,0.0013821,p0315
0.8314,3.9777e-05,0.0014212,0.0012512,p0316
1.1053,9.2256e-05,0.0012188,0.001626,p0317
1.0044,4.5393e-05,0.0018334,0.0026345,p0318
1.1753,2.2942e-05,0.0027308,0.0017511,p0319
0.84732,5.926e-05,0.001996,0.0026832,p0320
1.1022,4.9663e-05,0.0029195,0.0021448,p0321
0.90271,7.3283e-05,0.0017267,0.002573,p0322
1.133,7.8158e-05,0.0019637,0.0016876,p0323
1.1763,7.0063e-05,0.0014556,0.002979,p0324
1.0944,3.4537e-05,0.0022313,0.0012988,p0325
1.003,3.3509e-05,0.0016531,0.0025812,p0326
0.90687,2.8462e-05,0.0021309,0.0029285,p0327
1.0231,3.7742e-05,0.002077,0.002602,p0328
1.1222,9.1609e-05,0.0026341,0.0029438,p0329
1.0514,1.8162e-05,0.0025525,0.0021729,p0330
1.097,4.7106e-06,0.0022934,0.001125,p0331
0.99635,3.5969e-05,0.0023039,0.0012461,p0332
1.1475,2.0431e-05,0.0019744,0.0029148,p0333
1.1305,4.1154e-06,0.001328,0.0013312,p0334
1.1677,6.0903e-05,0.0025259,0.0010387,p0335
1.0889,6.2499e-05,0.0028679,0.0021935,p0336
1.1638,2.9818e-05,0.0011233,0.0010798,p0337
