wind_speed,swr,mixing/coef_mix_hyp,light/Kw,par_id
0.94626,1.1404,4.1224e-06,0.71578,p0001
1.1244,1.0969,9.7838e-05,0.56652,p0002
0.94505,1.0482,3.7334e-05,0.79364,p0003
1.0492,1.063,1.333e-05,0.65516,p0004
0.97922,0.91832,7.4364e-05,0.72068,p0005
0.97913,1.1972,5.4787e-05,0.69719,p0006
0.82318,1.0638,9.4088e-05,0.43104,p0007
1.123,1.002,7.5206e-05,0.43186,p0008
0.90598,0.94333,5.5826e-05,0.44293,p0009
1.1096,0.86246,9.5199e-05,0.26698,p0010
1.1654,1.1096,2.5195e-05,0.53025,p0011
1.0639,0.86355,9.954e-06,0.66009,p0012
1.0554,0.93937,3.1879e-07,0.25613,p0013
0.93832,1.1911,5.4374e-05,0.79526,p0014
0.86675,1.1838,5.9249e-05,0.40522,p0015
1.0657,1.0064,1.3736e-05,0.51624,p0016
1.187,1.0752,4.054e-05,0.34682,p0017
0.90526,0.90481,3.4641e-05,0.27098,p0018
0.95572,0.9858,3.8639e-06,0.77992,p0019
0.89985,0.98727,7.6587e-05,0.73836,p0020
1.0744,0.95249,7.3013e-06,0.24197,p0021
0.95992,0.96973,4.8724e-05,0.48151,p0022
0.83052,1.0779,1.2745e-05,0.36417,p0023
0.84655,0.93927,1.8633e-05,0.42079,p0024
1.1401,0.89193,3.8251e-05,0.26984,p0025
1.0505,1.0655,8.9903e-05,0.4213,p0026
1.1824,0.91057,2.9394e-05,0.2743,p0027
1.1175,0.81479,4.8426e-05,0.72515,p0028
0.99749,1.0505,7.217e-05,0.38638,p0029
0.86603,1.0867,3.1887e-05,0.47702,p0030
0.95338,1.0577,4.5374e-05,0.31811,p0031
0.86736,0.84375,9.3341e-05,0.4482,p0032
0.89713,1.042,6.0177e-05,0.29738,p0033
1.1892,0.94736,7.7947e-05,0.79256,p0034
0.87432,1.015,9.4678e-05,0.40094,p0035
0.83571,0.99421,1.5714e-05,0.42024,p0036
1.0499,1.1686,4.6167e-05,0.70453,p0037
1.152,1.1091,8.6584e-05,0.76078,p0038
1.1534,1.128,7.5506e-05,0.22108,p0039
0.83507,0.94766,2.6624e-05,0.52014,p0040
0.97034,0.94928,6.7059e-05,0.36261,p0041
0.94379,0.92518,4.3213e-06,0.50236,p0042
1.0519,0.97007,7.8119e-05,0.22367,p0043
0.97732,1.1734,1.1879e-05,0.72044,p0044
1.0412,0.94862,2.4607e-05,0.65281,p0045
0.88047,1.0537,3.1703e-05,0.49617,p0046
0.97179,0.84959,1.226e-05,0.62105,p0047
1.0217,0.94036,5.1954e-06,0.68758,p0048
0.84145,1.1578,7.4607e-05,0.35909,p0049
1.0937,0.94165,7.1255e-05,0.61487,p0050
1.112,1.0041,1.6775e-05,0.2554,p0051
0.93876,1.102,2.96e-05,0.66866,p0052
1.1745,0.85292,7.5159e-06,0.63618,p0053
1.196,1.057,6.5004e-05,0.59227,p0054
1.1456,0.88436,7.2705e-05,0.78931,p0055
0.8963,0.97742,8.7973e-05,0.43624,p0056
0.88346,0.85928,3.6087e-05,0.24522,p0057
1.0402,1.1537,2.2524e-06,0.4792,p0058
1.0838,1.0072,2.4886e-05,0.70993,p0059
1.1182,0.89457,3.3946e-05,0.52722,p0060
0.94011,0.85034,8.7368e-05,0.6718,p0061
0.80089,0.9039,8.8307e-05,0.68528,p0062
0.84906,1.0415,1.9003e-06,0.32815,p0063
1.0001,0.94746,9.9287e-05,0.61784,p0064
1.0593,0.84333,9.6239e-05,0.33131,p0065
1.0818,1.1553,3.0528e-05,0.39663,p0066
0.93369,1.0489,7.1467e-06,0.70707,p0067
1.128,0.86173,8.6751e-05,0.58379,p0068
1.1871,1.1191,3.3717e-05,0.28832,p0069
0.89161,1.0548,1.4435e-05,0.6348,p0070
1.1442,1.1266,3.2042e-06,0.49424,p0071
0.85093,0.86979,2.8354e-05,0.55936,p0072
0.97364,1.1437,1.8263e-05,0.43424,p0073
1.1174,0.98225,6.8551e-05,0.27375,p0074
1.1893,0.84279,4.9506e-05,0.33198,p0075
0.91364,1.156,1.0717e-05,0.62181,p0076
0.88116,0.84222,1.1376e-05,0.61825,p0077
1.0235,0.85999,5.1507e-06,0.39404,p0078
0.83675,1.1381,4.0155e-05,0.23037,p0079
0.86511,0.94791,8.8889e-05,0.36543,p0080
1.0738,0.86181,5.2992e-05,0.22412,p0081
0.84664,0.96304,2.8567e-05,0.67396,p0082
1.166,1.0007,9.8126e-05,0.55717,p0083
0.86437,0.93902,3.8739e-05,0.60898,p0084
0.98168,1.0898,3.7651e-05,0.38675,p0085
0.94477,1.0815,2.4976e-05,0.67618,p0086
0.89344,1.1705,5.3547e-05,0.55286,p0087
0.80606,1.1192,8.4394e-05,0.44805,p0088
0.96578,1.1344,2.6314e-05,0.25055,p0089
0.97947,1.1685,4.3368e-05,0.21827,p0090
0.89938,1.1922,9.8869e-05,0.30225,p0091
1.0595,0.96259,8.1578e-05,0.32142,p0092
0.92315,0.95917,6.8796e-05,0.28425,p0093
1.122,1.0804,2.7638e-05,0.34252,p0094
1.1411,0.83456,6.1487e-06,0.30354,p0095
1.0752,1.1486,1.4452e-06,0.4545,p0096
0.9391,0.81621,2.8986e-05,0.51959,p0097
0.85578,0.87966,7.7336e-05,0.6538,p0098
1.0279,0.82333,5.7778e-05,0.58431,p0099
0.90922,0.94402,8.908e-05,0.71181,p0100
0.81899,0.93886,8.3259e-06,0.66145,p0101
1.0615,0.80105,6.7794e-05,0.69209,p0102
0.80925,0.98775,1.1133e-05,0.41446,p0103
0.9757,0.85904,2.4257e-06,0.36365,p0104
1.0213,0.91486,4.8181e-05,0.71496,p0105
0.88022,0.81262,4.2152e-05,0.43239,p0106
0.87815,0.96754,2.2595e-05,0.6076,p0107
0.97865,1.1478,6.6714e-05,0.43782,p0108
0.80756,0.80295,6.1144e-05,0.51293,p0109
1.0218,0.85363,1.7652e-05,0.64097,p0110
0.99138,0.82661,1.3159e-05,0.6093,p0111
0.97517,0.87178,6.9586e-05,0.24052,p0112
1.138,1.0918,4.5569e-05,0.61808,p0113
0.99491,1.1416,7.1609e-05,0.21078,p0114
1.1437,0.81974,5.7832e-05,0.3877,p0115
1.1464,1.1162,1.4821e-06,0.60657,p0116
1.1447,0.82938,2.2939e-05,0.62812,p0117
0.80709,1.0446,7.7239e-05,0.6793,p0118
1.0955,0.9408,2.3779e-05,0.22348,p0119
0.94718,0.99075,7.7752e-05,0.76779,p0120
0.90822,0.94114,4.5828e-05,0.7337,p0121
1.1925,0.9184,1.8559e-05,0.66545,p0122
1.0048,1.0851,1.4576e-05,0.73883,p0123
0.92292,1.0147,9.9384e-05,0.56268,p0124
1.1765,1.1024,5.4208e-05,0.47217,p0125
1.0881,0.8055,4.5981e-05,0.23072,p0126
1.0568,0.99213,6.9771e-05,0.51564,p0127
0.95026,0.85685,4.3467e-06,0.70536,p0128
1.1587,1.1825,4.5469e-05,0.64081,p0129
0.99845,1.1199,9.2897e-05,0.71644,p0130
0.87218,0.92752,5.8733e-05,0.60588,p0131
1.1292,0.95806,5.8849e-05,0.27129,p0132
1.1591,0.82552,2.0515e-05,0.56763,p0133
0.98053,1.0666,2.7029e-05,0.25998,p0134
0.98758,1.1891,6.7892e-05,0.28308,p0135
0.94885,0.83814,7.3672e-06,0.38251,p0136
0.83978,1.1383,7.5595e-05,0.25483,p0137
1.0596,1.0171,7.265e-05,0.79918,p0138
0.82598,0.90343,7.2934e-05,0.54201,p0139
1.0342,1.0843,3.538e-05,0.30569,p0140
1.1918,0.92293,3.012e-05,0.76455,p0141
1.0556,1.17,7.2919e-06,0.38138,p0142
1.1246,0.91337,9.8963e-05,0.60179,p0143
1.1759,1.1262,8.8359e-05,0.3079,p0144
1.0469,0.91927,9.9171e-05,0.35797,p0145
1.1992,0.83361,6.3258e-05,0.29378,p0146
1.0811,0.99229,4.8077e-05,0.39545,p0147
1.0162,0.97382,4.7872e-05,0.52215,p0148
