wind_speed,swr,mixing/coef_mix_hyp,light/Kw,par_id
0.8809,1.0846,1.0568e-05,0.27163,p0001
1.1755,0.874,5.5784e-05,0.76852,p0002
0.94181,1.1697,1.5494e-05,0.72221,p0003
1.1392,0.84415,9.1795e-05,0.60303,p0004
1.0322,0.89046,7.5536e-05,0.46009,p0005
1.0559,0.84087,7.9851e-05,0.76044,p0006
1.1802,0.93306,9.2173e-05,0.42324,p0007
1.0012,0.85402,6.5004e-06,0.60882,p0008
1.1178,1.0261,6.1692e-05,0.41805,p0009
0.81376,1.0288,9.1321e-05,0.67152,p0010
0.91742,1.1947,7.4281e-05,0.38088,p0011
1.0281,1.1,5.4184e-05,0.20203,p0012
1.0725,0.9241,7.226e-05,0.30939,p0013
1.1368,0.95628,1.77e-05,0.44638,p0014
0.87206,1.1982,3.914e-05,0.40144,p0015
1.1009,0.81709,8.8288e-05,0.34484,p0016
1.1955,0.8281,4.3287e-05,0.32878,p0017
1.0209,1.0027,3.6127e-05,0.37263,p0018
0.85993,0.90742,7.6831e-05,0.21529,p0019
0.8821,1.1593,9.9613e-05,0.77051,p0020
1.1782,1.0182,4.4755e-05,0.55885,p0021
0.92279,0.83061,6.2518e-06,0.70325,p0022
1.0624,0.98571,3.9439e-05,0.21674,p0023
0.81962,0.93898,2.5315e-05,0.59532,p0024
1.0749,0.91082,3.099e-05,0.45808,p0025
1.1818,0.9694,5.2611e-05,0.66436,p0026
0.92759,1.1214,3.2995e-05,0.3453,p0027
0.91141,0.83885,1.0824e-05,0.58123,p0028
1.1531,0.80035,7.9394e-05,0.24245,p0029
0.84633,1.0259,2.7835e-05,0.51422,p0030
0.92341,0.96649,9.475e-05,0.48015,p0031
1.0811,0.87732,7.8297e-05,0.48029,p0032
1.0663,0.84676,7.0931e-05,0.40616,p0033
1.1625,1.1693,9.2028e-05,0.59167,p0034
1.0001,0.9262,9.6712e-05,0.48439,p0035
0.82887,1.084,3.53e-05,0.28237,p0036
0.87755,0.80655,4.6741e-05,0.54098,p0037
1.0576,1.0073,9.723e-05,0.4131,p0038
1.1382,1.1832,8.0767e-05,0.24706,p0039
1.1289,0.87605,6.4892e-05,0.22101,p0040
1.1774,1.0659,4.3957e-05,0.40898,p0041
0.80102,1.0736,3.983e-05,0.39101,p0042
0.96163,0.82799,4.7787e-05,0.62377,p0043
0.9055,1.1925,3.6641e-05,0.58947,p0044
0.85075,0.91808,8.5322e-05,0.64735,p0045
0.95423,0.94488,2.0623e-05,0.3499,p0046
0.87015,0.80378,6.0946e-05,0.38304,p0047
1.1082,1.1728,8.9733e-05,0.75937,p0048
1.1678,0.90158,7.1384e-05,0.54224,p0049
0.81447,0.99584,8.5486e-05,0.51161,p0050
0.90186,1.162,3.0888e-05,0.45201,p0051
0.93842,1.0317,9.1531e-05,0.31204,p0052
1.1054,1.1062,8.4434e-05,0.20596,p0053
1.1321,1.1417,5.82e-05,0.49837,p0054
0.91217,0.85462,5.1468e-05,0.64319,p0055
1.0588,0.8421,2.6522e-05,0.25124,p0056
0.97632,1.101,6.3441e-05,0.21207,p0057
1.126,1.1882,1.0605e-05,0.22458,p0058
1.0989,1.191,7.3618e-05,0.69347,p0059
0.94093,1.0519,4.6761e-05,0.6698,p0060
0.98562,1.1555,5.0707e-05,0.74151,p0061
0.87913,0.94171,4.4913e-06,0.33631,p0062
1.0244,1.1186,8.7064e-05,0.71595,p0063
0.90092,0.91292,7.7579e-05,0.25467,p0064
0.85313,0.94659,3.2607e-05,0.28937,p0065
0.83823,0.82121,9.718e-06,0.62611,p0066
0.92547,0.92136,4.2945e-05,0.29424,p0067
1.1603,1.0561,4.2981e-05,0.79133,p0068
0.90346,1.0621,7.8615e-05,0.27891,p0069
0.8362,0.83697,1.3984e-05,0.65232,p0070
0.87311,1.1589,3.1647e-05,0.74547,p0071
0.80798,1.1559,1.8668e-05,0.42754,p0072
0.95358,1.1625,6.2764e-05,0.50786,p0073
0.93411,0.89747,9.6516e-05,0.25414,p0074
0.81156,0.88,6.3105e-05,0.41876,p0075
1.0306,1.1204,1.9219e-05,0.43309,p0076
1.0011,1.0238,5.5944e-05,0.29771,p0077
1.0523,1.1524,6.9412e-05,0.5279,p0078
0.83089,0.8581,7.0551e-05,0.60765,p0079
1.1104,0.99638,6.2214e-05,0.55954,p0080
0.94291,0.8589,4.8455e-05,0.53557,p0081
0.90702,1.1751,1.039e-05,0.58084,p0082
1.0683,0.86212,8.6774e-05,0.47501,p0083
1.1728,0.98633,4.3179e-05,0.21791,p0084
1.1017,1.1938,8.5662e-05,0.65975,p0085
0.92674,1.1838,5.621e-05,0.75566,p0086
0.9556,0.80625,8.0603e-05,0.63696,p0087
1.1616,0.81928,6.8195e-05,0.26322,p0088
1.177,1.0806,1.8148e-05,0.6456,p0089
0.98181,0.89179,2.1169e-05,0.34709,p0090
0.84574,1.1863,9.7916e-05,0.66672,p0091
1.0528,0.92942,4.8425e-05,0.36501,p0092
0.8757,1.088,1.5386e-05,0.65163,p0093
1.1932,1.107,1.0246e-05,0.68476,p0094
0.94825,1.1516,4.1114e-05,0.56291,p0095
0.85506,0.82473,2.0771e-07,0.45724,p0096
1.1748,1.074,1.5383e-06,0.69073,p0097
0.84887,0.90398,7.8198e-05,0.46424,p0098
0.90986,1.1455,6.6393e-05,0.76912,p0099
0.84108,1.1746,5.3023e-05,0.4863,p0100
0.82015,1.1149,4.8221e-05,0.25224,p0101
0.98641,0.80271,6.2529e-05,0.27061,p0102
1.0808,0.97826,5.4427e-05,0.71112,p0103
0.90378,1.1093,7.7699e-05,0.32207,p0104
0.91419,1.0556,5.5248e-06,0.52241,p0105
1.0654,1.1808,4.5636e-05,0.31743,p0106
0.89087,1.1181,5.5107e-05,0.37068,p0107
1.1645,0.90632,5.8429e-05,0.43358,p0108
0.85238,0.94004,4.6315e-05,0.55151,p0109
0.94993,0.96112,9.4937e-05,0.51226,p0110
1.184,1.1481,7.249e-05,0.52901,p0111
0.83252,0.94467,2.5685e-05,0.41713,p0112
1.0924,0.93567,6.4213e-05,0.24897,p0113
1.1724,0.93454,4.3723e-05,0.35858,p0114
0.93316,1.1015,1.7014e-05,0.71224,p0115
0.81847,0.98487,6.0278e-05,0.72562,p0116
0.99479,0.92232,3.3252e-05,0.31791,p0117
1.1895,0.91887,9.1306e-05,0.33348,p0118
1.127,0.96435,2.9711e-05,0.65284,p0119
1.1434,0.89241,4.1639e-05,0.75876,p0120
1.0407,1.1077,2.9113e-05,0.60998,p0121
0.99938,1.0124,3.9607e-05,0.75045,p0122
0.83401,1.048,4.7671e-05,0.78526,p0123
1.0641,1.0451,2.7913e-05,0.55229,p0124
1.1995,0.93081,8.8592e-05,0.77515,p0125
0.82383,1.1543,9.0834e-05,0.32416,p0126
0.90209,0.93225,3.8074e-05,0.3859,p0127
1.1502,1.1373,9.1119e-05,0.73027,p0128
1.0616,1.023,9.413e-05,0.66348,p0129
1.0608,0.97124,2.3043e-05,0.42074,p0130
1.1365,0.85568,7.6292e-05,0.23043,p0131
0.99876,1.0016,9.1805e-06,0.21417,p0132
1.0128,1.0384,5.278e-05,0.21019,p0133
1.0733,1.0444,6.628e-05,0.71159,p0134
0.86556,1.0439,6.6133e-05,0.7523,p0135
1.1222,1.0705,8.3042e-05,0.20066,p0136
1.0997,1.0632,6.4532e-05,0.52875,p0137
0.80146,1.0569,6.8027e-05,0.75638,p0138
1.1329,0.80732,6.7705e-05,0.74981,p0139
1.0032,1.0191,8.2043e-05,0.69508,p0140
0.84933,0.82386,3.4106e-05,0.64878,p0141
1.1024,1.0146,2.1758e-05,0.31504,p0142
1.1562,0.9584,6.1313e-05,0.72115,p0143
1.0628,1.1428,7.2423e-05,0.55339,p0144
0.90597,1.0034,4.1363e-05,0.61184,p0145
1.1923,1.0568,7.675e-05,0.31872,p0146
0.86184,0.89145,9.8768e-05,0.67694,p0147
0.95935,0.91534,1.2665e-05,0.70956,p0148
1.0046,0.80088,1.3545e-06,0.45292,p0149
0.81785,0.92475,7.875e-05,0.575,p0150
0.84709,1.058,1.5154e-05,0.3355,p0151
0.98803,1.021,7.5945e-05,0.22499,p0152
1.0706,0.83563,3.8949e-06,0.41969,p0153
0.84288,1.0392,5.881e-05,0.63339,p0154
1.0161,1.0599,2.1386e-05,0.26396,p0155
0.93208,0.95205,2.1868e-06,0.57006,p0156
0.98321,0.91076,5.6636e-05,0.28954,p0157
0.92898,1.0856,2.3435e-05,0.28574,p0158
0.87651,0.88579,3.1188e-05,0.27315,p0159
1.0936,0.95772,2.4093e-05,0.60407,p0160
0.80968,0.99836,6.2703e-05,0.41509,p0161
0.82339,0.93662,9.836e-05,0.28137,p0162
0.81319,0.97586,1.6256e-05,0.34619,p0163
1.0847,1.1799,6.7174e-05,0.49817,p0164
1.1887,0.97472,2.6231e-05,0.60005,p0165
1.169,0.95419,5.7486e-05,0.68716,p0166
1.1681,0.93802,3.1502e-05,0.23918,p0167
1.0258,0.89719,9.5529e-05,0.67791,p0168
0.98156,0.91737,2.0488e-05,0.38,p0169
0.81638,0.98107,9.3832e-05,0.25567,p0170
0.89828,0.85171,8.3134e-05,0.60608,p0171
0.92409,1.065,5.042e-05,0.26832,p0172
1.1287,1.0865,6.6498e-05,0.65514,p0173
0.8614,1.0686,6.728e-05,0.36081,p0174
0.83669,1.1612,1.9867e-05,0.35133,p0175
0.83743,1.0404,5.1118e-05,0.27655,p0176
0.86316,0.85688,5.7837e-05,0.24385,p0177
1.1542,0.99154,4.6229e-05,0.7126,p0178
0.9962,0.83271,9.755e-05,0.24307,p0179
0.81113,1.151,9.8539e-05,0.66873,p0180
1.1186,0.81226,1.3468e-05,0.71014,p0181
1.1604,1.1032,4.8614e-05,0.68321,p0182
1.0529,1.0413,3.6074e-07,0.37487,p0183
1.0471,0.81257,1.5615e-05,0.43425,p0184
1.0963,1.0868,8.1885e-05,0.57627,p0185
1.1785,1.0274,3.0593e-05,0.23517,p0186
0.94416,0.81069,8.3151e-06,0.39355,p0187
1.1258,1.1942,2.3644e-05,0.50541,p0188
0.809,1.178,7.7023e-05,0.7769,p0189
0.93087,1.1638,9.9314e-05,0.24182,p0190
1.1914,1.1546,1.2971e-05,0.37883,p0191
0.90763,1.0901,7.1216e-05,0.36596,p0192
0.98775,0.92861,4.0532e-05,0.56618,p0193
1.0867,1.0455,9.6099e-05,0.44987,p0194
0.9907,0.87813,7.2086e-05,0.23294,p0195
0.96377,1.1689,7.5794e-05,0.39942,p0196
1.1539,1.099,4.3941e-05,0.28364,p0197
0.8271,1.1439,4.0967e-05,0.4541,p0198
0.88712,0.80953,6.545e-05,0.24086,p0199
0.95817,0.95346,9.7442e-05,0.48514,p0200
0.8951,1.0281,6.1983e-05,0.23829,p0201
1.0117,0.99851,1.4924e-05,0.50451,p0202
0.8033,1.0278,6.2369e-05,0.76519,p0203
0.98705,1.1308,3.8736e-05,0.53949,p0204
0.85619,1.088,2.0324e-05,0.42943,p0205
0.80613,1.193,3.9116e-06,0.53371,p0206
1.1048,1.1824,1.4043e-05,0.38395,p0207
1.0287,0.99441,2.2633e-05,0.62145,p0208
0.82745,0.87667,1.4545e-05,0.68535,p0209
0.98916,1.0063,2.9026e-05,0.45056,p0210
0.80867,0.99344,7.0549e-06,0.40207,p0211
1.1464,1.1058,5.0174e-05,0.20412,p0212
0.96232,0.89236,3.5101e-05,0.58356,p0213
0.93473,0.97785,6.3238e-05,0.68125,p0214
1.1373,0.90912,8.6768e-06,0.53709,p0215
1.1661,0.96868,1.0908e-05,0.69199,p0216
1.105,0.89581,1.8564e-05,0.70637,p0217
1.0677,0.92087,4.7107e-05,0.45127,p0218
1.151,1.0387,5.7931e-05,0.49977,p0219
0.93805,1.0012,8.6409e-05,0.33012,p0220
1.1074,1.0504,1.647e-05,0.64658,p0221
