wind_speed,swr,fetch_lk,c_relax_C,par_id
0.87392,0.90303,18608,0.095524,p0001
1.1022,1.0126,26222,0.023961,p0002
1.0292,1.154,19506,0.028036,p0003
1.0958,1.1507,4091.2,0.05063,p0004
1.1252,0.93066,38391,0.097879,p0005
0.91304,0.8625,14784,0.041751,p0006
0.81563,0.9803,9096.1,0.027489,p0007
1.1862,0.81493,26657,0.080596,p0008
0.98422,1.1463,8177.4,0.075929,p0009
1.1922,0.91833,49625,0.081231,p0010
0.96292,0.80698,16280,0.064401,p0011
0.98618,1.1144,44173,0.063811,p0012
1.0291,0.81608,54875,0.088345,p0013
0.90008,1.0034,71453,0.081991,p0014
1.1577,0.81531,27079,0.070416,p0015
1.1345,1.1428,49358,0.027607,p0016
0.81491,1.1877,60986,0.096129,p0017
1.1412,1.155,56026,0.012211,p0018
0.80362,1.0642,57961,0.0018016,p0019
0.95253,0.8423,62118,0.02791,p0020
0.87011,0.89601,55030,0.027785,p0021
1.1886,1.1417,45425,0.051361,p0022
0.92896,0.84901,19220,0.011597,p0023
0.9303,0.84544,40361,0.099558,p0024
1.1326,0.96013,33767,0.031311,p0025
0.90554,1.058,55861,0.067606,p0026
1.0789,1.1012,33298,0.026586,p0027
0.96146,0.98064,49954,0.077703,p0028
0.80119,1.1771,11649,0.024119,p0029
1.1491,0.90845,16322,0.052508,p0030
1.0987,0.91774,43127,0.037017,p0031
0.91344,1.1356,69827,0.062386,p0032
1.177,0.94639,36356,0.075249,p0033
1.0183,1.1896,27473,0.083177,p0034
1.0343,0.87755,64975,0.0031515,p0035
0.96359,1.1347,37242,0.087889,p0036
1.12,0.8258,31489,0.09472,p0037
0.9559,0.86969,27309,3.5006e-05,p0038
0.97978,0.97111,37734,0.016335,p0039
0.97453,1.0196,70391,0.044887,p0040
0.80733,0.86045,42902,0.054061,p0041
1.0466,1.1979,68995,0.063323,p0042
0.92733,0.83529,20786,0.061918,p0043
0.89753,0.81588,57179,0.059413,p0044
1.0451,1.0042,72318,0.076734,p0045
1.0326,0.85013,54417,0.030355,p0046
1.1819,1.1235,41211,0.073475,p0047
1.1801,1.0575,36510,0.046516,p0048
0.92649,0.80387,35180,0.09179,p0049
1.0214,1.1319,24698,0.067272,p0050
1.1146,0.92645,4812.8,0.079514,p0051
0.84454,0.84416,58078,0.0057039,p0052
0.80221,1.1038,3376.3,0.098212,p0053
0.85907,0.95971,28211,0.029695,p0054
1.1682,0.93318,11419,0.068682,p0055
1.0798,1.0755,71942,0.053047,p0056
0.94258,0.98142,1636.3,0.048733,p0057
0.94759,0.83637,61139,0.065621,p0058
0.90288,1.0148,63824,0.017503,p0059
