wind_speed,a_seiche,par_id
1.154,0.25543,p0001
1.0814,0.077204,p0002
1.1245,0.087263,p0003
1.0054,0.27031,p0004
1.0483,0.19885,p0005
1.1593,0.12565,p0006
1.1036,0.28437,p0007
1.0893,0.11925,p0008
1.1255,0.22906,p0009
1.1419,0.15116,p0010
0.81085,0.25661,p0011
1.0365,0.28493,p0012
0.82568,0.0020127,p0013
0.85776,0.29919,p0014
0.95032,0.17325,p0015
0.8053,0.046061,p0016
0.85666,0.25318,p0017
0.8798,0.22434,p0018
0.90283,0.082388,p0019
0.84214,0.029553,p0020
0.80628,0.035531,p0021
0.82149,0.063915,p0022
1.0034,0.13342,p0023
0.88054,0.0080664,p0024
0.88208,0.039181,p0025
1.1601,0.072875,p0026
1.1294,0.13532,p0027
1.0664,0.26526,p0028
0.88326,0.11264,p0029
0.98269,0.12865,p0030
1.084,0.26584,p0031
1.1071,0.051442,p0032
0.86618,0.012473,p0033
1.1898,0.25184,p0034
0.99736,0.20362,p0035
1.1031,0.20182,p0036
1.0339,0.10485,p0037
1.1776,0.22982,p0038
0.80798,0.016442,p0039
0.86762,0.26341,p0040
0.82415,0.10069,p0041
1.0913,0.18417,p0042
1.0447,0.18478,p0043
0.9511,0.09338,p0044
0.92658,0.26419,p0045
0.96072,0.16454,p0046
0.98698,0.0039373,p0047
1.0667,0.13747,p0048
0.81489,0.060379,p0049
1.1048,0.12062,p0050
0.86284,0.21305,p0051
0.82327,0.10501,p0052
0.98504,0.0012595,p0053
0.87176,0.055378,p0054
0.83876,0.16259,p0055
0.93738,0.15164,p0056
1.0175,0.20838,p0057
1.1489,0.046986,p0058
1.1115,0.090675,p0059
1.0478,0.2682,p0060
0.93618,0.26121,p0061
1.0309,0.26786,p0062
0.88416,0.026795,p0063
1.116,0.083518,p0064
1.0254,0.17578,p0065
0.88897,0.15686,p0066
1.0543,0.24697,p0067
0.93387,0.12459,p0068
1.0408,0.081603,p0069
1.1143,0.17946,p0070
1.0142,0.27499,p0071
0.82173,0.1107,p0072
0.99164,0.17913,p0073
0.96769,0.024835,p0074
1.0214,0.20281,p0075
1.0384,0.022586,p0076
0.85255,0.28375,p0077
0.89543,0.069612,p0078
1.0613,0.23261,p0079
1.1524,0.18983,p0080
1.1714,0.26214,p0081
1.1624,0.23807,p0082
1.1578,0.27655,p0083
0.84974,0.24562,p0084
0.86859,0.12931,p0085
1.1023,0.16135,p0086
0.86339,0.16713,p0087
1.1445,0.16877,p0088
0.83101,0.19441,p0089
1.1362,0.0090337,p0090
1.1742,0.15626,p0091
0.9624,0.14239,p0092
1.0283,0.1366,p0093
0.89089,0.12315,p0094
0.85287,0.0030215,p0095
0.83431,0.062388,p0096
0.93312,0.27173,p0097
1.0422,0.015145,p0098
0.97114,0.032072,p0099
0.90909,0.11625,p0100
0.97774,0.21276,p0101
0.90572,0.011287,p0102
0.89236,0.012852,p0103
0.92001,0.23157,p0104
1.0126,0.10342,p0105
1.1933,0.29372,p0106
0.84781,0.28548,p0107
1.0463,0.024183,p0108
0.97583,0.14043,p0109
0.95731,0.0077838,p0110
1.0959,0.23634,p0111
1.1082,0.22369,p0112
0.97518,0.21702,p0113
1.076,0.21054,p0114
0.87407,0.1084,p0115
1.1371,0.17509,p0116
1.027,0.19399,p0117
0.88638,0.099507,p0118
0.9177,0.091894,p0119
1.0372,0.20713,p0120
1.1923,0.17407,p0121
1.1557,0.22257,p0122
1.1354,0.28675,p0123
1.1296,0.14849,p0124
1.0618,0.27317,p0125
0.82295,0.20998,p0126
0.95185,0.2745,p0127
1.1848,0.15342,p0128
0.91178,0.19954,p0129
1.1612,0.17602,p0130
1.1437,0.048282,p0131
0.93459,0.25203,p0132
0.88826,0.28861,p0133
1.1006,0.22638,p0134
1.0331,0.21506,p0135
0.99227,0.023099,p0136
0.85742,0.018922,p0137
1.0561,0.091482,p0138
1.0595,0.25038,p0139
0.84338,0.014606,p0140
0.8774,0.15511,p0141
0.87444,0.038626,p0142
1.1991,0.1706,p0143
0.96891,0.13162,p0144
1.0975,0.20045,p0145
0.97932,0.22004,p0146
1.0884,0.19185,p0147
0.94383,0.026136,p0148
1.1128,0.03044,p0149
1.0731,0.12748,p0150
1.1449,0.022137,p0151
0.92293,0.19039,p0152
1.0778,0.18142,p0153
0.80435,0.2027,p0154
1.0924,0.24106,p0155
0.96109,0.017537,p0156
1.0022,0.29776,p0157
0.99456,0.14122,p0158
1.0867,0.18844,p0159
1.0438,0.12413,p0160
0.95306,0.033194,p0161
1.0675,0.27931,p0162
0.93786,0.26723,p0163
0.9406,0.20035,p0164
0.93122,0.11509,p0165
1.1564,0.0046727,p0166
0.99615,0.14779,p0167
0.83499,0.25991,p0168
0.89729,0.12673,p0169
0.82892,0.077582,p0170
0.94084,0.25774,p0171
0.96836,0.27368,p0172
1.0015,0.01946,p0173
1.0761,0.064204,p0174
0.89354,0.013471,p0175
0.86716,0.2122,p0176
0.83615,0.15759,p0177
1.039,0.10781,p0178
0.84592,0.21878,p0179
1.0771,0.24624,p0180
1.0556,0.28074,p0181
1.0345,0.14924,p0182
0.94707,0.054906,p0183
1.0063,0.20625,p0184
1.1916,0.22728,p0185
0.8314,0.11831,p0186
0.81685,0.042564,p0187
0.965,0.14534,p0188
0.9786,0.24235,p0189
1.0785,0.10248,p0190
1.1321,0.18311,p0191
1.0688,0.052134,p0192
1.0106,0.10279,p0193
0.80818,0.23911,p0194
1.1313,0.21129,p0195
0.9941,0.22966,p0196
0.84943,0.22108,p0197
1.1804,0.21412,p0198
1.1906,0.10891,p0199
0.82859,0.079523,p0200
0.87526,0.079057,p0201
0.95259,0.0025331,p0202
1.1983,0.28725,p0203
1.178,0.090177,p0204
0.89616,0.21099,p0205
1.1819,0.25958,p0206
1.0807,0.14316,p0207
0.81646,0.19688,p0208
0.86112,0.25473,p0209
0.84147,0.081507,p0210
0.90354,0.070949,p0211
1.0504,0.06257,p0212
1.175,0.29198,p0213
0.83746,0.2192,p0214
0.95815,0.29999,p0215
0.86946,0.21761,p0216
0.9359,0.03658,p0217
1.1509,0.099731,p0218
