wind_speed,swr,a_seiche,par_id
0.84121,0.91133,0.15275,p001
1.092,0.79806,0.2809,p002
1.1267,0.84868,0.23912,p003
0.84901,0.76799,0.087827,p004
0.82437,0.77503,0.11567,p005
1.0887,0.9714,0.14159,p006
0.88724,0.99837,0.16921,p007
1.1445,0.7561,0.19786,p008
1.0867,0.92208,0.25657,p009
1.1156,0.93366,0.15484,p010
1.0447,0.71007,0.28899,p011
0.95352,0.70526,0.1651,p012
1.0268,0.97652,0.29248,p013
0.80516,0.8515,0.16275,p014
0.94852,0.98755,0.18333,p015
1.0562,0.71761,0.03612,p016
0.86177,0.96389,0.23437,p017
0.91346,0.80963,0.0971,p018
0.87333,0.96735,0.26186,p019
1.1053,0.88256,0.25818,p020
1.0122,0.77431,0.058131,p021
0.84475,0.8676,0.23245,p022
1.155,0.9896,0.054872,p023
1.1317,0.78297,0.078337,p024
0.98802,0.76176,0.24816,p025
1.1379,0.87022,0.17631,p026
1.1906,0.75746,0.26823,p027
0.88984,0.91354,0.13413,p028
1.1161,0.74173,0.018761,p029
0.81939,0.87715,0.2301,p030
0.91766,0.92994,0.021383,p031
0.94782,0.84236,0.12161,p032
0.80367,0.82819,0.0068398,p033
0.87195,0.86413,0.032472,p034
1.0351,0.89993,0.013056,p035
0.96193,0.90948,0.11371,p036
0.95779,0.77075,0.21758,p037
1.1636,0.96511,0.25148,p038
1.1858,0.85668,0.1568,p039
0.9822,0.813,0.073946,p040
0.99847,0.83408,0.065674,p041
0.90504,0.73609,0.085691,p042
0.97748,0.83509,0.041649,p043
1.0811,0.8291,0.25326,p044
0.82203,0.73378,0.099919,p045
1.0044,0.80724,0.19228,p046
1.1831,0.79132,0.20509,p047
1.1437,0.82385,0.0043312,p048
0.92602,0.93443,0.15919,p049
0.92931,0.76342,0.14495,p050
0.87666,0.98358,0.083228,p051
1.1593,0.92024,0.18759,p052
1.0967,0.71376,0.10825,p053
1.0699,0.78475,0.071381,p054
0.98454,0.82158,0.14987,p055
1.0019,0.75292,0.092994,p056
0.83545,0.74979,0.049773,p057
1.0383,0.94629,0.28243,p058
1.1036,0.81776,0.10616,p059
1.0309,0.9042,0.18222,p060
0.93642,0.74261,0.015204,p061
0.89373,0.79964,0.17171,p062
1.0492,0.72628,0.19083,p063
0.97573,0.88439,0.13852,p064
0.82852,0.86042,0.20965,p065
0.81108,0.79583,0.010756,p066
0.81578,0.99279,0.27681,p067
1.0763,0.95486,0.24187,p068
0.90889,0.89156,0.047636,p069
0.83882,0.95899,0.26437,p070
0.99283,0.72824,0.27536,p071
0.89943,0.78916,0.042885,p072
1.1104,0.77919,0.09318,p073
1.0089,0.95015,0.00060139,p074
0.8561,0.9391,0.24514,p075
1.197,0.92771,0.024995,p076
1.172,0.97438,0.22638,p077
1.1657,0.72372,0.10451,p078
1.195,0.89524,0.03441,p079
1.0544,0.74531,0.21902,p080
0.90079,0.88876,0.20037,p081
1.0633,0.99528,0.05333,p082
1.0672,0.8928,0.1273,p083
1.1505,0.98138,0.07549,p084
1.0236,0.91789,0.20229,p085
0.96793,0.81514,0.067009,p086
0.93206,0.85435,0.02845,p087
1.1215,0.84556,0.12523,p088
1.1684,0.70286,0.17787,p089
1.1791,0.87427,0.22387,p090
0.92398,0.94288,0.13769,p091
1.0198,0.84084,0.21582,p092
0.9416,0.95547,0.28763,p093
0.96919,0.87217,0.12959,p094
1.1348,0.70766,0.29937,p095
0.88026,0.7302,0.06071,p096
0.86635,0.94531,0.27266,p097
1.0401,0.9014,0.21262,p098
1.073,0.72039,0.29609,p099
0.85586,0.80439,0.11817,p100
