wind_speed,fetch_lk,c_relax_C,par_id
1.0314,43032,0.06789,p0001
1.1868,1124.6,0.061944,p0002
0.9251,51130,0.074029,p0003
0.93433,58250,0.0088618,p0004
0.82976,13189,0.093187,p0005
1.0721,57849,0.08951,p0006
1.1045,60717,0.023828,p0007
0.93071,4187.3,0.048901,p0008
0.98117,50188,0.0025848,p0009
0.90441,53176,0.017138,p0010
0.94384,27630,0.013158,p0011
1.1539,42037,0.015051,p0012
0.83194,32104,0.08312,p0013
1.0625,16451,0.055548,p0014
1.0274,50451,0.041102,p0015
1.1467,69098,0.093341,p0016
0.80833,12821,0.071141,p0017
1.1205,22307,0.073465,p0018
1.0987,10411,0.018631,p0019
0.9793,23601,0.049799,p0020
1.119,66633,0.059284,p0021
0.81659,6969.7,0.076126,p0022
1.0127,55763,0.039296,p0023
0.91664,14476,0.094042,p0024
1.0442,74677,0.055267,p0025
1.1385,20113,0.072565,p0026
0.98526,32316,0.017304,p0027
1.1591,45917,0.097228,p0028
1.0109,11959,0.060785,p0029
1.1565,63218,0.057597,p0030
1.1879,68734,0.064328,p0031
0.95,19081,0.049046,p0032
1.1842,29769,0.012567,p0033
1.0034,54561,0.042219,p0034
1.1678,73606,0.087727,p0035
0.93786,27893,0.033838,p0036
0.87289,31128,0.048392,p0037
1.1934,7151.9,0.074595,p0038
0.86935,19565,0.0021409,p0039
0.8192,68788,0.093493,p0040
1.0549,13599,0.012726,p0041
0.85551,40670,0.018262,p0042
1.0255,4771.9,0.050652,p0043
0.84271,45151,0.0084166,p0044
1.046,45627,0.047448,p0045
0.89975,21012,0.084069,p0046
0.88048,30558,0.052802,p0047
0.8527,47106,0.080248,p0048
1.1699,68174,0.012298,p0049
1.038,2662.8,0.067073,p0050
0.83766,50340,0.001061,p0051
1.0714,63588,0.030909,p0052
0.84374,2831.2,0.025183,p0053
0.99017,46310,0.015444,p0054
0.92212,6283.2,0.053076,p0055
1.0899,35824,0.082434,p0056
1.0002,61499,0.062756,p0057
1.0776,56134,0.025737,p0058
0.84024,69675,0.026966,p0059
1.077,70787,0.031637,p0060
1.0567,40825,0.0988,p0061
1.0117,44124,0.051168,p0062
1.0065,18383,0.085963,p0063
0.80213,11272,0.094921,p0064
1.1745,8068.5,0.083291,p0065
0.96439,65400,0.051684,p0066
0.93004,31916,0.061453,p0067
1.1399,64278,0.0286,p0068
1.1574,40230,0.003454,p0069
0.97004,48053,0.06239,p0070
1.0046,31320,0.055931,p0071
0.94537,33304,0.043919,p0072
0.8793,4264.2,0.098801,p0073
0.83673,55083,0.058749,p0074
1.0936,26086,0.05323,p0075
0.92819,18271,0.053677,p0076
1.0684,45657,0.0069744,p0077
0.98599,11596,0.034478,p0078
1.0025,13111,0.017679,p0079
1.1072,50612,0.00024082,p0080
1.1462,18967,0.029262,p0081
0.99327,34194,0.044405,p0082
0.91917,63946,0.0055888,p0083
0.91228,44522,0.00011262,p0084
0.94733,57096,0.069058,p0085
0.84675,44634,0.045978,p0086
0.81498,55978,0.067343,p0087
1.0957,3733.7,0.078455,p0088
1.0244,67758,0.044147,p0089
0.94478,60127,0.023625,p0090
0.9101,50017,0.063128,p0091
1.0581,52928,0.054951,p0092
1.0212,47541,0.065148,p0093
0.82683,6392.2,0.031021,p0094
0.81205,19135,0.035601,p0095
1.1279,9323.2,0.028897,p0096
0.81321,51276,0.037546,p0097
0.85968,26682,0.040312,p0098
0.95191,14970,0.011358,p0099
1.1734,8624.6,0.0075283,p0100
0.93167,9788.1,0.083961,p0101
1.001,48200,0.062201,p0102
1.1199,49165,0.048603,p0103
1.1922,25630,0.041399,p0104
1.0809,13942,0.091069,p0105
1.1882,61000,0.083705,p0106
0.93717,70288,0.082272,p0107
1.0103,52623,0.038794,p0108
0.98845,36669,0.038918,p0109
1.1299,52745,0.0082445,p0110
1.2,17418,0.099267,p0111
0.81953,55524,0.019393,p0112
1.1028,2431,0.057043,p0113
1.1328,37794,0.029838,p0114
1.1522,23209,0.057964,p0115
1.1052,59721,0.0028136,p0116
0.86234,45432,0.046129,p0117
1.0079,54193,0.040458,p0118
0.80417,74510,0.06393,p0119
1.022,12446,0.020826,p0120
1.0512,13822,0.063417,p0121
0.81065,28148,0.016411,p0122
1.0969,61186,0.059681,p0123
1.014,62838,0.023048,p0124
0.92253,73268,0.028709,p0125
1.1,54111,0.086809,p0126
1.167,61817,0.0012791,p0127
1.1011,15300,0.070536,p0128
0.92409,66302,0.028402,p0129
1.1788,44448,0.016828,p0130
1.1058,54683,0.022305,p0131
1.125,33113,0.062418,p0132
0.83356,9896.9,0.077586,p0133
0.87493,42565,0.091818,p0134
1.0435,51519,0.077318,p0135
0.88834,29480,0.0049249,p0136
1.0598,21078,0.036545,p0137
0.8758,64063,0.0061329,p0138
0.81155,29959,0.068911,p0139
0.93646,26993,0.026182,p0140
0.8241,32463,0.003942,p0141
0.89033,29340,0.020531,p0142
0.90576,53508,0.0502,p0143
0.90855,23864,0.085306,p0144
0.97054,43209,0.074735,p0145
0.9169,41487,0.045318,p0146
0.97155,65504,0.005758,p0147
1.0963,37375,0.098133,p0148
0.95629,8199.8,0.0033072,p0149
0.88706,21377,0.051294,p0150
1.053,26767,0.090499,p0151
1.068,32773,0.075254,p0152
0.90652,59517,0.066564,p0153
0.9215,57353,0.033401,p0154
0.80739,49783,0.080103,p0155
1.0834,29602,0.04642,p0156
1.1911,74051,0.019585,p0157
0.80661,64464,0.051907,p0158
0.85678,41304,0.061072,p0159
0.81684,10836,0.018036,p0160
1.1102,51842,0.046964,p0161
1.0386,33994,0.029068,p0162
1.1804,39589,0.080825,p0163
0.84845,60955,0.026807,p0164
1.1376,15982,0.035001,p0165
1.07,5507.9,0.0093675,p0166
1.0456,26344,0.026301,p0167
0.97318,62084,0.047626,p0168
0.91835,43574,0.088735,p0169
1.1988,24598,0.090801,p0170
