wind_speed,mixing/coef_mix_hyp,meteorology/ch,meteorology/ce,par_id
1.0971,6.4846e-05,0.001475,0.0017054,p0001
1.1604,6.9115e-05,0.0015395,0.0027535,p0002
1.0654,1.1295e-05,0.0022105,0.002356,p0003
0.8856,7.9794e-05,0.0012516,0.001853,p0004
1.0016,6.8121e-05,0.0015167,0.0010978,p0005
0.86307,9.1436e-05,0.0015206,0.0018158,p0006
1.1525,2.1008e-05,0.0015449,0.0018006,p0007
1.1106,6.3057e-05,0.0023907,0.0011637,p0008
0.92538,7.1651e-06,0.0027596,0.0020617,p0009
1.1466,6.4941e-05,0.0027496,0.0029458,p0010
0.8619,3.8404e-05,0.0029559,0.0013486,p0011
1.0601,3.8707e-05,0.0010883,0.0027573,p0012
0.86397,7.7331e-05,0.0017572,0.0020259,p0013
0.80419,8.5573e-05,0.0017435,0.0029811,p0014
1.1961,6.1626e-05,0.0014008,0.0020361,p0015
0.91696,4.4116e-05,0.001227,0.001078,p0016
0.96578,8.9758e-05,0.0016614,0.0028249,p0017
1.1848,6.3473e-07,0.0019052,0.0017579,p0018
1.054,1.2025e-05,0.0024711,0.0021417,p0019
1.0561,2.6717e-05,0.0016496,0.0012507,p0020
1.1307,7.4629e-05,0.0011592,0.0021609,p0021
1.0354,3.2881e-05,0.0012065,0.0015439,p0022
0.80296,5.1237e-05,0.0023534,0.0027506,p0023
1.1698,2.5697e-05,0.0018556,0.0014556,p0024
0.9431,6.6307e-05,0.0021782,0.002818,p0025
0.91893,7.1522e-05,0.0020874,0.0015398,p0026
1.0711,1.9883e-05,0.0015491,0.0025741,p0027
0.89625,3.2222e-05,0.0025263,0.0010511,p0028
1.1897,4.3839e-05,0.0013393,0.0012385,p0029
0.92518,4.9932e-05,0.0017357,0.001613,p0030
1.1935,2.6955e-05,0.0013705,0.0021871,p0031
1.0052,9.7314e-05,0.0027729,0.0013784,p0032
1.0078,9.3951e-05,0.0010217,0.0017262,p0033
0.87789,4.7343e-05,0.0019548,0.00114,p0034
1.0493,2.3864e-05,0.0014539,0.0025149,p0035
1.0581,1.717e-05,0.0021162,0.0029413,p0036
1.0652,8.1334e-06,0.0026177,0.0024176,p0037
0.87514,9.1928e-05,0.002293,0.0019702,p0038
1.138,6.6106e-05,0.0018906,0.002068,p0039
1.0435,5.8694e-05,0.0013367,0.0014307,p0040
1.0643,9.411e-05,0.0015478,0.0025337,p0041
1.191,1.4954e-05,0.0020048,0.0023606,p0042
1.0342,4.9535e-05,0.0015183,0.0018956,p0043
0.83433,7.5563e-05,0.0010336,0.001047,p0044
0.8731,5.613e-05,0.001,0.0015719,p0045
0.97963,4.9988e-05,0.0021732,0.0015191,p0046
0.8588,4.1142e-05,0.0010244,0.002297,p0047
1.1366,7.8426e-05,0.0015939,0.0016095,p0048
0.8098,1.4605e-05,0.0022784,0.0017463,p0049
0.86554,3.7227e-05,0.0011892,0.0022638,p0050
1.0696,8.8654e-05,0.0022568,0.0020018,p0051
0.84213,9.0453e-07,0.0021493,0.0022921,p0052
0.91817,4.9339e-05,0.0015409,0.0017139,p0053
1.0518,7.7925e-05,0.0026529,0.0029773,p0054
0.98437,2.6647e-05,0.0012031,0.0016879,p0055
0.87016,5.2118e-05,0.0012131,0.0019045,p0056
1.1343,9.4017e-05,0.0019514,0.0017626,p0057
0.94851,9.0787e-05,0.0017269,0.0011202,p0058
1.0216,8.0688e-05,0.0014669,0.0026648,p0059
1.1679,4.3052e-05,0.0012434,0.002912,p0060
0.93669,3.4374e-05,0.00182,0.0025654,p0061
0.84032,9.3374e-05,0.0025567,0.0024125,p0062
0.97168,5.3706e-05,0.0016431,0.0019346,p0063
0.81895,9.5532e-05,0.0010532,0.0020932,p0064
1.0941,1.1687e-05,0.0022814,0.00104,p0065
0.81687,6.7872e-05,0.0013676,0.0029604,p0066
1.1924,4.1543e-05,0.0012822,0.0026037,p0067
1.1063,9.8551e-05,0.0026039,0.0010163,p0068
1.0667,5.4001e-05,0.0021657,0.0027488,p0069
1.108,7.0387e-05,0.0028215,0.0021535,p0070
1.09,7.3667e-05,0.0019581,0.0023413,p0071
0.93183,7.9552e-05,0.001755,0.0019086,p0072
1.0725,9.1868e-05,0.0026369,0.0012846,p0073
1.0948,7.3171e-05,0.0011192,0.0015598,p0074
0.82856,6.7665e-05,0.0012725,0.0016456,p0075
1.0191,2.0928e-05,0.0016342,0.0017026,p0076
0.82553,6.9537e-05,0.0013245,0.0024938,p0077
0.89126,2.8541e-05,0.0015114,0.0026849,p0078
1.0613,6.2895e-05,0.0012204,0.0016116,p0079
1.1041,9.5686e-05,0.0020078,0.0021858,p0080
1.0996,2.5496e-05,0.0026897,0.0025302,p0081
1.1845,4.1338e-05,0.0015976,0.00254,p0082
0.80377,5.5499e-05,0.0019183,0.0026018,p0083
1.0608,6.5963e-05,0.0026716,0.0020527,p0084
1.135,8.6374e-05,0.0020943,0.0011015,p0085
0.97157,3.0857e-05,0.0024936,0.0019935,p0086
0.98809,4.2483e-05,0.0012657,0.0025605,p0087
1.0404,3.1368e-05,0.0027082,0.0021313,p0088
0.8334,2.8876e-05,0.0021356,0.0027629,p0089
0.92714,9.0062e-05,0.0023684,0.0017862,p0090
0.85537,9.7878e-06,0.0025676,0.0024852,p0091
1.1786,9.0673e-05,0.0021845,0.0019941,p0092
0.81007,1.516e-05,0.0015902,0.0013163,p0093
0.96322,9.3451e-05,0.0015997,0.0014898,p0094
1.1152,3.4908e-07,0.0023407,0.0028754,p0095
0.98012,8.1589e-05,0.0025045,0.0021996,p0096
1.1426,4.3584e-05,0.0015524,0.00121,p0097
0.91936,9.2803e-05,0.0026692,0.0019617,p0098
0.96093,7.2388e-05,0.0023974,0.001737,p0099
1.0637,6.0837e-05,0.0024983,0.0011842,p0100
1.0242,6.8556e-05,0.0017604,0.0010109,p0101
0.84312,7.6402e-05,0.0016994,0.0019746,p0102
1.1829,9.5268e-05,0.0022234,0.0015868,p0103
1.0576,3.1711e-05,0.0016315,0.0015013,p0104
0.80864,9.6131e-05,0.0020726,0.0018319,p0105
0.86352,8.5833e-05,0.0029244,0.0029745,p0106
1.0842,1.7629e-05,0.0010713,0.0019727,p0107
0.96171,4.9825e-05,0.0025459,0.0017711,p0108
0.97013,7.6501e-05,0.0025175,0.0028918,p0109
1.1523,3.8529e-05,0.0028085,0.0025355,p0110
0.81048,5.752e-05,0.0020556,0.0014762,p0111
1.0962,2.1924e-05,0.002283,0.0023262,p0112
1.0918,5.1501e-05,0.0018246,0.0025627,p0113
0.83274,7.8862e-05,0.0021211,0.0026365,p0114
1.0557,8.8298e-05,0.0013054,0.0027128,p0115
0.80271,9.4315e-06,0.0012965,0.0024445,p0116
1.0492,1.2411e-05,0.0010857,0.0015456,p0117
1.0239,3.1466e-05,0.0013214,0.0015075,p0118
1.0662,4.3665e-05,0.0024872,0.0024141,p0119
1.1007,5.7027e-05,0.0011701,0.0024066,p0120
0.83935,4.26e-05,0.0019536,0.0026867,p0121
1.0912,5.178e-05,0.0025763,0.0013883,p0122
1.0925,9.8248e-05,0.002431,0.00245,p0123
1.1504,7.0877e-06,0.0022277,0.0014282,p0124
1.1721,1.3943e-05,0.0020643,0.0027867,p0125
1.0832,3.8595e-05,0.002779,0.0014049,p0126
0.86087,3.0279e-05,0.0012948,0.0026691,p0127
1.128,5.9643e-05,0.0016916,0.0021624,p0128
0.81831,5.1734e-05,0.0014276,0.0029064,p0129
0.95325,9.112e-05,0.0017789,0.0024012,p0130
0.98728,3.7623e-05,0.0014593,0.0014363,p0131
1.1166,1.8078e-06,0.0018826,0.0028556,p0132
1.1863,6.1666e-05,0.002466,0.0010548,p0133
1.1756,1.927e-05,0.0017934,0.0016306,p0134
1.1518,3.0695e-05,0.0011123,0.0011514,p0135
0.90163,1.377e-05,0.002407,0.0017815,p0136
1.162,5.5016e-05,0.0013408,0.0022684,p0137
1.1888,9.109e-05,0.0029025,0.0029083,p0138
1.0082,5.113e-05,0.0020702,0.0018436,p0139
1.0375,8.7441e-06,0.0021042,0.0015921,p0140
0.95539,9.9305e-05,0.0015372,0.0016846,p0141
0.87802,7.6857e-05,0.0011517,0.0015619,p0142
0.90343,8.7024e-05,0.0025748,0.0010722,p0143
0.96655,4.2852e-05,0.0021011,0.0013308,p0144
1.0892,8.4652e-05,0.0011947,0.0029218,p0145
0.99625,3.407e-05,0.0015351,0.0029012,p0146
0.89876,6.5323e-05,0.0014181,0.0028981,p0147
0.9332,3.2753e-05,0.0020691,0.0011586,p0148
0.87948,2.1274e-05,0.0020778,0.0013585,p0149
1.117,4.957e-05,0.0016505,0.0026966,p0150
1.0058,6.5182e-05,0.001179,0.0029484,p0151
1.1303,4.4997e-06,0.0027693,0.002498,p0152
1.1646,9.5833e-05,0.001054,0.0029293,p0153
1.0444,2.3596e-06,0.0027228,0.0025958,p0154
1.079,5.1169e-06,0.0014987,0.0013097,p0155
1.1445,4.3265e-05,0.0016729,0.0012779,p0156
0.88706,4.215e-05,0.0024729,0.0029552,p0157
1.0186,2.8868e-05,0.0018678,0.0010827,p0158
0.9888,1.6363e-05,0.0025818,0.0020407,p0159
0.96422,6.917e-05,0.0010625,0.0021193,p0160
0.95691,7.1959e-05,0.0019408,0.0027364,p0161
1.1932,9.8185e-05,0.0028901,0.0024493,p0162
0.81113,5.1257e-05,0.0016274,0.0016052,p0163
1.1123,6.5452e-05,0.0024591,0.0019152,p0164
1.0538,5.0968e-05,0.0027304,0.0013557,p0165
1.1555,7.1171e-05,0.0019107,0.0015788,p0166
1.1416,3.4822e-05,0.0021034,0.002157,p0167
1.1567,6.0448e-05,0.0027776,0.0010864,p0168
0.83297,4.1639e-06,0.001392,0.0024959,p0169
0.90594,7.6809e-05,0.0015884,0.0014703,p0170
0.88024,6.6441e-05,0.0020599,0.0019827,p0171
1.1974,1.2278e-07,0.0019028,0.0023309,p0172
1.1643,9.9256e-05,0.0014894,0.0029302,p0173
0.81438,2.8333e-05,0.0010272,0.0010811,p0174
1.1038,3.2519e-05,0.0019668,0.0018467,p0175
0.99243,8.6584e-05,0.0024526,0.0028806,p0176
0.9093,2.9024e-05,0.001466,0.0022537,p0177
0.9026,1.6842e-05,0.0013263,0.0028383,p0178
1.1948,4.5897e-05,0.0022374,0.0022336,p0179
1.1101,5.4843e-05,0.002168,0.0011161,p0180
1.0687,9.7165e-05,0.0023833,0.0014002,p0181
1.1488,4.5986e-07,0.0012846,0.0012561,p0182
0.80949,7.2192e-05,0.0025138,0.0018092,p0183
0.82921,8.8087e-05,0.0024358,0.0013746,p0184
1.0936,2.5273e-05,0.0014296,0.0013959,p0185
1.1254,7.2947e-05,0.0021596,0.0014112,p0186
1.0363,7.3933e-05,0.0026483,0.0023998,p0187
1.1778,7.3795e-05,0.002501,0.0015274,p0188
0.96068,8.721e-05,0.0019378,0.0011797,p0189
1.139,3.1591e-06,0.0029378,0.0028769,p0190
1.1542,8.1235e-05,0.0016594,0.0022121,p0191
1.1982,5.3368e-05,0.002364,0.0021518,p0192
0.80835,4.4585e-05,0.0013348,0.0023341,p0193
1.1668,4.4982e-05,0.0013833,0.0026324,p0194
0.90498,8.1915e-05,0.0010759,0.002545,p0195
1.0922,9.9404e-05,0.0015272,0.001475,p0196
1.0252,8.6181e-05,0.0021888,0.0026351,p0197
0.85712,4.455e-05,0.0017037,0.0014949,p0198
0.80643,9.0224e-05,0.0019908,0.0027116,p0199
1.1769,8.3825e-05,0.0019009,0.0019805,p0200
1.0574,5.4421e-05,0.0015059,0.0019194,p0201
1.0018,1.4714e-05,0.0023568,0.0022821,p0202
0.92392,1.5042e-05,0.0012446,0.0021016,p0203
0.87644,8.5184e-05,0.0028189,0.0023935,p0204
0.98953,9.1797e-05,0.0011575,0.0029867,p0205
