wind_speed,swr,turb_param/k_min,g2/constant_value,g1/constant_value,A/constant_value,par_id
1.1301,1.1853,1.5486e-09,1.8117,0.65588,0.72127,p0001
0.86828,0.86838,0.00036027,2.3721,0.75876,1.0788,p0002
0.85785,0.99948,1.3095e-12,1.1784,0.6021,0.75796,p0003
0.94057,1.0605,1.0838e-08,2.3049,0.47614,0.7224,p0004
0.99807,0.91299,1.7739e-10,1.0051,0.40426,0.71398,p0005
1.1672,1.0434,1.3778e-05,0.92029,0.5184,0.94154,p0006
1.1472,1.1678,2.228e-12,2.9786,0.67708,0.7746,p0007
0.93103,0.96656,3.6537e-14,1.3453,0.78111,0.90659,p0008
1.0951,0.81122,1.0321e-05,2.1411,0.60124,0.84227,p0009
1.0179,0.89307,7.1989e-13,0.61867,0.45225,0.83132,p0010
1.0009,1.137,2.4589e-10,2.1363,0.55384,0.76793,p0011
0.86518,0.93178,2.0961e-07,0.91572,0.60935,0.9848,p0012
1.1973,0.88074,7.139e-10,3.3628,0.67221,0.72366,p0013
0.98935,1.0063,2.6004e-08,2.2342,0.76654,0.90405,p0014
0.99234,0.86578,0.00024239,1.3654,0.5346,0.79963,p0015
0.85409,1.0787,6.5534e-13,1.6523,0.63104,0.97301,p0016
1.1236,1.0602,8.4037e-15,2.646,0.65244,1.0992,p0017
1.1484,0.95309,1.0039e-11,3.3777,0.73255,0.73201,p0018
1.1337,0.9394,0.00038049,0.81057,0.5995,0.83675,p0019
1.0762,0.88292,3.3846e-13,1.5496,0.51886,0.86973,p0020
1.0788,0.83348,1.2143e-12,1.3816,0.52012,0.95534,p0021
1.0154,0.87445,1.6751e-09,3.3592,0.66107,0.73742,p0022
1.0967,1.0557,1.5297e-14,3.02,0.70169,0.96448,p0023
1.0689,0.84032,1.167e-09,2.5413,0.53601,0.86518,p0024
1.1904,0.83594,3.9313e-09,1.3291,0.5216,0.70815,p0025
0.87405,1.0379,4.3374e-08,1.6318,0.51004,0.86836,p0026
1.1186,0.85392,6.4675e-13,1.3907,0.41972,0.96893,p0027
0.81972,1.0846,1.943e-11,0.95596,0.74696,0.78029,p0028
1.1966,1.1557,2.1444e-08,1.0794,0.74152,0.92932,p0029
1.0486,1.0172,3.21e-14,3.177,0.72507,1.066,p0030
1.0597,0.93992,2.675e-08,0.6489,0.7166,0.72422,p0031
1.1821,0.89439,2.364e-13,2.4837,0.61361,0.9833,p0032
0.85271,1.0981,4.5788e-10,2.0396,0.73344,0.8733,p0033
1.0509,0.98441,7.0671e-05,2.2276,0.43647,1.0798,p0034
0.90723,0.99218,2.4248e-07,0.96445,0.58107,0.94254,p0035
1.0333,0.88742,1.3084e-08,1.6675,0.43926,0.84699,p0036
