wind_speed,swr,mixing/coef_mix_hyp,light/Kw,par_id
0.90924,0.92269,5.4843e-05,0.74361,p001
0.81459,0.85579,3.7705e-05,0.51568,p002
0.90387,0.8578,8.5887e-05,0.46609,p003
1.0197,0.83481,4.2571e-05,0.52912,p004
1.0509,0.86181,3.8066e-05,0.32213,p005
0.97754,0.84412,9.3409e-05,0.4937,p006
1.124,0.86855,7.8439e-05,0.58967,p007
0.87254,0.96553,2.2026e-05,0.42975,p008
1.0756,0.84334,7.2559e-05,0.26659,p009
1.1811,0.93595,4.814e-05,0.30641,p010
0.83579,0.91335,4.9872e-06,0.57264,p011
0.97591,0.98355,9.0375e-05,0.666,p012
1.1656,0.97346,9.0299e-06,0.44804,p013
1.0154,1.0046,9.4517e-05,0.41154,p014
0.85775,0.99555,9.9065e-05,0.4184,p015
1.1291,0.96883,1.0575e-05,0.21884,p016
0.872,0.82954,5.3587e-05,0.33657,p017
1.1062,0.94625,6.5867e-05,0.48006,p018
0.89072,0.85275,2.7195e-05,0.35092,p019
0.85572,0.83632,2.5407e-05,0.45316,p020
0.99763,0.88867,8.8121e-05,0.27729,p021
0.88453,0.87275,6.1528e-05,0.70269,p022
1.0389,0.81411,3.2043e-06,0.5682,p023
1.1729,0.80923,7.4068e-05,0.65515,p024
1.1902,0.97756,8.096e-05,0.6301,p025
0.84164,0.95508,7.8692e-06,0.31829,p026
0.92341,0.82294,4.07e-05,0.69009,p027
1.1941,0.88066,5.0631e-05,0.72328,p028
0.9283,1.0118,7.0398e-05,0.77484,p029
1.1513,0.90016,5.7985e-05,0.61519,p030
1.0919,0.89639,3.0662e-05,0.24591,p031
0.81843,0.98564,2.2807e-07,0.60746,p032
1.0807,0.94983,4.5879e-05,0.76388,p033
1.0966,0.80827,8.6108e-05,0.64144,p034
1.1169,0.92761,7.7525e-05,0.73992,p035
0.82911,0.81842,5.8582e-05,0.39823,p036
1.0431,0.96008,1.3997e-05,0.7115,p037
1.1588,0.90594,2.915e-05,0.55696,p038
0.99197,0.80297,1.8268e-05,0.36201,p039
0.9429,0.87713,1.4161e-05,0.7856,p040
0.95622,0.99271,3.2997e-05,0.3717,p041
1.0661,0.91811,1.6473e-05,0.20353,p042
0.94775,0.99951,9.7464e-05,0.67216,p043
1.0279,1.0102,3.5313e-05,0.25969,p044
0.96628,0.90145,6.2495e-05,0.50672,p045
1.058,0.94342,8.2878e-05,0.23008,p046
0.80592,1.0187,6.6623e-05,0.38833,p047
1.1424,0.88419,4.699e-05,0.54493,p048
1.0071,0.92754,6.8868e-05,0.79327,p049
0.91891,0.93642,2.3356e-05,0.29197,p050
