wind_speed,a_seiche,par_id
1.0513,0.09726,p001
0.82557,0.25482,p002
1.0672,0.018179,p003
0.80246,0.084681,p004
0.93891,0.18639,p005
1.1599,0.11694,p006
1.0172,0.27505,p007
1.0269,0.0046906,p008
1.1706,0.19694,p009
0.90294,0.046343,p010
1.0094,0.017827,p011
0.89557,0.16082,p012
1.192,0.13816,p013
1.0827,0.24599,p014
0.92924,0.16643,p015
0.96164,0.070082,p016
0.91152,0.29477,p017
0.98445,0.26827,p018
0.972,0.11059,p019
1.0204,0.2877,p020
0.95772,0.22817,p021
0.89832,0.2789,p022
1.0354,0.15086,p023
0.96412,0.24806,p024
1.0455,0.26656,p025
1.0589,0.025722,p026
1.0371,0.18461,p027
1.1257,0.13302,p028
0.80631,0.080051,p029
0.969,0.20378,p030
1.054,0.13043,p031
1.0681,0.030427,p032
0.8892,0.12881,p033
0.86224,0.21716,p034
1.1144,0.29376,p035
0.94084,0.13728,p036
0.90561,0.16923,p037
0.84143,0.06784,p038
1.0035,0.10231,p039
0.91421,0.012598,p040
0.81186,0.22164,p041
1.1995,0.092229,p042
1.1929,0.23254,p043
0.8229,0.15567,p044
0.9923,0.16361,p045
1.1739,0.027852,p046
1.149,0.25798,p047
0.934,0.088565,p048
1.117,0.23441,p049
1.1311,0.17944,p050
0.84744,0.0083933,p051
1.0935,0.058469,p052
0.83496,0.054627,p053
1.075,0.038203,p054
1.0425,0.20895,p055
0.87265,0.072212,p056
1.0288,0.25812,p057
1.1606,0.24167,p058
1.1358,0.27911,p059
1.1522,0.23891,p060
1.0989,0.29068,p061
1.185,0.17345,p062
0.91631,0.20414,p063
1.0902,0.17475,p064
1.1816,0.14653,p065
0.81973,0.060669,p066
1.1455,0.27086,p067
1.0857,0.1064,p068
1.076,0.022411,p069
0.94618,0.15606,p070
1.1761,0.29993,p071
0.92031,0.18276,p072
1.1673,0.0098527,p073
0.85811,0.039116,p074
0.85507,0.25039,p075
0.92797,0.0012991,p076
0.98262,0.03522,p077
0.88504,0.11122,p078
1.1033,0.12577,p079
0.84953,0.28373,p080
1.1385,0.12215,p081
1.0154,0.081282,p082
1.1404,0.093034,p083
1.1223,0.11731,p084
0.83037,0.1917,p085
0.88212,0.042119,p086
0.94946,0.053398,p087
1.0608,0.21302,p088
0.98886,0.065466,p089
0.86617,0.26306,p090
1.1085,0.22566,p091
1.1059,0.14702,p092
0.9981,0.20047,p093
0.87634,0.099757,p094
0.8396,0.19398,p095
0.97868,0.2124,p096
0.81554,0.076218,p097
1.005,0.1415,p098
0.87077,0.048781,p099
0.95587,0.22233,p100
