wind_speed,swr,a_seiche,par_id
0.80255,1.7136,0.081953,p001
1.1616,1.4652,0.095708,p002
1.0589,1.7426,0.03931,p003
1.1652,0.78329,0.097336,p004
0.88184,1.8972,0.15113,p005
1.0608,1.7527,0.10284,p006
1.0208,1.5688,0.087551,p007
0.99494,1.8722,0.11045,p008
0.91432,1.6088,0.25787,p009
1.091,1.2262,0.27384,p010
0.95334,0.86073,0.064249,p011
0.96241,1.6678,0.11745,p012
0.96649,0.92438,0.13691,p013
0.82105,0.93756,0.26177,p014
1.1426,1.5081,0.19931,p015
1.1588,0.68741,0.2984,p016
1.0063,1.4975,0.011989,p017
1.1074,0.88329,0.076517,p018
0.86037,1.5351,0.099008,p019
1.1087,1.3806,0.29632,p020
1.127,1.7865,0.14745,p021
1.0795,1.6361,0.12532,p022
0.8974,0.5611,0.036544,p023
1.0116,1.6772,0.058624,p024
0.88638,1.2897,0.11484,p025
0.88842,1.8887,0.28183,p026
0.95971,1.8506,0.27046,p027
0.93371,1.2662,0.24962,p028
1.1978,1.0702,0.26987,p029
0.98882,1.2576,0.048333,p030
1.0961,1.3491,0.20718,p031
1.1811,1.0663,0.01872,p032
0.86464,1.6934,0.15661,p033
0.84512,1.6227,0.23079,p034
0.96865,1.1754,0.1076,p035
1.137,1.99,0.18507,p036
1.1463,1.6473,0.0026881,p037
0.80636,0.7654,0.085477,p038
1.0536,0.81227,0.17104,p039
1.1744,1.846,0.19755,p040
0.94182,1.1442,0.15576,p041
0.93039,1.9266,0.24383,p042
1.1938,0.81983,0.013248,p043
1.1021,0.53629,0.0039065,p044
1.0829,1.5558,0.061847,p045
0.83646,1.9242,0.28835,p046
0.94861,1.4144,0.14074,p047
0.85982,1.1517,0.023247,p048
0.9989,0.55685,0.21881,p049
0.85385,0.91817,0.23406,p050
0.89297,1.1197,0.051445,p051
1.1515,1.1632,0.016271,p052
0.94595,1.0529,0.18218,p053
1.0862,0.9556,0.11244,p054
1.028,1.5922,0.17716,p055
0.97596,0.50983,0.16073,p056
0.81682,1.5241,0.028232,p057
1.131,1.302,0.1942,p058
1.1168,0.8392,0.24,p059
1.1152,1.4533,0.26004,p060
1.186,0.97656,0.27881,p061
1.074,1.3198,0.069133,p062
1.0506,1.9534,0.21516,p063
0.92226,0.69856,0.23177,p064
1.0693,0.52763,0.074715,p065
0.82409,0.59582,0.067319,p066
0.81279,0.66744,0.21253,p067
1.1695,1.0919,0.09128,p068
0.87577,1.7995,0.056095,p069
0.9019,0.79497,0.26538,p070
1.0012,1.0122,0.032166,p071
0.93829,1.8247,0.23818,p072
0.98446,1.205,0.29114,p073
0.87611,0.74661,0.1309,p074
0.91719,0.73999,0.18818,p075
0.86816,1.7289,0.047615,p076
1.1798,0.61147,0.28206,p077
1.0458,1.9655,0.2529,p078
1.1901,1.7739,0.1421,p079
0.80933,0.63983,0.0062326,p080
1.0121,0.65628,0.22188,p081
1.1324,1.3984,0.19154,p082
1.1209,1.2075,0.1333,p083
1.0321,1.0365,0.07897,p084
1.0199,1.1144,0.026336,p085
0.84147,1.0054,0.12232,p086
0.83239,1.3304,0.034022,p087
0.82968,1.4221,0.20529,p088
0.84979,0.84857,0.20323,p089
0.97922,1.9835,0.24798,p090
1.0925,1.3562,0.16341,p091
1.0365,0.90136,0.22271,p092
0.92445,0.6331,0.16906,p093
1.1523,0.58837,0.22673,p094
1.0658,1.8194,0.042955,p095
1.0424,0.71637,0.14528,p096
0.90436,1.4313,0.28651,p097
1.0303,0.98206,0.17496,p098
0.90814,1.4785,0.16721,p099
0.98183,1.2369,0.1274,p100
