wind_speed,swr,mixing/coef_mix_hyp,light/Kw,par_id
1.0197,0.86675,8.1882e-05,0.66108,p001
0.81132,0.96083,5.3107e-05,0.5404,p002
1.0331,0.7198,8.9248e-05,0.63278,p003
1.0806,0.96481,8.2455e-05,0.41144,p004
0.86344,0.79551,1.0249e-05,0.40091,p005
1.114,0.80289,7.7726e-05,0.72815,p006
0.94155,0.99584,9.8593e-05,0.34943,p007
1.0892,0.76835,8.4527e-05,0.4419,p008
0.98783,0.84199,1.301e-06,0.4264,p009
0.87978,0.98863,4.8683e-05,0.48661,p010
0.93557,0.98689,7.5684e-05,0.67709,p011
0.80126,0.78313,3.9592e-05,0.26908,p012
0.86505,0.78695,3.5527e-05,0.72662,p013
1.0251,0.91719,8.0056e-05,0.7059,p014
1.0454,0.84077,2.6817e-05,0.32075,p015
1.0633,0.93869,6.9963e-05,0.3158,p016
0.84525,0.945,7.9903e-05,0.21331,p017
0.91101,0.81063,6.4398e-05,0.51716,p018
1.1532,0.82626,6.3139e-05,0.40603,p019
1.1401,0.86097,1.7108e-05,0.66416,p020
1.0208,0.79905,4.5823e-05,0.78313,p021
0.97243,0.88562,1.5932e-05,0.79143,p022
0.82928,0.89598,5.1468e-05,0.22944,p023
1.0979,0.89847,5.4416e-05,0.5184,p024
1.1699,0.81292,5.075e-05,0.63016,p025
0.95974,0.72855,1.6989e-05,0.77259,p026
1.0647,0.75096,4.0626e-05,0.55379,p027
1.177,0.92757,3.9124e-06,0.74325,p028
1.1725,0.90146,7.6999e-05,0.32995,p029
1.0308,0.83061,6.1777e-06,0.74924,p030
0.92277,0.92417,5.9538e-05,0.72178,p031
1.1166,0.94813,3.3307e-05,0.70225,p032
1.1475,0.98424,5.0438e-06,0.77673,p033
1.1905,0.94951,3.4751e-05,0.75464,p034
0.80777,0.70649,4.6502e-05,0.68674,p035
1.0379,0.89265,8.607e-05,0.6526,p036
0.91388,0.72152,5.5681e-05,0.46985,p037
1.076,0.87184,2.2067e-05,0.41819,p038
1.0033,0.7034,7.1959e-05,0.26596,p039
0.99572,0.84809,2.9496e-05,0.64323,p040
1.0571,0.91448,9.2176e-05,0.3347,p041
0.97854,0.93171,4.186e-05,0.53596,p042
0.93873,0.7003,1.1809e-05,0.75883,p043
0.95369,0.85703,6.1605e-05,0.38775,p044
0.90014,0.88734,2.6056e-06,0.35093,p045
1.1102,0.7645,9.1992e-05,0.56607,p046
1.0519,0.93014,5.2698e-05,0.39212,p047
1.1935,0.87774,2.5173e-05,0.73699,p048
1.1501,0.71552,1.3113e-05,0.66966,p049
1.1228,0.97544,5.6259e-05,0.61924,p050
0.82169,0.73037,3.7384e-05,0.68018,p051
1.185,0.71099,7.2396e-05,0.55668,p052
1.1013,0.99885,8.3951e-05,0.29377,p053
1.0685,0.78729,4.7258e-05,0.30931,p054
0.89854,0.89197,5.716e-06,0.43744,p055
1.0851,0.95341,4.4317e-05,0.22066,p056
0.86957,0.82352,9.6705e-05,0.24534,p057
0.85629,0.90742,9.4899e-05,0.71441,p058
1.1986,0.81447,7.4532e-05,0.44626,p059
0.89079,0.83566,2.0547e-05,0.60141,p060
0.8247,0.7398,1.4357e-05,0.76974,p061
1.134,0.8704,5.8003e-05,0.27315,p062
1.0557,0.74215,6.6721e-05,0.37989,p063
0.96703,0.77366,2.2089e-05,0.58288,p064
0.88106,0.86206,9.8156e-06,0.52781,p065
0.99083,0.83228,8.5757e-05,0.4883,p066
1.0785,0.77559,1.9445e-05,0.49453,p067
0.81956,0.81996,2.7382e-05,0.34,p068
1.1628,0.76947,3.6606e-05,0.60262,p069
0.89366,0.85056,3.0888e-05,0.50177,p070
0.98101,0.957,5.8103e-05,0.57312,p071
0.94721,0.80526,7.3758e-06,0.62054,p072
0.94822,0.87577,9.3267e-05,0.2985,p073
0.91624,0.90458,4.3632e-05,0.2008,p074
1.1387,0.84474,8.8776e-05,0.42826,p075
0.97071,0.99301,6.761e-05,0.47069,p076
1.1319,0.91986,2.341e-05,0.4779,p077
0.93034,0.73412,9.7453e-05,0.21175,p078
1.1587,0.72571,7.0924e-05,0.56058,p079
0.84169,0.76081,9.5132e-05,0.38524,p080
1.1243,0.77965,6.2771e-05,0.50846,p081
0.85352,0.96867,3.2834e-05,0.3634,p082
0.92714,0.85333,8.3582e-06,0.36055,p083
0.99893,0.79667,1.8584e-05,0.25019,p084
0.87557,0.91262,9.0744e-05,0.7974,p085
1.0133,0.75687,7.3846e-05,0.60845,p086
0.83657,0.96156,5.5105e-07,0.37095,p087
1.1838,0.75226,1.2335e-05,0.2329,p088
1.0053,0.75804,6.0087e-05,0.24058,p089
0.90566,0.74666,2.4766e-05,0.45477,p090
1.1672,0.98023,5.004e-05,0.64694,p091
0.96234,0.93405,3.8843e-05,0.58515,p092
0.81355,0.88157,7.898e-05,0.30408,p093
1.0103,0.97163,2.8756e-05,0.28655,p094
0.8879,0.73637,9.988e-05,0.46383,p095
1.0953,0.97738,8.794e-05,0.69783,p096
1.0438,0.82266,6.5581e-05,0.59424,p097
0.83246,0.94296,6.8129e-05,0.25504,p098
1.1079,0.79126,4.2886e-05,0.28302,p099
0.85194,0.71273,3.1522e-05,0.54793,p100
