wind_speed,fetch_lk,c_relax_C,par_id
0.929,41667,0.084636,p0001
1.0083,6288.5,0.011983,p0002
1.1015,15860,0.016436,p0003
1.1633,24087,0.036167,p0004
1.096,26215,0.0020324,p0005
0.84354,73612,0.097211,p0006
1.0683,45321,0.031664,p0007
1.0113,73411,0.075063,p0008
0.80925,59305,0.03342,p0009
1.0724,9209,0.02006,p0010
0.98999,56592,0.026517,p0011
1.0461,26525,0.085288,p0012
1.0047,7534.9,0.034326,p0013
0.8688,55574,0.053221,p0014
0.83144,37924,0.026396,p0015
1.1523,57561,0.0091368,p0016
0.99818,51178,0.07586,p0017
1.1094,73211,0.082596,p0018
0.95296,32511,0.069528,p0019
1.0033,42356,0.027169,p0020
1.0896,15686,0.057632,p0021
1.1661,70672,0.016104,p0022
0.88478,42644,0.050375,p0023
0.85587,48909,0.050656,p0024
1.0032,45572,0.0095043,p0025
1.0926,36841,0.035364,p0026
1.0121,41481,0.088094,p0027
1.185,58558,0.055776,p0028
1.0014,64351,0.036288,p0029
0.86579,28004,0.029162,p0030
1.1113,66951,0.044644,p0031
0.83331,55029,0.065602,p0032
1.0849,50386,0.026281,p0033
0.98542,26337,0.09089,p0034
1.1834,35162,0.085054,p0035
0.96944,47941,0.045189,p0036
1.1426,49522,0.08208,p0037
0.81083,45649,0.052293,p0038
1.1919,72775,0.018637,p0039
0.98105,5397.4,0.098756,p0040
0.86977,8729.6,0.023607,p0041
1.0587,52792,0.070369,p0042
0.99264,4862.7,0.041847,p0043
1.1228,52514,0.019779,p0044
1.0024,13268,0.041622,p0045
1.0532,70109,0.0025239,p0046
1.1855,2884.2,0.032496,p0047
1.1965,31932,0.051746,p0048
0.80182,36243,0.022329,p0049
0.803,73865,0.064079,p0050
0.90227,39171,0.054803,p0051
1.1509,53901,0.0044015,p0052
1.1682,9350.5,0.035461,p0053
0.85693,5924.4,0.091521,p0054
1.0226,44065,0.0833,p0055
0.98867,61036,0.061431,p0056
1.1494,59038,0.054899,p0057
1.0075,36088,0.056439,p0058
0.81044,20449,0.040413,p0059
0.95576,44428,0.08112,p0060
0.89121,12978,0.01679,p0061
0.97701,32564,0.059,p0062
0.91012,10142,0.04502,p0063
1.0761,31163,0.04403,p0064
1.0736,11517,0.025249,p0065
0.81847,46372,0.05738,p0066
1.0095,23740,0.067012,p0067
0.81233,19033,0.012974,p0068
1.1283,18181,0.091306,p0069
1.145,42849,0.057253,p0070
0.90138,28658,0.080871,p0071
1.0141,14282,0.015925,p0072
0.98904,20201,0.042163,p0073
0.94001,42711,0.039237,p0074
1.0781,8252.7,0.049762,p0075
1.1969,71582,0.003807,p0076
0.97854,63316,0.060583,p0077
0.92476,38204,0.019659,p0078
1.0455,35695,0.030411,p0079
0.95027,42794,0.096706,p0080
0.96576,13617,0.039145,p0081
1.0823,44129,0.059082,p0082
0.93122,30917,0.089909,p0083
1.0109,3101.7,0.085638,p0084
0.81174,58517,0.060722,p0085
1.0932,31368,0.00034938,p0086
1.0648,6535,0.070931,p0087
0.83611,1273.4,0.098491,p0088
1.1603,73780,0.037501,p0089
1.135,68631,0.083332,p0090
1.1083,34261,0.080973,p0091
1.0366,49296,0.047155,p0092
0.84114,24435,0.073623,p0093
0.86769,70785,0.048015,p0094
0.80999,26419,0.018915,p0095
1.1385,63520,0.096885,p0096
0.89019,35375,0.052786,p0097
0.98675,56177,0.054322,p0098
0.96891,15084,0.068081,p0099
0.89165,31853,0.092191,p0100
1.1274,68374,0.07824,p0101
0.91218,23438,0.019058,p0102
0.89344,22873,0.081944,p0103
1.0515,7865.5,0.079878,p0104
0.87813,69007,0.050977,p0105
1.0478,34743,0.09393,p0106
0.87458,7644.3,0.097908,p0107
1.1859,22239,0.05153,p0108
1.1124,49755,0.044254,p0109
1.0755,66622,0.017759,p0110
0.85629,50457,0.058547,p0111
0.94222,43943,0.060849,p0112
0.83979,38315,0.024533,p0113
1.1866,23816,0.032016,p0114
1.033,70056,0.034251,p0115
0.97929,35932,0.02837,p0116
0.94908,9458.1,0.046944,p0117
