wind_speed,swr,turb_param/k_min,g2/constant_value,g1/constant_value,A/constant_value,par_id
1.0711,1.123,3.7022e-13,2.7636,0.76275,1.0468,p001
0.82387,0.83747,3.9151e-11,1.9948,0.59109,0.85881,p002
1.0644,1.0276,6.7191e-15,0.87289,0.53872,0.97848,p003
1.1796,1.0917,1.1451e-05,1.4142,0.69488,0.71909,p004
1.0109,0.88708,4.6795e-08,1.1709,0.54095,0.76027,p005
0.84607,0.9988,4.7314e-07,1.5665,0.48117,0.98906,p006
1.048,1.1583,4.7012e-14,2.9607,0.70022,1.0594,p007
1.0724,1.1451,1.9606e-05,1.6447,0.7366,0.92765,p008
0.88904,1.1661,4.7868e-05,1.292,0.79691,0.91207,p009
1.1305,0.91303,2.1695e-14,3.0063,0.72009,1.0847,p010
1.1629,0.82676,2.7015e-10,1.774,0.76456,1.0303,p011
0.83622,1.1713,1.0065e-14,0.6101,0.659,0.83531,p012
0.85447,1.1788,1.9004e-09,1.4765,0.57639,1.014,p013
0.9344,0.80174,1.3391e-11,1.3784,0.63264,0.72186,p014
1.186,1.1352,1.3321e-12,0.80437,0.62122,0.73161,p015
1.055,0.94789,6.1341e-11,1.8318,0.68555,0.93705,p016
1.1423,1.1958,1.1306e-14,1.9626,0.52664,1.0829,p017
1.0399,1.0396,1.3261e-09,1.6125,0.6807,0.96727,p018
0.89578,1.0336,7.0389e-09,2.4435,0.72731,0.87074,p019
0.98512,0.8702,9.4308e-12,2.703,0.46568,1.0026,p020
0.95394,0.81797,2.7869e-11,3.2809,0.58706,0.88192,p021
0.88443,0.93462,6.336e-08,2.5513,0.76914,1.0248,p022
1.1465,1.0015,1.4933e-05,1.8089,0.55948,0.77042,p023
0.89676,0.90864,3.8763e-09,0.84013,0.74926,0.77826,p024
1.1245,0.99543,8.3819e-07,0.71585,0.42377,1.068,p025
0.83212,1.1879,1.0162e-05,1.0521,0.54484,0.79708,p026
1.0812,0.88005,5.8714e-10,0.56303,0.59293,0.75986,p027
1.1227,0.95154,1.6154e-06,1.2644,0.60696,0.96105,p028
0.96191,1.0828,6.3315e-05,2.796,0.5098,1.0983,p029
1.0452,0.81489,1.7565e-14,0.9863,0.47385,0.99347,p030
0.83022,0.84739,4.4548e-10,2.8949,0.49742,0.95238,p031
0.8248,0.96306,1.178e-12,1.2446,0.48869,0.82944,p032
0.81376,1.1633,7.2879e-08,2.1868,0.64305,0.70866,p033
1.0297,0.97389,1.4406e-13,2.4899,0.66807,0.90509,p034
0.81131,0.86551,1.665e-08,3.3305,0.774,1.0328,p035
0.97546,1.0085,1.9788e-07,1.5094,0.51905,1.0618,p036
1.1158,0.89708,1.791e-10,2.0249,0.40893,0.84198,p037
1.1188,1.0675,7.7513e-06,3.2388,0.50039,0.80552,p038
0.80077,1.0295,5.2523e-11,3.4213,0.59624,0.86058,p039
1.1047,1.0873,2.6049e-05,1.1292,0.62753,0.9317,p040
0.85099,1.116,8.405e-11,1.0728,0.53081,0.92332,p041
0.86376,1.173,1.0333e-09,3.1902,0.6446,0.91145,p042
1.0325,1.0472,1.5554e-10,1.317,0.71362,0.80869,p043
1.0773,1.199,3.0632e-14,0.63287,0.78707,1.0044,p044
1.0138,0.8492,5.2484e-06,3.3573,0.46372,0.98077,p045
1.1013,1.1247,1.1218e-13,2.3742,0.40174,0.7949,p046
1.0924,1.192,6.5882e-13,3.0949,0.67636,0.94553,p047
1.0061,0.85482,2.0788e-09,2.245,0.42706,0.73433,p048
1.0626,0.86263,9.7718e-14,1.2061,0.43919,0.8167,p049
1.1492,0.95925,2.2304e-13,2.6738,0.45681,0.70079,p050
1.1567,0.94038,9.8752e-05,0.55442,0.75687,0.89232,p051
1.194,1.0171,1.5826e-07,1.4575,0.69684,1.0088,p052
0.87696,0.98306,5.1244e-10,1.0288,0.74235,0.71599,p053
0.88354,0.80618,2.2494e-12,2.9388,0.73235,1.0516,p054
1.1346,0.92127,9.666e-07,2.4676,0.7065,0.99864,p055
0.94365,1.0223,0.0001867,0.89322,0.66779,0.82766,p056
1.1733,0.87953,1.2538e-11,3.0697,0.68886,1.0556,p057
0.90207,1.1813,2.7467e-09,0.69512,0.70979,0.94384,p058
1.1112,0.98577,6.8907e-14,2.7251,0.61262,0.95133,p059
0.96674,0.89215,5.0962e-13,2.1634,0.78377,0.87938,p060
0.90768,1.0402,2.5763e-14,3.0419,0.48584,1.0186,p061
1.137,1.1312,1.4033e-08,1.6937,0.4161,0.78597,p062
1.001,1.075,4.1282e-12,3.149,0.79096,0.72726,p063
0.99748,1.0697,4.4942e-06,2.2118,0.77901,1.0932,p064
1.1691,1.0928,8.522e-13,1.8807,0.64897,0.87205,p065
