par_id,rmse,nse,r,bias,mae,nmae
p0001,3.45558662678792,0.591804929491511,0.887313747404577,2.04963809132553,2.86480076345067,0.346323621585229
p0002,3.23939192686984,0.641283645336417,0.892228806413006,1.68674574924979,2.55224401206028,0.288778906171846
p0003,3.52033151097251,0.576365508109888,0.885659384979245,2.15848223445422,2.9511727732705,0.363720198693965
p0004,3.2840588570607,0.631322995276614,0.918072999461299,2.39370814008899,2.82383630565141,0.369369372845376
p0005,3.57453559079966,0.563219302285211,0.882679565629482,2.20482768028718,3.00176829586889,0.372129390381776
p0006,3.44521038701492,0.594252659082951,0.885988481307751,1.98569419826723,2.83162523737989,0.33738880513544
p0007,3.26300069739976,0.636035924221508,0.904357206483599,2.08601085105617,2.71856227419861,0.335238604256748
p0008,3.42445252470442,0.59912729563356,0.893007176344985,2.12245429462111,2.86377154525578,0.351154386135002
p0009,3.17088917678286,0.656294632999194,0.941649155094717,2.57213854785474,2.75223445984666,0.371970422756896
p0010,3.37417037089714,0.610813110755977,0.903846413284283,2.28967916237086,2.86722244832078,0.36740961270976
p0011,3.30729317151454,0.626087852190522,0.911643076122377,2.31843570402131,2.81108201239455,0.362636102047468
p0012,3.16760141566178,0.657007010659942,0.912243307513432,2.09066883445344,2.63917755948473,0.328136285251151
p0013,3.56841354308626,0.564714155170443,0.88387542063813,2.22229588551316,3.00445097058706,0.374008973681633
p0014,3.3807556506856,0.609292496649118,0.892058921528261,2.00207668350146,2.79224040197165,0.335030725182184
p0015,3.37966802312198,0.609543846311239,0.895194414252302,2.08973299449685,2.82206542728669,0.345579780747039
p0016,3.39489488480928,0.60601757381886,0.887392068190111,1.91600786479097,2.76931273848985,0.327272522733741
p0017,3.55660238129462,0.56759090863273,0.885521233081986,2.23350696105995,2.99993467506858,0.374211887481027
p0018,3.37921315684265,0.609648941477267,0.889294917995105,1.92559707940005,2.75922600139956,0.326101383297069
p0019,3.20611429904218,0.64861583312041,0.907985616019921,2.06507212854904,2.6692135573282,0.328986727761898
p0020,3.42431279902803,0.599160008054973,0.892647867952532,2.11713791628635,2.86438643330944,0.351317717192063
p0021,3.38364205989632,0.608625058198931,0.890640807645957,1.97171572288401,2.78407493520611,0.332246329229302
p0022,3.55581025709195,0.567783498934878,0.88475867426487,2.21267966146055,2.99235178454979,0.371714712317431
p0023,3.3786383932121,0.609781718251467,0.896063469321674,2.11093314522612,2.82959942802602,0.34823409087081
p0024,3.53554272341714,0.572696582978079,0.883263078258905,2.12947853127096,2.94881764794001,0.36090178028355
p0025,3.42611064214112,0.598738997102105,0.890329084280396,2.06304350447183,2.84966402773943,0.345918434356147
p0026,3.36653868726002,0.612571642158282,0.889371676296498,1.89713799842416,2.73792029113647,0.321740894087078
p0027,3.30474945008734,0.626662801265028,0.908086112174494,2.24272500232325,2.79228379033143,0.354337756694308
p0028,3.38525325777664,0.608252245354931,0.887077655112344,1.88233914913363,2.74767139837102,0.322450665138561
p0029,3.43693217349073,0.596200190513393,0.889187978882141,2.04833332793349,2.8493806174848,0.34388243344019
p0030,3.34779978143961,0.61687266397202,0.891947472546563,1.92822123867723,2.73860264472225,0.324258494556442
p0031,3.34927250802463,0.616535507655913,0.890068262901327,1.87929690185521,2.71980987317822,0.319034565339047
p0032,3.43434356472837,0.596808224674937,0.892924393804198,2.14490521948038,2.88008110470087,0.35491600619891
p0033,3.09526783008476,0.672492948969996,0.918070051130601,2.0808775570531,2.57248713389389,0.31991167375123
p0034,3.39707559201556,0.605511262851686,0.894721965159424,2.11532518072387,2.84399814348219,0.349770763293796
p0035,3.37738984432004,0.610070069075076,0.887944684557014,1.88712158907366,2.74477605434959,0.322271193852525
p0036,3.41187293273277,0.602067066429377,0.897106619940715,2.18987760211688,2.87490979078667,0.357247856291364
p0037,3.48123582800464,0.585722758715409,0.891820849194757,2.21930369372401,2.93945835767655,0.366697203974027
p0038,3.30366424076258,0.626907952974294,0.889698281999446,1.75472848655552,2.6337021665584,0.301094768496325
p0039,3.24316213529746,0.640448166037334,0.937909281194594,2.62311256121974,2.81584380738592,0.385545235137634
p0040,3.58987223708429,0.559463221818282,0.882425383775249,2.23444969254335,3.02245526947423,0.376698853225753
