wind_speed,swr,turb_param/k_min,g2/constant_value,g1/constant_value,A/constant_value,par_id
0.81252,0.81339,4.7453e-09,3.3787,0.68742,0.92956,p0001
0.89115,1.0989,3.0439e-13,0.96093,0.79396,0.90037,p0002
0.85182,1.1518,9.1376e-05,2.927,0.73558,0.91682,p0003
0.99691,0.9252,0.00042275,0.62641,0.47145,1.046,p0004
0.84633,1.0065,4.7167e-12,3.3541,0.46381,0.8418,p0005
0.99506,0.96066,2.1162e-07,2.7038,0.69841,0.96499,p0006
1.1406,0.90921,5.782e-08,2.374,0.71434,0.90205,p0007
0.89753,1.1296,1.6846e-05,2.1037,0.51908,0.72655,p0008
0.92678,0.95507,7.3563e-15,2.1081,0.5773,1.0595,p0009
0.8071,0.83605,2.4056e-14,1.3128,0.60969,0.91102,p0010
0.97503,1.1521,8.0401e-10,2.6298,0.43536,0.91928,p0011
1.0495,0.8798,2.3904e-13,3.2116,0.73415,0.7734,p0012
0.9874,1.1725,1.0664e-09,2.2352,0.75563,0.82481,p0013
1.1115,1.1299,3.7902e-05,3.206,0.75208,0.85069,p0014
1.0467,1.182,1.3507e-11,1.8268,0.73123,0.91908,p0015
0.84768,0.89695,8.1494e-05,1.0002,0.71202,1.0585,p0016
0.98394,1.0928,1.7205e-12,0.77404,0.52346,0.70934,p0017
0.81876,0.95664,8.4558e-08,0.60014,0.54017,0.77098,p0018
0.92336,0.87931,0.00047606,2.5427,0.53652,0.87865,p0019
1.1416,1.0443,1.1386e-09,1.0228,0.47179,0.7482,p0020
0.87196,0.94799,6.9019e-10,2.3929,0.46321,1.0784,p0021
0.96387,0.95041,6.8045e-09,2.5561,0.68363,0.80866,p0022
0.9891,1.1109,3.808e-14,2.116,0.7265,0.89363,p0023
1.0756,1.0713,1.9965e-07,1.2505,0.60501,1.0018,p0024
1.1596,0.99772,1.4085e-10,1.019,0.64818,0.83416,p0025
0.87074,0.85566,1.5927e-10,1.3465,0.64848,0.9597,p0026
0.95246,1.1994,1.1174e-10,1.8442,0.67078,0.82084,p0027
1.1323,1.1402,1.0172e-12,1.1784,0.64117,1.0703,p0028
0.89146,0.8743,1.8408e-11,0.51536,0.75832,0.73361,p0029
0.93051,0.80109,4.6996e-11,0.94783,0.42597,0.87917,p0030
1.0575,1.1373,1.0103e-10,2.617,0.68196,0.94157,p0031
0.97642,1.1455,2.8104e-07,1.7255,0.74029,1.017,p0032
1.1877,0.82027,2.5827e-05,1.8328,0.53156,0.93586,p0033
0.81348,0.96176,9.7023e-11,2.3822,0.42074,0.7232,p0034
1.0991,0.93855,1.0089e-05,3.4781,0.50126,1.0722,p0035
1.0431,0.83975,4.0779e-11,2.8016,0.49375,1.0211,p0036
1.1648,1.1729,1.9416e-12,3.3861,0.52584,1.0431,p0037
1.0486,0.90728,0.00045917,2.9219,0.56942,0.88671,p0038
1.1328,1.1489,6.5962e-05,1.2637,0.46783,0.87826,p0039
1.0994,1.0189,6.5864e-12,2.6338,0.71265,0.87507,p0040
1.1953,0.81765,9.4486e-12,1.2909,0.65269,0.7082,p0041
0.95895,0.8872,1.7594e-09,1.2102,0.78931,1.0163,p0042
1.1314,1.0159,7.3454e-08,2.8588,0.75239,0.96289,p0043
1.0465,1.1163,8.925e-08,2.1813,0.74832,0.89498,p0044
1.0589,1.0652,0.00016984,3.1439,0.49039,0.7567,p0045
0.98755,0.96361,8.8178e-09,3.2427,0.78172,0.92516,p0046
1.0393,1.0155,9.0149e-07,1.1061,0.79486,0.73555,p0047
1.0072,1.0624,3.021e-11,2.7729,0.45395,0.83041,p0048
1.0246,0.86542,1.1281e-08,1.0057,0.5229,1.0601,p0049
