wind_speed,mixing/coef_mix_hyp,meteorology/ch,meteorology/ce,par_id
0.87719,6.9184e-05,0.0020106,0.0028901,p0001
0.84126,4.6536e-05,0.0023779,0.0014065,p0002
1.0631,6.5816e-05,0.0010672,0.001178,p0003
1.0082,2.9924e-06,0.0015411,0.0013813,p0004
1.1659,4.7612e-06,0.0025697,0.0022849,p0005
1.197,3.6414e-06,0.0021558,0.001777,p0006
1.0574,2.7747e-05,0.0018821,0.0012151,p0007
0.88633,5.1883e-05,0.002965,0.002755,p0008
1.0917,1.7517e-05,0.0027413,0.0027582,p0009
1.1699,9.1606e-06,0.0028202,0.0012494,p0010
1.1259,4.4212e-05,0.0022226,0.0010689,p0011
1.0984,6.6454e-06,0.002066,0.0022406,p0012
1.1788,5.0505e-05,0.0018638,0.0015874,p0013
1.0376,7.8837e-05,0.0010887,0.0016458,p0014
0.81832,2.372e-05,0.0016133,0.00299,p0015
0.81024,2.9879e-05,0.0026429,0.0018267,p0016
0.92782,8.1108e-05,0.0015521,0.0024189,p0017
1.1995,7.5997e-05,0.0010754,0.0013413,p0018
1.0833,3.3181e-05,0.0011367,0.0017911,p0019
1.1834,1.8035e-05,0.0021374,0.0022284,p0020
1.1669,2.88e-05,0.0026871,0.0025241,p0021
1.0993,1.835e-05,0.0021115,0.0016301,p0022
1.093,8.0764e-05,0.0029855,0.002465,p0023
0.984,2.6718e-05,0.002336,0.001261,p0024
1.1734,8.248e-05,0.0021966,0.0024311,p0025
1.0215,6.4483e-05,0.0019386,0.0018659,p0026
1.0169,4.781e-05,0.0028287,0.0026044,p0027
0.81598,4.9373e-05,0.0019487,0.00174,p0028
1.1392,6.9126e-06,0.0016114,0.0025693,p0029
0.97243,9.9698e-05,0.0012618,0.0019788,p0030
1.0562,1.7646e-06,0.0014199,0.0022025,p0031
0.82129,6.0352e-05,0.0028604,0.0017015,p0032
0.86017,1.6754e-05,0.0026366,0.0021402,p0033
0.95841,2.2501e-05,0.0017686,0.0015217,p0034
0.87894,1.613e-05,0.0026342,0.0019317,p0035
0.82731,6.1071e-05,0.0014993,0.0026415,p0036
0.93878,7.7164e-05,0.0011661,0.0027968,p0037
0.84934,6.9456e-05,0.0012124,0.0016134,p0038
0.95232,8.401e-05,0.0029577,0.0012436,p0039
1.1333,2.6649e-05,0.0021317,0.0028148,p0040
0.91727,8.4904e-05,0.0012514,0.0018873,p0041
0.87441,2.3237e-05,0.0015346,0.0029299,p0042
0.8581,5.3096e-05,0.0019049,0.0020849,p0043
0.91113,5.6369e-05,0.0025428,0.0026095,p0044
0.99848,2.8619e-05,0.0011922,0.0016871,p0045
1.1285,3.5248e-05,0.0027151,0.0024486,p0046
1.1821,7.7843e-05,0.002093,0.0015648,p0047
0.94142,8.5554e-05,0.0022524,0.0021098,p0048
1.1476,3.581e-05,0.0024347,0.0012005,p0049
1.1491,4.864e-05,0.0025277,0.0028241,p0050
0.8947,6.5412e-05,0.0022912,0.0013981,p0051
0.88921,2.1896e-05,0.0018684,0.0027122,p0052
0.8011,7.3467e-05,0.0024935,0.0013729,p0053
1.142,5.148e-05,0.0017363,0.0023031,p0054
0.98604,6.5128e-05,0.0023931,0.0025614,p0055
1.1694,7.072e-05,0.0023318,0.0023527,p0056
0.83221,8.1333e-05,0.0010483,0.0018381,p0057
0.84442,6.1382e-05,0.0025457,0.0015825,p0058
0.96123,8.0296e-05,0.0011305,0.0019238,p0059
1.0726,9.6966e-05,0.0012328,0.0012714,p0060
0.81869,7.4528e-05,0.0025316,0.001897,p0061
1.1302,1.6315e-05,0.0029366,0.0020923,p0062
1.1623,3.1433e-05,0.0025396,0.0028165,p0063
1.1758,9.9339e-05,0.0010717,0.0017315,p0064
1.0587,4.1508e-05,0.0029047,0.0028546,p0065
1.0097,5.0313e-05,0.0028016,0.0017252,p0066
0.80599,2.1395e-05,0.0028192,0.0013783,p0067
1.101,9.0328e-05,0.0019463,0.0016415,p0068
0.81249,1.1539e-05,0.0023647,0.0010079,p0069
0.80358,9.36e-05,0.0028776,0.0011156,p0070
0.96048,4.6718e-05,0.0028099,0.002409,p0071
1.0332,7.3329e-05,0.0015113,0.0025287,p0072
1.005,5.773e-05,0.0019793,0.0016584,p0073
0.93231,7.2013e-06,0.0011207,0.002976,p0074
1.1605,5.5689e-05,0.0017892,0.0023732,p0075
1.103,2.9408e-05,0.001357,0.002195,p0076
0.95739,3.8454e-05,0.0017968,0.0021288,p0077
0.85189,7.8558e-05,0.0017525,0.0023637,p0078
1.0882,5.3366e-05,0.0028322,0.0028798,p0079
0.86907,5.3023e-05,0.0021736,0.0024422,p0080
0.81432,4.2336e-05,0.0015472,0.00279,p0081
0.91147,4.5002e-05,0.0023827,0.0021204,p0082
1.0889,6.1377e-06,0.002582,0.0020182,p0083
1.0028,9.4696e-05,0.0029123,0.0013912,p0084
1.1519,7.1796e-05,0.0018499,0.0013575,p0085
1.0541,3.9689e-05,0.0015714,0.0024765,p0086
1.1172,1.2413e-05,0.0020013,0.0024321,p0087
0.94181,4.4334e-05,0.0021431,0.0021648,p0088
0.89929,3.4723e-05,0.0013709,0.0011451,p0089
0.81484,3.6404e-05,0.0023855,0.0022342,p0090
1.1328,5.2054e-05,0.0027771,0.0011754,p0091
0.99462,2.3431e-05,0.0018543,0.0014957,p0092
0.99635,2.6579e-06,0.0011585,0.0016796,p0093
1.1295,3.4257e-05,0.0026212,0.0017184,p0094
0.87203,9.3275e-05,0.0018196,0.0014363,p0095
1.0785,9.5946e-05,0.0010191,0.0016914,p0096
1.1899,2.9753e-05,0.0016218,0.0025077,p0097
0.85713,9.8294e-05,0.002277,0.0020829,p0098
1.1158,3.0974e-05,0.0012275,0.0019184,p0099
1.0456,2.7089e-07,0.0012909,0.0020591,p0100
1.0347,5.785e-05,0.0029463,0.0011873,p0101
1.1551,5.9567e-05,0.0028558,0.0018583,p0102
1.1929,3.7104e-05,0.00252,0.0026217,p0103
0.82715,5.5475e-05,0.0018259,0.001306,p0104
1.0239,5.0886e-05,0.0010146,0.0014879,p0105
0.99234,3.3974e-05,0.0017732,0.0023102,p0106
0.92193,9.8482e-05,0.0017947,0.0015772,p0107
1.0855,2.1693e-05,0.0029085,0.0017349,p0108
0.83883,6.8571e-05,0.0010263,0.0029,p0109
1.1825,8.9694e-05,0.0015245,0.0018758,p0110
0.87376,1.106e-05,0.0026056,0.0028827,p0111
0.91886,7.2778e-05,0.0015177,0.0013374,p0112
1.1142,9.7677e-05,0.0016314,0.0017048,p0113
0.95542,6.2955e-05,0.0013449,0.0013269,p0114
1.1949,9.586e-06,0.0010761,0.0015756,p0115
0.94263,8.8031e-05,0.0024854,0.0019503,p0116
0.93521,3.3715e-05,0.0011885,0.0014726,p0117
0.91383,7.0966e-05,0.0013812,0.0010961,p0118
1.0825,5.4383e-05,0.0014925,0.0029839,p0119
1.1063,1.9644e-05,0.0021677,0.0022132,p0120
0.80951,3.8514e-05,0.0021473,0.002794,p0121
1.0844,1.9056e-05,0.0013917,0.0016334,p0122
0.90436,9.232e-07,0.0013418,0.0029031,p0123
0.81041,2.1145e-05,0.0014673,0.0021688,p0124
1.0601,4.7314e-05,0.0022173,0.0028215,p0125
1.1885,2.7381e-05,0.0020779,0.0014546,p0126
0.92409,5.2399e-05,0.0025189,0.0026652,p0127
0.88741,4.1132e-05,0.0022068,0.002969,p0128
1.1192,5.7365e-05,0.0020633,0.0024591,p0129
0.82903,9.732e-05,0.001086,0.002657,p0130
1.1503,9.4501e-06,0.0013065,0.0027796,p0131
1.0502,3.496e-05,0.0016478,0.0010483,p0132
0.97909,7.6758e-05,0.0018366,0.0017119,p0133
0.81683,9.9574e-05,0.0022695,0.0026525,p0134
1.0402,8.8569e-05,0.0020315,0.0012989,p0135
0.81929,6.6738e-05,0.0018007,0.0012769,p0136
1.0982,2.2369e-05,0.0028739,0.002291,p0137
0.99348,5.4884e-05,0.00118,0.002695,p0138
1.1148,5.4449e-05,0.0011849,0.001893,p0139
1.1722,3.1949e-05,0.0015492,0.0022541,p0140
1.1857,3.75e-05,0.0018479,0.0028721,p0141
0.8487,8.4384e-05,0.0020169,0.0017147,p0142
1.1088,5.2449e-05,0.0027564,0.0019076,p0143
0.91466,9.0029e-05,0.0029252,0.0025146,p0144
0.85447,9.8904e-05,0.0024585,0.0022966,p0145
0.99031,1.0017e-05,0.0014692,0.0019031,p0146
1.1654,7.13e-05,0.0018964,0.0023991,p0147
1.1984,2.9064e-05,0.0017857,0.0016998,p0148
0.90276,3.6051e-05,0.0010802,0.0026451,p0149
0.96366,2.037e-05,0.0024553,0.0014009,p0150
0.92853,8.5948e-05,0.0024442,0.0015581,p0151
0.82512,6.3466e-05,0.0013337,0.0023289,p0152
1.0526,4.4672e-05,0.0025031,0.0010874,p0153
0.96849,6.9411e-05,0.002075,0.0010278,p0154
0.88364,8.5441e-06,0.0016511,0.0019427,p0155
0.82223,2.5633e-05,0.0021066,0.0023428,p0156
0.82567,3.5436e-05,0.0024207,0.0016399,p0157
1.1504,1.7063e-05,0.0016671,0.0017759,p0158
1.1985,6.0528e-06,0.0028504,0.0026901,p0159
1.0091,1.3646e-05,0.0011542,0.0013152,p0160
0.98044,8.7248e-05,0.0023177,0.0024888,p0161
1.131,1.4455e-05,0.0020269,0.0012918,p0162
0.94944,2.6426e-05,0.0019642,0.0010523,p0163
0.83573,6.2621e-05,0.0016853,0.0015949,p0164
1.0271,7.6256e-05,0.0019995,0.0014992,p0165
0.84627,8.7813e-05,0.00132,0.0016222,p0166
0.83967,7.8295e-05,0.0019627,0.0025334,p0167
1.0257,4.3613e-05,0.0027285,0.0011114,p0168
0.97617,9.6395e-05,0.002371,0.0019096,p0169
1.0694,2.443e-05,0.001324,0.002892,p0170
0.9374,2.0934e-05,0.0024175,0.0010895,p0171
0.80761,1.1276e-05,0.0019695,0.002548,p0172
1.0807,4.9028e-05,0.0021764,0.001764,p0173
0.98833,9.2448e-05,0.001211,0.0015286,p0174
1.1037,2.2108e-05,0.0016764,0.0011882,p0175
1.0696,6.0239e-05,0.0029168,0.0018449,p0176
0.96268,4.026e-05,0.0018316,0.0020442,p0177
