wind_speed,swr,fetch_lk,c_relax_C,par_id
0.81828,0.85067,26448,0.071085,p001
1.1162,0.87351,737.3,0.065708,p002
1.1307,1.1946,57559,0.069445,p003
0.96094,0.96724,42197,0.021424,p004
1.0912,1.0491,57090,0.098696,p005
0.96801,0.88479,15899,0.025877,p006
1.0197,0.92082,35587,0.093274,p007
1.1561,1.0603,3372.8,0.040157,p008
0.86603,0.94084,62561,0.036519,p009
0.87787,1.0333,65429,0.070249,p010
0.89692,1.0468,72246,0.014502,p011
1.1624,1.1278,17699,0.076647,p012
1.1381,1.0174,63538,0.030958,p013
1.1415,1.1975,60836,0.0244,p014
1.0731,1.093,10565,0.063013,p015
1.1808,1.042,68169,0.074256,p016
0.86071,1.0836,14147,0.045101,p017
1.0287,1.0765,19682,0.084406,p018
0.82168,0.82881,15034,0.082965,p019
0.90732,1.1836,38919,0.023018,p020
0.9835,1.0221,24110,0.0068495,p021
1.1261,1.1177,44238,0.081369,p022
1.1449,0.96296,31524,0.094425,p023
0.8306,1.1401,20658,0.018175,p024
0.87208,0.85348,68780,0.077972,p025
0.92345,0.91307,25625,0.05924,p026
0.91728,0.89656,5716.3,0.0007958,p027
0.99412,0.82465,28649,0.075941,p028
1.0945,1.0754,24993,0.04656,p029
0.80345,1.0705,7453.3,0.03396,p030
1.0996,0.84547,16174,0.054273,p031
1.1916,0.86615,18600,0.049044,p032
1.0444,1.1866,34570,0.042019,p033
1.175,1.1153,8873.3,0.083363,p034
0.85934,0.83461,69326,0.043335,p035
1.1539,0.93776,65021,0.078272,p036
0.90297,0.98928,2410.6,0.013224,p037
0.95395,0.9078,47518,0.088996,p038
1.0588,0.83684,12660,0.003408,p039
0.95199,1.1297,40446,0.09244,p040
0.93386,1.0857,29711,0.052439,p041
1.0516,0.81423,49107,0.029318,p042
0.84163,0.8191,44939,0.085613,p043
0.9844,0.93459,45899,0.041515,p044
1.0129,0.97145,71617,0.080286,p045
0.91194,0.92689,27349,0.072256,p046
0.9434,0.9486,29387,0.073657,p047
1.0323,0.99398,9743.2,0.090952,p048
0.83827,1.1591,8557.2,0.0058834,p049
0.85592,0.97235,33184,0.089629,p050
0.88033,1.1669,41135,0.020303,p051
0.92551,1.0065,50767,0.097779,p052
0.97792,0.86128,52687,0.062725,p053
1.1877,1.1101,22363,0.019707,p054
0.83226,1.0034,11145,0.022477,p055
1.0268,1.096,60863,0.057362,p056
1.1204,1.1601,33550,0.010892,p057
1.0005,0.95764,42225,0.011489,p058
0.9585,1.1015,69811,0.09169,p059
0.84901,1.1792,39273,0.051956,p060
1.0553,1.0395,1447.8,0.05625,p061
1.0233,0.82125,50109,0.0072877,p062
1.0062,0.94644,37293,0.061568,p063
0.80876,1.1368,3903.7,0.039296,p064
1.0385,1.0592,43226,0.032293,p065
1.1103,0.98747,47298,0.017813,p066
1.0845,1.0318,61599,0.086369,p067
0.88681,1.0903,66688,0.064408,p068
1.0669,1.1507,64093,0.060702,p069
1.1673,0.90926,21575,0.066473,p070
0.81524,0.931,4871.6,0.058282,p071
0.97438,1.0539,58909,0.044407,p072
0.80483,1.1445,73032,0.015019,p073
1.1686,0.81032,7158.3,0.016508,p074
0.92875,0.91969,19993,0.055018,p075
1.1793,0.99867,17401,0.0048305,p076
0.91499,0.95538,59770,0.04794,p077
0.89432,0.85922,38460,0.038559,p078
1.0423,1.0135,23264,0.050232,p079
1.0798,0.80153,55054,0.048715,p080
1.0682,0.87123,30441,0.031896,p081
0.82463,0.80484,55921,0.0087847,p082
1.1143,0.89469,31915,0.028163,p083
0.84648,0.9792,13411,0.0013747,p084
0.94738,0.88241,54784,0.095128,p085
1.0092,1.0103,67503,0.067558,p086
1.1937,0.88841,5528.2,0.087133,p087
1.1972,1.1063,36711,0.099795,p088
0.99144,1.0662,53990,0.0021033,p089
1.1022,0.8419,48893,0.0095586,p090
1.0834,1.1553,26969,0.012837,p091
0.96403,1.1749,51439,0.068467,p092
1.1346,1.1211,74881,0.026243,p093
1.0636,0.982,12080,0.034101,p094
0.86826,1.1349,35155,0.096661,p095
0.93712,1.1688,52022,0.053382,p096
1.1518,1.19,70555,0.02775,p097
0.99785,0.87908,46555,0.079049,p098
0.88889,1.025,73806,0.035692,p099
1.1045,0.90303,58272,0.037141,p100
