wind_speed,swr,mixing/coef_mix_hyp,light/Kw,par_id
1.1671,0.91946,1.4077e-05,0.74961,p001
0.80939,0.82553,8.5871e-05,0.2714,p002
1.0163,0.8454,3.444e-05,0.67901,p003
0.91872,1.0472,5.2674e-05,0.29755,p004
1.1587,0.82376,7.1478e-05,0.28434,p005
1.1222,0.88205,9.12e-05,0.37925,p006
0.93267,0.90598,5.0282e-05,0.43911,p007
0.93924,1.1787,9.5915e-05,0.47486,p008
0.82837,1.0994,4.3928e-05,0.71337,p009
0.83664,0.83723,7.9275e-05,0.23498,p010
1.1936,1.0644,9.489e-05,0.3662,p011
0.81442,0.86857,6.9095e-05,0.29352,p012
0.98873,0.93173,5.4298e-05,0.38979,p013
1.0981,1.0517,7.5585e-05,0.73818,p014
0.97095,1.1889,9.9992e-05,0.40964,p015
0.81668,0.98631,2.4902e-05,0.24955,p016
1.1188,1.1661,7.3403e-05,0.79615,p017
0.8236,1.0263,1.3017e-05,0.30614,p018
0.89827,0.89044,5.8763e-05,0.7876,p019
0.87981,0.88782,1.9766e-05,0.37164,p020
0.94224,1.1719,4.7215e-05,0.33303,p021
1.1115,0.99624,1.8937e-05,0.5319,p022
1.0249,1.1836,6.8368e-05,0.54909,p023
0.95805,1.0854,6.0777e-05,0.57221,p024
1.199,0.87401,3.093e-06,0.25441,p025
1.1695,0.84191,3.5084e-05,0.2276,p026
0.9447,1.1368,2.0924e-05,0.54688,p027
1.0783,1.0419,6.2844e-05,0.72883,p028
1.1891,1.0583,6.3353e-05,0.75602,p029
0.98286,1.0297,5.9593e-06,0.55728,p030
1.1791,0.98859,4.0027e-05,0.21536,p031
1.0306,1.1727,1.5932e-06,0.46965,p032
1.1559,1.1337,1.6602e-05,0.70723,p033
0.85137,0.98354,9.7577e-05,0.50423,p034
0.96326,0.85931,1.7811e-05,0.56888,p035
0.91204,0.96836,4.646e-05,0.24328,p036
0.88469,1.1947,9.3118e-05,0.49237,p037
0.86815,0.83061,2.6487e-05,0.32365,p038
1.1801,1.0926,6.3042e-06,0.68901,p039
0.86557,1.1153,7.2461e-05,0.20556,p040
1.0874,1.0893,3.2353e-05,0.59486,p041
0.82463,0.85186,1.5664e-05,0.7737,p042
0.80526,0.87712,4.9302e-05,0.31561,p043
0.87528,1.1446,2.9769e-05,0.38293,p044
0.8947,0.96753,2.3761e-05,0.27854,p045
0.86032,1.1847,6.1438e-05,0.72728,p046
0.97357,1.0739,3.7769e-05,0.7804,p047
0.89008,1.0076,1.0389e-05,0.61596,p048
1.034,1.0802,4.4362e-05,0.58422,p049
0.90747,1.0018,2.15e-05,0.76783,p050
1.1148,1.0147,9.0936e-05,0.65589,p051
1.1631,0.94524,8.6362e-05,0.34341,p052
1.1722,1.1006,5.385e-05,0.63536,p053
1.0931,0.86765,8.4341e-05,0.66018,p054
1.0663,1.1224,9.8763e-06,0.61292,p055
1.0502,0.91306,6.5791e-05,0.56297,p056
1.004,0.90326,2.5689e-05,0.26024,p057
0.98737,0.81751,9.2797e-05,0.66873,p058
1.1404,1.0182,2.7622e-05,0.74043,p059
0.8336,1.1317,3.3579e-05,0.71695,p060
1.1493,0.92245,8.0063e-06,0.7906,p061
1.0235,0.97709,5.5867e-05,0.69816,p062
0.97751,1.0365,9.8897e-05,0.39723,p063
0.95337,1.1181,2.8988e-05,0.45911,p064
1.0373,0.83463,6.418e-05,0.41343,p065
0.88143,0.97261,8.9757e-05,0.36104,p066
1.1318,1.1602,3.6319e-06,0.35139,p067
0.90261,1.143,3.1935e-05,0.42723,p068
1.0417,1.0113,9.6501e-05,0.23983,p069
1.0089,1.1274,6.7927e-05,0.40198,p070
0.80389,1.1977,8.2236e-05,0.44016,p071
0.99411,0.9335,3.9027e-05,0.6254,p072
1.1265,0.95659,5.1497e-07,0.45098,p073
1.0023,0.80804,4.8765e-05,0.3452,p074
1.0545,0.81239,5.7452e-05,0.48177,p075
1.0808,1.1112,5.6161e-05,0.76157,p076
1.0599,0.92558,4.085e-05,0.69747,p077
1.0698,0.99558,7.0209e-05,0.45524,p078
0.84791,0.95218,4.2768e-05,0.52497,p079
1.0156,1.0541,8.1038e-05,0.59758,p080
0.99911,1.1546,6.6485e-05,0.21906,p081
1.0742,0.89999,1.2047e-05,0.21054,p082
0.93188,0.89514,7.8812e-05,0.27236,p083
1.0442,0.86305,1.4708e-05,0.58122,p084
1.1464,0.80405,3.69e-05,0.31057,p085
0.95125,0.9624,8.3986e-05,0.49861,p086
1.1033,0.85349,5.1761e-05,0.63827,p087
0.84172,1.0345,8.8668e-05,0.43303,p088
0.85304,1.0781,4.9906e-06,0.51846,p089
1.1054,1.021,7.4389e-05,0.51507,p090
1.1391,1.0684,7.7917e-05,0.50985,p091
1.0893,1.1485,7.6584e-05,0.62794,p092
1.0629,0.91019,4.2017e-05,0.48385,p093
1.1872,0.94885,8.043e-05,0.5415,p094
0.90825,1.0631,4.5103e-05,0.64545,p095
1.135,0.94081,3.0682e-05,0.42145,p096
0.85846,1.1596,6.0005e-05,0.33032,p097
0.924,0.93802,2.2362e-05,0.60794,p098
0.92071,1.1075,8.712e-05,0.68565,p099
0.96408,0.80063,8.1443e-06,0.66303,p100
