wind_speed,a_seiche,par_id
1.1465,0.045986,p0001
1.1193,0.2843,p0002
1.1735,0.00030012,p0003
1.0105,0.19635,p0004
0.85814,0.21043,p0005
1.1014,0.042565,p0006
0.8496,0.045191,p0007
1.0651,0.008552,p0008
0.8337,0.20938,p0009
0.91646,0.10969,p0010
1.1706,0.1371,p0011
0.96523,0.26907,p0012
1.0985,0.26549,p0013
1.0383,0.24496,p0014
0.90663,0.0556,p0015
0.82901,0.236,p0016
1.0748,0.010184,p0017
0.81334,0.085878,p0018
0.82534,0.24897,p0019
0.82632,0.11634,p0020
0.81469,0.17682,p0021
1.1101,0.016673,p0022
1.1389,0.048433,p0023
1.136,0.094679,p0024
1.122,0.038699,p0025
1.1494,0.24957,p0026
1.1929,0.033618,p0027
1.0819,0.1837,p0028
0.80398,0.21689,p0029
0.86867,0.23697,p0030
1.0787,0.099271,p0031
0.85455,0.29707,p0032
0.88405,0.27345,p0033
0.87191,0.19184,p0034
1.1859,0.17347,p0035
1.0898,0.12736,p0036
0.99347,0.11061,p0037
0.82823,0.27857,p0038
1.0214,0.15664,p0039
1.1821,0.27521,p0040
1.0248,0.14587,p0041
0.89333,0.27262,p0042
1.1993,0.16177,p0043
0.90529,0.27104,p0044
1.0437,0.29144,p0045
0.97296,0.22461,p0046
1.1405,0.058307,p0047
0.95441,0.2465,p0048
0.91148,0.071965,p0049
0.83888,0.096346,p0050
0.81904,0.2349,p0051
0.95032,0.16289,p0052
1.1055,0.21898,p0053
1.1595,0.23963,p0054
0.87059,0.11765,p0055
0.87279,0.2663,p0056
0.81598,0.16057,p0057
1.0566,0.10984,p0058
0.87933,0.26208,p0059
0.80449,0.25945,p0060
0.89052,0.1508,p0061
1.0764,0.18004,p0062
1.086,0.0026306,p0063
0.90388,0.19727,p0064
0.90611,0.195,p0065
0.91236,0.16807,p0066
1.0744,0.22184,p0067
1.1176,0.046621,p0068
1.0975,0.28948,p0069
0.95718,0.22937,p0070
1.033,0.019945,p0071
1.0841,0.064302,p0072
0.95542,0.28335,p0073
1.0456,0.13888,p0074
0.93291,0.079761,p0075
1.1033,0.2677,p0076
0.81816,0.18926,p0077
0.87585,0.17512,p0078
1.0486,0.06646,p0079
0.84269,0.16687,p0080
0.84419,0.14575,p0081
0.97251,0.072178,p0082
0.81029,0.22366,p0083
0.94695,0.12189,p0084
1.1069,0.027073,p0085
1.1207,0.0238,p0086
0.84846,0.11468,p0087
1.0479,0.14858,p0088
1.0394,0.1079,p0089
0.96124,0.08338,p0090
0.99036,0.17596,p0091
0.84712,0.18142,p0092
0.94076,0.17554,p0093
0.98207,0.073831,p0094
1.0457,0.020554,p0095
1.0815,0.25741,p0096
0.98347,0.21981,p0097
0.94282,0.079178,p0098
0.93968,0.2437,p0099
1.0667,0.068519,p0100
0.90308,0.21139,p0101
0.86095,0.039987,p0102
0.88881,0.18448,p0103
0.90962,0.12643,p0104
1.1422,0.07368,p0105
1.095,0.088245,p0106
1.027,0.27189,p0107
1.18,0.28902,p0108
1.1445,0.08939,p0109
0.91118,0.29443,p0110
1.1377,0.04682,p0111
1.1409,0.06567,p0112
0.89944,0.081742,p0113
0.91568,0.25023,p0114
1.022,0.16641,p0115
0.93707,0.019406,p0116
1.0935,0.14761,p0117
1.1843,0.16466,p0118
1.0795,0.060138,p0119
0.92702,0.1938,p0120
1.087,0.11844,p0121
0.88124,0.16747,p0122
1.1167,0.20995,p0123
1.0623,0.042853,p0124
1.0966,0.11728,p0125
1.0026,0.10197,p0126
1.0319,0.20092,p0127
1.0955,0.21766,p0128
0.96243,0.12175,p0129
0.83756,0.25481,p0130
1.0235,0.19282,p0131
0.88202,0.19095,p0132
0.82296,0.011812,p0133
1.014,0.2808,p0134
1.1604,0.2204,p0135
1.1902,0.097365,p0136
0.86005,0.050656,p0137
1.1848,0.015575,p0138
0.88964,0.29661,p0139
1.1132,0.15018,p0140
1.018,0.066915,p0141
0.85603,0.080472,p0142
1.1587,0.29326,p0143
1.1314,0.060664,p0144
0.87762,0.23315,p0145
1.0345,0.16894,p0146
1.0277,0.12457,p0147
1.0175,0.12328,p0148
0.82105,0.055092,p0149
1.1159,0.24801,p0150
1.1971,0.27717,p0151
1.1921,0.16982,p0152
0.95392,0.083592,p0153
0.8752,0.10646,p0154
1.1393,0.21489,p0155
1.0412,0.085654,p0156
1.1633,0.20724,p0157
1.1691,0.0045286,p0158
1.0034,0.11194,p0159
1.064,0.20405,p0160
1.0309,0.075568,p0161
0.99555,0.11255,p0162
0.82176,0.13628,p0163
0.93106,0.15339,p0164
1.1136,0.053998,p0165
0.83828,0.22737,p0166
0.93468,0.025364,p0167
1.1148,0.21321,p0168
1.1107,0.18789,p0169
0.86261,0.091609,p0170
1.0339,0.021042,p0171
0.84108,0.276,p0172
0.94321,0.062872,p0173
0.84505,0.14344,p0174
1.0771,0.19993,p0175
1.0535,0.028847,p0176
0.93893,0.13028,p0177
1.1791,0.17728,p0178
1.0725,0.025837,p0179
1.039,0.13462,p0180
1.1545,0.10355,p0181
0.85928,0.26983,p0182
1.1717,0.17253,p0183
0.92296,0.28574,p0184
1.1281,0.0041323,p0185
1.1371,0.23427,p0186
1.1661,0.11985,p0187
0.81277,0.027938,p0188
0.88615,0.061624,p0189
0.8055,0.18601,p0190
0.92347,0.14015,p0191
1.1773,0.25226,p0192
0.99148,0.035674,p0193
1.0982,0.13511,p0194
1.0688,0.070113,p0195
0.93618,0.043984,p0196
0.83975,0.29011,p0197
1.1438,0.13834,p0198
1.1742,0.21247,p0199
1.163,0.23912,p0200
