wind_speed,fetch_lk,c_relax_C,par_id
0.91606,8249.7,0.049402,p0001
0.87178,14645,0.047451,p0002
1.1677,6682.3,0.072767,p0003
0.93661,3913,0.068922,p0004
1.1375,19922,0.084656,p0005
0.89637,66491,0.018382,p0006
1.0209,7233.1,0.03224,p0007
0.98439,16022,0.012608,p0008
0.82827,29589,0.031339,p0009
1.1356,22256,0.043762,p0010
1.1309,55288,0.0079832,p0011
1.1061,49518,0.067346,p0012
0.82644,53175,0.054925,p0013
1.1351,13288,0.08036,p0014
0.95277,46343,0.021022,p0015
1.1263,70132,0.043169,p0016
0.84235,19032,0.0041857,p0017
0.93393,42108,0.066635,p0018
0.84873,47974,0.0044856,p0019
1.04,68834,0.069937,p0020
1.0291,46471,0.078453,p0021
0.80246,34134,0.0020979,p0022
0.94198,31068,0.063614,p0023
1.0196,70742,0.056069,p0024
0.80199,33379,0.07329,p0025
1.1623,67022,0.0017905,p0026
1.1005,57657,0.0064191,p0027
0.93917,65622,0.058705,p0028
0.8586,59407,0.082163,p0029
1.0671,61477,0.00074335,p0030
1.1182,66245,0.051486,p0031
1.0813,39253,0.069573,p0032
1.1754,36565,0.036316,p0033
0.92669,64760,0.050163,p0034
0.97953,62212,0.077681,p0035
1.1421,17764,0.0054306,p0036
1.1782,18403,0.049687,p0037
0.89086,44408,0.08667,p0038
1.122,52882,0.040949,p0039
1.0387,12448,0.061619,p0040
0.89977,13365,0.057923,p0041
0.90025,15025,0.080159,p0042
0.90636,27321,0.05751,p0043
1.1434,70237,0.0097642,p0044
0.83075,33916,0.023619,p0045
1.041,949.88,0.012068,p0046
1.0748,3557.4,0.083049,p0047
1.0064,11550,0.031092,p0048
1.079,50240,0.038841,p0049
1.183,29738,0.065627,p0050
1.1981,60569,0.097353,p0051
0.86486,43259,0.025373,p0052
0.96173,61831,0.090051,p0053
0.80153,52015,0.052819,p0054
0.89828,45166,0.0472,p0055
1.1093,24651,0.0086423,p0056
1.1934,27313,0.028236,p0057
1.1047,64127,0.016224,p0058
1.1333,32272,0.0199,p0059
1.1255,47404,0.016588,p0060
0.99541,51561,0.095878,p0061
0.89589,36123,0.08915,p0062
1.1148,49070,0.0023298,p0063
1.1008,47454,0.074982,p0064
0.8683,47749,0.097955,p0065
0.91317,61914,0.0039161,p0066
0.85548,34717,0.071749,p0067
1.1555,73663,0.069256,p0068
1.016,38722,0.03448,p0069
1.1244,32477,0.030815,p0070
0.93984,74577,0.083338,p0071
1.0341,31240,0.096233,p0072
0.99176,70896,0.066521,p0073
1.1741,16707,0.010253,p0074
1.0796,64479,0.036101,p0075
0.94461,55710,0.078944,p0076
1.0655,44937,0.00037158,p0077
0.8454,11472,0.03805,p0078
1.0139,59299,0.011886,p0079
0.95974,12869,0.055454,p0080
1.1746,26683,0.0085039,p0081
0.87628,21673,0.026462,p0082
0.92391,69634,0.077867,p0083
1.1723,39138,0.041949,p0084
1.0974,45647,0.040641,p0085
1.0851,39496,0.015179,p0086
0.81808,9875.4,0.092186,p0087
1.1511,10222,0.019177,p0088
1.1806,47068,0.0089983,p0089
0.81198,56403,0.017221,p0090
0.9702,49156,0.077252,p0091
0.86458,50597,0.036989,p0092
0.83273,10133,0.039476,p0093
0.96958,40113,0.094742,p0094
1.1988,19362,0.059668,p0095
1.0833,23547,0.04043,p0096
1.1944,52247,0.063144,p0097
0.94583,53906,0.078141,p0098
1.171,1988.7,0.0047013,p0099
1.0863,5515.8,0.076336,p0100
1.1399,29257,0.024691,p0101
0.99657,51611,0.071285,p0102
0.97881,61166,0.0042727,p0103
0.81693,4410.6,0.05664,p0104
0.90986,61433,0.012999,p0105
1.1648,24628,0.075874,p0106
1.0037,32065,0.071155,p0107
1.1529,28054,0.055186,p0108
0.96297,57101,0.054406,p0109
1.1918,43013,0.060314,p0110
0.9472,19752,0.067633,p0111
1.0251,46981,0.052201,p0112
0.89028,65825,0.015447,p0113
1.0539,31644,0.045316,p0114
1.1513,15692,0.06909,p0115
0.91986,1108.3,0.029094,p0116
0.82998,17539,0.041015,p0117
1.0619,40394,0.053942,p0118
0.9509,16903,0.0057624,p0119
0.83134,63789,0.050849,p0120
0.87564,23704,0.027095,p0121
1.0566,32201,0.07687,p0122
0.80856,42820,0.025565,p0123
0.85328,51108,0.022009,p0124
0.80466,41310,0.0062049,p0125
0.94926,32830,0.018851,p0126
0.96376,48791,0.043393,p0127
0.90809,71948,0.026175,p0128
0.95478,57514,0.071989,p0129
0.99852,11071,0.03155,p0130
1.0741,13999,0.046047,p0131
0.83944,68207,0.085305,p0132
1.1833,72321,0.073614,p0133
0.86392,52458,0.096144,p0134
0.97172,63876,0.086423,p0135
0.9038,67954,0.074256,p0136
1.1814,18354,0.0071567,p0137
1.1954,12761,0.032656,p0138
1.0443,66774,0.064594,p0139
0.85948,71104,0.041422,p0140
1.1907,28199,0.044716,p0141
0.8495,30425,0.08196,p0142
0.92135,3220,0.0232,p0143
0.85276,73643,0.098986,p0144
0.84575,53482,0.053236,p0145
1.1818,5684.2,0.081202,p0146
0.86773,62976,0.046341,p0147
0.8796,66067,0.094438,p0148
1.0243,6140.5,0.039683,p0149
1.1236,25400,0.070919,p0150
0.92,11289,0.055334,p0151
0.88122,9250.6,0.017856,p0152
0.95858,547.79,0.086242,p0153
0.8073,59083,0.032451,p0154
1.0524,68720,0.022373,p0155
0.88217,28756,0.0355,p0156
0.92983,37114,0.020663,p0157
0.92466,20494,0.051047,p0158
0.93594,21961,0.023398,p0159
1.0535,47157,0.029659,p0160
