datetime,Ten_Meter_Uwind_vector_meterPerSecond,Ten_Meter_Vwind_vector_meterPerSecond,Surface_Level_Barometric_Pressure_pascal,Air_Temperature_celsius,Relative_Humidity_percent,Precipitation_millimeterPerDay,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Cloud_Cover_decimalFraction,Ten_Meter_Elevation_Wind_Speed_meterPerSecond
1979-01-01 00:00:00 GMT,1.56218289578679,3.36217151739582,78305.3059887416,-2.62069920125732,87.7520047099875,0.4095384446053,95.9965063730966,229.302196797647,0.672308811336784,3.70737275065194
1979-01-02 00:00:00 GMT,2.29861683083184,4.13217183886507,78143.7979970953,0.395294266841807,85.1191490067748,0.4095384446053,95.9965063730966,239.737303916843,0.508277331013892,4.72847580525616
1979-01-03 00:00:00 GMT,1.95978080046915,4.39864072477345,78135.4539626966,1.1445402171493,81.9108377838226,0.294496914243618,98.7541060868965,235.182457123676,0.394459661544568,4.81547308283651
1979-01-04 00:00:00 GMT,2.27021214988791,3.91765064279882,77553.7481029262,0.123862134074179,80.0100084916632,8.31204862543529,100.717787789358,235.518749448614,0.491771931698535,4.52789683677983
1979-01-05 00:00:00 GMT,1.90538410391611,2.432957416379,78232.5881859855,-6.68791891447508,75.3971485057883,1.16159033477365,104.161810077253,196.857320655145,0.65216239655339,3.09027027513287
1979-01-06 00:00:00 GMT,2.99204355087562,2.53775970652166,77839.0324671317,-6.69802512063131,78.235816882697,2.2482046904107,90.9063436972381,217.516241779169,0.602304640410176,3.92333390605252
1979-01-07 00:00:00 GMT,3.07028035101464,1.29630166944861,77997.7042705599,-10.0704698882847,74.4603431412726,1.07229923308073,91.4829666207187,187.907746711323,0.507038489514189,3.33271952795939
1979-01-08 00:00:00 GMT,-0.193510984146859,-0.23863172898231,78495.3697732281,-12.3408020591622,83.4941235438242,0.41970595980512,111.174955316038,187.438184815333,0.866075259792776,0.307232164759116
1979-01-09 00:00:00 GMT,-1.38198693012035,-0.918268543640584,78755.9426070771,-11.5680216035727,87.4957013069229,0.10526022961204,109.570238988669,195.943060213759,0.902276791845331,1.65924832175997
1979-01-10 00:00:00 GMT,-0.920099738670843,-0.453691893461117,78610.2621648746,-9.36175567330817,89.9044874864052,1.36698925454945,58.6947093882584,230.300145081827,0.867549453456021,1.02587516945021
1979-01-11 00:00:00 GMT,1.08819612319195,1.69447027202725,78516.4355220445,-7.45952178008151,80.4708870477787,0.000167919326173399,119.223986860112,186.349185148349,0.102302580379352,2.01380244942599
1979-01-12 00:00:00 GMT,2.12430289334229,2.69943924694357,78520.2654207756,-7.79920224872899,78.8333488856248,0.00546577406695294,117.905562571529,201.295101807367,0.503617210667398,3.43505968370299
1979-01-13 00:00:00 GMT,1.87170265441656,2.86554625204707,78533.2887739955,-6.79811240810885,81.4528423291243,8.39596630866934e-05,121.491980067718,197.679077025795,0.17350574011058,3.42266360444187
