wind_speed,mixing/coef_mix_hyp,mixing/coef_mix_KH,mixing/coef_wind_stir,mixing/coef_mix_shear,meteorology/cd,par_id
1.1742,0.0010835,0.15791,0.48291,0.82431,0.00036896,p001
0.85502,0.0076877,0.52308,0.4453,0.88091,0.0024529,p002
0.87313,0.0084642,0.4693,0.62698,0.77209,0.0010169,p003
1.1427,0.0093379,0.13786,0.8298,0.41843,0.0015557,p004
1.034,0.0099252,0.34645,0.53872,0.75934,0.00060773,p005
1.0236,0.0040268,0.54981,0.86796,0.25305,0.0011483,p006
1.0517,0.0050239,0.5472,0.11737,0.72337,0.0012396,p007
0.9941,0.0080391,0.68129,0.8115,0.83488,0.0013467,p008
0.98879,0.0049121,0.52425,0.21663,0.50203,0.0022025,p009
1.1604,0.003625,0.69839,0.47258,0.13821,0.002166,p010
1.1765,0.0047506,0.87388,0.42706,0.10321,0.00089614,p011
1.1831,0.0034762,0.21806,0.28897,0.1225,0.0011455,p012
1.0173,0.0098273,0.62411,0.65679,0.57614,0.0026765,p013
1.1198,0.0066582,0.53744,0.40457,0.35812,0.0019833,p014
0.91487,0.0032158,0.631,0.39087,0.29416,0.0027896,p015
1.1152,0.008543,0.66533,0.87919,0.70633,0.0027585,p016
0.95742,0.0060124,0.17985,0.89527,0.87116,0.0014116,p017
1.0797,0.0021696,0.77413,0.78167,0.36446,0.00056016,p018
1.0665,0.00034311,0.68414,0.16003,0.27304,0.0026629,p019
1.1894,0.0023761,0.38918,0.66582,0.52914,0.0026248,p020
0.9072,0.0067333,0.56168,0.73502,0.62607,0.0012156,p021
0.8055,0.0087549,0.10604,0.85472,0.42375,0.00016178,p022
0.95274,0.0081995,0.30007,0.60484,0.24959,0.0018904,p023
1.1087,0.0018537,0.72963,0.5979,0.44469,0.0018171,p024
0.86754,0.0052278,0.24266,0.7532,0.12752,0.0021462,p025
0.82783,0.0037748,0.65396,0.27861,0.75517,0.00051136,p026
1.0413,0.0011738,0.74352,0.14195,0.68085,0.0020522,p027
0.82199,0.00041943,0.71771,0.59407,0.38639,0.0012826,p028
0.98384,0.0017807,0.61999,0.88569,0.37855,0.0023226,p029
0.97792,0.0025865,0.71076,0.43324,0.56809,0.002406,p030
1.1943,0.0013994,0.22919,0.70712,0.53693,0.00075355,p031
1.0318,0.005328,0.87607,0.63133,0.89232,0.0019205,p032
1.1686,0.0095073,0.38492,0.29837,0.23264,0.0013126,p033
0.81942,0.009444,0.60519,0.36596,0.79051,0.00094789,p034
0.97415,0.0054927,0.27012,0.54103,0.65021,0.001448,p035
1.0474,0.0016325,0.89878,0.83605,0.39666,0.00013492,p036
0.89813,0.0014128,0.36292,0.31599,0.55412,0.00034839,p037
1.1254,0.0077608,0.24742,0.13052,0.45702,0.0017605,p038
1.0984,0.00064853,0.40584,0.73118,0.28416,0.0010441,p039
0.92259,0.00014829,0.28334,0.56655,0.22537,0.0026044,p040
0.85057,0.0086622,0.47891,0.19904,0.11091,0.00042385,p041
0.96261,0.0068305,0.28949,0.7615,0.26367,0.00021619,p042
1.1202,0.0057999,0.57453,0.35123,0.43075,0.0016062,p043
0.80175,0.0065656,0.15577,0.23332,0.30752,0.00087611,p044
0.85802,0.0070897,0.3316,0.71266,0.88447,0.0025167,p045
1.1039,0.0029267,0.19024,0.41479,0.5477,0.00096927,p046
1.0588,0.0074718,0.84524,0.10586,0.33649,0.001509,p047
0.88663,0.0042772,0.16585,0.37564,0.39165,0.0019883,p048
0.84526,0.0056785,0.42316,0.71612,0.78175,0.0015731,p049
0.87949,0.0058036,0.20231,0.31982,0.58133,0.0020943,p050
1.1675,0.0033809,0.43629,0.45427,0.67139,9.0969e-05,p051
1.0274,0.0075995,0.29912,0.3338,0.20668,0.0025401,p052
1.1531,0.0028807,0.83133,0.86989,0.69146,0.00083743,p053
0.83756,0.00098243,0.58093,0.14823,0.1533,0.0019331,p054
1.1974,0.0048995,0.26554,0.24335,0.19635,0.0017922,p055
