datetime,uas,vas,ps,tas,hurs,pr,rsds,rlds,cc,petH,sfcwind
1979-01-01 00:00:00,1.03213256835938,2.57637706279755,797.236340625,-3.82956054687498,82.0429844665527,0,80.6556408691406,254.792754821777,0.664082524130679,0.624800980987572,2.77543085094503
1979-01-02 00:00:00,2.02475908041,2.95648351192475,795.917734375,-2.2808721923828,75.108790435791,0.202541925551486,81.5772590637207,252.710775146484,0.669494883889659,0.631673342987969,3.58335653961278
1979-01-03 00:00:00,1.38209694862366,3.29823050498963,795.4490859375,-2.49809204101561,74.8999104309082,0,86.511847076416,251.16037689209,0.663718928766139,0.670802717806206,3.57610352750574
1979-01-04 00:00:00,2.53870872974396,4.28331030845643,789.7560921875,-2.2156768798828,70.7261949157715,4.4609820584301,57.2122634887695,264.283933105469,0.704340136425582,0.814098086575217,4.97913538809775
1979-01-05 00:00:00,1.0880462539196,1.52936005115509,796.9522390625,-8.5776104736328,68.963556060791,0.208450848251232,86.9593273925781,227.949784851074,0.720792777477534,0.346929525841992,1.87690884614506
1979-01-06 00:00:00,3.20847093105316,1.42447946786881,793.1663609375,-8.52098510742186,62.5763496398926,0.259543945110636,88.4102239990235,229.176595153809,0.717818764711882,0.367435490474013,3.51047396654539
1979-01-07 00:00:00,3.07653666496277,0.427501937747003,794.3942046875,-10.8023986816406,59.6555641174316,0.388353004760575,87.1751319885254,211.992028808594,0.756032813913153,0.216258750840711,3.10609654673477
1979-01-08 00:00:00,-0.384464731812478,-0.00370490291621535,799.3256109375,-12.7500134277344,61.5696890258789,0,79.235200805664,218.940871582031,0.760173232512464,0.193932786543754,0.384482582587637
1979-01-09 00:00:00,-1.53100728034973,-0.250361224859954,801.288921875,-13.6070037841797,75.8740600585937,0,93.3493914794922,210.282518005371,0.752802638178541,0.194421613490079,1.55134265570094
1979-01-10 00:00:00,-1.41959386110306,0.243262699544429,800.658284375,-12.9284826660156,89.9482962036133,0.538666291715347,41.5183544921875,249.488341369629,0.777385752499822,0.18235603088695,1.44028589921277
1979-01-11 00:00:00,0.194609088599682,1.3051461815834,799.894471875,-10.9742126464844,88.4983065795899,0,94.3419889831543,220.92086730957,0.736775843329937,0.370111083199072,1.31957540620736
1979-01-12 00:00:00,1.10241928339005,1.18070026159286,799.7295,-7.64196166992186,75.5654678344727,0.621239690110087,96.7108885192871,240.055998840332,0.696632874127565,0.569247412104902,1.61535797398461
1979-01-13 00:00:00,0.863005282878876,1.51752044439316,799.7093828125,-6.75204711914061,77.7099855041504,0,100.303562316895,230.19755065918,0.713536326992371,0.659948265468073,1.74575096088419
1979-01-14 00:00:00,1.07580115318298,1.51767099380493,799.4699421875,-6.41422485351561,74.8669255065918,0,101.846151580811,231.184453125,0.712151440371203,0.738549154635355,1.86028851703887
1979-01-15 00:00:00,0.0827677818387755,1.67604904413223,801.234915625,-5.89477661132811,74.5235760498047,0,102.418081817627,232.292566833496,0.712637247246268,0.784730393622179,1.67809144686667
1979-01-16 00:00:00,-1.934673807621,1.25048251152039,802.7675625,-6.8321026611328,81.3965690612793,1.18307801481569,71.7139904785156,262.789725952148,0.717006431737871,0.536782366952394,2.30362090056352
1979-01-17 00:00:00,-2.21347946643829,1.71689546585083,807.00825,-7.46827880859373,92.8733042907715,0.252185202720285,36.7824498748779,282.94595703125,0.748340975601474,0.358509220144958,2.80128923694128
1979-01-18 00:00:00,-1.51629660129547,1.94277896881104,808.3073671875,-6.09412597656248,91.8789692687988,0,66.9865327453613,268.769576416016,0.722621886582861,0.513780705314466,2.46445643190434
1979-01-19 00:00:00,-0.950336850881576,2.59643281459809,803.23231875,-5.72806762695311,93.0061534118652,0.438094087148786,50.748924331665,270.001836547852,0.753640857471213,0.503000003459439,2.76488760908383
1979-01-20 00:00:00,0.828013578653336,2.01586714982987,799.2404296875,-4.43247375488279,88.1603607177734,0.145587200946466,87.2372944641113,256.001499328613,0.716717018615509,0.717334337131809,2.17929503560154
1979-01-21 00:00:00,1.14628186702728,0.794973018765452,796.7331328125,-5.07786254882811,83.9265341186524,4.44326752843337,66.2934593200684,272.822463989258,0.728787240150926,0.531736637375871,1.39497104602232
1979-01-22 00:00:00,-0.335103304982187,-1.21488173961639,798.3201609375,-7.68300537109373,81.1143685913086,0.337247406947429,88.2982713317871,248.922028808594,0.736410074106949,0.396201303938125,1.2602507156369
1979-01-23 00:00:00,-2.05629031181335,1.00504851579666,799.5655640625,-11.4101263427734,87.1937609863281,0.967631678504407,53.0777576446533,249.82703918457,0.795405021948531,0.196420117522656,2.28876655986636
1979-01-24 00:00:00,1.31110897541046,0.696325501203538,795.8025421875,-9.37924499511717,79.7445980834961,0.81971948069986,95.433480834961,242.779801635742,0.742997981385458,0.467375712024229,1.48454570459391
1979-01-25 00:00:00,0.362791678905488,0.606715906858444,803.321125,-8.64140319824217,72.5869766235352,0.259702531635413,101.075300445557,224.831158752441,0.767227427477145,0.485239815272647,0.706910173868029
1979-01-26 00:00:00,-0.701381596326828,1.66329558134079,807.154309375,-9.65028747558592,83.3048571777344,0,109.9595262146,218.611428833008,0.766812330166934,0.500838616957613,1.8051283429645
1979-01-27 00:00:00,-0.236998958289623,1.77137257814407,804.0559546875,-9.34850952148436,82.2377754211426,0,108.248231964111,224.017992248535,0.764872253452461,0.571539458725237,1.78715676895765
1979-01-28 00:00:00,0.0766434024274346,0.889252904653549,802.134371875,-5.68126342773436,68.1809446716309,0,66.8127989959717,264.594450073242,0.770083535769316,0.695770886773847,0.892549684650904
1979-01-29 00:00:00,0.448845160603523,1.24161187410355,802.2927953125,-6.10979370117186,74.7808067321778,0,112.889230194092,234.492601928711,0.748977037855231,0.808391431503419,1.32025074289399
1979-01-30 00:00:00,1.53620023488998,1.43137914896011,799.8352421875,-5.12427124023436,78.0690625,0,111.769986114502,243.427937316894,0.740605151993787,0.880159927814924,2.09970412909862
1979-01-31 00:00:00,1.87743581056595,1.58060250282288,799.231984375,-2.88179138183592,81.7854113769531,0.681129411124859,96.8288331604004,260.834345092773,0.741126665392493,0.998737703808735,2.4541942658896
1979-02-01 00:00:00,1.19294146060944,2.26914642333985,799.601171875,-0.446193237304671,83.7303775024414,0,92.7908717346191,270.49408203125,0.736546322597273,0.992030794207774,2.5636175258796
1979-02-02 00:00:00,1.26934892416,0.842744073867802,794.553128125,-1.26276306152342,89.2793290710449,7.54846428707242,61.1050984954834,294.854754638672,0.752867836365127,0.788590988123948,1.52363521398839
1979-02-03 00:00:00,0.448841875195504,0.352233198285102,798.203671875,-5.38240295410155,83.0609295654297,0.768490152637244,96.6004643249512,258.081173400879,0.759192992584083,0.631485200231203,0.57054995828864
1979-02-04 00:00:00,1.41459224700928,0.362050958871842,800.3672859375,-4.62363952636717,67.1308386230469,0,118.063676452637,246.92835144043,0.747833603967484,0.804378235941842,1.46018907067502
1979-02-05 00:00:00,1.08344974994659,1.80434505701065,800.6105796875,-3.85413330078124,64.7448524475098,0,135.027144775391,245.079275512695,0.728513899604426,0.994424096712238,2.10464354355271
1979-02-06 00:00:00,1.26716081619263,1.80060203790665,797.50700625,-2.1928887939453,67.1041075134277,0.286248413780411,89.5658673095704,269.799902954101,0.765126442372973,1.01576295621963,2.20178660024253
1979-02-07 00:00:00,1.855447473526,2.01744053840637,796.0986265625,-1.73268005371092,74.4502517700195,0,124.441204833984,253.898624267578,0.741237459716735,1.04195875972864,2.74093992145384
1979-02-08 00:00:00,1.55661070108414,1.32074546575546,793.45341875,-1.31466674804686,82.1018576049805,0,108.526517028809,260.273848876953,0.760132970797395,1.0723848755788,2.04142241097801
1979-02-09 00:00:00,-0.104870405197141,1.93963916778565,795.87745625,-1.50761413574217,85.0604937744141,0.335452391082069,90.9560813903809,274.263236083984,0.769528772542359,0.926547216927815,1.94247211127841
1979-02-10 00:00:00,1.0203446996212,1.68409734249115,795.0474796875,-0.828211059570297,80.5115417480469,0.877729445201108,91.5422738647461,273.390852050781,0.774095053819975,1.03558430616375,1.96908282330399
1979-02-11 00:00:00,2.01355680704117,1.74924533843994,794.5033765625,-0.63446411132811,77.8778521728516,0,103.664753875732,273.724705810547,0.761116070378802,1.02387204095365,2.66725894304166
1979-02-12 00:00:00,2.50727155685425,0.958143523931505,800.14571875,-0.0745544433593593,72.5703855895996,0.400391107716131,109.876884613037,267.2541796875,0.765844510810594,1.0925024961406,2.68411059240528
1979-02-13 00:00:00,0.528139249682429,2.32084364414215,802.97113125,0.0306262207031397,78.4866375732422,0,130.82454864502,261.929517211914,0.74836683642843,1.42231953733914,2.38017778487451
1979-02-14 00:00:00,1.54343685150147,2.13119063138962,799.8892203125,1.93357727050783,77.0605708312988,0,137.32660949707,267.892362670898,0.734961466763191,1.57516999313108,2.63138192246881
1979-02-15 00:00:00,1.67454735040665,1.88652012109757,797.2361125,1.80382568359376,84.1449897766113,2.42274581710808,111.247613677979,282.123336791992,0.756740571824917,1.32634930988775,2.52251204081565
1979-02-16 00:00:00,2.2076617527008,-0.154351042956114,800.860696875,-0.417271728515609,89.7718699645996,2.49265702825505,105.290924530029,269.460103759766,0.785408409750576,0.967018461601202,2.2130509842296
1979-02-17 00:00:00,3.33570454120636,-0.73424307346344,805.6197609375,-1.82336364746092,70.8670475769043,0,134.472087249756,255.29474609375,0.770306334300112,1.18204456395252,3.41555817944209
1979-02-18 00:00:00,-0.19550850391388,-0.771523106098175,805.5219875,-6.21407531738279,63.2901364135742,0,158.753806152344,222.877151184082,0.784673305627369,0.708923238745633,0.795909214889499
1979-02-19 00:00:00,-2.7216436958313,2.00534564971924,798.05508125,-6.47634216308592,74.4694003295898,2.83270667935721,128.137708282471,259.932231750488,0.780655571533766,0.777825019329334,3.38064425544986
1979-02-20 00:00:00,-1.9738737654686,-0.0490234019723715,795.361109375,-7.04039062499998,93.5753363037109,4.69097722764127,63.3286620330811,279.59432434082,0.835349232100102,0.527438506621255,1.97448244761662
1979-02-21 00:00:00,-1.8884540271759,0.331150616407394,799.2312109375,-8.75938476562498,91.8982133483887,0.603613479703204,101.159725341797,270.206699829102,0.807742652932798,0.550065391050308,1.91726871969056
1979-02-22 00:00:00,-2.00496484518051,0.969783337116242,799.4276890625,-8.28264526367186,90.7574765014648,1.52252906287322,86.9960443115234,278.165589599609,0.817910498899035,0.640047147316091,2.22718740822546
1979-02-23 00:00:00,-1.91418998003006,1.19579244375229,800.5369890625,-8.28363769531248,90.4193420410156,0.790730106469707,95.3342572021485,261.637904052734,0.829700487993307,0.702131117726776,2.25699863716896
1979-02-24 00:00:00,-0.794527903795241,1.42800005197525,799.4939359375,-5.40084350585936,86.2045211791992,3.83062177430838,141.718691711426,260.807404174805,0.782791628092236,1.01403281790838,1.63415382946361
