datetime,Flow_metersCubedPerSecond
1970-01-01 00:00:00,0.05787037
1970-01-02 00:00:00,0.05787037
1970-01-03 00:00:00,0.05787037
1970-01-04 00:00:00,0.05787037
1970-01-05 00:00:00,0.05787037
1970-01-06 00:00:00,0.05787037
1970-01-07 00:00:00,0.05787037
1970-01-08 00:00:00,0.05787037
1970-01-09 00:00:00,0.05787037
1970-01-10 00:00:00,0.05787037
1970-01-11 00:00:00,0.05787037
1970-01-12 00:00:00,0.05787037
1970-01-13 00:00:00,0.05787037
1970-01-14 00:00:00,0.05787037
1970-01-15 00:00:00,0.05787037
1970-01-16 00:00:00,0.05787037
1970-01-17 00:00:00,0.05787037
1970-01-18 00:00:00,0.05787037
1970-01-19 00:00:00,0.05787037
1970-01-20 00:00:00,0.05787037
1970-01-21 00:00:00,0.05787037
1970-01-22 00:00:00,0.05787037
1970-01-23 00:00:00,0.05787037
1970-01-24 00:00:00,0.05787037
1970-01-25 00:00:00,0.05787037
1970-01-26 00:00:00,0.05787037
1970-01-27 00:00:00,0.05787037
1970-01-28 00:00:00,0.05787037
1970-01-29 00:00:00,0.05787037
1970-01-30 00:00:00,0.05787037
1970-01-31 00:00:00,0.05787037
1970-02-01 00:00:00,0.05787037
1970-02-02 00:00:00,0.05787037
1970-02-03 00:00:00,0.05787037
1970-02-04 00:00:00,0.05787037
1970-02-05 00:00:00,0.05787037
1970-02-06 00:00:00,0.05787037
1970-02-07 00:00:00,0.05787037
1970-02-08 00:00:00,0.05787037
1970-02-09 00:00:00,0.05787037
1970-02-10 00:00:00,0.05787037
1970-02-11 00:00:00,0.05787037
1970-02-12 00:00:00,0.05787037
1970-02-13 00:00:00,0.05787037
1970-02-14 00:00:00,0.05787037
1970-02-15 00:00:00,0.05787037
1970-02-16 00:00:00,0.05787037
1970-02-17 00:00:00,0.05787037
1970-02-18 00:00:00,0.05787037
1970-02-19 00:00:00,0.05787037
1970-02-20 00:00:00,0.05787037
1970-02-21 00:00:00,0.05787037
1970-02-22 00:00:00,0.05787037
1970-02-23 00:00:00,0.05787037
1970-02-24 00:00:00,0.05787037
1970-02-25 00:00:00,0.05787037
1970-02-26 00:00:00,0.05787037
1970-02-27 00:00:00,0.05787037
1970-02-28 00:00:00,0.05787037
1970-03-01 00:00:00,0.05787037
1970-03-02 00:00:00,0.05787037
1970-03-03 00:00:00,0.05787037
1970-03-04 00:00:00,0.05787037
1970-03-05 00:00:00,0.05787037
1970-03-06 00:00:00,0.05787037
1970-03-07 00:00:00,0.05787037
1970-03-08 00:00:00,0.05787037
1970-03-09 00:00:00,0.05787037
1970-03-10 00:00:00,0.05787037
1970-03-11 00:00:00,0.05787037
1970-03-12 00:00:00,0.05787037
1970-03-13 00:00:00,0.05787037
1970-03-14 00:00:00,0.05787037
1970-03-15 00:00:00,0.05787037
1970-03-16 00:00:00,0.05787037
1970-03-17 00:00:00,0.05787037
1970-03-18 00:00:00,0.05787037
1970-03-19 00:00:00,0.05787037
1970-03-20 00:00:00,0.05787037
1970-03-21 00:00:00,0.05787037
1970-03-22 00:00:00,0.05787037
1970-03-23 00:00:00,0.05787037
1970-03-24 00:00:00,0.05787037
1970-03-25 00:00:00,0.05787037
1970-03-26 00:00:00,0.05787037
1970-03-27 00:00:00,0.05787037
1970-03-28 00:00:00,0.05787037
1970-03-29 00:00:00,0.05787037
1970-03-30 00:00:00,0.05787037
1970-03-31 00:00:00,0.05787037
1970-04-01 00:00:00,0.05787037
1970-04-02 00:00:00,0.05787037
1970-04-03 00:00:00,0.05787037
1970-04-04 00:00:00,0.05787037
1970-04-05 00:00:00,0.05787037
1970-04-06 00:00:00,0.05787037
1970-04-07 00:00:00,0.05787037
1970-04-08 00:00:00,0.05787037
1970-04-09 00:00:00,0.05787037
1970-04-10 00:00:00,0.05787037
1970-04-11 00:00:00,0.05787037
1970-04-12 00:00:00,0.05787037
1970-04-13 00:00:00,0.05787037
1970-04-14 00:00:00,0.05787037
1970-04-15 00:00:00,0.05787037
1970-04-16 00:00:00,0.05787037
1970-04-17 00:00:00,0.05787037
1970-04-18 00:00:00,0.05787037
1970-04-19 00:00:00,0.05787037
1970-04-20 00:00:00,0.05787037
1970-04-21 00:00:00,0.05787037
1970-04-22 00:00:00,0.061342592
1970-04-23 00:00:00,1.7361110849
1970-04-24 00:00:00,3.057870852
1970-04-25 00:00:00,3.210648
1970-04-26 00:00:00,3.320601852
1970-04-27 00:00:00,3.314814444
1970-04-28 00:00:00,3.465278
1970-04-29 00:00:00,3.332175703
1970-04-30 00:00:00,2.9803240367
1970-05-01 00:00:00,3.803240815
1970-05-02 00:00:00,4.472222328
1970-05-03 00:00:00,5.403935203
1970-05-04 00:00:00,6.260417037
1970-05-05 00:00:00,5.851852
1970-05-06 00:00:00,6.054398629
1970-05-07 00:00:00,7.047454115
1970-05-08 00:00:00,7.589120589
1970-05-09 00:00:00,6.462962678
1970-05-10 00:00:00,5.896990481
1970-05-11 00:00:00,6.111110815
1970-05-12 00:00:00,6.646990544
1970-05-13 00:00:00,5.832175703
1970-05-14 00:00:00,6.390045992
1970-05-15 00:00:00,4.861111222
1970-05-16 00:00:00,4.212963222
1970-05-17 00:00:00,4.0775463331
1970-05-18 00:00:00,5.707176259
1970-05-19 00:00:00,5.490740552
1970-05-20 00:00:00,6.1666667776
1970-05-21 00:00:00,7.5081029627
1970-05-22 00:00:00,7.4780097776
1970-05-23 00:00:00,5.7951380998
1970-05-24 00:00:00,4.5104168886
1970-05-25 00:00:00,3.6909719923
1970-05-26 00:00:00,4.351851878
1970-05-27 00:00:00,4.760416444
1970-05-28 00:00:00,4.748842222
1970-05-29 00:00:00,7.109952889
1970-05-30 00:00:00,6.879630407
1970-05-31 00:00:00,8.398147778
1970-06-01 00:00:00,10.254628455
1970-06-02 00:00:00,11.385416785
1970-06-03 00:00:00,12.964120407
1970-06-04 00:00:00,13.643519704
1970-06-05 00:00:00,13.982640592
1970-06-06 00:00:00,12.178239852
1970-06-07 00:00:00,13.7673617
1970-06-08 00:00:00,15.138888348
1970-06-09 00:00:00,15.365741222
1970-06-10 00:00:00,16.9386568408
1970-06-11 00:00:00,19.7511572222
1970-06-12 00:00:00,19.6157418148
1970-06-13 00:00:00,20.531250074
1970-06-14 00:00:00,19.01041674
1970-06-15 00:00:00,19.17129726
1970-06-16 00:00:00,19.378473078
1970-06-17 00:00:00,19.010416075
