datetime,Flow_metersCubedPerSecond,Water_Temperature_celsius,Salinity_practicalSalinityUnits
1970-01-01 00:00:00,17.7402289148148,1.82046833999218,0
1970-01-02 00:00:00,17.6420822474074,1.76338754521478,0
1970-01-03 00:00:00,17.4749745874074,2.21829876944022,0
1970-01-04 00:00:00,17.4665036655556,2.43724554477267,0
1970-01-05 00:00:00,17.5159052348148,2.67473799689934,0
1970-01-06 00:00:00,17.5220340548148,2.47572982326065,0
1970-01-07 00:00:00,17.6081127011111,2.30677618745267,0
1970-01-08 00:00:00,17.7497996033333,1.92941364041424,0
1970-01-09 00:00:00,17.5965162944444,1.34956022729649,0
1970-01-10 00:00:00,17.4704115648148,1.28670613785725,0
1970-01-11 00:00:00,17.1733482522222,1.28670613785725,0
1970-01-12 00:00:00,16.9337572777778,1.28670613785725,0
1970-01-13 00:00:00,16.9287455251852,1.91756426338239,0
1970-01-14 00:00:00,16.992245377037,2.84349818811085,0
1970-01-15 00:00:00,16.7450157703704,3.08554582091507,0
1970-01-16 00:00:00,16.6732876777778,2.87834738957805,0
1970-01-17 00:00:00,17.1066470203704,2.75869423789002,0
1970-01-18 00:00:00,17.1449766674074,2.67441028852108,0
1970-01-19 00:00:00,16.9384387048148,2.31252739898839,0
1970-01-20 00:00:00,17.2947516555556,2.14470172559758,0
1970-01-21 00:00:00,17.2279078785185,2.65538906130988,0
1970-01-22 00:00:00,17.18636187,3.20583092512055,0
1970-01-23 00:00:00,17.1240887481481,2.91361944957527,0
1970-01-24 00:00:00,17.0404620907407,2.70197170529245,0
1970-01-25 00:00:00,16.9070060096296,3.4860399393588,0
1970-01-26 00:00:00,16.9387011788889,3.6190128565094,0
1970-01-27 00:00:00,16.9941617451852,3.29878341203445,0
1970-01-28 00:00:00,17.0027698411111,2.75163122147913,0
1970-01-29 00:00:00,17.0207870066667,3.43608014239965,0
1970-01-30 00:00:00,17.2333817414815,3.23469375472481,0
1970-01-31 00:00:00,18.3440843274074,3.26733714139945,0
1970-02-01 00:00:00,18.2903498296296,3.32584248958509,0
1970-02-02 00:00:00,18.1641362159259,3.61531547615497,0
1970-02-03 00:00:00,17.8605022911111,3.23199449451019,0
1970-02-04 00:00:00,17.5885052311111,2.46501742063022,0
1970-02-05 00:00:00,17.4288189807407,2.55927011001178,0
1970-02-06 00:00:00,17.1791766933333,2.6367469593216,0
1970-02-07 00:00:00,16.638211642963,2.98792704631544,0
1970-02-08 00:00:00,16.1923018592593,2.79560889330095,0
1970-02-09 00:00:00,16.181966182963,2.65220477481294,0
1970-02-10 00:00:00,16.2001378577778,2.4381389235695,0
1970-02-11 00:00:00,16.1170700588889,2.35903579323788,0
1970-02-12 00:00:00,16.1343131759259,2.27122428243927,0
1970-02-13 00:00:00,16.4540543011111,2.22687234373449,0
1970-02-14 00:00:00,16.809468452963,2.460920953135,0
1970-02-15 00:00:00,16.8921671818519,2.84422986274092,0
1970-02-16 00:00:00,17.0723488848148,2.87753898529028,0
1970-02-17 00:00:00,17.2042954296296,2.78281087670216,0
1970-02-18 00:00:00,17.4064248692593,2.5931597902441,0
1970-02-19 00:00:00,17.6164218337037,2.79011573486496,0
1970-02-20 00:00:00,17.7937111203704,3.3647373456546,0
1970-02-21 00:00:00,17.9114892611111,3.06297174400446,0
1970-02-22 00:00:00,18.1645162733333,2.87268346918657,0
1970-02-23 00:00:00,18.541406802963,3.42394847940827,0
1970-02-24 00:00:00,18.2885379981481,3.00782436041987,0
1970-02-25 00:00:00,18.2003829992593,2.85953407165989,0
1970-02-26 00:00:00,18.3327718162963,2.58851322470823,0
1970-02-27 00:00:00,18.2878043144444,2.62961840352327,0
1970-02-28 00:00:00,18.3662264274074,2.73026559453005,0
1970-03-01 00:00:00,18.2707116392593,3.04118153556459,0
1970-03-02 00:00:00,17.9584162074074,3.24704155013916,0
1970-03-03 00:00:00,19.0691799314815,3.11159129044856,0
1970-03-04 00:00:00,19.7280553648148,2.67583233427727,0
1970-03-05 00:00:00,20.1747598888889,3.32453605911655,0
1970-03-06 00:00:00,20.3300522648148,3.36022139177359,0
1970-03-07 00:00:00,20.5286622818519,3.22655193493588,0
1970-03-08 00:00:00,20.7793519588889,3.18834485486558,0
1970-03-09 00:00:00,21.0849752211111,3.24722563725131,0
1970-03-10 00:00:00,21.8516190377778,3.19847081777488,0
1970-03-11 00:00:00,23.3627199655556,3.39812262138982,0
1970-03-12 00:00:00,23.76832002,3.67206068622571,0
1970-03-13 00:00:00,23.6681843322222,3.01696590403021,0
1970-03-14 00:00:00,24.3044923040741,2.52556607538491,0
1970-03-15 00:00:00,27.1704798374074,2.26565201058495,0
1970-03-16 00:00:00,26.2470648992593,2.87185269947675,0
1970-03-17 00:00:00,25.3402421048148,3.50580961271553,0
1970-03-18 00:00:00,24.5847872196296,3.54528058171386,0
1970-03-19 00:00:00,24.97179513,3.50444412763004,0
1970-03-20 00:00:00,24.2356724348148,3.30877654489863,0
1970-03-21 00:00:00,24.9050238033333,2.84718849290047,0
1970-03-22 00:00:00,25.221872722963,2.9645097352177,0
1970-03-23 00:00:00,25.8083997933333,3.35769201305689,0
1970-03-24 00:00:00,26.4819051055556,3.30274136564706,0
1970-03-25 00:00:00,25.7283764055556,2.87709321402545,0
1970-03-26 00:00:00,27.1656554055556,2.73077142690346,0
1970-03-27 00:00:00,28.851599902963,2.77009196124508,0
1970-03-28 00:00:00,28.8912652274074,3.11876969562191,0
1970-03-29 00:00:00,28.9721449966667,3.61497457720705,0
1970-03-30 00:00:00,29.2905829985185,3.72605147514892,0
1970-03-31 00:00:00,30.1089629474074,3.45034275609372,0
1970-04-01 00:00:00,30.7026638777778,3.04877478862124,0
1970-04-02 00:00:00,32.3989801481481,2.8160665656755,0
1970-04-03 00:00:00,36.7950928888889,2.9859403345053,0
1970-04-04 00:00:00,40.2045238222222,3.25957280145742,0
1970-04-05 00:00:00,40.0215863111111,3.55627950006169,0
1970-04-06 00:00:00,40.9409650259259,3.63514245900265,0
1970-04-07 00:00:00,43.7743734518519,3.62391391617983,0
1970-04-08 00:00:00,45.8589423703704,3.57366059904234,0
1970-04-09 00:00:00,49.7597113518518,4.58173216595839,0
1970-04-10 00:00:00,53.0024578,4.61130520563169,0
1970-04-11 00:00:00,55.4892558592593,3.63192859717556,0
1970-04-12 00:00:00,56.4055161851852,3.61511579900023,0
1970-04-13 00:00:00,56.6853354777778,3.60380290214828,0
1970-04-14 00:00:00,58.4287019037037,3.42719166833514,0
1970-04-15 00:00:00,59.4869223481481,3.50511605249012,0
1970-04-16 00:00:00,61.4110867777778,3.58838331510681,0
1970-04-17 00:00:00,62.7573066703704,5.64789906017086,0
1970-04-18 00:00:00,64.4379359333333,5.9035463501566,0
1970-04-19 00:00:00,66.3075900555556,6.19663252971143,0
1970-04-20 00:00:00,67.9474762777778,5.4919572873855,0
1970-04-21 00:00:00,68.6637743074074,5.27894188719689,0
1970-04-22 00:00:00,69.9322543333333,5.36733667108163,0
1970-04-23 00:00:00,71.937009237037,5.64519612630766,0
1970-04-24 00:00:00,70.3094451111111,6.05256822074228,0
1970-04-25 00:00:00,70.0209379703704,7.5499474527382,0
1970-04-26 00:00:00,70.0986525666667,7.00735931529027,0
1970-04-27 00:00:00,72.0590793555556,5.29748667008388,0
1970-04-28 00:00:00,73.0812892703704,3.69719418247699,0
1970-04-29 00:00:00,74.402120662963,4.00697077439053,0
1970-04-30 00:00:00,76.092327462963,4.67290060995147,0
1970-05-01 00:00:00,77.8116207925926,3.91289636827779,0
1970-05-02 00:00:00,79.0112226222222,3.84548588960223,0
1970-05-03 00:00:00,78.2436319074074,4.16010514517379,0
1970-05-04 00:00:00,78.9819067851852,4.74880346466337,0
1970-05-05 00:00:00,78.4013970296296,4.90034795027544,0
1970-05-06 00:00:00,76.6730290296296,4.98141046141861,0
1970-05-07 00:00:00,76.8317018888889,5.68725927569579,0
1970-05-08 00:00:00,75.7071791296296,6.63971094935583,0
1970-05-09 00:00:00,74.9253064888889,7.11151115684081,0
