wind_speed,swr,fetch_lk,c_relax_C,par_id
0.89231,0.96178,19850,0.020401,p0001
0.92322,1.1719,10769,0.083652,p0002
1.1525,1.0408,54975,0.0021254,p0003
1.1475,0.95931,64109,0.046063,p0004
0.80531,0.89653,41213,0.07851,p0005
1.1026,0.87017,8571.2,0.084927,p0006
0.95027,0.88966,62365,0.043903,p0007
1.1348,1.0661,36392,0.046457,p0008
1.1516,1.0139,5361.8,0.026204,p0009
0.93062,0.91776,59707,0.084097,p0010
0.90932,1.0167,56534,0.086678,p0011
0.85196,1.1296,12575,0.044624,p0012
1.1534,1.0526,41629,0.0094053,p0013
0.93913,1.0807,35875,0.076083,p0014
0.93085,0.80533,74206,0.074929,p0015
0.99154,0.82594,52273,0.023712,p0016
0.95256,1.1876,44310,0.073304,p0017
1.1164,0.87444,52458,0.067385,p0018
1.1262,0.96851,31604,0.00090566,p0019
1.1499,1.0254,53145,0.044263,p0020
0.91744,0.95629,6778.5,0.040485,p0021
1.0596,0.97637,55035,0.046391,p0022
0.89305,1.1775,69179,0.016517,p0023
0.96108,0.94696,8752.4,0.073119,p0024
1.1234,0.84825,50992,0.062293,p0025
0.98708,0.80072,19159,0.068295,p0026
1.1789,0.94099,15650,0.087123,p0027
1.0223,1.0389,11234,0.064444,p0028
1.0236,1.1329,3399.5,0.048044,p0029
0.98623,0.96525,3449.7,0.02547,p0030
0.83674,1.0621,50324,0.096519,p0031
0.82069,1.1111,41554,0.053734,p0032
0.90104,0.92465,47034,0.050012,p0033
1.1883,0.8107,71229,0.021225,p0034
0.93944,0.90628,48162,0.0069243,p0035
0.92013,1.1094,39263,0.027274,p0036
0.88548,1.044,38056,0.081962,p0037
1.1693,0.9384,55950,0.047755,p0038
0.99725,0.99605,58497,0.017069,p0039
1.0319,1.1372,61454,0.052896,p0040
0.96777,1.0264,58113,0.042548,p0041
1.0297,1.0119,43077,0.090157,p0042
1.1767,0.92376,6549.6,0.041135,p0043
1.1283,0.85199,47787,0.071813,p0044
0.85663,1.19,18792,0.09825,p0045
1.1925,1.1151,20955,0.090217,p0046
1.1133,0.94906,13187,0.088227,p0047
1.1511,0.87395,47481,0.0078133,p0048
0.89483,1.0329,35906,0.066113,p0049
1.067,1.1317,20584,0.04232,p0050
0.85083,1.1185,36925,0.014041,p0051
1.1012,1.082,18121,0.064345,p0052
1.0771,0.88676,29015,0.01328,p0053
0.84912,0.90381,6116.7,0.06864,p0054
0.89592,1.1769,30723,0.047583,p0055
0.90207,1.1145,67256,0.06099,p0056
1.1271,0.91134,9517,0.020476,p0057
1.1012,0.95597,10622,0.06125,p0058
1.0811,1.0082,57255,0.05636,p0059
0.99091,0.85595,47647,0.038699,p0060
0.85485,1.1083,20517,0.033439,p0061
1.0295,1.0529,47533,0.087989,p0062
1.0968,1.0887,64395,0.030274,p0063
1.013,0.96775,57530,0.07123,p0064
0.82853,0.88739,25235,0.056486,p0065
0.80154,1.0046,28637,0.055477,p0066
0.93605,0.83755,6676.8,0.068986,p0067
1.0059,1.0065,57881,0.036951,p0068
0.95514,1.0614,15234,0.064588,p0069
0.89105,0.89918,22310,0.073039,p0070
1.0061,0.96585,30611,0.035532,p0071
0.98592,1.1202,8464.2,0.081406,p0072
0.89931,0.84684,31194,0.025285,p0073
0.94364,1.0145,26788,0.061139,p0074
1.1084,0.93682,46510,0.0020656,p0075
1.1422,0.9969,65503,0.055195,p0076
1.0585,0.85439,1589.8,0.0029303,p0077
1.1293,1.0358,2055.1,0.089377,p0078
1.1811,1.0784,48316,0.05588,p0079
0.96895,1.0199,46564,0.02233,p0080
1.133,0.82091,24939,0.014137,p0081
1.1119,0.90836,59172,0.01484,p0082
1.1073,1.0792,60175,0.059994,p0083
0.89346,0.90103,50095,0.025841,p0084
1.1797,1.181,56785,0.014546,p0085
0.89808,0.84309,21444,0.033669,p0086
1.1357,1.0973,59023,0.080623,p0087
0.99583,0.97472,52366,0.031023,p0088
0.90839,1.1797,54452,0.096291,p0089
0.98356,0.97154,18297,0.07843,p0090
0.98236,0.98323,33543,0.028438,p0091
0.87617,0.95103,27363,0.046124,p0092
1.011,0.83398,59878,0.003753,p0093
0.84868,1.0535,5648.1,0.075013,p0094
1.1044,0.86666,72227,0.065839,p0095
1.1947,0.99785,13803,0.075679,p0096
0.9236,0.90326,12673,0.095752,p0097
0.82927,0.8129,39419,0.016295,p0098
1.1785,1.0997,16390,0.045548,p0099
1.1779,0.81933,46134,0.052129,p0100
1.1399,0.84925,65446,0.020023,p0101
1.1067,1.1511,26280,0.077799,p0102
0.90156,0.92126,21916,0.091894,p0103
1.1987,1.0647,36611,0.024218,p0104
0.83512,0.83879,38290,0.033776,p0105
1.1099,1.097,42536,0.084573,p0106
0.81934,0.83469,26212,0.061436,p0107
0.94588,0.85736,56162,0.032058,p0108
0.89382,1.1477,61140,0.0054937,p0109
1.0275,0.815,46013,0.05717,p0110
1.1095,0.83317,62650,0.048933,p0111
0.83525,1.1345,17950,0.0084228,p0112
0.81989,1.1551,67151,0.057827,p0113
1.0941,1.0589,55497,0.037646,p0114
1.1186,0.97287,11048,0.035922,p0115
0.92704,0.80982,68750,0.026793,p0116
1.1705,1.1636,62616,0.04529,p0117
1.0305,0.96969,19916,0.098751,p0118
0.91772,1.004,37984,0.067906,p0119
1.1689,1.0758,35589,0.027376,p0120
0.9421,0.99298,12356,0.00043604,p0121
1.0559,0.84913,52596,0.026537,p0122
0.86187,1.1356,32116,0.064839,p0123
1.0881,1.1371,69827,0.034941,p0124
0.9571,0.84003,25721,0.029822,p0125
0.9886,0.89538,71533,0.03336,p0126
1.114,1.0848,14645,0.053191,p0127
1.1453,1.0151,34979,0.083095,p0128
1.0778,1.091,2281.3,0.051898,p0129
1.0493,1.1247,42218,0.08286,p0130
0.99905,0.90988,62229,0.032567,p0131
0.99211,0.91501,28803,0.0010978,p0132
1.0544,0.91543,63470,0.099511,p0133
0.80252,1.1254,69962,0.044458,p0134
0.86075,1.1112,3327.2,0.035045,p0135
1.0012,0.8154,11381,0.095496,p0136
1.034,1.0101,4141.6,0.076714,p0137
1.164,1.0606,42685,0.024977,p0138
0.86774,0.82781,21086,0.034461,p0139
0.82174,1.0867,68224,0.086719,p0140
0.97685,1.1401,46056,0.063442,p0141
0.9324,1.0731,18370,0.070353,p0142
1.0599,1.1581,1374.7,0.08203,p0143
0.92462,1.01,18942,0.0096665,p0144
1.1309,0.84438,16529,0.058719,p0145
1.1981,1.0465,21721,0.018169,p0146
0.91615,1.1287,12497,0.08008,p0147
0.83228,0.9665,68451,0.019974,p0148
0.97654,1.0916,4240,0.033024,p0149
0.80001,0.83665,56519,0.047077,p0150
1.1367,1.0559,49512,0.056602,p0151
1.139,0.97235,55797,0.079267,p0152
0.86829,0.99268,25790,0.0049692,p0153
1.0727,1.1411,16051,0.031784,p0154
1.1965,1.0492,64309,0.09113,p0155
1.0739,1.1946,22701,0.097904,p0156
0.95138,1.03,37539,0.026922,p0157
1.0399,0.96705,65313,0.099061,p0158
1.0261,0.92504,15126,0.011085,p0159
0.92565,1.1557,47930,0.012104,p0160
0.86394,1.1501,74277,0.010803,p0161
0.91347,1.0682,27166,0.029286,p0162
1.1032,1.1026,32284,0.088562,p0163
1.0135,1.013,68441,0.052974,p0164
0.8876,0.88135,27724,0.025041,p0165
0.98178,0.95404,46841,0.08181,p0166
1.1821,0.93626,60558,0.014916,p0167
0.8298,1.1738,29424,0.019285,p0168
0.84335,1.0954,62471,0.073434,p0169
1.1545,0.97339,48202,0.027581,p0170
0.89895,0.83264,66424,0.030785,p0171
0.86543,0.96237,9081.7,0.073963,p0172
1.0581,1.0592,74626,0.0084076,p0173
0.87478,0.80783,3909.1,0.087271,p0174
0.8628,0.82698,20705,0.054598,p0175
0.93426,1.0183,55719,0.043615,p0176
1.1666,0.99842,49981,0.095957,p0177
0.89141,1.1056,14280,0.087795,p0178
0.98779,0.82546,62512,0.033573,p0179
1.0837,1.1361,69311,0.053351,p0180
0.90976,0.96248,62774,0.022848,p0181
0.81012,1.0608,68351,0.016091,p0182
1.1653,1.1572,43798,0.000621,p0183
1.018,0.88382,39650,0.063191,p0184
0.84994,0.94385,51510,0.019322,p0185
1.075,1.1667,25582,0.012733,p0186
1.1464,1.0113,53473,0.064082,p0187
1.1237,1.0229,893.99,0.048343,p0188
0.84501,0.94062,32838,0.077378,p0189
1.1409,1.0875,73634,0.059569,p0190
0.81493,0.8124,34400,0.064608,p0191
1.1675,0.89447,36768,0.065397,p0192
1.0985,0.87587,21873,0.071735,p0193
1.1286,1.1262,72872,0.064204,p0194
0.86227,1.0843,18743,0.085635,p0195
0.93872,1.1342,50421,0.0024371,p0196
1.0693,1.0257,22144,0.0929,p0197
0.96614,1.1669,33337,0.060447,p0198
0.96432,1.0717,69903,0.059115,p0199
1.1489,0.90272,25018,0.046564,p0200
0.80398,1.0582,53966,0.075196,p0201
1.1584,0.92095,58018,0.050936,p0202
0.94174,1.0585,45730,0.03843,p0203
1.0458,0.89149,16700,0.092088,p0204
1.1937,0.80621,48663,0.018748,p0205
0.9047,0.85545,68898,0.0061207,p0206
0.89042,1.1652,2989.9,0.057077,p0207
0.91021,0.91684,14314,0.06591,p0208
0.92904,1.0029,66742,0.098095,p0209
0.90164,1.0784,58940,0.038964,p0210
0.91098,0.80397,63942,0.083869,p0211
0.89005,0.86927,57407,0.065753,p0212
0.96459,1.1004,71982,0.083989,p0213
1.0891,0.98538,31092,0.005181,p0214
0.80778,0.85239,70953,0.09303,p0215
1.0435,1.1896,9053.9,0.0046682,p0216
1.1697,1.1562,15990,0.01465,p0217
1.1865,0.97992,22588,0.032328,p0218
0.97896,1.1853,42306,0.036008,p0219
1.1414,1.0978,65842,0.088454,p0220
0.96202,0.81324,50561,0.063281,p0221
0.82146,1.0343,43602,0.040237,p0222
0.90773,0.81759,13911,0.079053,p0223
1.0715,0.86449,32774,0.044097,p0224
0.80085,1.1623,37903,0.015215,p0225
1.1227,0.86117,5301.9,0.068129,p0226
1.0551,1.1834,60835,0.08573,p0227
1.0113,1.0041,24289,0.081628,p0228
0.84641,1.032,65154,0.098495,p0229
1.1277,0.81645,63005,0.021057,p0230
1.0793,0.96454,52571,0.071586,p0231
1.0554,1.1598,33063,0.024504,p0232
0.9561,0.98811,13877,0.022005,p0233
1.0219,1.165,46311,0.092529,p0234
0.94891,1.0772,27254,0.0064859,p0235
0.92292,1.0628,65033,0.061665,p0236
0.92084,0.93887,36439,0.02256,p0237
0.92142,0.84677,68122,0.039701,p0238
1.087,1.1782,51870,0.022644,p0239
0.85908,0.8663,51419,0.01715,p0240
0.91871,1.0218,16452,0.049056,p0241
1.1273,1.1415,29623,0.032806,p0242
0.96053,1.143,4368.1,0.069766,p0243
0.87277,0.98479,5556.3,0.017667,p0244
0.94713,1.1675,24220,0.044802,p0245
0.98256,1.1966,39369,0.0059682,p0246
1.1052,1.1979,67345,0.09211,p0247
1.1298,1.046,30270,0.09817,p0248
1.1202,1.055,5214.8,0.031631,p0249
0.82701,0.86182,28381,0.088704,p0250
1.04,0.86037,21635,0.022137,p0251
1.1841,0.82655,69613,0.0092193,p0252
0.87885,1.0993,66477,0.022011,p0253
0.91494,0.94474,23970,0.030879,p0254
1.02,1.1136,4481.9,0.045198,p0255
1.0656,1.113,45229,0.050273,p0256
1.0314,0.96351,35514,0.0067128,p0257
0.82012,1.0239,23441,0.077492,p0258
0.90429,0.80308,1064.9,0.066534,p0259
1.1326,0.90493,4209,0.072514,p0260
1.0266,0.92336,35237,0.092979,p0261
1.0152,0.83157,44933,0.08124,p0262
1.0285,1.0877,2864.8,0.020115,p0263
0.82435,1.04,70693,0.010972,p0264
0.99539,0.99133,7503.6,0.010442,p0265
1.1337,0.85892,72756,0.048291,p0266
1.1458,1.0872,40722,0.018999,p0267
1.0905,1.0275,40888,0.042297,p0268
0.83075,1.0106,68870,0.010218,p0269
0.99248,1.1516,15491,0.060288,p0270
0.85722,1.1542,61824,0.022435,p0271
1.1717,1.1659,41293,0.095204,p0272
1.066,1.0327,40029,0.054355,p0273
1.0572,1.1485,27011,0.029559,p0274
1.1219,0.83108,11726,0.082123,p0275
1.1758,1.0346,38849,0.068479,p0276
0.93531,0.90439,40788,0.099345,p0277
1.0104,0.90877,41158,0.073621,p0278
1.0772,0.89065,47724,0.086436,p0279
1.1601,1.0572,68706,0.05148,p0280
1.1481,1.1144,42898,0.0041574,p0281
1.1993,0.99091,17297,0.087076,p0282
1.1198,0.97109,10501,0.054988,p0283
1.0201,1.0007,60055,0.040342,p0284
1.0734,0.94641,58305,0.036404,p0285
1.0651,1.17,28903,0.0034859,p0286
0.82594,0.9591,8675.9,0.03218,p0287
0.80676,1.1435,3156.7,0.052708,p0288
1.0282,1.075,69482,0.027911,p0289
0.9948,1.0687,49282,0.030108,p0290
1.0924,0.93137,17866,0.075312,p0291
0.83366,0.97763,34614,0.070697,p0292
0.94661,1.0128,44045,0.096381,p0293
0.80882,0.91047,33983,0.086241,p0294
1.1542,0.80749,53692,0.026835,p0295
1.0704,1.1981,25842,0.0055608,p0296
0.81176,0.8498,62879,0.010566,p0297
0.99814,1.0823,13500,0.0072317,p0298
0.89254,0.93558,69028,0.050476,p0299
0.80873,0.98258,44753,0.051618,p0300
1.1042,1.1917,67811,0.0080501,p0301
1.029,1.048,55426,0.086315,p0302
1.068,0.9111,39853,0.084749,p0303
0.94449,0.93238,52320,0.069307,p0304
1.0335,1.147,1266.1,0.010619,p0305
1.0625,0.84735,40495,0.090937,p0306
0.8384,0.99672,72163,0.0038966,p0307
0.9141,1.0604,56089,0.047371,p0308
0.89731,0.85137,45543,0.05722,p0309
1.0191,1.0332,27840,0.066895,p0310
1.0227,0.83943,73483,0.085048,p0311
1.184,0.99747,25091,0.0044321,p0312
1.0046,1.0639,34383,0.08947,p0313
0.99358,0.84771,40317,0.072384,p0314
1.0031,1.0109,3802.7,0.068847,p0315
1.1426,0.93969,34226,0.091403,p0316
0.96369,1.0816,11791,0.074489,p0317
1.1709,0.86312,66147,0.07695,p0318
1.0377,1.0824,28334,0.0094567,p0319
0.88057,0.93077,42255,0.0098514,p0320
1.1874,0.90732,38455,0.04328,p0321
0.80463,1.1881,49764,0.039339,p0322
0.81763,0.9675,42973,0.0032133,p0323
0.87517,1.1579,27244,0.024164,p0324
0.90545,0.85355,17454,0.00092613,p0325
0.95595,0.90922,1733.2,0.067647,p0326
1.1181,0.99356,19718,0.01472,p0327
1.0745,0.82256,48453,0.066011,p0328
1.0792,0.89579,3759.7,0.0023154,p0329
1.0023,0.96302,69226,0.051546,p0330
1.1038,1.1724,10417,0.08247,p0331
0.86659,1.1085,70650,0.045821,p0332
1.152,1.0928,10101,0.023404,p0333
1.1401,1.1358,59350,0.06759,p0334
0.87084,0.80275,6270.6,0.020556,p0335
1.0146,0.95705,4579.5,0.043193,p0336
0.98469,1.189,5490,0.03754,p0337
0.82208,1.1037,23794,0.0045792,p0338
1.103,0.9121,72437,0.058389,p0339
0.9749,0.84861,25450,0.049692,p0340
1.0484,0.82847,1630.2,0.041782,p0341
0.91285,1.1758,14954,0.0081871,p0342
0.83776,1.1326,32947,0.092358,p0343
1.0499,0.81568,21432,0.09154,p0344
1.1051,1.1015,7888.8,0.097515,p0345
0.86503,0.94582,10285,0.062449,p0346
0.87066,0.81146,27912,0.086552,p0347
1.0444,1.0709,16926,0.047938,p0348
1.1123,0.85103,43357,0.091012,p0349
0.95807,1.1784,73163,0.049387,p0350
1.1091,1.1427,53450,0.072689,p0351
1.173,1.1534,49934,0.087315,p0352
0.84942,1.0895,34882,0.042162,p0353
1.0965,1.1923,74179,0.02304,p0354
1.132,0.93762,74764,0.059885,p0355
0.97302,0.98086,66914,0.094523,p0356
1.1517,1.0019,51339,0.059354,p0357
0.85299,1.0926,33150,0.059013,p0358
0.96528,0.99975,11478,0.088388,p0359
1.0376,1.0022,28151,0.043402,p0360
1.043,0.82226,24174,0.080732,p0361
0.83279,1.1857,42017,0.057404,p0362
1.0249,1.07,29877,0.023218,p0363
1.037,1.1938,59870,0.089518,p0364
1.0489,1.0202,56738,0.071024,p0365
1.1551,0.95801,35736,0.094882,p0366
1.1868,1.1064,3994.3,0.076416,p0367
0.99055,1.1022,42806,0.071336,p0368
1.1116,1.0964,28139,0.071415,p0369
0.95433,0.89311,22340,0.074361,p0370
0.9778,1.0316,9403.5,0.018626,p0371
