wind_speed,swr,mixing/coef_mix_hyp,light/Kw,par_id
1.0404,0.8272,9.6451e-05,0.35382,p001
0.86204,1.0946,2.0157e-05,0.44332,p002
1.05,0.81281,1.7856e-05,0.43471,p003
1.1986,0.98176,2.4569e-05,0.37431,p004
1.1428,1.0408,7.6683e-05,0.42873,p005
0.82593,1.0742,4.2955e-07,0.69279,p006
1.0215,1.1126,2.1454e-05,0.72463,p007
0.92925,1.0979,3.0112e-05,0.65553,p008
1.0646,1.0357,3.5074e-06,0.47803,p009
1.0249,1.139,5.5425e-05,0.78864,p010
0.84553,1.1884,9.0152e-05,0.64005,p011
1.1163,0.91261,4.2021e-06,0.66309,p012
0.81705,0.87521,7.129e-05,0.76056,p013
1.1113,1.1507,7.7825e-05,0.66059,p014
0.99815,0.8775,9.7236e-05,0.27788,p015
0.85244,0.86408,3.2625e-05,0.5719,p016
0.82951,0.98741,1.9735e-05,0.54078,p017
1.1486,0.83768,8.6697e-06,0.45034,p018
0.92389,0.96319,9.4171e-05,0.30688,p019
1.1865,0.9569,9.1698e-05,0.61432,p020
0.8782,1.0525,1.5887e-05,0.41284,p021
1.0846,0.9893,4.5188e-05,0.23187,p022
1.1585,0.90857,7.4227e-05,0.79553,p023
0.83212,1.1862,7.3793e-05,0.40068,p024
1.0086,1.1709,1.0249e-05,0.50056,p025
0.85108,1.0565,6.3003e-05,0.63332,p026
0.80588,0.99325,6.9973e-05,0.73454,p027
1.1141,0.89289,2.4044e-06,0.67418,p028
1.1911,0.88703,5.8242e-05,0.74048,p029
0.81279,1.026,2.9392e-05,0.37382,p030
1.1317,1.0709,9.9347e-05,0.28271,p031
0.84225,1.0027,9.5865e-05,0.47481,p032
0.9823,1.0916,9.3165e-05,0.57788,p033
1.17,1.0295,4.085e-05,0.67194,p034
0.97433,0.88857,5.3318e-05,0.31503,p035
1.0613,0.81695,5.6167e-05,0.59814,p036
0.95041,1.1264,5.2928e-05,0.58103,p037
0.91473,1.1583,3.5507e-05,0.52103,p038
1.0471,0.85103,6.0986e-05,0.32948,p039
0.91118,1.0197,7.5067e-05,0.24498,p040
1.175,0.92992,4.7627e-05,0.36552,p041
0.9379,1.0048,1.3315e-05,0.22992,p042
1.0188,0.97093,1.9039e-05,0.68209,p043
0.80138,1.0219,1.6173e-05,0.39767,p044
1.0946,0.89864,7.8162e-05,0.25346,p045
0.91838,1.1557,3.7183e-05,0.46486,p046
0.82243,0.84679,6.46e-05,0.23905,p047
0.94037,1.0631,6.3308e-05,0.46185,p048
0.90314,1.0156,1.3164e-06,0.34655,p049
1.1379,0.84267,5.9239e-06,0.53276,p050
1.0296,1.1007,5.7918e-05,0.77905,p051
1.0374,1.0862,4.9435e-05,0.30951,p052
0.932,0.8115,8.8699e-05,0.64762,p053
0.8884,0.8619,5.4572e-05,0.70405,p054
0.96473,0.92709,2.5843e-05,0.78236,p055
0.99075,1.1814,4.6204e-05,0.54379,p056
1.0144,1.1731,2.3026e-05,0.71823,p057
1.0823,0.86944,3.8469e-05,0.42293,p058
1.033,0.83472,8.9243e-05,0.25412,p059
0.99542,0.9545,9.5562e-06,0.69868,p060
1.1782,1.146,5.0596e-05,0.38362,p061
0.86507,0.96437,8.3334e-05,0.21547,p062
0.90621,0.80132,8.247e-05,0.45688,p063
1.058,1.1299,6.7632e-05,0.38724,p064
0.9632,1.1606,5.2011e-05,0.49926,p065
1.105,1.0806,6.1525e-05,0.71026,p066
1.1455,0.94322,3.6979e-05,0.58487,p067
0.88434,1.0487,2.3948e-05,0.61283,p068
1.0035,1.1412,4.8709e-05,0.5175,p069
0.89571,0.97881,1.2919e-05,0.20273,p070
0.95729,1.0796,8.6684e-05,0.32445,p071
1.0073,0.93901,5.9313e-05,0.59301,p072
1.0763,1.037,7.0565e-05,0.27121,p073
0.87083,1.0472,8.0461e-05,0.55557,p074
0.94663,1.1209,2.6861e-05,0.21135,p075
0.80818,1.1771,3.1778e-05,0.54968,p076
0.98717,1.0089,1.4147e-05,0.74875,p077
1.0549,0.99974,8.7716e-05,0.40607,p078
0.97683,0.90779,6.6585e-05,0.69069,p079
0.97057,1.1986,4.2611e-05,0.76461,p080
0.92604,0.83163,6.8492e-05,0.75226,p081
1.1201,1.1941,9.2624e-05,0.62888,p082
1.1254,0.91688,3.4031e-05,0.48948,p083
0.87388,0.90136,8.4201e-05,0.50991,p084
1.1018,1.1196,9.8882e-05,0.28937,p085
1.1933,1.1059,8.1386e-05,0.52524,p086
0.88395,0.95109,7.1718e-06,0.21977,p087
1.1626,0.85919,1.163e-05,0.33965,p088
1.1651,0.93396,7.9463e-05,0.29718,p089
0.85815,0.97474,3.4717e-05,0.35631,p090
1.1357,1.0661,6.2062e-06,0.29418,p091
1.098,0.94798,7.3004e-05,0.33203,p092
1.1537,0.80643,8.5498e-05,0.41616,p093
1.0719,1.1347,2.8428e-05,0.62429,p094
1.0918,0.85594,6.5579e-05,0.48301,p095
0.95442,1.1654,2.7817e-05,0.77374,p096
1.0753,0.88165,3.9499e-05,0.72819,p097
1.1813,1.1113,4.4145e-05,0.60377,p098
0.89992,0.82303,4.321e-05,0.56551,p099
0.83739,0.92079,4.1837e-05,0.26494,p100
