wind_speed,swr,turb_param/k_min,g2/constant_value,g1/constant_value,A/constant_value,par_id
1.1696,1.0387,9.3539e-09,2.0828,0.60775,1.0451,p0001
1.1347,1.1918,2.8985e-13,1.1576,0.40948,1.0601,p0002
1.0121,0.87843,8.8414e-07,1.8192,0.50951,1.044,p0003
0.86208,1.011,6.9348e-05,1.7446,0.51266,0.94529,p0004
0.88302,1.0841,2.1866e-06,2.3234,0.47482,0.98247,p0005
1.0038,1.0246,1.5131e-08,3.0404,0.76003,1.0912,p0006
1.1691,0.85004,1.1845e-06,2.9366,0.66951,0.93742,p0007
1.047,1.0834,5.4219e-11,0.63688,0.58849,0.80283,p0008
1.1479,0.87322,5.886e-08,3.0117,0.61027,0.83616,p0009
0.81863,1.0756,1.0527e-07,3.3343,0.57074,0.88455,p0010
1.1963,1.0517,7.0131e-13,2.3761,0.45212,0.80816,p0011
1.0871,0.91749,2.0946e-11,1.5238,0.71868,0.70295,p0012
1.1365,1.1495,3.8586e-10,2.344,0.69022,1.0521,p0013
0.95158,0.98226,5.8958e-06,0.86374,0.79453,0.77198,p0014
0.94403,1.1929,2.2174e-06,0.96165,0.56863,0.97959,p0015
1.0839,1.0695,7.1001e-09,2.853,0.41284,0.78956,p0016
1.1977,1.1459,3.7061e-06,1.0424,0.59547,0.71916,p0017
1.1706,1.1524,5.396e-09,2.6475,0.60634,0.92578,p0018
0.82009,1.1163,7.0797e-11,1.8613,0.49095,0.70699,p0019
0.95189,1.0293,1.6917e-13,1.034,0.65289,0.78006,p0020
0.9057,1.0088,1.2906e-11,3.1607,0.57612,0.86835,p0021
0.87603,1.15,8.9792e-14,1.6388,0.58491,0.97524,p0022
1.0106,1.0157,4.4627e-12,0.93842,0.50662,1.0408,p0023
0.98673,0.87364,0.00042893,1.0866,0.58664,0.95635,p0024
0.84429,1.1611,0.00015056,1.7451,0.58621,1.049,p0025
0.89249,1.0001,2.1975e-08,1.6814,0.58574,1.0682,p0026
0.86912,0.81674,8.2237e-12,1.8486,0.43846,1.0807,p0027
1.0359,1.0696,4.5331e-09,2.1227,0.42249,0.97512,p0028
1.0219,0.83143,2.8947e-10,3.2342,0.78935,0.96859,p0029
0.81164,1.0105,4.9942e-06,1.4081,0.45685,0.91367,p0030
0.99049,1.1096,2.0488e-13,2.947,0.60972,1.0641,p0031
1.1631,1.1967,2.1047e-09,1.7574,0.73532,0.87034,p0032
0.89517,0.86495,0.0001641,3.0544,0.47033,0.74777,p0033
1.0455,0.83379,3.2992e-12,0.83991,0.60882,0.89061,p0034
1.1313,0.9465,1.3588e-06,1.7187,0.72351,0.83557,p0035
0.90144,0.99087,3.1101e-14,3.1995,0.59249,1.0576,p0036
1.0844,0.91231,4.2975e-14,2.5058,0.56274,0.93917,p0037
0.96881,1.118,5.8217e-05,1.6497,0.43285,1.0386,p0038
1.003,0.82828,1.5134e-09,2.3085,0.55349,1.0452,p0039
1.105,1.0905,2.3169e-14,2.7137,0.51937,0.92957,p0040
1.0979,0.93137,2.5788e-08,1.3275,0.63765,0.91667,p0041
0.96629,1.038,0.00037377,1.3579,0.78583,0.8002,p0042
0.96476,0.97167,9.3984e-15,0.58283,0.76292,0.99716,p0043
0.84799,0.94023,5.0165e-13,1.3997,0.69363,1.052,p0044
1.0925,1.1449,1.1426e-10,2.7332,0.5142,1.065,p0045
0.80577,0.91881,1.3975e-12,3.1682,0.59729,0.71641,p0046
0.93255,1.0193,3.9775e-12,3.2046,0.65324,0.93275,p0047
0.85563,1.0785,6.7951e-14,1.6045,0.58834,0.96104,p0048
0.80911,1.0639,0.00025304,1.1666,0.64294,0.70749,p0049
0.91212,0.83805,6.7826e-10,0.967,0.53037,1.0884,p0050
1.0604,1.0459,8.3505e-13,0.60622,0.59313,1.0032,p0051
0.99374,1.0409,1.1462e-14,1.8354,0.6201,1.0465,p0052
0.89352,0.95114,5.2326e-07,0.91892,0.53737,0.82544,p0053
1.0337,0.87202,0.00012302,3.2299,0.48275,0.88251,p0054
0.83269,1.0821,1.1576e-14,2.295,0.63305,0.81789,p0055
1.1344,0.95916,4.6578e-12,0.81586,0.66321,0.92118,p0056
0.92747,1.1353,2.6763e-06,2.1817,0.40219,0.77063,p0057
1.0229,0.82609,0.00018952,2.0702,0.60413,0.8295,p0058
0.82562,0.94762,2.2292e-11,2.9279,0.54612,0.87839,p0059
0.97087,1.091,4.963e-11,3.1729,0.56445,0.875,p0060
0.80996,0.80756,2.5711e-06,0.58855,0.59717,1.0435,p0061
0.81085,1.0216,8.6432e-15,0.95273,0.63708,0.85921,p0062
1.0874,1.054,2.4431e-14,1.4276,0.79191,0.70003,p0063
1.0331,0.8546,2.5417e-09,1.5389,0.40651,0.93323,p0064
1.0793,0.82705,1.4796e-09,3.3497,0.69513,0.92892,p0065
1.0855,1.1228,2.0112e-07,3.3952,0.79655,1.0238,p0066
1.0992,1.0395,7.9321e-06,1.898,0.64949,0.7114,p0067
0.9357,0.86788,1.2886e-10,1.3719,0.56372,0.9127,p0068
0.89776,0.9424,4.1188e-07,3.4095,0.48102,0.9213,p0069
0.88411,1.1981,7.3854e-14,1.6604,0.5271,0.99303,p0070
1.0083,0.86547,1.2131e-10,2.2169,0.60576,0.7285,p0071
0.82625,0.83273,1.6084e-13,3.4266,0.76824,0.98637,p0072
1.1731,1.1788,2.8296e-06,1.8579,0.41355,0.82247,p0073
1.1215,1.1204,3.3625e-09,2.478,0.55137,0.82703,p0074
0.80398,1.0818,6.4152e-10,0.56775,0.75624,0.75192,p0075
0.99547,0.8394,5.4635e-13,2.7856,0.74557,0.85303,p0076
1.1236,0.9971,3.4503e-08,1.6217,0.70858,1.0102,p0077
0.89699,1.116,2.1442e-10,1.7926,0.58783,0.88405,p0078
0.81143,0.90821,3.5494e-14,0.70939,0.61121,0.75084,p0079
1.0309,1.1604,0.00010388,2.6198,0.56304,1.0253,p0080
0.85701,1.006,2.3152e-10,1.6532,0.77682,0.76957,p0081
1.1473,0.84642,7.7841e-11,2.7589,0.6509,0.91727,p0082
0.92592,1.0894,4.9481e-05,2.1635,0.47642,0.76068,p0083
0.80125,1.0584,4.3464e-12,1.2148,0.76703,1.0837,p0084
0.83513,0.90999,8.2613e-05,0.50606,0.54526,0.86766,p0085
0.99982,1.1715,1.102e-14,0.86931,0.73847,0.70224,p0086
0.9888,1.1669,3.6573e-10,2.1748,0.76642,0.93304,p0087
1.1073,0.95196,1.3955e-09,1.7994,0.75077,0.71561,p0088
0.98834,1.019,1.2698e-08,2.0447,0.48829,1.0801,p0089
1.1359,1.0455,9.0399e-13,1.7082,0.76541,0.79845,p0090
0.82802,0.97665,7.2624e-12,0.68472,0.67015,1.0776,p0091
0.87356,1.174,2.434e-13,0.9038,0.75163,0.78126,p0092
1.109,0.84466,6.6596e-05,2.1056,0.59171,0.98879,p0093
0.81442,1.1938,3.3217e-07,2.0658,0.40342,0.81335,p0094
1.1663,1.0123,5.7919e-06,0.56237,0.45249,0.87248,p0095
0.84508,1.1842,3.5225e-12,2.4394,0.63913,1.0515,p0096
0.90268,0.99552,6.173e-05,3.0932,0.65459,1.0558,p0097
0.96312,1.1657,1.115e-06,0.9871,0.71002,0.88026,p0098
0.9355,1.0055,8.9558e-12,3.0845,0.79971,1.0693,p0099
1.0153,0.89558,7.6815e-09,2.7631,0.73391,0.85434,p0100
0.85459,0.9242,3.5561e-05,1.2625,0.77064,1.0686,p0101
0.97068,1.0943,8.6269e-09,1.1003,0.44744,1.0757,p0102
0.80304,0.83229,2.2942e-06,0.91166,0.61802,0.86602,p0103
1.0651,1.0476,1.8208e-12,2.28,0.77935,1.0583,p0104
0.93924,0.9003,1.8808e-13,3.1354,0.48772,0.76896,p0105
1.0276,1.0414,5.1279e-13,2.3147,0.66784,0.84219,p0106
1.0256,1.0028,7.3275e-10,2.9523,0.7897,1.0332,p0107
