wind_speed,swr,fetch_lk,c_relax_C,par_id
0.98594,0.90048,7555,0.050853,p001
0.96136,1.156,21907,0.081154,p002
0.88663,0.87565,32615,0.045993,p003
1.161,0.92164,73763,0.084015,p004
0.95715,1.1358,15375,0.025724,p005
0.83241,1.1225,27762,0.024725,p006
0.86512,0.87302,70352,0.024538,p007
1.0895,1.123,54480,0.031775,p008
0.92408,0.82642,55156,0.061456,p009
1.0818,0.9354,21058,0.027106,p010
0.92076,1.1664,42044,0.010123,p011
1.0089,1.1947,13996,0.09787,p012
0.94868,1.0104,38895,0.044364,p013
0.91234,1.0366,15488,0.011251,p014
0.86128,1.1606,71015,0.026035,p015
0.95925,0.9859,48700,0.023004,p016
0.86841,1.1912,20065,0.030563,p017
0.9639,0.87884,5932.9,0.083362,p018
1.0795,0.93651,13359,0.056555,p019
1.0202,0.83671,11451,0.099356,p020
0.89444,0.92042,12656,0.041936,p021
0.87459,1.0989,28203,0.043765,p022
0.93514,1.1387,72423,0.070388,p023
0.87294,1.1886,57006,0.047467,p024
1.1298,1.1761,23083,0.059284,p025
1.1543,0.84221,65041,0.032479,p026
0.98057,1.0008,47561,0.01304,p027
1.0933,1.0782,66183,0.016845,p028
0.93089,1.1405,43003,0.046592,p029
0.98209,0.9388,4113.1,0.077883,p030
1.0411,0.9303,69788,0.057834,p031
0.98334,0.80474,35305,0.062917,p032
0.87561,0.99578,41954,0.074082,p033
1.0176,1.0583,54177,0.0187,p034
1.0033,0.89522,50379,0.084405,p035
1.1967,0.90631,63342,0.068631,p036
0.85299,1.1252,36783,0.079246,p037
0.81454,0.93162,41254,0.05202,p038
1.1895,1.1864,36464,0.065617,p039
1.1495,1.1817,17335,0.011648,p040
1.0389,1.0446,69095,0.086384,p041
0.83046,0.99103,7434,0.088535,p042
0.87966,0.8593,8542.5,0.087608,p043
0.98765,1.0977,37322,0.079883,p044
0.85778,0.86495,33952,0.091292,p045
1.123,0.84534,16050,0.097372,p046
0.90268,1.18,15765,0.054192,p047
1.0786,0.85543,55032,0.092458,p048
1.0004,1.0645,43959,0.036455,p049
1.1913,1.011,45116,0.091498,p050
0.89953,0.86345,40954,0.080433,p051
0.94117,1.1074,47227,0.05589,p052
0.99877,1.0274,55695,0.08777,p053
1.1372,0.95509,64394,0.016578,p054
1.1086,0.9041,9530.2,0.042549,p055
0.91076,0.95307,3523.9,0.020151,p056
