wind_speed,swr,mixing/coef_mix_hyp,light/Kw,par_id
1.1233,1.1369,3.4606e-05,0.33263,p001
0.85794,1.1396,3.638e-05,0.45131,p002
1.1981,0.98174,6.959e-05,0.21184,p003
1.1675,0.97715,1.2859e-05,0.29695,p004
1.0255,1.025,8.8443e-05,0.31115,p005
0.94412,0.99825,5.3075e-05,0.56665,p006
1.0663,1.0667,4.08e-05,0.48902,p007
0.87576,0.84214,3.5634e-05,0.21945,p008
0.93363,0.83769,6.9414e-05,0.2013,p009
1.1593,1.1484,6.8271e-05,0.50847,p010
0.84036,1.186,9.341e-05,0.76777,p011
0.88001,0.80171,1.8478e-05,0.51047,p012
1.0375,0.83857,7.5131e-06,0.45357,p013
1.1558,0.88045,8.9566e-05,0.42555,p014
0.91673,1.1712,6.2471e-05,0.39443,p015
1.0478,0.81607,3.3437e-05,0.69967,p016
0.87673,1.1663,6.7886e-05,0.59806,p017
1.0894,0.94937,9.9913e-05,0.7283,p018
1.0158,0.96085,4.8712e-05,0.63226,p019
0.92281,0.95593,8.718e-05,0.79725,p020
0.88622,0.94419,3.5249e-07,0.43799,p021
0.99494,1.0875,9.9065e-05,0.6645,p022
0.89566,1.0995,2.311e-05,0.42401,p023
1.1921,1.0959,2.5e-06,0.63525,p024
1.1313,1.1876,8.6287e-05,0.51854,p025
1.0431,0.87276,4.296e-05,0.4158,p026
1.1875,0.89614,7.3348e-05,0.56951,p027
1.0924,1.1409,8.8124e-06,0.76109,p028
1.1739,0.99098,7.951e-06,0.72198,p029
0.87814,1.1625,5.7947e-05,0.53332,p030
1.0833,1.1119,4.8281e-05,0.64593,p031
0.99205,1.0741,7.0045e-05,0.36319,p032
1.0589,0.92195,6.4507e-06,0.2874,p033
0.84961,0.9364,3.79e-05,0.29946,p034
0.97956,0.87642,3.8612e-05,0.2283,p035
1.1465,0.93866,1.3624e-05,0.35465,p036
1.1111,1.1574,9.195e-05,0.593,p037
1.1165,1.0398,5.1324e-05,0.77506,p038
0.9697,0.89168,7.4162e-05,0.39943,p039
1.0116,0.88917,8.3723e-05,0.65972,p040
1.0572,0.85881,9.6561e-05,0.24008,p041
1.0609,0.87841,9.8065e-05,0.77774,p042
1.1353,1.0411,9.7988e-05,0.76685,p043
1.0381,1.1153,4.654e-05,0.62607,p044
0.82554,1.0578,4.4276e-05,0.40825,p045
0.90933,0.95808,6.1292e-05,0.68655,p046
0.81251,0.94629,3.8233e-05,0.36823,p047
0.89801,0.80409,8.6552e-05,0.72362,p048
0.95501,1.195,7.19e-05,0.79047,p049
1.0514,1.0102,1.7816e-05,0.2037,p050
1.0785,0.98926,9.2568e-05,0.52247,p051
1.0131,1.078,9.2142e-06,0.64329,p052
1.0038,1.08,5.2419e-05,0.52815,p053
1.0527,1.0558,5.7369e-05,0.69769,p054
0.95219,0.84826,5.4322e-05,0.73402,p055
1.1151,0.95186,3.128e-05,0.71632,p056
0.82109,1.0519,5.978e-05,0.37983,p057
0.98123,0.92794,3.2586e-05,0.30713,p058
1.1487,1.1906,2.9711e-05,0.23766,p059
0.9737,0.93141,8.5083e-05,0.54936,p060
1.1749,0.84679,4.4978e-05,0.60595,p061
1.0948,1.1796,8.7913e-05,0.58827,p062
1.0286,0.99426,3.2662e-06,0.23018,p063
1.1037,1.0634,4.1117e-05,0.35846,p064
0.99836,0.86724,1.3207e-06,0.58084,p065
1.0625,1.148,9.5671e-05,0.62485,p066
0.93552,1.1324,7.756e-05,0.63984,p067
1.0447,1.0644,2.82e-05,0.57349,p068
0.94853,1.1123,2.9188e-05,0.51789,p069
0.86058,0.82819,9.385e-05,0.47679,p070
1.0216,0.81024,4.5882e-06,0.34242,p071
0.85108,0.83225,8.9241e-05,0.27906,p072
0.94099,1.0965,2.4304e-05,0.48126,p073
0.96122,0.90468,6.057e-05,0.65432,p074
0.97081,1.0305,3.3584e-05,0.38064,p075
0.99094,1.0048,7.0536e-06,0.65669,p076
0.93971,0.86966,3.5136e-05,0.22106,p077
0.80533,0.97131,2.4041e-05,0.79219,p078
1.0483,0.82425,5.1843e-05,0.47279,p079
1.1762,1.0848,9.8532e-05,0.68126,p080
1.1128,0.90827,3.2345e-05,0.75189,p081
0.99701,1.1026,7.9507e-05,0.40219,p082
1.1644,1.0155,8.0652e-05,0.70571,p083
1.1805,1.043,4.3647e-05,0.43487,p084
0.80285,0.82039,2.2603e-05,0.29057,p085
1.1454,1.0685,8.7841e-07,0.5515,p086
1.1282,1.0355,8.2693e-05,0.77037,p087
1.0744,0.90749,8.3597e-06,0.41032,p088
0.89689,0.87424,6.4648e-05,0.60029,p089
1.0776,0.99606,7.262e-05,0.31757,p090
0.9377,1.0457,5.2616e-05,0.67064,p091
0.91343,1.0933,4.5562e-05,0.77902,p092
0.86473,1.0728,4.2432e-05,0.38544,p093
1.0196,1.0761,5.0882e-05,0.75477,p094
1.1606,0.83135,5.9442e-05,0.53804,p095
1.0223,0.89417,3.0389e-05,0.33054,p096
1.1274,1.0335,2.7002e-05,0.49321,p097
0.97789,1.0082,5.6331e-05,0.35175,p098
1.1523,1.198,8.4418e-05,0.50051,p099
0.85865,0.84583,8.178e-05,0.39643,p100
0.8479,0.8404,6.3568e-05,0.44538,p101
0.92823,1.1523,9.7425e-05,0.33574,p102
0.95146,1.0488,7.5422e-05,0.60833,p103
1.1369,0.8223,5.0224e-05,0.55672,p104
1.1259,1.1659,5.6915e-05,0.49773,p105
0.90706,0.89354,6.0119e-05,0.71302,p106
1.0311,0.80601,4.2017e-05,0.67589,p107
0.98505,1.1887,2.5418e-05,0.43165,p108
0.90385,0.85121,4.9933e-05,0.3863,p109
1.0807,0.93298,2.0162e-05,0.35991,p110
1.1211,0.98561,2.9233e-06,0.73831,p111
0.9141,1.193,5.3656e-05,0.54589,p112
0.86748,1.198,7.0803e-05,0.32518,p113
1.0174,1.177,7.5588e-05,0.4624,p114
0.9862,1.1605,2.6235e-05,0.26892,p115
1.0543,0.96615,9.432e-05,0.72582,p116
1.1851,1.1276,7.2493e-05,0.61342,p117
0.88284,0.91709,1.752e-05,0.61995,p118
1.196,1.1832,4.9139e-05,0.5634,p119
1.1419,0.92807,1.863e-05,0.53017,p120
1.191,0.88496,3.6744e-05,0.46511,p121
1.1389,1.0476,9.6122e-05,0.24286,p122
1.1044,0.86471,8.8705e-05,0.25431,p123
0.89255,0.99264,7.6159e-05,0.20775,p124
0.98974,0.91904,1.2547e-05,0.32836,p125
1.0062,1.1004,7.7193e-05,0.42187,p126
0.81454,1.1455,2.1682e-05,0.25079,p127
1.1015,0.8039,6.337e-05,0.3458,p128
0.94327,0.85357,5.4597e-05,0.61676,p129
1.0058,0.90158,3.066e-05,0.29499,p130
0.82399,1.1599,4.5205e-05,0.44168,p131
1.0712,1.1237,2.721e-05,0.45746,p132
1.0277,0.83575,4.7472e-05,0.28203,p133
0.83651,0.91402,2.083e-05,0.52643,p134
1.0003,0.98743,7.808e-05,0.47337,p135
0.87234,0.94005,6.6307e-05,0.53912,p136
0.91016,1.0222,1.0896e-05,0.24587,p137
0.8907,0.97897,5.5981e-06,0.48218,p138
1.0645,1.1172,8.0513e-05,0.60364,p139
1.1061,1.1085,3.964e-05,0.7454,p140
0.92686,0.95629,2.2477e-05,0.28489,p141
0.88424,1.1689,1.9818e-06,0.37202,p142
0.9653,0.90218,1.5789e-05,0.44734,p143
1.1635,0.81237,2.0019e-05,0.21645,p144
0.90041,0.93553,2.5993e-05,0.27119,p145
1.1083,0.88776,1.6952e-05,0.27513,p146
0.9576,1.0266,4.3148e-05,0.2254,p147
1.069,0.92463,5.3842e-06,0.27276,p148
1.0736,1.0009,1.1785e-05,0.67119,p149
1.1183,0.92354,9.1046e-05,0.23368,p150
0.83219,0.88396,6.164e-05,0.70732,p151
1.1703,0.81479,9.2013e-05,0.64778,p152
1.0861,1.1426,7.3663e-05,0.3214,p153
0.96348,1.0821,8.582e-05,0.36586,p154
0.97499,1.0067,1.4779e-05,0.78448,p155
1.0347,0.87075,6.4233e-05,0.50355,p156
0.81104,1.1281,1.9347e-05,0.42808,p157
0.81719,0.9425,7.6998e-05,0.62147,p158
0.93131,0.82787,5.8388e-05,0.40439,p159
0.83553,1.0367,2.4638e-05,0.59278,p160
0.84583,1.0136,6.518e-05,0.74759,p161
1.1783,1.1757,9.4909e-05,0.2122,p162
0.81896,1.1301,8.3494e-05,0.30225,p163
0.90406,1.1183,4.6673e-05,0.48685,p164
0.9828,0.85471,3.4444e-05,0.54248,p165
1.1506,0.86187,3.9532e-05,0.34984,p166
0.92106,0.98317,5.5591e-05,0.58678,p167
0.83011,0.96891,9.8781e-06,0.25366,p168
1.0857,1.122,6.663e-05,0.49491,p169
0.80981,0.80805,5.8992e-05,0.37592,p170
0.9478,1.1241,1.0191e-05,0.73144,p171
0.85598,0.91072,3.8565e-06,0.6796,p172
1.1327,1.1737,7.9532e-05,0.78744,p173
0.92566,0.91313,5.5479e-05,0.33902,p174
0.82834,1.0281,1.6499e-05,0.41823,p175
1.197,1.0904,7.4835e-05,0.79605,p176
