wind_speed,swr,fetch_lk,c_relax_C,par_id
1.1156,1.1986,44072,0.048237,p0001
0.83516,1.1717,70185,0.022458,p0002
0.96723,0.81912,34382,0.011124,p0003
1.0896,1.0621,39992,0.037873,p0004
0.87851,1.0015,29379,0.016797,p0005
1.0493,1.1561,50465,0.04133,p0006
1.1266,0.91437,58571,0.058724,p0007
0.972,0.99195,73417,0.0085227,p0008
0.91687,1.1009,35569,0.08968,p0009
0.84117,1.1744,9057.4,0.04047,p0010
0.92407,0.92783,8415.9,0.041161,p0011
0.90066,1.0411,29424,0.0045894,p0012
0.82634,1.0283,68803,0.091775,p0013
0.97095,1.0157,16141,0.017861,p0014
0.83708,1.038,66666,0.0092828,p0015
0.96053,1.0476,40659,0.092292,p0016
1.0592,1.0943,23609,0.0043486,p0017
1.1694,0.90249,48470,0.0077514,p0018
0.88126,1.1795,43568,0.075254,p0019
1.0131,1.1855,63930,0.099357,p0020
0.8408,1.0533,42338,0.059913,p0021
0.80511,0.991,64698,0.066522,p0022
1.0037,0.87337,45688,0.042048,p0023
1.0522,0.90924,21896,0.0075011,p0024
0.84555,0.87241,13953,0.0051876,p0025
1.1383,1.1964,49379,0.052787,p0026
0.94194,0.98739,34910,0.074316,p0027
1.032,0.91663,29167,0.02574,p0028
0.97793,0.95253,13119,0.053803,p0029
0.83433,0.98406,12791,0.013478,p0030
1.0473,1.1845,8877.7,0.07551,p0031
0.85253,1.0636,49754,0.028391,p0032
1.0992,1.1225,44951,0.034657,p0033
1.1338,0.84227,5853.6,0.097053,p0034
1.1555,1.1746,10809,0.075878,p0035
1.1386,1.1471,45277,0.013714,p0036
1.1937,0.9377,33553,0.050664,p0037
1.188,1.1522,51208,0.011771,p0038
1.1901,1.0737,55115,0.017474,p0039
1.0525,1.1873,37334,0.091668,p0040
0.81287,1.1602,34978,0.012982,p0041
1.0341,1.0543,46004,0.066031,p0042
1.0058,0.93717,51868,0.0064647,p0043
0.84266,0.94411,2824,0.058309,p0044
0.8162,1.1454,25693,0.054723,p0045
0.97072,0.9953,51282,0.094171,p0046
1.0729,1.1062,73054,0.026679,p0047
0.95672,0.87239,70150,0.03132,p0048
0.87455,0.84137,22300,0.0041091,p0049
1.1653,1.1806,6105.5,0.088685,p0050
1.1582,1.0598,44785,0.095287,p0051
0.91168,0.89342,62459,0.098249,p0052
1.0638,1.0731,44842,0.065221,p0053
0.93091,0.8048,42529,0.077952,p0054
0.86499,1.0442,40449,0.087787,p0055
0.92564,0.85711,34621,0.032246,p0056
1.1023,0.93343,20582,0.013153,p0057
1.1644,0.93814,60957,0.048442,p0058
0.85852,0.82367,41014,0.096552,p0059
1.1722,1.058,14873,0.020788,p0060
0.92928,1.1699,53319,0.085693,p0061
1.0538,0.96436,42016,0.064647,p0062
1.1506,0.96486,36458,0.039621,p0063
1.0933,1.1857,20472,0.066784,p0064
1.0329,1.0864,7608.4,0.014448,p0065
1.1733,0.84023,13553,0.061196,p0066
1.1094,0.91864,23677,0.015135,p0067
1.0186,0.88343,21124,0.0087604,p0068
0.90275,1.0198,21547,0.035909,p0069
1.1365,1.1045,3359.3,0.068487,p0070
0.86265,0.93599,38931,0.0052434,p0071
0.83875,1.1624,41778,0.00041829,p0072
1.0957,1.1681,21166,0.077901,p0073
0.96983,0.90803,26171,0.012429,p0074
0.8604,0.94203,25221,0.046316,p0075
0.81073,1.1404,21722,0.094467,p0076
0.95076,1.0698,22451,0.093702,p0077
1.0336,0.81228,69911,0.033357,p0078
1.1523,1.1577,9483.2,0.096135,p0079
1.1066,0.81077,30370,0.071487,p0080
1.0566,1.0628,17196,0.060331,p0081
1.0816,0.87791,28486,0.093203,p0082
1.0397,0.96396,71698,0.073509,p0083
0.98741,1.1826,67320,0.089067,p0084
1.0028,0.87023,39777,0.046942,p0085
0.95884,1.1497,37069,0.033901,p0086
0.80383,0.91223,22749,0.083522,p0087
1.1217,0.99144,35900,0.065117,p0088
0.85226,1.1573,3995.2,0.089819,p0089
0.86162,0.96057,46441,0.010661,p0090
1.0018,0.97601,52082,0.059022,p0091
1.0529,0.95395,6723.6,0.034415,p0092
0.81698,0.87409,14660,0.068301,p0093
0.85663,0.99054,9747.2,0.052539,p0094
1.17,1.1335,20734,0.054573,p0095
1.0464,0.94244,71844,0.074552,p0096
0.84775,1.1808,33347,0.096786,p0097
1.1888,1.0181,52600,0.059663,p0098
1.1083,1.0611,5230.3,0.027086,p0099
0.95756,0.80717,64120,0.098455,p0100
0.91138,0.98083,43222,0.054931,p0101
1.1897,0.84597,42692,0.094603,p0102
0.97141,0.80108,49294,0.058229,p0103
0.92398,0.8178,4216.5,0.09044,p0104
1.1436,1.0432,36407,0.084457,p0105
0.81135,1.1993,56461,0.032512,p0106
1.0517,0.97892,49950,0.023775,p0107
0.94796,1.08,9863.4,0.072126,p0108
1.0888,1.0425,38975,0.0065577,p0109
0.84873,0.9553,57002,0.062636,p0110
1.0404,0.87847,15559,9.9968e-05,p0111
0.88413,0.95065,61962,0.019085,p0112
0.86604,0.81739,23393,0.086318,p0113
1.0598,1.0032,31444,0.039077,p0114
1.0548,0.8648,74056,0.015576,p0115
1.0871,1.0345,20160,0.073422,p0116
1.0856,0.8232,3207.5,0.076355,p0117
1.1982,0.8873,12247,0.084171,p0118
1.0862,0.85286,12845,0.010868,p0119
1.1228,1.0098,59257,0.092501,p0120
0.94657,1.198,12054,0.092831,p0121
0.81984,0.91774,29253,0.024725,p0122
1.1037,0.85239,32633,0.028782,p0123
1.1822,1.0468,31794,0.038413,p0124
0.84964,0.82355,53813,0.087596,p0125
1.0009,0.94645,10159,0.052334,p0126
0.82787,0.9274,35778,0.030676,p0127
1.0349,0.93481,28534,0.068165,p0128
0.8575,0.93398,36234,0.01931,p0129
0.90754,0.98763,30589,0.052061,p0130
1.0504,1.1775,4133.6,0.052278,p0131
1.1372,1.0192,57980,0.055722,p0132
1.1135,0.8879,71405,0.030572,p0133
1.1658,0.94829,61846,0.060706,p0134
1.072,1.1959,62922,0.00023357,p0135
0.99175,1.0915,45466,0.040841,p0136
0.96915,0.90341,46342,0.054368,p0137
1.0054,1.0902,21746,0.03308,p0138
1.1773,0.86635,37417,0.062115,p0139
1.1984,0.83457,58438,0.012765,p0140
