wind_speed,swr,turb_param/k_min,g2/constant_value,g1/constant_value,A/constant_value,par_id
1.0408,0.96353,6.4626e-12,2.0468,0.51366,0.83322,p0001
0.88419,0.85384,1.1227e-13,0.61626,0.45034,0.84141,p0002
0.8829,1.1267,1.0312e-12,0.94214,0.7135,0.80109,p0003
1.0345,0.90542,1.0699e-14,0.54224,0.48342,0.91019,p0004
1.09,1.1242,1.4923e-07,0.72554,0.76562,0.86144,p0005
1.0131,1.1827,3.5299e-09,1.3073,0.61183,0.79468,p0006
1.0121,1.0174,1.8829e-13,1.3371,0.70657,0.81388,p0007
1.0553,1.0367,0.00033641,0.61398,0.76501,0.81109,p0008
1.1045,0.99128,3.3665e-08,0.85047,0.73682,0.78168,p0009
1.1635,0.97133,5.8898e-05,2.474,0.48911,1.0698,p0010
0.92537,1.0291,4.3238e-08,2.0212,0.44241,0.76788,p0011
0.9337,0.81386,4.0809e-14,2.7195,0.48775,0.79424,p0012
1.1259,0.96179,7.74e-14,3.304,0.6485,0.89135,p0013
0.86393,1.0149,2.7095e-09,1.7241,0.79089,0.87648,p0014
0.85935,0.8323,4.634e-06,2.7268,0.77486,0.7672,p0015
1.0746,1.1795,1.271e-07,2.0286,0.4482,0.92055,p0016
0.84193,0.9827,8.3268e-12,3.2711,0.78913,0.98215,p0017
0.91769,0.81162,1.2985e-10,1.459,0.47671,0.91056,p0018
0.93509,0.99518,1.1747e-05,2.1452,0.54305,0.71499,p0019
1.1251,0.80311,2.1977e-12,0.50726,0.7682,0.72649,p0020
1.0388,1.1792,2.1833e-10,1.1567,0.67854,0.85084,p0021
0.95815,1.1925,0.00019292,0.83497,0.49076,0.93041,p0022
1.1968,1.186,2.3408e-10,3.0707,0.43409,0.80447,p0023
1.1573,1.139,4.4027e-10,1.1647,0.5343,0.84005,p0024
1.1576,1.1273,1.5621e-12,1.0314,0.72019,0.75052,p0025
1.0954,1.1674,1.4881e-12,1.7847,0.61304,0.78831,p0026
0.8277,0.93772,3.746e-06,2.1885,0.62458,0.89317,p0027
0.81367,1.0355,1.6365e-09,3.1024,0.43732,1.0276,p0028
1.1149,0.81471,1.1063e-05,1.4945,0.5512,1.088,p0029
1.1193,1.1979,1.8975e-11,3.1809,0.46253,1.0628,p0030
0.86628,0.86234,5.0233e-08,2.2463,0.78057,0.73613,p0031
0.88329,0.87306,4.9803e-07,3.0452,0.53652,0.85821,p0032
1.1367,1.1784,3.8463e-11,1.9345,0.70082,1.0649,p0033
0.90935,1.0599,1.5155e-06,2.4894,0.79485,1.0431,p0034
1.1442,1.1624,0.00020453,1.2418,0.64796,0.71724,p0035
1.0073,0.91595,1.3405e-12,1.1966,0.58255,0.84271,p0036
1.0384,1.0225,2.0346e-08,2.9583,0.55121,1.0203,p0037
1.1432,0.88084,1.7853e-05,1.2096,0.55178,1.0076,p0038
1.1514,1.0132,8.0063e-14,2.5109,0.40906,0.76487,p0039
1.0477,0.88002,9.1581e-07,0.76627,0.57455,0.70126,p0040
1.136,1.0961,3.6544e-08,2.7454,0.44891,0.71425,p0041
0.81467,1.0258,0.00038683,1.8113,0.71023,0.84094,p0042
0.86284,0.88161,1.7102e-14,2.3127,0.41163,0.7897,p0043
1.1822,0.82458,5.8178e-11,1.0688,0.50891,0.78927,p0044
1.1169,1.163,9.6174e-10,3.0998,0.61479,0.96869,p0045
0.8959,1.035,1.88e-05,2.1228,0.57823,1,p0046
0.84879,0.99673,4.4536e-14,2.8426,0.57972,1.0148,p0047
0.88809,0.98723,9.5028e-09,3.4385,0.4335,1.0658,p0048
1.1315,1.0735,0.00011718,1.5637,0.75327,0.9036,p0049
1.1887,0.85478,5.649e-15,0.89363,0.698,1.0231,p0050
0.89607,1.1535,5.1893e-08,2.065,0.64686,0.7345,p0051
0.92052,0.88531,5.3356e-14,2.9761,0.59929,1.0288,p0052
1.1074,0.89958,2.723e-13,2.7796,0.48464,1.0819,p0053
