wind_speed,swr,turb_param/k_min,g2/constant_value,g1/constant_value,A/constant_value,par_id
1.1768,1.197,4.7044e-13,1.6615,0.48303,1.0688,p0001
1.1568,1.1816,0.00023919,1.2118,0.49531,0.92998,p0002
1.1882,1.0576,3.3557e-09,2.847,0.6057,0.87385,p0003
1.0986,0.95502,8.6278e-06,0.83906,0.74515,0.79256,p0004
0.96977,1.0065,7.0404e-08,1.26,0.527,1.0158,p0005
1.0799,1.0402,1.1618e-13,1.983,0.61119,0.93894,p0006
1.05,1.0167,0.00045538,3.0624,0.77065,0.73007,p0007
1.0301,0.81887,4.2009e-09,1.007,0.50813,0.79219,p0008
1.1589,0.85164,3.4482e-14,2.349,0.68614,0.9155,p0009
0.80048,0.81875,1.7061e-10,3.3094,0.54189,1.0034,p0010
0.98418,1.0024,5.0304e-13,3.2352,0.61746,1.0601,p0011
1.0443,1.0025,1.7239e-13,1.1051,0.77724,0.71215,p0012
0.91558,1.1011,7.3136e-15,2.4048,0.7957,0.80309,p0013
0.96054,0.84072,5.2575e-12,0.51013,0.57686,0.78014,p0014
0.96116,0.98915,2.4309e-12,2.8519,0.50793,0.80107,p0015
1.1321,1.1247,8.5815e-07,0.66412,0.56205,0.73861,p0016
0.87903,1.1289,4.506e-09,3.1794,0.5383,0.70537,p0017
1.0906,0.96624,4.7139e-08,2.3465,0.68952,0.74378,p0018
0.88575,1.0742,1.4278e-09,2.5857,0.532,0.86671,p0019
1.0498,0.84494,3.6164e-07,1.7805,0.49759,0.86437,p0020
0.94261,1.1239,6.6465e-10,2.5521,0.6724,0.79761,p0021
1.0373,1.0441,2.1997e-05,2.5165,0.67872,0.96794,p0022
0.84283,0.9966,0.00046661,1.8633,0.77238,0.80703,p0023
1.0934,1.1915,4.211e-10,0.74083,0.40497,0.8149,p0024
1.0426,1.0051,5.0124e-09,1.3858,0.44163,0.97589,p0025
1.1755,1.1629,3.228e-09,2.114,0.67428,0.89191,p0026
1.1394,1.1964,6.9016e-13,0.83237,0.40998,0.70963,p0027
1.0834,1.016,1.2807e-09,1.0318,0.42538,0.75036,p0028
1.1,0.87679,1.3565e-09,1.0415,0.65667,0.87659,p0029
1.0092,0.84653,1.3593e-06,2.665,0.51808,0.80383,p0030
0.87382,1.0004,4.4904e-10,2.2872,0.7865,0.93118,p0031
0.90113,1.1258,5.5106e-06,1.1622,0.66041,1.0076,p0032
0.97291,0.98108,1.5202e-13,1.1599,0.54967,0.82176,p0033
0.86188,0.88836,1.3291e-05,0.59214,0.57128,0.86218,p0034
0.86708,0.87701,5.4226e-11,2.1967,0.64604,0.80077,p0035
0.89807,0.84443,2.0415e-05,2.1741,0.40731,0.78596,p0036
1.1205,0.97034,2.5626e-07,0.61256,0.49993,0.81199,p0037
1.0408,0.85781,8.8639e-06,0.68238,0.70847,0.83067,p0038
1.1294,1.1601,2.7596e-09,2.3609,0.43308,1.0511,p0039
1.1784,1.1939,1.3385e-10,0.76389,0.47589,0.90269,p0040
0.89878,1.0455,3.1191e-06,0.87267,0.42932,0.73148,p0041
1.1369,0.92406,8.8986e-09,1.09,0.54111,0.7105,p0042
0.80759,0.89636,8.7847e-05,1.1328,0.51333,0.7764,p0043
