wind_speed,swr,fetch_lk,c_relax_C,par_id
0.81544,0.97972,39753,0.0070637,p0001
1.0108,1.1674,47735,0.075716,p0002
1.1581,1.0205,57401,0.001238,p0003
0.80986,0.83092,73035,0.034263,p0004
1.0498,0.9188,13736,0.091343,p0005
0.85557,0.85863,14233,0.043021,p0006
1.1998,1.1659,74154,0.038123,p0007
0.82565,0.81378,41461,0.0069352,p0008
1.064,0.96708,41603,0.0011963,p0009
1.1876,1.1661,61999,0.026811,p0010
1.1978,1.0063,55744,0.035814,p0011
0.86133,1.0267,13439,0.067926,p0012
0.88423,0.90141,30279,0.06381,p0013
0.96972,1.0572,69501,0.08268,p0014
1.0277,1.0582,6128,0.02927,p0015
0.86485,1.0918,26966,0.076744,p0016
1.0562,1.1138,68394,0.015932,p0017
0.90951,0.86009,34066,0.022371,p0018
1.1684,0.97682,72838,0.039198,p0019
0.90272,0.98683,37977,0.070606,p0020
0.98597,1.1257,7693,0.070438,p0021
1.191,0.97765,28885,0.075165,p0022
0.87059,1.1833,40242,0.023385,p0023
1.0783,0.87197,37956,0.018399,p0024
1.0736,1.0913,60472,0.096434,p0025
1.1608,0.9783,58723,0.039212,p0026
0.87291,0.93026,19675,0.042961,p0027
1.1107,0.84704,3547,0.020015,p0028
0.96887,1.1255,2111.7,0.050534,p0029
1.1642,1.0259,55408,0.05431,p0030
1.1135,0.91174,51115,0.05837,p0031
0.83574,1.0664,29388,0.079243,p0032
0.80163,1.1174,74466,0.017494,p0033
0.84872,1.0507,37528,0.09417,p0034
1.0411,1.1095,51652,0.091898,p0035
1.1819,0.91922,38497,0.0047975,p0036
0.89767,0.94963,73700,0.06778,p0037
1.1474,0.87489,30495,0.0010835,p0038
1.0704,0.95515,52266,0.091024,p0039
1.1459,1.0474,64454,0.050964,p0040
0.86416,0.86211,22937,0.088279,p0041
1.0905,1.1567,20199,0.082262,p0042
0.93413,0.99409,5455,0.0018044,p0043
0.94977,0.89741,17066,0.024768,p0044
1.0023,0.98858,71471,0.0020875,p0045
0.99575,1.1579,9812.5,0.0068568,p0046
0.82533,1.0078,46171,0.049937,p0047
1.019,0.83299,43715,0.061887,p0048
1.1149,0.94639,36802,0.069173,p0049
1.0821,1.0243,74543,0.069643,p0050
0.9624,0.84547,42765,0.084495,p0051
0.86767,1.0379,19923,0.051845,p0052
1.042,0.83685,53601,0.047699,p0053
0.90732,0.95315,4754.4,0.054751,p0054
1.1591,1.0541,20449,0.021846,p0055
1.0731,0.85747,7040.4,0.070363,p0056
0.82153,0.89104,10690,0.058937,p0057
1.0648,1.1644,20970,0.018458,p0058
0.88116,1.0194,63827,0.087932,p0059
1.1862,0.86608,8239.3,0.099781,p0060
0.93871,1.1848,66786,0.073286,p0061
1.1613,1.1417,73858,0.074378,p0062
0.90903,0.81874,19361,0.017092,p0063
0.80511,0.93758,30867,0.049481,p0064
0.954,0.94466,59281,0.081363,p0065
1.1767,1.1458,59916,0.048393,p0066
1.1637,0.94203,38449,0.052303,p0067
0.97125,1.0968,42930,0.042517,p0068
0.93788,0.80023,10388,0.041834,p0069
1.1594,1.046,66598,0.087386,p0070
0.83357,1.0093,57829,0.0048385,p0071
1.0339,0.94678,74229,0.099817,p0072
1.1832,0.86832,71797,0.013834,p0073
1.0603,1.0793,38198,0.019217,p0074
0.85444,1.02,64559,0.071698,p0075
1.0133,1.0175,60280,0.085146,p0076
0.92719,0.89849,11821,0.09554,p0077
0.96369,1.0425,24382,0.056497,p0078
1.137,0.85504,63000,0.029964,p0079
0.85902,1.0981,19107,0.073107,p0080
0.98892,0.95705,49059,0.021379,p0081
1.0586,0.80296,9203.9,0.033291,p0082
0.92285,0.9708,33654,0.0063108,p0083
1.0872,0.93309,43921,0.0099333,p0084
1.0938,1.1983,20676,0.046638,p0085
0.99106,1.1552,17327,0.055061,p0086
0.82825,0.94245,19162,0.094528,p0087
0.98125,0.96226,16813,0.082534,p0088
1.024,0.88771,71361,0.097596,p0089
0.94017,1.1928,48321,0.025521,p0090
0.98108,1.0126,54980,0.071728,p0091
1.1055,0.90968,36049,0.092044,p0092
1.1333,1.0504,4272.6,0.013761,p0093
1.0222,0.90813,58172,0.011264,p0094
0.89707,1.139,70763,0.020936,p0095
1.108,1.0412,57274,0.061155,p0096
0.97829,0.94301,72260,0.038684,p0097
1.0185,1.0288,14005,0.056602,p0098
1.0169,1.0791,21941,0.088982,p0099
0.82651,0.99134,56012,0.063087,p0100
1.1801,1.0106,27614,0.00014534,p0101
0.82993,0.97722,4894.1,0.016431,p0102
1.1658,0.8387,46065,0.048614,p0103
0.92865,1.1702,51716,0.0098293,p0104
