wind_speed,swr,fetch_lk,c_relax_C,par_id
1.1517,0.82609,25227,0.028426,p0001
1.1461,0.99326,48324,0.084055,p0002
1.1011,0.95058,68710,0.079,p0003
1.1608,0.8093,62181,0.030966,p0004
1.1309,1.058,45814,0.050003,p0005
1.0235,0.84299,52420,0.052042,p0006
1.0673,1.1497,49784,0.0044943,p0007
1.0133,0.93972,19456,0.024464,p0008
1.0523,0.97445,47462,0.098679,p0009
0.93654,0.93822,33976,0.061014,p0010
1.0555,1.0673,16012,0.018918,p0011
1.0925,0.85101,4132.9,0.036435,p0012
0.92453,1.0348,30653,0.055807,p0013
0.96536,0.98097,59481,0.083358,p0014
1.1565,1.112,36736,0.0096426,p0015
1.1951,1.0114,8122.5,0.0062491,p0016
0.87146,1.0922,51048,0.032672,p0017
0.83574,1.0756,58827,0.037826,p0018
0.80959,1.1842,14603,0.019874,p0019
0.81383,1.1789,3319.6,0.010994,p0020
0.88767,0.85896,35805,0.069816,p0021
0.99177,0.85796,48966,0.039666,p0022
0.88875,1.0481,74167,0.020617,p0023
1.0552,0.83668,61225,0.053504,p0024
1.0997,1.1166,20614,0.014995,p0025
1.1198,1.1053,20236,0.014331,p0026
1.1819,1.0182,41717,0.041434,p0027
0.89395,0.98771,9344.2,0.055438,p0028
0.86684,0.83483,47821,0.017913,p0029
1.0416,0.93284,4290.3,0.012074,p0030
1.0698,1.029,31281,0.080782,p0031
0.98716,1.0596,71046,0.054586,p0032
0.95706,1.1986,52736,0.094357,p0033
1.0506,0.81047,33417,0.014631,p0034
1.1867,1.0034,70827,0.049156,p0035
1.1345,1.1557,32075,0.055353,p0036
1.1193,0.92675,20270,0.09644,p0037
0.86783,0.96321,42081,0.01441,p0038
0.89329,0.93271,28012,0.079994,p0039
1.1236,0.94222,35702,0.076319,p0040
1.1286,1.0901,67301,0.040977,p0041
1.1709,0.948,18390,0.0278,p0042
0.87211,0.82368,23307,0.018487,p0043
1.0525,1.1234,15773,0.021797,p0044
0.96755,1.0213,63417,0.083931,p0045
1.0386,1.0126,17465,0.023002,p0046
0.82651,0.83685,54771,0.06597,p0047
1.1215,1.0985,13980,0.047707,p0048
0.91646,1.0706,7782.2,0.023901,p0049
0.80275,1.1847,16570,0.088955,p0050
1.0689,1.0333,45600,0.023187,p0051
1.0896,0.96451,24905,0.016114,p0052
1.0285,1.0964,45294,0.071505,p0053
0.99525,1.1694,11932,0.076262,p0054
1.1252,0.96367,17031,0.012753,p0055
1.1663,0.92933,66062,0.009872,p0056
1.0128,1.0132,70440,0.024158,p0057
1.0888,1.1353,12832,0.097438,p0058
0.92072,1.1897,34734,0.04186,p0059
0.84285,0.96117,7933.6,0.064653,p0060
0.90911,0.89834,65444,0.011688,p0061
1.1321,1.1956,22643,0.097119,p0062
0.95881,1.0255,59032,0.036954,p0063
1.1141,0.84881,47735,0.025305,p0064
1.1981,1.1206,25463,0.055559,p0065
1.1492,0.98152,4772.4,0.093393,p0066
0.94055,0.90781,11112,0.060054,p0067
0.80906,0.95406,57713,0.070936,p0068
1.0669,1.1554,24250,0.058275,p0069
0.96336,0.81011,26923,0.050902,p0070
1.0603,1.0098,41026,0.0031647,p0071
1.0886,0.82936,45698,0.02764,p0072
0.91351,0.91275,33072,0.029976,p0073
1.1366,0.95834,37926,0.048712,p0074
0.8178,1.0029,62798,0.087732,p0075
1.0302,0.91518,15670,0.064051,p0076
0.93605,1.0211,42000,0.074136,p0077
0.9224,1.0871,39659,0.050265,p0078
0.94593,1.1665,44622,0.043152,p0079
1.0608,0.81705,24631,0.045547,p0080
0.8621,0.82717,67161,0.034083,p0081
1.1094,1.1607,31024,0.057586,p0082
1.1643,1.048,58112,0.09813,p0083
1.1086,1.0117,12976,0.050053,p0084
1.1714,1,34227,0.068172,p0085
1.0335,0.82983,70222,0.046151,p0086
1.074,1.1447,25563,0.050935,p0087
0.81825,1.0396,52244,0.084388,p0088
1.0046,1.0521,45975,0.094967,p0089
0.91019,0.85303,30767,0.06077,p0090
0.82314,0.81578,21294,0.040603,p0091
1.0061,0.96223,62963,0.023744,p0092
0.82427,1.1228,36182,0.020845,p0093
0.81339,1.092,40092,0.060126,p0094
0.98974,1.1718,54846,0.060645,p0095
1.0715,1.0649,8696.2,0.048225,p0096
1.1225,1.1864,63859,0.056905,p0097
1.1502,1.0687,50181,0.051707,p0098
1.0712,1.1761,33346,0.089809,p0099
1.1512,0.86175,45176,0.08831,p0100
1.1906,1.1705,4551.2,0.059364,p0101
0.93265,1.0505,58977,0.019681,p0102
0.95786,1.0856,3164.7,0.078416,p0103
