wind_speed,swr,mixing/coef_mix_hyp,light/Kw,par_id
1.1994,1.0938,7.8541e-06,0.30647,p0001
0.99751,1.0559,4.1496e-05,0.46476,p0002
1.1504,1.1544,4.5752e-05,0.70564,p0003
1.1479,0.90448,9.9629e-05,0.65663,p0004
1.1736,1.0431,7.1644e-05,0.60513,p0005
0.81428,0.9585,1.5238e-05,0.62416,p0006
0.88693,0.86692,9.1935e-05,0.35972,p0007
1.0083,0.86666,6.009e-05,0.47971,p0008
0.93788,1.1953,6.4931e-05,0.33667,p0009
1.1773,1.1278,5.7782e-05,0.55829,p0010
0.83062,1.1318,1.8386e-05,0.38917,p0011
1.0147,0.95047,9.053e-05,0.47234,p0012
1.1484,1.059,6.4238e-05,0.58449,p0013
1.1258,1.0723,8.6497e-05,0.66301,p0014
0.95325,0.91469,6.8056e-05,0.26551,p0015
0.82873,0.94339,8.8535e-05,0.23199,p0016
0.92787,1.181,8.9859e-05,0.2569,p0017
0.82325,0.84468,4.4927e-05,0.22988,p0018
0.91592,1.1204,3.7284e-05,0.58578,p0019
0.87597,1.0712,9.6431e-05,0.22,p0020
0.89797,1.0129,1.4721e-05,0.33901,p0021
0.98411,0.97043,8.8051e-05,0.29367,p0022
0.95712,1.0793,3.6067e-05,0.68041,p0023
1.0823,0.92826,2.59e-05,0.72255,p0024
0.98476,0.81888,8.2169e-05,0.54721,p0025
0.80696,0.88804,1.1395e-07,0.78066,p0026
0.87076,0.92602,6.6084e-05,0.5391,p0027
1.0273,0.88408,9.5798e-05,0.53718,p0028
1.0686,1.1193,4.9376e-05,0.69968,p0029
0.91913,0.89734,2.2195e-05,0.63572,p0030
0.94861,0.87773,7.3795e-05,0.29713,p0031
1.1204,1.1528,6.308e-05,0.47056,p0032
0.98277,0.95898,1.0884e-05,0.56735,p0033
1.1028,0.99134,5.0436e-07,0.75677,p0034
0.80906,1.1254,3.1339e-05,0.42086,p0035
1.0048,1.1839,8.5206e-05,0.35002,p0036
1.0176,0.98118,7.9837e-05,0.57082,p0037
1.064,1.0403,1.3986e-05,0.75135,p0038
1.0529,0.8625,8.7575e-05,0.30965,p0039
0.81325,1.1019,8.3354e-06,0.70083,p0040
0.89815,1.0333,3.4414e-05,0.57703,p0041
0.9887,0.97486,9.702e-05,0.45551,p0042
1.0953,0.89209,1.479e-05,0.44556,p0043
1.1648,1.0578,2.6387e-05,0.5186,p0044
0.964,1.165,5.2078e-05,0.24597,p0045
1.189,0.94403,9.3263e-05,0.27861,p0046
1.0875,0.95742,9.2437e-05,0.20183,p0047
0.83391,1.1503,2.203e-05,0.33847,p0048
0.84443,0.90202,6.5527e-05,0.2172,p0049
1.1239,1.1977,5.4327e-05,0.53437,p0050
0.82222,0.97417,8.4183e-05,0.48752,p0051
0.95988,0.92367,1.4457e-05,0.25411,p0052
1.0323,0.9334,7.9805e-05,0.79636,p0053
1.0674,1.1372,3.3714e-05,0.36201,p0054
0.91072,1.0246,4.9246e-05,0.45144,p0055
0.95502,1.0572,1.064e-05,0.44468,p0056
0.94357,1.076,8.3067e-05,0.6083,p0057
1.1931,1.1671,2.9335e-05,0.79831,p0058
