par_id,rmse,nse,r,bias,mae,nmae
p0001,4.46530686469709,0.219892913373473,0.767755728541352,3.0143315159982,3.53151721083772,0.632077467305236
p0002,3.61820359469435,0.487802322344327,0.906952112794927,2.87218239127606,3.02233988440109,0.51598936166422
p0003,5.69987021102812,-0.271105321284717,0.796906047895849,4.58638740934275,4.64244462175248,0.789270280664169
p0004,4.96594070459062,0.0351614159248157,0.857473469732831,4.17457174970495,4.20803185972111,0.750282361239992
p0005,5.19138039611347,-0.0544289203875359,0.8462811327746,4.38722341348208,4.42702079592791,0.797892835736259
p0006,4.46116165338068,0.221340611312845,0.858035752825421,3.58086045021708,3.66218127372385,0.656755791922171
p0007,2.40067772039409,0.774514132427737,0.929865467417246,1.50936439180008,1.96000311972241,0.357953029399706
p0008,3.19569949778294,0.600438649549824,0.91977368253269,2.50454236497008,2.7300779970279,0.503866822025955
p0009,3.76122950702208,0.446508096356253,0.908400224672019,3.109512431717,3.24882522843377,0.594974386043943
p0010,2.50494736265549,0.754501517417303,0.929652719233783,1.6105307672266,2.00013412250994,0.336726001981745
p0011,3.13582870074813,0.615269811889851,0.908383091676898,2.3130881040121,2.60793604670492,0.480741563496532
p0012,3.73089289533105,0.455400589523107,0.890168795202208,2.91065082978602,3.06641404074249,0.54143156003537
p0013,4.14342331360924,0.328307940651065,0.830511192943578,2.99258787614546,3.23737260356024,0.577925329957952
p0014,5.46784226082723,-0.169724423982347,0.782757591156915,4.22348040726564,4.31777553154016,0.737476242232724
p0015,3.7889234815148,0.438327355357724,0.859617191397909,2.76407887202718,3.02662291990465,0.549767724727918
p0016,3.26656445151663,0.58252154598268,0.871168413569075,2.12325349664304,2.55710798561069,0.457484168680142
p0017,4.34928830489273,0.259904101202891,0.873184824100426,3.55485706241346,3.63216519468923,0.65639777848111
p0018,5.1025398063253,-0.0186486322307131,0.810921825274731,4.04985635910931,4.12553395097766,0.736426579865879
p0019,2.09703358936508,0.827946949447716,0.927648417373815,0.780058427858377,1.63285062252598,0.281844109669735
p0020,3.96515138812219,0.384863992090904,0.872820652798594,3.06785745451612,3.22107533329702,0.569339087601187
p0021,3.8237478222417,0.427955138570083,0.800184393499624,2.26486592273007,2.8687357240509,0.488774926664445
p0022,2.94028261048281,0.661756270447021,0.884960827063056,1.76113150382569,2.29202725332523,0.403182091164118
p0023,2.84103992339031,0.684204253047669,0.925912548017416,2.10345633417116,2.35174995341655,0.430951038763738
p0024,4.76908642912729,0.11013937618137,0.774244771450595,3.4613623681282,3.79501989226555,0.687239040303649
p0025,4.77341950972109,0.108521628413663,0.865524745632298,3.92643603999403,3.98977407542628,0.673188072980452
p0026,5.68584237729444,-0.264856437758995,0.779193909684422,4.62463926112001,4.70821062728512,0.861553953736969
p0027,2.93010060369621,0.664094846177154,0.863972324039735,-0.825556797307644,1.97464901854751,0.262698205388567
p0028,3.47610919323148,0.527242503681859,0.911335764690133,2.77931248321004,2.96654971596377,0.56175564794834
p0029,4.37200108074645,0.252154086690567,0.811532692180671,3.16069460253866,3.42363302306887,0.612215835278865
p0030,3.19970719532167,0.599435848665121,0.91851798306185,2.49783343428787,2.70520462576142,0.490283907613836
p0031,3.00732325205068,0.646156006510946,0.918114122585013,2.2318846074534,2.54289320300186,0.474745246650136
p0032,5.52068211819222,-0.19244150966805,0.787176605236942,4.21200103444128,4.2858706586815,0.711530212242258
p0033,5.38285635430625,-0.133645280770513,0.785946530446948,4.19545153654388,4.27420855644751,0.751307993546826
p0034,3.29446968565171,0.575358304836945,0.89708692859434,2.4213923440519,2.70522651514038,0.493937594676082
p0035,2.95981960805957,0.657246349161623,0.895813075458687,1.92609353588733,2.34967782926904,0.4198824658002
p0036,2.79598631224531,0.694140703377505,0.926942144534753,2.01291381666792,2.34459273458478,0.406783467801163
p0037,NA,NA,NA,NA,NA,NA
p0038,NA,NA,NA,NA,NA,NA
p0039,NA,NA,NA,NA,NA,NA
