wind_speed,swr,mixing/coef_mix_hyp,light/Kw,par_id
0.94782,1.0552,3.7484e-05,0.60236,p001
1.0437,1.0056,6.4355e-06,0.21869,p002
1.1553,0.97605,9.3846e-05,0.53287,p003
1.0459,1.035,2.1521e-05,0.78937,p004
0.81426,0.9505,9.4629e-05,0.30381,p005
0.80489,1.0571,9.287e-05,0.56185,p006
0.83693,1.1625,7.4125e-05,0.4055,p007
0.9643,1.1417,3.0553e-05,0.62,p008
0.92729,1.0979,5.8937e-05,0.74938,p009
0.9425,0.96232,3.2055e-05,0.29378,p010
1.1846,0.82052,3.6796e-05,0.36519,p011
1.1898,1.0398,4.2357e-05,0.5295,p012
0.9057,0.93823,5.7586e-05,0.54737,p013
0.85574,0.92282,4.5286e-05,0.68406,p014
1.0732,0.92965,9.3502e-06,0.46782,p015
1.0581,0.84808,7.2775e-05,0.58471,p016
0.98331,0.88156,7.1122e-05,0.49775,p017
0.98984,0.87754,4.1385e-05,0.69274,p018
0.99353,1.1845,5.8006e-05,0.3804,p019
0.80851,1.1355,3.3885e-05,0.4806,p020
1.1378,1.1526,7.1484e-05,0.38843,p021
1.1055,0.87368,4.3188e-07,0.34399,p022
0.83298,1.1325,5.9408e-05,0.25499,p023
0.95243,0.87113,2.4707e-05,0.64131,p024
1.0285,1.1,4.6383e-05,0.7519,p025
1.0536,1.0962,7.1938e-06,0.46533,p026
1.1864,1.0109,7.5164e-05,0.42091,p027
0.89896,1.1192,3.6634e-05,0.5405,p028
0.86582,1.0673,2.7772e-05,0.4307,p029
0.80032,1.0097,1.9546e-05,0.7202,p030
0.86706,0.96325,9.1211e-05,0.60638,p031
0.83734,1.0477,1.158e-05,0.44393,p032
1.0372,1.0814,5.3107e-05,0.46911,p033
0.8748,0.98195,3.2712e-05,0.45247,p034
1.0322,0.85027,8.9209e-05,0.35301,p035
0.8838,1.0008,3.8927e-05,0.57635,p036
1.1919,0.80227,1.0329e-05,0.38431,p037
1.0357,1.0502,2.8543e-05,0.67117,p038
1.1667,0.83945,1.5812e-05,0.65773,p039
0.9378,1.1911,2.2016e-05,0.28393,p040
0.97751,0.98623,3.8544e-05,0.47651,p041
1.1626,1.0422,2.0977e-05,0.39207,p042
1.0953,1.1046,7.8393e-05,0.79565,p043
0.87072,1.1681,9.4335e-05,0.43528,p044
1.1248,1.1959,8.8835e-05,0.3327,p045
1.0213,1.0517,9.3481e-05,0.58118,p046
0.82607,1.0947,4.9436e-05,0.41296,p047
0.8905,0.83314,1.0154e-06,0.6292,p048
0.86254,0.98754,4.4203e-05,0.32337,p049
1.091,0.87631,1.547e-05,0.79707,p050
1.1462,1.02,2.0193e-05,0.43361,p051
1.1115,0.85594,3.1682e-05,0.67459,p052
1.0241,1.1099,4.8944e-05,0.49474,p053
1.1366,1.0913,8.2858e-05,0.60539,p054
0.91511,1.1116,2.4395e-06,0.60942,p055
1.1311,1.1715,1.6267e-05,0.26857,p056
1.1275,0.93492,2.6432e-05,0.42409,p057
0.94662,0.9126,6.2622e-06,0.68926,p058
1.103,0.9902,5.2683e-05,0.25995,p059
1.1652,1.0682,5.9919e-05,0.32578,p060
1.0398,1.03,8.1085e-05,0.75504,p061
1.0993,0.93908,5.1463e-05,0.47808,p062
1.1511,1.1706,1.2984e-05,0.42933,p063
0.92142,0.96587,1.2369e-05,0.42212,p064
1.0487,1.1664,1.1926e-05,0.61955,p065
1.1598,0.95804,8.552e-05,0.31835,p066
1.0855,0.8967,5.5467e-05,0.56365,p067
1.0043,0.85417,6.9763e-05,0.44702,p068
0.80226,0.974,5.079e-05,0.43787,p069
1.0874,1.0227,7.9076e-05,0.25742,p070
1.0571,1.0924,7.2066e-05,0.64296,p071
1.187,0.93385,8.3913e-05,0.54431,p072
1.1925,1.1604,9.1716e-05,0.56527,p073
0.81487,1.0376,4.3405e-05,0.37645,p074
1.0888,0.96404,2.3911e-06,0.24829,p075
0.87977,1.0798,2.4125e-05,0.73691,p076
1.0847,0.84545,8.7601e-05,0.78751,p077
1.1737,0.85898,8.215e-05,0.2949,p078
0.99949,1.0893,6.3218e-05,0.31152,p079
1.1806,0.87597,7.3726e-05,0.32113,p080
0.93592,0.8863,7.0225e-05,0.27031,p081
0.98823,0.92072,8.0757e-05,0.74182,p082
1.0672,0.9758,3.4512e-05,0.70129,p083
1.0804,0.86157,3.2131e-06,0.30071,p084
1.0745,1.0851,9.0058e-05,0.6765,p085
1.1266,1.1398,3.4845e-05,0.59155,p086
1.1698,1.1865,8.4321e-05,0.40815,p087
0.9109,0.97966,4.7901e-05,0.74543,p088
0.81907,1.1232,4.572e-05,0.24483,p089
1.1773,0.85117,6.3583e-05,0.51164,p090
1.0253,0.93633,2.4949e-05,0.40729,p091
1.1709,1.0537,7.0881e-05,0.75731,p092
1.077,0.90173,8.699e-05,0.52152,p093
0.99767,1.1439,3.7323e-06,0.55317,p094
1.0931,0.93172,5.3508e-05,0.76215,p095
0.93069,0.99804,5.1158e-05,0.33762,p096
0.91422,0.96982,9.9396e-05,0.4821,p097
1.0645,1.0273,8.7541e-06,0.31235,p098
1.1025,1.052,9.8324e-05,0.25325,p099
0.88527,0.97128,5.19e-05,0.76068,p100
0.82768,0.96733,9.1509e-05,0.28531,p101
1.078,0.90557,8.717e-05,0.53065,p102
1.0835,0.83763,1.6972e-05,0.62263,p103
1.0904,1.1806,6.8851e-05,0.68105,p104
0.97473,1.0332,1.3486e-05,0.5891,p105
0.8572,0.91371,6.811e-05,0.28832,p106
0.87721,0.80782,9.7871e-06,0.6781,p107
0.89421,0.86632,1.1332e-05,0.63578,p108
1.1569,1.0705,4.5926e-05,0.22275,p109
0.95503,1.0171,1.7716e-05,0.29721,p110
0.91294,1.1071,9.7053e-05,0.50212,p111
1.1582,0.83474,7.5804e-06,0.45413,p112
0.96727,0.90474,3.5312e-05,0.41986,p113
0.84639,1.0946,4.2509e-05,0.59334,p114
0.98576,1.0606,2.8085e-05,0.23198,p115
1.1893,1.0877,8.9619e-05,0.21407,p116
0.97076,1.0882,4.4876e-05,0.2083,p117
0.82446,1.004,8.1974e-05,0.67238,p118
0.80726,0.86393,8.8461e-05,0.20228,p119
1.0013,1.1143,5.3031e-05,0.55765,p120
0.9242,1.0134,5.9056e-05,0.51613,p121
