wind_speed,swr,a_seiche,par_id
1.0258,0.97044,0.070324,p0001
1.0325,0.82368,0.21047,p0002
1.1763,0.85105,0.22084,p0003
0.89248,0.96042,0.21492,p0004
0.93868,0.86473,0.22909,p0005
0.83098,0.85956,0.065184,p0006
0.90139,1.0875,0.26963,p0007
1.0064,1.1542,0.2579,p0008
1.1913,0.94131,0.03684,p0009
1.1806,1.1068,0.24274,p0010
1.0151,1.1769,0.00065379,p0011
0.81227,0.88553,0.22953,p0012
1.0541,0.80293,0.23703,p0013
0.92098,0.93035,0.16194,p0014
1.0034,1.0133,0.088886,p0015
0.87864,0.85879,0.22315,p0016
0.90198,0.99148,0.21451,p0017
0.90411,1.0012,0.21064,p0018
0.9141,0.93208,0.26839,p0019
1.0279,0.81903,0.17722,p0020
0.98055,1.1406,0.17925,p0021
0.91702,1.1371,0.10249,p0022
1.0193,1.119,0.012035,p0023
0.85152,0.99478,0.27922,p0024
0.87751,1.1908,0.16056,p0025
1.1167,0.82359,0.011994,p0026
1.1546,1.0498,0.035084,p0027
1.1328,0.90549,0.1191,p0028
1.0393,1.1285,0.014125,p0029
0.9062,0.91448,0.11584,p0030
1.0492,1.1242,0.13108,p0031
1.0587,1.157,0.18392,p0032
1.0706,0.9686,0.23559,p0033
1.1269,1.089,0.099314,p0034
0.93767,0.81538,0.25048,p0035
1.0738,0.85477,0.17398,p0036
0.99689,1.1482,0.2351,p0037
0.95299,1.1583,0.15075,p0038
0.9599,0.93695,0.014802,p0039
1.0004,0.84707,0.051576,p0040
0.99031,1.1204,0.13898,p0041
1.1616,1.0002,0.15995,p0042
0.98634,0.82552,0.025982,p0043
0.89552,0.9467,0.079933,p0044
1.192,1.1859,0.047033,p0045
0.84793,0.87345,0.21907,p0046
1.0777,0.97939,0.15416,p0047
1.1692,0.99056,0.108,p0048
1.123,0.8825,0.25646,p0049
0.98356,0.92146,0.13568,p0050
1.1929,1.0472,0.12501,p0051
1.1978,1.0094,0.075831,p0052
0.91591,0.92653,0.18708,p0053
0.87796,0.98359,0.18171,p0054
1.1202,0.98088,0.16323,p0055
0.97429,1.1982,0.13732,p0056
0.91019,0.80696,0.22657,p0057
0.98951,0.96187,0.29662,p0058
0.93655,1.0502,0.045445,p0059
1.068,0.84574,0.28879,p0060
1.1003,1.0595,0.0094944,p0061
0.9478,0.81984,0.054659,p0062
0.95202,1.1368,0.005452,p0063
1.0704,0.91599,0.19002,p0064
1.0968,1.1466,0.1694,p0065
0.81154,0.92835,0.12759,p0066
1.1056,1.1987,0.27253,p0067
1.1244,0.95411,0.29172,p0068
1.0485,0.83383,0.16378,p0069
1.1224,0.92551,0.14275,p0070
1.1324,0.97478,0.241,p0071
1.1142,0.9689,0.042045,p0072
1.0197,0.86647,0.29735,p0073
1.0929,1.0621,0.27439,p0074
0.98758,0.8467,0.097595,p0075
1.0182,0.8388,0.062028,p0076
1.1572,0.9953,0.23909,p0077
0.91367,0.89117,0.12821,p0078
0.99658,1.1395,0.198,p0079
1.0432,0.85488,0.09063,p0080
1.0662,0.80179,0.26156,p0081
0.90915,1.0456,0.21829,p0082
1.1859,1.1894,0.082382,p0083
1.1801,0.97598,0.11696,p0084
0.93384,0.83458,0.0067362,p0085
1.0731,1.0131,0.26926,p0086
0.87417,0.9022,0.27934,p0087
1.152,1.194,0.11353,p0088
0.8126,0.82565,0.072781,p0089
1.1826,0.95142,0.25401,p0090
1.0866,0.80508,0.25072,p0091
0.86325,1.0066,0.29259,p0092
0.90545,0.83786,0.028988,p0093
1.1997,1.1315,0.10419,p0094
1.1097,0.86175,0.23388,p0095
1.198,0.91144,0.22323,p0096
1.1463,0.94698,0.25173,p0097
1.0583,0.8794,0.15873,p0098
1.1107,1.1182,0.25159,p0099
0.80647,0.98265,0.082713,p0100
0.89869,0.80098,0.061142,p0101
1.0093,1.0989,0.082918,p0102
0.8918,1.1888,0.08738,p0103
1.1311,0.91263,0.085981,p0104
0.97141,0.92296,0.16882,p0105
1.1919,1.018,0.18299,p0106
1.0247,0.94921,0.12551,p0107
0.97946,0.82906,0.13795,p0108
0.99739,0.90956,0.10088,p0109
0.91507,0.86323,0.22725,p0110
0.90303,1.1279,0.28163,p0111
0.91949,0.96549,0.043162,p0112
1.0863,1.1292,0.04975,p0113
1.0319,0.94047,0.29815,p0114
0.82429,0.88951,0.017513,p0115
0.91103,1.0822,0.11513,p0116
0.82675,1.138,0.017279,p0117
0.87559,0.90012,0.1978,p0118
