wind_speed,swr,Phys.par/C_shelter,Phys.par/Kz_ak,Phys.par/Kz_ak_ice,par_id
1.1408,0.96049,0.14265,0.14991,0.0042507,p001
0.96954,0.82684,0.10063,0.27736,0.0054037,p002
1.1253,0.87297,0.14017,0.063496,0.00026528,p003
0.96511,0.93469,0.17933,0.19865,0.004444,p004
1.1474,0.96201,0.17315,0.050764,0.007997,p005
0.91485,1.0106,0.16788,0.21049,0.0076201,p006
0.99328,0.90287,0.15804,0.069023,0.0013765,p007
1.1323,0.8528,0.10305,0.21558,0.0065043,p008
1.1372,1.0257,0.18543,0.020571,0.0088317,p009
1.058,1.0405,0.17844,0.10743,0.0065826,p010
1.1071,0.95438,0.15031,0.23075,0.0037321,p011
0.97773,0.83753,0.19734,0.012971,0.0080357,p012
0.91371,0.94286,0.14428,0.10948,0.0065448,p013
0.8915,0.89835,0.10559,0.28412,0.0039168,p014
1.1442,0.96557,0.11769,0.094403,0.0035951,p015
1.0313,1.0423,0.10276,0.077924,0.0085437,p016
1.0763,1.1882,0.13253,0.25922,0.0025076,p017
0.90159,0.97964,0.1868,0.057723,0.0012172,p018
1.0755,1.1001,0.11146,0.11611,0.0073181,p019
1.1088,0.91777,0.1285,0.032445,0.0089146,p020
0.85606,1.1061,0.15661,0.20541,0.0029738,p021
1.1538,1.197,0.16915,0.19583,0.0083022,p022
0.90715,1.0324,0.1696,0.29,0.002079,p023
0.96013,1.0626,0.15766,0.27394,0.0074168,p024
1.1163,0.84157,0.16896,0.29245,0.007793,p025
1.0407,1.1916,0.16107,0.23891,0.0019635,p026
1.0038,1.1959,0.18324,0.040373,0.0032057,p027
0.83063,0.98507,0.16622,0.22168,0.0059182,p028
1.0258,1.1139,0.17467,0.28844,0.0055609,p029
0.81149,1.0306,0.15489,0.1754,0.0022649,p030
1.0189,0.95156,0.18489,0.2961,0.00059233,p031
1.0179,1.1498,0.10707,0.2712,0.0024845,p032
0.81543,1.1207,0.16656,0.067837,0.0041121,p033
1.008,1.1581,0.11804,0.30608,0.0014461,p034
1.1698,0.81001,0.15291,0.16793,0.0044722,p035
0.86723,0.83591,0.14078,0.18043,0.0032773,p036
0.93793,0.92216,0.1672,0.016484,0.0060667,p037
0.86259,1.0497,0.11604,0.20984,0.0016117,p038
1.0208,1.0018,0.17361,0.30158,0.0073454,p039
1.1109,1.0786,0.1447,0.088601,0.0011834,p040
0.98245,1.1164,0.16401,0.13607,0.0038826,p041
1.0663,1.084,0.15434,0.21957,0.00011756,p042
0.82225,0.97727,0.13065,0.024636,0.0013814,p043
0.87683,0.82585,0.19417,0.12733,0.00036744,p044
1.1798,1.146,0.1341,0.22457,0.0045691,p045
1.1743,0.94595,0.12241,0.11481,0.00030131,p046
1.0988,0.81877,0.17878,0.10287,0.0036132,p047
1.1617,1.0593,0.14768,0.14475,0.0042183,p048
1.0344,1.1555,0.17121,0.1915,0.0061424,p049
0.98884,1.0804,0.18853,0.018811,0.003974,p050
1.07,0.9198,0.12102,0.2654,0.0038584,p051
1.054,0.90593,0.10013,0.11979,0.0056194,p052
0.84213,1.053,0.12322,0.1002,0.00067263,p053
1.0723,1.0551,0.12657,0.030316,0.0074512,p054
1.0976,1.184,0.16495,0.26388,0.00047814,p055
1.1835,1.1748,0.10412,0.20064,0.00043576,p056
0.89327,0.93358,0.13857,0.16724,0.0077488,p057
1.014,1.0343,0.16008,0.26322,0.0080757,p058
0.83833,1.1047,0.11275,0.27575,0.0025603,p059
0.99492,1.1833,0.1192,0.008966,0.005056,p060
0.94219,1.164,0.10899,0.082987,0.0017852,p061
0.82627,1.1233,0.16223,0.26735,0.0030024,p062
