wind_speed,swr,mixing/coef_mix_hyp,light/Kw,par_id
0.85944,0.91274,5.0401e-05,0.55812,p0001
1.1793,0.94624,9.8806e-05,0.27171,p0002
0.88468,1.1099,5.4363e-06,0.52913,p0003
1.1355,0.95411,4.0571e-05,0.76771,p0004
1.0515,0.88009,7.7712e-05,0.45702,p0005
0.85322,1.1542,5.543e-05,0.53094,p0006
0.94792,1.0835,3.681e-06,0.34611,p0007
1.0084,0.93458,5.5544e-05,0.75759,p0008
1.0675,1.075,3.3618e-05,0.68618,p0009
0.99567,1.0471,6.8092e-05,0.62846,p0010
1.0694,0.87258,7.589e-05,0.3739,p0011
0.92405,1.1619,1.2182e-05,0.51897,p0012
0.94045,0.91605,6.2998e-05,0.47011,p0013
1.1346,1.1321,6.4379e-05,0.55054,p0014
0.96511,0.88926,2.8332e-05,0.28497,p0015
0.9202,1.1058,5.1815e-05,0.77922,p0016
1.051,1.0479,8.7491e-05,0.55576,p0017
0.85071,1.1156,4.8311e-05,0.47784,p0018
0.84702,0.8263,6.0523e-05,0.6183,p0019
1.0353,1.0799,7.8099e-05,0.4244,p0020
0.88582,1.1829,8.8402e-05,0.28045,p0021
0.833,1.1558,6.1124e-05,0.25414,p0022
1.14,0.88197,1.9945e-05,0.51378,p0023
1.138,1.1961,5.0235e-05,0.36278,p0024
0.97488,0.86302,8.6492e-05,0.3694,p0025
0.91213,0.9968,1.3177e-05,0.4372,p0026
1.1924,0.99578,7.5689e-06,0.46477,p0027
1.0884,1.0285,1.4526e-06,0.73794,p0028
1.0865,0.82104,6.838e-05,0.56685,p0029
1.1385,1.1514,1.5308e-05,0.61801,p0030
1.0778,0.91699,3.1474e-05,0.66253,p0031
1.1751,0.9173,6.7047e-05,0.65693,p0032
0.88413,1.1261,3.0914e-05,0.33037,p0033
1.0507,1.1685,6.064e-05,0.53491,p0034
1.0221,1.1614,8.4951e-06,0.43002,p0035
0.97323,1.1196,6.1781e-05,0.60614,p0036
1.0462,1.1021,9.8569e-06,0.41472,p0037
0.80111,0.85331,8.998e-05,0.77457,p0038
1.0562,1.1704,4.9516e-05,0.75195,p0039
1.1973,1.1131,6.2187e-05,0.51828,p0040
0.96905,1.0513,4.1042e-06,0.66112,p0041
1.1274,1.1521,2.1486e-05,0.72789,p0042
0.86368,1.0907,2.1297e-05,0.74943,p0043
1.0187,0.95804,7.3779e-05,0.78855,p0044
1.1989,0.83736,9.1516e-05,0.64382,p0045
1.01,0.95521,5.2613e-05,0.33702,p0046
0.99159,0.97302,7.7348e-05,0.62639,p0047
0.88338,1.1846,2.3149e-05,0.45014,p0048
1.1197,0.88716,8.7919e-05,0.78964,p0049
1.1492,0.91146,6.6676e-05,0.72188,p0050
1.1877,0.9813,3.1719e-05,0.28556,p0051
0.92348,1.0986,5.6956e-05,0.65305,p0052
0.94111,1.143,7.9819e-05,0.27496,p0053
1.1272,0.97364,2.8055e-05,0.67238,p0054
1.1547,1.0291,1.3966e-05,0.24656,p0055
1.0459,1.1228,4.2398e-06,0.54595,p0056
0.80452,0.91973,7.9465e-05,0.49854,p0057
1.156,1.0852,2.3783e-05,0.31752,p0058
1.1135,1.0709,1.5442e-05,0.24445,p0059
0.90229,0.85468,8.0217e-05,0.62577,p0060
1.0598,0.84585,6.9352e-05,0.34314,p0061
0.93303,1.1031,9.3076e-05,0.35488,p0062
1.0232,1.1255,6.351e-06,0.26395,p0063
1.0766,1.1152,1.8786e-05,0.79429,p0064
1.1731,0.83994,3.5143e-05,0.75363,p0065
1.1084,0.84871,5.144e-06,0.58885,p0066
0.82681,0.93916,7.4332e-05,0.6138,p0067
1.1321,1.1972,6.8438e-05,0.68474,p0068
0.9845,1.0991,3.3332e-05,0.30775,p0069
0.90528,0.92575,9.7844e-05,0.25248,p0070
0.99243,0.98011,5.7358e-05,0.25771,p0071
0.93771,1.0055,9.1927e-05,0.49113,p0072
1.1411,1.0608,5.8039e-05,0.44497,p0073
0.89615,1.1926,6.8678e-05,0.68032,p0074
0.89919,0.80733,5.3741e-05,0.47606,p0075
1.1093,0.84897,6.7405e-05,0.46911,p0076
1.0329,1.1066,4.1807e-05,0.5203,p0077
0.86329,1.0878,3.8273e-05,0.54844,p0078
1.1963,1.1817,2.2992e-06,0.71332,p0079
1.1035,0.84637,8.1778e-05,0.49476,p0080
1.1508,1.13,8.9152e-05,0.79353,p0081
0.84237,1.1734,1.4613e-05,0.44845,p0082
0.96978,1.1877,9.6478e-05,0.22804,p0083
0.81829,1.0401,3.5637e-05,0.43774,p0084
0.83133,1.0236,1.2228e-05,0.69594,p0085
0.84155,0.95308,1.5993e-05,0.45203,p0086
1.063,0.87123,7.5319e-05,0.2152,p0087
1.1791,1.1079,3.552e-05,0.22518,p0088
0.84976,1.0795,2.377e-05,0.6483,p0089
1.0056,1.0424,2.4134e-06,0.73012,p0090
1.137,0.8447,9.0102e-05,0.78887,p0091
1.1648,0.96513,8.5382e-05,0.69819,p0092
1.0197,0.81927,5.6842e-05,0.31774,p0093
1.0975,0.92555,1.2786e-05,0.40216,p0094
1.0452,1.1683,3.7273e-05,0.29288,p0095
1.0898,1.1999,6.168e-05,0.49055,p0096
1.0527,0.82413,7.2683e-05,0.68739,p0097
1.1124,0.83026,1.0795e-05,0.58171,p0098
1.161,0.93167,3.08e-05,0.22251,p0099
0.83111,0.89747,5.1243e-05,0.6099,p0100
1.0073,1.052,4.3636e-05,0.4063,p0101
1.0017,1.1002,7.8475e-05,0.40818,p0102
1.1172,0.94553,7.1376e-05,0.33639,p0103
0.94452,0.94315,6.7902e-06,0.61065,p0104
1.0316,1.0887,9.6699e-05,0.79556,p0105
1.0417,0.86852,4.3224e-05,0.24854,p0106
1.1819,0.96639,3.1266e-05,0.59049,p0107
0.89279,1.156,5.779e-05,0.48098,p0108
0.94303,1.0443,4.3791e-05,0.23272,p0109
0.89061,1.1305,3.602e-05,0.47778,p0110
0.98401,0.82441,3.0198e-05,0.35213,p0111
1.1478,0.86698,8.1334e-05,0.26104,p0112
0.95223,1.0215,7.0037e-05,0.63277,p0113
1.1303,1.0045,9.041e-05,0.32979,p0114
1.0587,0.9751,2.0018e-05,0.33514,p0115
1.183,0.80987,3.3832e-06,0.32691,p0116
0.83034,0.81975,2.7174e-05,0.53044,p0117
0.83842,0.85063,5.8388e-05,0.51195,p0118
0.9009,1.1176,2.247e-05,0.72472,p0119
0.86249,1.1275,2.5173e-05,0.25579,p0120
1.1906,1.1195,1.2556e-05,0.68411,p0121
1.008,1.1535,7.2044e-05,0.64597,p0122
0.91878,1.0653,6.1346e-05,0.37876,p0123
1.185,0.84084,4.9163e-05,0.24525,p0124
1.1044,0.81691,3.8245e-05,0.76845,p0125
1.1448,1.0623,8.1249e-05,0.68798,p0126
1.1384,0.95753,7.2496e-05,0.65571,p0127
1.1151,0.89252,8.0321e-05,0.67567,p0128
1.1712,0.83957,9.3232e-05,0.34065,p0129
0.86896,1.1555,7.3596e-06,0.57826,p0130
1.1118,0.82539,7.0218e-05,0.54786,p0131
0.89814,0.97964,8.5652e-05,0.36694,p0132
0.81549,1.0955,9.0579e-05,0.52608,p0133
0.97368,0.83229,2.14e-05,0.43363,p0134
1.1695,0.8823,1.4813e-05,0.61331,p0135
1.1949,0.85546,9.3594e-06,0.53897,p0136
0.90376,1.016,3.2976e-05,0.6637,p0137
1.0615,1.1183,8.7837e-05,0.47878,p0138
0.80208,1.1745,3.9588e-05,0.3703,p0139
1.0632,1.1824,3.8496e-05,0.72604,p0140
0.87467,0.88857,1.4203e-05,0.39041,p0141
1.1218,0.82227,7.9278e-05,0.36344,p0142
