wind_speed,swr,a_seiche,par_id
1.1705,1.0898,0.15902,p0001
1.0576,0.84477,0.08055,p0002
0.92021,0.9624,0.098963,p0003
0.8157,0.95688,0.25519,p0004
0.94281,1.133,0.24348,p0005
0.88236,1.1635,0.25819,p0006
0.92228,0.98771,0.21812,p0007
1.0507,0.81742,0.048039,p0008
0.88037,0.84722,0.23352,p0009
0.96588,0.83424,0.054551,p0010
0.94945,0.80222,0.26768,p0011
0.94383,1.1159,0.019146,p0012
1.0784,1.0313,0.191,p0013
0.91065,1.1383,0.1584,p0014
1.0465,1.1789,0.14015,p0015
1.0868,0.90114,0.28395,p0016
1.0276,0.80142,0.18459,p0017
1.1071,1.0289,0.23335,p0018
0.84919,1.1557,0.10834,p0019
0.97093,1.0491,0.15602,p0020
0.82433,1.0204,0.0035891,p0021
1.0808,1.1408,0.016171,p0022
0.97941,1.0318,0.2693,p0023
1.0672,0.80542,0.21537,p0024
0.95532,1.0091,0.2703,p0025
1.1497,1.1315,0.098565,p0026
0.90515,1.16,0.16472,p0027
1.006,1.1497,0.084086,p0028
0.99503,1.0353,0.25692,p0029
1.134,1.1351,0.077006,p0030
1.1292,1.0619,0.19836,p0031
1.0604,0.889,0.066832,p0032
0.94902,1.165,0.1348,p0033
0.85245,1.1819,0.26792,p0034
0.82231,1.0889,0.2399,p0035
1.1903,1.168,0.11155,p0036
1.0517,1.1155,0.088275,p0037
0.92281,1.1923,0.14148,p0038
0.99081,1.1019,0.19719,p0039
1.1042,1.007,0.071468,p0040
1.1217,1.0809,0.25408,p0041
1.014,1.1804,0.04401,p0042
1.0761,1.0832,0.26522,p0043
1.184,1.0484,0.23203,p0044
1.0498,1.0733,0.18033,p0045
0.94629,1.1045,0.09919,p0046
0.80734,0.9487,0.19502,p0047
0.9269,0.98574,0.1121,p0048
0.85705,1.1003,0.21632,p0049
0.95304,1.152,0.2472,p0050
0.89228,1.046,0.022808,p0051
0.8887,0.87695,0.1857,p0052
1.0502,0.9724,0.12739,p0053
1.031,0.9126,0.29349,p0054
1.0267,1.1274,0.096562,p0055
0.86346,1.1835,0.12855,p0056
1.1012,1.0363,0.259,p0057
1.0559,0.85242,0.21271,p0058
1.1917,1.1061,0.26208,p0059
0.88253,0.94936,0.086788,p0060
1.0483,0.82834,0.21349,p0061
1.0602,0.81532,0.20693,p0062
0.8583,0.9732,0.29279,p0063
1.1605,1.127,0.29454,p0064
1.1717,1.1822,0.21501,p0065
1.0135,0.84926,0.20021,p0066
1.0755,1.0404,0.019967,p0067
1.1243,0.92551,0.29679,p0068
0.94507,1.0621,0.12261,p0069
0.98726,0.89749,0.19029,p0070
0.86784,0.91973,0.025764,p0071
1.1687,1.0332,0.067505,p0072
0.90811,1.0498,0.1279,p0073
0.98634,1.1888,0.010523,p0074
0.9395,1.1874,0.087253,p0075
1.1098,1.1257,0.29996,p0076
0.96915,0.84005,0.17322,p0077
1.0032,0.8128,0.0017179,p0078
1.0927,0.85352,0.091348,p0079
1.1088,0.85157,0.053566,p0080
0.90443,1.1221,0.19988,p0081
0.84581,0.87274,0.018339,p0082
0.94403,0.82781,0.19742,p0083
0.81362,1.0611,0.057961,p0084
0.9981,0.83023,0.2389,p0085
0.98642,1.0804,0.29035,p0086
1.1315,1.0763,0.18981,p0087
1.0188,1.1919,0.01338,p0088
1.0678,0.80583,0.0067224,p0089
1.1155,1.0421,0.24101,p0090
1.1369,1.0003,0.068466,p0091
0.89865,1.0463,0.15308,p0092
0.89082,1.0048,0.017953,p0093
1.0051,1.1372,0.24131,p0094
0.99981,1.0184,0.18829,p0095
0.93239,0.98832,0.27464,p0096
0.92857,0.8964,0.02128,p0097
1.0286,0.871,0.054034,p0098
1.0611,1.0835,0.12682,p0099
0.87495,1.1006,0.051957,p0100
1.1772,0.98341,0.28115,p0101
1.079,1.1366,0.17147,p0102
1.1439,0.92233,0.25044,p0103
0.90085,0.88295,0.024756,p0104
1.1183,1.0466,0.2671,p0105
1.0222,1.0074,0.24909,p0106
1.0144,1.0405,0.28853,p0107
0.99797,0.85593,0.2786,p0108
1.1568,0.96788,0.17011,p0109
0.83722,1.0211,0.1321,p0110
0.98358,0.80998,0.090101,p0111
1.1059,0.95624,0.14878,p0112
0.98796,0.95338,0.15886,p0113
1.1991,1.0007,0.18955,p0114
0.97066,1.1525,0.17234,p0115
0.82348,0.93418,0.05303,p0116
0.93835,1.1945,0.17619,p0117
0.86674,0.91284,0.18526,p0118
1.0528,0.97754,0.18104,p0119
0.8729,1.1796,0.28904,p0120
1.1889,0.99135,0.10432,p0121
0.80115,0.82459,0.0059321,p0122
1.0823,1.0658,0.21213,p0123
1.076,1.1189,0.22398,p0124
1.0667,0.91515,0.033283,p0125
0.83149,1.0859,0.12073,p0126
1.1442,0.99786,0.025298,p0127
1.087,0.96641,0.28447,p0128
0.99682,0.81894,0.24583,p0129
1.1681,1.1934,0.23723,p0130
1.1457,1.0691,0.015494,p0131
0.98568,1.0327,0.035029,p0132
0.88618,1.0044,0.16642,p0133
0.80681,1.1839,0.026965,p0134
0.81183,0.91226,0.090586,p0135
1.1533,1.0545,0.052633,p0136
1.1073,0.9823,0.16159,p0137
0.83357,1.0394,0.0087703,p0138
0.92179,0.84138,0.16206,p0139
1.0657,1.1263,0.24635,p0140
1.0702,1.0661,0.2842,p0141
0.83374,1.0955,0.043748,p0142
1.1882,0.89576,0.10274,p0143
0.91465,0.82136,0.17782,p0144
1.0654,0.82602,0.015053,p0145
0.92421,1.1144,0.088806,p0146
0.85607,0.89266,0.019622,p0147
0.89064,0.88781,0.24303,p0148
0.83618,1.148,0.21302,p0149
1.18,0.84413,0.25592,p0150
0.99537,1.1092,0.13397,p0151
1.0744,0.84902,0.15245,p0152
1.0406,1.1899,0.13787,p0153
0.88514,0.86858,0.22034,p0154
1.0008,1.0389,0.17851,p0155
0.95388,0.8323,0.22117,p0156
0.96193,1.1243,0.11495,p0157
0.99366,1.0496,0.12873,p0158
1.0211,0.9003,0.20891,p0159
0.96619,1.0322,0.13594,p0160
0.86422,0.94094,0.16277,p0161
1.1502,1.0504,0.19952,p0162
0.8059,1.1537,0.21772,p0163
1.0261,1.0789,0.041252,p0164
0.89619,1.1908,0.15091,p0165
0.85234,1.1902,0.02036,p0166
1.1257,1.1183,0.27533,p0167
