wind_speed,swr,Phys.par/C_shelter,Phys.par/Kz_ak,Phys.par/Kz_ak_ice,par_id
0.81973,0.83881,0.17221,0.30428,0.00080008,p0001
1.0809,1.1527,0.16611,0.11538,0.0088443,p0002
0.94904,1.1643,0.13332,0.27303,0.0062176,p0003
0.91395,1.1228,0.13908,0.17826,0.0026233,p0004
0.82524,1.1059,0.1539,0.19152,0.0052701,p0005
1.0761,1.0854,0.10033,0.17551,0.004672,p0006
0.9342,0.94799,0.13663,0.074727,0.0041184,p0007
0.92731,1.0138,0.10942,0.09615,0.0050537,p0008
0.93265,1.0639,0.10687,0.11276,0.00016508,p0009
1.0906,1.1174,0.15677,0.059347,0.0073062,p0010
0.93144,0.95448,0.16242,0.10966,0.0035993,p0011
1.1433,1.0821,0.1608,0.1345,0.006101,p0012
1.1696,0.97472,0.11695,0.20404,0.0005118,p0013
1.153,1.1264,0.12709,0.29983,0.0084566,p0014
1.0481,0.94979,0.13733,0.1659,0.0012885,p0015
1.0738,0.89107,0.15049,0.14808,0.0067003,p0016
1.0143,1.0881,0.10056,0.15688,0.0066462,p0017
1.1062,1.0777,0.10666,0.24343,0.0060248,p0018
0.89445,0.80462,0.11634,0.078877,0.0058555,p0019
1.1643,1.0749,0.14936,0.1544,0.00052255,p0020
1.1611,0.85545,0.1863,0.23882,0.001855,p0021
1.1168,0.88873,0.17503,0.12985,0.0010976,p0022
1.1777,1.0355,0.11335,0.089445,0.0047869,p0023
0.88617,0.90464,0.11662,0.30084,0.0026394,p0024
0.86951,1.1913,0.15376,0.17003,0.0035892,p0025
0.87519,1.0321,0.1428,0.30632,0.0021171,p0026
0.9401,1.0185,0.12484,0.011858,0.005414,p0027
0.8192,0.97227,0.13927,0.11014,0.0081368,p0028
1.1059,0.95766,0.19271,0.23155,0.0007491,p0029
1.0678,1.0471,0.1725,0.099621,0.0059712,p0030
0.81005,0.93862,0.16442,0.0966,0.0063545,p0031
1.1518,1.1854,0.18942,0.29692,0.0068428,p0032
1.1634,1.0902,0.1936,0.2959,0.0048202,p0033
0.99879,0.96445,0.11884,0.12242,0.0073738,p0034
1.1038,0.92112,0.19621,0.12134,0.0048722,p0035
0.88258,1.1089,0.12876,0.061138,0.0073418,p0036
0.95347,1.1126,0.13684,0.24919,0.0054048,p0037
0.8595,0.95584,0.11149,0.14159,0.0083872,p0038
1.0523,0.93827,0.14627,0.27053,0.0080285,p0039
1.0578,1.1731,0.19802,0.049639,0.0027658,p0040
1.1448,1.1565,0.1484,0.066573,0.0088882,p0041
1.1656,1.1488,0.10725,0.16944,0.0074321,p0042
0.95836,0.97685,0.11139,0.065035,0.003472,p0043
0.82753,1.1242,0.13816,0.21818,0.0016082,p0044
0.80411,0.93959,0.1633,0.081408,0.0043404,p0045
0.96968,1.1602,0.15724,0.020128,0.0060543,p0046
0.89382,0.88519,0.14906,0.018683,0.0021574,p0047
1.0883,0.90164,0.18981,0.097213,0.0062132,p0048
1.0603,1.1385,0.1439,0.065585,0.0019397,p0049
1.0534,1.1946,0.1695,0.12885,0.0063286,p0050
1.021,0.93385,0.15637,0.058908,0.0019673,p0051
1.1272,1.1776,0.16825,0.021717,0.0031251,p0052
0.91873,0.83243,0.17737,0.093229,0.0059612,p0053
1.013,1.0304,0.16167,0.27192,0.0042331,p0054
1.0923,0.96268,0.1779,0.15166,0.0079637,p0055
0.85766,0.91101,0.10269,0.04001,0.0043623,p0056
0.85395,1.0195,0.19435,0.099363,0.00021833,p0057
0.84431,0.81362,0.11879,0.14459,0.00020961,p0058
1.0901,0.82919,0.19798,0.2392,0.0083211,p0059
0.98413,0.81721,0.18766,0.1673,0.0018682,p0060
0.82153,1.1044,0.14402,0.088933,0.005523,p0061
0.89901,1.1609,0.12202,0.01317,0.00061801,p0062
0.89942,1.1468,0.12628,0.18308,0.0025264,p0063
0.93973,0.99725,0.11011,0.11328,0.0068115,p0064
0.82325,0.85218,0.17834,0.22817,0.0074777,p0065
1.0174,0.83312,0.1923,0.078522,0.002747,p0066
0.90223,1.0442,0.16279,0.049329,0.0035717,p0067
1.197,0.92557,0.11345,0.12832,0.0081657,p0068
0.93057,0.8074,0.18925,0.061309,0.0071026,p0069
1.1756,0.87678,0.14284,0.2996,0.0079038,p0070
0.96034,1.1712,0.19668,0.26239,0.00042072,p0071
0.90013,1.0234,0.12939,0.24196,0.00070246,p0072
0.93731,1.0168,0.10909,0.098816,0.0065322,p0073
0.81757,1.0033,0.15226,0.27401,0.0039599,p0074
0.92678,0.92757,0.1443,0.18403,0.00067986,p0075
1.1877,0.86646,0.14769,0.15856,0.0031187,p0076
0.84395,1.1688,0.12267,0.29142,0.0074012,p0077
1.1263,1.1649,0.15317,0.073527,0.0035526,p0078
1.0204,0.96283,0.14031,0.074198,0.0087335,p0079
0.97316,1.1771,0.14685,0.12205,0.0018834,p0080
1.0611,1.0518,0.19055,0.1876,0.00040371,p0081
0.99744,0.81703,0.19069,0.29778,0.005594,p0082
1.1858,0.9481,0.17966,0.28502,0.0032539,p0083
