wind_speed,swr,mixing/coef_mix_hyp,light/Kw,par_id
0.89073,0.9244,3.1879e-05,0.43444,p001
0.87225,1.0403,5.699e-05,0.48003,p002
0.84556,1.1154,5.5139e-05,0.64808,p003
1.0946,1.1838,8.917e-05,0.53783,p004
1.1566,1.1575,2.0583e-05,0.36179,p005
0.98797,1.0092,5.3766e-05,0.49189,p006
1.178,1.0001,8.2499e-05,0.50391,p007
0.97737,0.87833,5.7909e-05,0.71264,p008
1.0409,1.1273,4.8605e-05,0.45864,p009
1.0814,1.1329,8.6385e-05,0.44337,p010
1.1443,0.8238,2.4723e-05,0.65021,p011
0.96989,1.0455,3.7497e-06,0.22859,p012
0.80912,1.1865,7.0932e-05,0.57398,p013
1.0471,0.98408,9.709e-05,0.25957,p014
0.8557,0.99059,1.5231e-05,0.79886,p015
0.89536,0.83503,8.7787e-05,0.73229,p016
1.0875,0.8742,4.9669e-05,0.3698,p017
0.84818,0.99972,3.7313e-05,0.69417,p018
1.1712,1.0929,6.5475e-05,0.31624,p019
0.86407,1.1471,7.9771e-05,0.59801,p020
0.88188,0.82588,6.1187e-05,0.62224,p021
0.99405,1.1754,8.4406e-05,0.23722,p022
1.1625,0.90124,1.2522e-05,0.61583,p023
0.96691,1.1397,1.0972e-05,0.61305,p024
0.99975,0.90954,2.6535e-05,0.52826,p025
0.87182,0.91846,2.4002e-05,0.5199,p026
1.0523,0.82999,1.7224e-05,0.56844,p027
1.1548,1.1678,4.1951e-05,0.72597,p028
0.94439,0.9558,4.2811e-05,0.72105,p029
1.0659,1.1026,6.6602e-05,0.27217,p030
1.1063,0.80875,2.2873e-05,0.74623,p031
1.0221,1.0544,1.5526e-06,0.46638,p032
0.91821,1.097,9.5927e-06,0.21349,p033
1.1034,0.8488,8.8586e-05,0.36549,p034
1.0252,1.1096,2.7887e-05,0.42094,p035
1.0752,0.8856,6.431e-05,0.59371,p036
1.1953,1.0829,1.9687e-05,0.6699,p037
0.84155,0.92229,8.0183e-05,0.70104,p038
1.1828,0.87125,5.4112e-05,0.28218,p039
0.90141,0.96059,3.9104e-05,0.35571,p040
0.98923,1.1209,7.2381e-05,0.48447,p041
0.96021,1.196,2.9624e-05,0.20261,p042
1.1891,1.1702,4.7766e-05,0.25173,p043
0.9426,0.84,7.6502e-05,0.38125,p044
0.82715,0.86065,3.6103e-05,0.34311,p045
1.0884,1.1072,5.0751e-05,0.26207,p046
0.85622,0.89783,7.5169e-05,0.73488,p047
1.0712,1.0228,7.8894e-05,0.37435,p048
0.81293,0.80028,6.2206e-05,0.3314,p049
1.0386,1.0249,6.0604e-05,0.6021,p050
0.88642,0.98304,3.4593e-05,0.70748,p051
1.0488,0.85393,5.1191e-05,0.28745,p052
0.9534,0.99262,1.6123e-05,0.346,p053
1.0344,1.0643,9.0318e-05,0.68071,p054
0.92784,0.93198,9.4596e-05,0.67765,p055
1.1245,1.1491,9.2103e-05,0.41017,p056
0.9228,0.88014,3.0566e-05,0.5557,p057
0.95026,1.0873,7.4105e-05,0.77019,p058
1.015,0.94975,9.5384e-05,0.31183,p059
1.1169,1.0744,1.4252e-05,0.24709,p060
1.0591,1.1602,8.3787e-06,0.62784,p061
1.1141,0.93811,9.1778e-05,0.79304,p062
0.87774,0.8479,8.3924e-05,0.30043,p063
1.1969,1.131,1.8512e-05,0.75384,p064
1.1514,1.1893,2.8344e-05,0.26815,p065
0.97335,0.85667,1.1573e-05,0.42401,p066
0.81651,1.0189,4.4701e-05,0.45597,p067
1.1224,1.0292,5.6215e-06,0.45137,p068
0.80403,0.97139,4.512e-05,0.58754,p069
0.83723,0.9143,8.1302e-05,0.76685,p070
1.1088,1.1191,9.9544e-05,0.40824,p071
1.1739,1.1526,8.5252e-05,0.49591,p072
0.83506,1.1984,7.2972e-06,0.58058,p073
1.1324,1.1423,9.8418e-05,0.66623,p074
1.1362,0.97263,9.3402e-05,0.74394,p075
0.91127,1.0795,2.201e-06,0.43008,p076
1.167,0.81257,5.9174e-05,0.51328,p077
1.03,1.0135,7.3419e-05,0.68644,p078
1.1844,1.1762,6.3084e-05,0.2101,p079
1.0035,0.89466,6.8477e-05,0.7633,p080
1.0043,1.0361,3.5586e-05,0.53132,p081
0.8635,0.97981,9.6531e-05,0.78475,p082
1.0994,1.0331,8.528e-07,0.54895,p083
1.009,1.06,3.4021e-05,0.47091,p084
0.83018,1.0616,6.4226e-06,0.56459,p085
0.93981,0.89182,2.1274e-05,0.32457,p086
0.95609,0.86638,4.7038e-05,0.54546,p087
0.90509,0.80626,4.3978e-05,0.39162,p088
1.0627,0.8197,4.2169e-06,0.63374,p089
1.128,0.94762,4.0819e-05,0.22058,p090
0.93255,0.94134,3.2529e-05,0.39641,p091
1.0765,0.96472,6.7686e-05,0.30501,p092
0.80361,1.0715,7.1658e-05,0.40227,p093
1.0164,1.0515,1.3514e-05,0.29556,p094
0.82354,0.9057,5.8095e-05,0.66131,p095
0.89734,1.0068,3.8492e-05,0.23362,p096
0.98282,0.95725,7.7052e-05,0.51124,p097
0.93151,0.83844,2.6042e-05,0.64034,p098
1.1422,0.93556,6.9284e-05,0.77878,p099
0.91576,1.0906,5.2652e-05,0.33504,p100
