par_id,rmse,nse,r,bias,mae,nmae
p0001,3.23430891993582,0.671541517098393,0.923764822276043,2.37523675874214,2.71376811394284,0.401427412172699
p0002,4.84622317170312,0.2625640507378,0.868747325431056,3.61365922090185,4.22143873081957,0.572066298319449
p0003,3.28704183992183,0.66074367764796,0.93549359668399,2.58563853211445,2.77444821847277,0.40057224059219
p0004,2.39835176452809,0.819389394840747,0.91505559404722,0.682276463323328,1.69105424380572,0.21366617683455
p0005,2.89773672610995,0.736345410381489,0.901548770716728,1.21624617819368,2.11615713831707,0.261516087053062
p0006,2.54957414537568,0.795895406720647,0.910610103676981,0.878415413090314,1.80026303816473,0.227480627229196
p0007,4.66472319524652,0.316766360182656,0.872926761687967,3.35528803400364,4.0178936016409,0.524117924295186
p0008,2.14165869776214,0.855981591210851,0.93394158444791,0.710822295393243,1.63252494794644,0.214917599499559
p0009,2.94110311890571,0.728394857184097,0.936744177185188,2.16731661058645,2.4243640934685,0.355751353210496
p0010,4.6311239875834,0.326573344869811,0.877669092806024,3.39381501550911,4.00522855595588,0.527367871395404
p0011,3.34384344272974,0.648917358610567,0.898694525306757,1.92534281039652,2.68728075066665,0.334411267853554
p0012,3.80467379769278,0.545480688055253,0.884388515370634,2.46705474028987,3.19052078749399,0.427918778762958
p0013,2.86067240429711,0.74304697271572,0.901769152523612,1.26442666728204,2.12232816546469,0.274008327975531
p0014,4.02574782890412,0.491125580021005,0.878214808419958,2.66116540096167,3.39978888323375,0.452082875448106
p0015,3.85301990796977,0.533856114890542,0.890266090868602,2.57836703743426,3.23890682934508,0.425975046029232
p0016,4.33314796445783,0.410444732551504,0.875827193559047,3.08117251982941,3.72893991412636,0.508896934983739
p0017,4.25551954243438,0.431379302031474,0.893977507880742,3.2187741825685,3.70889566996893,0.509548988721226
p0018,2.43582165671956,0.813701885074854,0.920301716886299,0.975199689426807,1.78507951258126,0.233881925710724
p0019,3.16478763163924,0.685510151796163,0.901412295525224,1.71322979679877,2.47002090398438,0.308275284767402
p0020,3.48705089764711,0.618201640030823,0.889314867638897,2.06852157444603,2.85072614626583,0.376702182962863
p0021,4.5083338455909,0.361810547240781,0.870888037275297,3.18395448492581,3.88072793726384,0.516090010403422
p0022,3.20701822641073,0.677061114669621,0.896348063898873,1.60727184763833,2.47249612532312,0.298432123444505
