wind_speed,swr,Phys.par/C_shelter,Phys.par/Kz_ak,Phys.par/Kz_ak_ice,par_id
0.91914,0.88422,0.1767,0.29748,0.005369,p0001
1.0191,1.0577,0.13628,0.10475,0.0039665,p0002
1.1331,0.81911,0.15234,0.2034,0.0023168,p0003
0.90488,0.9607,0.1271,0.25323,0.0019217,p0004
1.0591,0.90714,0.19447,0.040837,0.0053927,p0005
0.8413,0.98508,0.18373,0.17647,0.0071856,p0006
1.1589,0.85435,0.19242,0.30015,0.0029266,p0007
1.1798,1.0445,0.13094,0.17291,0.0015116,p0008
0.89674,0.80946,0.17107,0.19209,0.0089336,p0009
0.99621,0.8749,0.17813,0.24541,0.0038934,p0010
1.1535,0.92855,0.19501,0.21469,0.0055741,p0011
0.85246,0.85193,0.17854,0.23266,0.0050953,p0012
0.99293,1.1664,0.18862,0.16674,0.0087152,p0013
0.94119,1.1419,0.11157,0.12946,0.0069438,p0014
1.0122,1.0523,0.15119,0.29302,0.0088473,p0015
1.135,0.90347,0.17973,0.18008,0.0060417,p0016
0.97513,1.1055,0.11211,0.23839,0.00059109,p0017
1.1598,1.1644,0.18289,0.069733,0.0043564,p0018
0.86133,0.88204,0.16036,0.22588,0.0079784,p0019
1.1191,1.1849,0.12258,0.027804,0.0082886,p0020
1.0549,1.0374,0.10817,0.079202,0.0067804,p0021
0.88557,1.181,0.17494,0.028578,0.0076347,p0022
1.122,0.83443,0.14758,0.063343,0.0023368,p0023
1.0089,0.87626,0.14338,0.30275,0.0038995,p0024
0.97989,0.92176,0.11457,0.13699,0.0027409,p0025
1.1464,1.0012,0.17489,0.029851,0.0004351,p0026
1.0297,1.1463,0.19959,0.23146,0.0046682,p0027
1.0138,0.83163,0.19229,0.092897,0.0063123,p0028
1.0542,0.89787,0.11801,0.048432,0.0024346,p0029
1.157,0.85241,0.12812,0.28654,0.0037574,p0030
0.86804,0.91369,0.14611,0.080729,0.00076804,p0031
1.0198,0.80355,0.18197,0.28925,0.00060308,p0032
1.0286,1.0203,0.10066,0.098576,0.0068073,p0033
1.1736,0.8882,0.15815,0.051195,0.0080931,p0034
0.88973,0.83422,0.14495,0.28834,0.0021553,p0035
1.0594,1.0358,0.10649,0.14006,0.0057663,p0036
0.87075,0.97963,0.14137,0.2878,0.0070736,p0037
1.1872,1.1964,0.18985,0.011039,0.0027268,p0038
0.92931,1.0184,0.10938,0.1307,0.0055892,p0039
0.9866,1.1276,0.13998,0.18444,0.0051495,p0040
1.1174,0.80097,0.17032,0.27013,0.0036929,p0041
1.001,1.0806,0.18689,0.070032,0.0075785,p0042
1.0427,0.8889,0.14546,0.20435,0.0024534,p0043
0.91019,0.83809,0.18625,0.048752,0.0022659,p0044
0.92846,1.0148,0.19847,0.17221,0.0031667,p0045
0.86564,1.0959,0.12436,0.28113,0.0055379,p0046
0.85916,0.91288,0.11925,0.18058,0.00765,p0047
0.91609,1.1882,0.18119,0.11326,0.0038792,p0048
0.95612,0.92484,0.15348,0.13912,0.0010788,p0049
1.0622,1.0884,0.10436,0.20574,0.0060108,p0050
0.80141,1.0877,0.15267,0.20318,0.0067249,p0051
0.9555,0.80888,0.1407,0.1034,0.00826,p0052
1.0714,0.99945,0.13165,0.25204,0.00046524,p0053
1.1499,0.84296,0.1292,0.095833,0.0030311,p0054
1.0553,1.1124,0.18907,0.23313,0.00068809,p0055
1.0628,1.1277,0.13137,0.039376,0.0021838,p0056
0.85137,1.0286,0.10521,0.18909,0.005377,p0057
0.89907,0.92889,0.15535,0.036669,0.0045762,p0058
0.98614,1.0079,0.12322,0.18547,0.0055984,p0059
0.98704,0.97687,0.12302,0.24322,0.0014984,p0060
1.1305,0.85955,0.14093,0.031418,0.002574,p0061
0.96537,0.93378,0.11859,0.14167,0.0067595,p0062
1.0338,1.1743,0.13303,0.26844,0.0076089,p0063
0.93834,0.92521,0.11065,0.023742,0.0084246,p0064
1.0322,0.80382,0.15684,0.076438,0.00063314,p0065
1.0613,0.89716,0.1619,0.29546,0.0036901,p0066
0.93084,1.0422,0.12062,0.15975,0.0034314,p0067
1.0094,0.83331,0.11946,0.17399,0.0014481,p0068
0.90586,1.0548,0.10792,0.043443,0.001909,p0069
1.1395,0.95251,0.12654,0.17254,0.0072177,p0070
0.83673,1.1426,0.14482,0.024394,0.0077699,p0071
1.1196,1.1205,0.13568,0.12851,0.0040899,p0072
