wind_speed,fetch_lk,c_relax_C,par_id
0.93374,63214,0.033819,p00001
1.1918,51240,0.0018692,p00002
0.81495,69438,0.0024945,p00003
1.0567,13566,0.021117,p00004
0.84654,39325,0.0875,p00005
0.86804,62933,0.092592,p00006
1.1787,72733,0.068622,p00007
1.1446,21403,0.070105,p00008
1.0966,19552,0.080969,p00009
0.95964,53655,0.02034,p00010
1.1681,8848.9,0.018193,p00011
0.92854,19425,0.021091,p00012
1.0501,8429.1,0.075272,p00013
1.0821,7351.2,0.016279,p00014
0.98121,44269,0.070974,p00015
0.99153,64843,0.037218,p00016
1.0009,9680.6,0.041977,p00017
0.97622,71270,0.076818,p00018
0.87872,71727,0.028915,p00019
0.97383,2561.9,0.031162,p00020
0.86378,9942.3,0.042646,p00021
0.92675,54810,0.025291,p00022
0.82409,9878.4,0.0049251,p00023
0.86264,29869,0.0050101,p00024
0.85807,22036,0.020242,p00025
1.1778,7853.3,0.087828,p00026
0.81813,8734.2,0.095202,p00027
0.97823,71588,0.0085712,p00028
1.0631,32263,0.018768,p00029
0.96885,66456,0.090512,p00030
1.1407,63022,0.030152,p00031
1.1563,16100,0.063283,p00032
1.1863,13979,0.050468,p00033
1.0715,43913,0.050676,p00034
0.88053,37743,0.030656,p00035
1.1929,73977,0.084882,p00036
0.96073,34434,0.054524,p00037
0.84433,41627,0.076678,p00038
1.1521,34025,0.011609,p00039
0.8302,31136,0.040245,p00040
0.85493,5376.5,0.014687,p00041
0.98544,19519,0.082588,p00042
0.94941,10560,0.093056,p00043
0.96969,19640,0.020589,p00044
1.0462,31421,0.0057031,p00045
0.9667,33228,0.047887,p00046
1.0556,44625,0.049833,p00047
1.0273,74978,0.058011,p00048
1.0008,72565,0.095387,p00049
0.98232,71210,0.058128,p00050
1.1106,43194,0.053601,p00051
0.84503,63559,0.065906,p00052
1.158,47856,0.021471,p00053
0.85842,39397,0.068154,p00054
1.1382,12826,0.052062,p00055
0.84811,30173,0.010396,p00056
0.8113,8724.2,0.0010719,p00057
1.1336,47749,0.038569,p00058
0.95715,74132,0.058619,p00059
1.0475,11272,0.0009552,p00060
1.1422,4985.6,0.032626,p00061
1.142,24462,0.030786,p00062
0.89607,33637,0.013166,p00063
0.8301,20309,0.053894,p00064
0.81154,62596,0.041487,p00065
0.88689,62919,0.019599,p00066
1.0267,40330,0.0068435,p00067
1.076,65209,0.031901,p00068
1.0448,6488.2,0.089638,p00069
1.0767,20658,0.054738,p00070
0.96618,6996.7,0.049379,p00071
1.166,5660.6,0.019003,p00072
0.89162,14103,0.069144,p00073
1.1682,53251,0.0083627,p00074
0.81759,19050,0.05886,p00075
1.1182,25945,0.031722,p00076
0.89819,66610,0.037781,p00077
0.9398,30643,0.076618,p00078
1.1229,49580,0.086992,p00079
0.90502,73607,0.029765,p00080
0.99291,30676,0.052476,p00081
1.1041,24127,0.073354,p00082
1.0488,60528,0.066518,p00083
0.97663,11106,0.035692,p00084
0.93397,74536,0.094553,p00085
0.82844,35975,0.081172,p00086
1.1369,28394,0.036088,p00087
0.94591,19860,0.038476,p00088
0.87705,1813.7,0.08792,p00089
0.91027,74259,0.067045,p00090
0.97913,21930,0.06202,p00091
1.0418,50017,0.05694,p00092
1.0029,66340,0.007286,p00093
0.98773,20673,0.028218,p00094
0.99381,74517,0.092678,p00095
1.1409,19378,0.044528,p00096
1.0513,8017.6,0.021878,p00097
1.183,28979,0.097138,p00098
0.91636,71007,0.056824,p00099
0.94004,3266.3,0.068976,p00100
0.91269,73423,0.0057191,p00101
1.0973,30088,0.044764,p00102
1.1843,60777,0.044156,p00103
0.87176,18753,0.0095694,p00104
0.86132,43413,0.098374,p00105
1.0611,74328,0.047402,p00106
