wind_speed,fetch_lk,c_relax_C,qual
1,60000,6e-04,612.289642083495
0.924609645708793,52609.1656166958,0.000520081410472899,627.932366087619
1.02900784344491,54939.3846885369,0.000630050178773662,603.199674381059
1.04962381731532,57671.2280078103,0.000593393512485989,598.194498666621
0.932692930005181,60006.645547322,0.000635702878323407,626.80552538385
1.07188937467991,52933.8419671141,0.000581050700562299,591.101892923858
1.08343578881593,51025.5190418096,0.000618936110992335,587.198179956839
1.06151910036678,52301.7691513779,0.000669942999607675,594.177203188751
1.052322537229,51102.6973435552,0.000566566913264422,596.638322971885
1.01560542686869,62832.9325846366,0.000587168196160373,608.310496689572
0.978051204939537,62343.2448095448,0.000725414294271812,618.496665918178
1.03617670680351,58689.2222100051,0.000593112045584487,601.727073812157
1.06333418519963,50501.3779375838,0.000565272517019782,593.250332103284
1.02062508384623,50612.4423067831,0.000626258235919065,605.934082250671
0.917833377004714,53619.902044794,0.000685340340940899,629.316807206377
1.10260766610194,51117.762702193,0.00051432891700138,581.253540194006
1.08720450493922,51459.8011075029,0.000423552816889296,586.095362938768
0.992754021190259,60443.1854375549,0.000585708102424466,614.997294359283
1.09363688643034,52044.0021833534,0.000580859898066926,584.24859299895
1.16180518590385,50711.060417035,0.000591680659998534,562.899215596371
1.15948469698805,51761.4723358025,0.00061691339969899,567.238239990018
1.12338717801763,51330.7097764547,0.000642063302246261,575.313240373029
1.16308454322974,56853.2759374416,0.000587971279262871,563.204835477261
1.14294130519757,53911.1564570695,0.000544253532440385,569.949067426195
1.02553079961392,54608.7642337565,0.000501730219781995,605.202265470071
1.03204551351348,60648.9922901857,0.000551832143474403,602.975108203747
1.13691552433948,56224.2158939761,0.000738765256803161,571.960345997438
1.09925918460802,53001.3283191875,0.000668228612045142,582.725027763729
1.02928106177733,50523.4847454042,0.000654148357638533,602.654072727378
1.15727937643175,54536.8257744389,0.000514440310624027,564.647463790032
1.06672811606594,54597.0581483685,0.000471683658303616,592.729460725692
1.06971859517727,57220.9550050556,0.000403852148524794,592.151788737879
0.993414352425614,69314.1933471471,0.000505983874702409,615.50670957164
1.1360159958205,51780.5250015082,0.000518405548767234,571.214413977901
1.06765943629895,60220.2019345373,0.000515994924101229,593.114631273647
1.12632033997305,54379.0954420002,0.000482199597356038,574.518256720657
