wind_speed,fetch_lk,c_relax_C,par_id
1.0117,59207,0.087981,p00001
1.0958,74140,0.036295,p00002
0.95782,74836,0.03345,p00003
0.96446,55633,0.00041054,p00004
0.87771,69076,0.072528,p00005
0.82142,65031,0.078295,p00006
0.91235,62086,0.070489,p00007
1.1047,60305,0.057439,p00008
1.0888,62667,0.042051,p00009
1.0968,67532,0.013365,p00010
0.86031,67254,0.068555,p00011
1.0911,61059,0.027016,p00012
1.0893,61670,0.04118,p00013
1.1121,72066,0.014861,p00014
1.0275,51530,0.081762,p00015
1.1413,63215,0.031336,p00016
1.195,62408,0.014164,p00017
0.87699,51120,0.0070163,p00018
1.0745,60324,0.044822,p00019
1.1528,71242,0.045769,p00020
0.94979,63324,0.078221,p00021
0.90093,66963,0.098177,p00022
1.0048,51942,0.008321,p00023
1.1587,52701,0.073175,p00024
1.1579,53192,0.09498,p00025
1.1101,72699,0.052422,p00026
1.1288,67450,0.091594,p00027
1.0686,64295,0.058714,p00028
0.93142,60118,0.032433,p00029
0.89943,65030,0.020577,p00030
1.0809,50674,0.077056,p00031
0.9194,61215,0.084648,p00032
0.96594,62771,0.053179,p00033
0.90731,58543,0.051766,p00034
1.1543,69145,0.034522,p00035
1.1766,56771,0.030259,p00036
1.1323,50973,0.010285,p00037
1.0153,64367,0.025389,p00038
0.85178,54930,0.062912,p00039
1.0159,55034,0.096269,p00040
1.0675,63842,0.065788,p00041
0.80205,52314,0.016948,p00042
1.0587,51253,0.09713,p00043
1.1958,68930,0.062383,p00044
1.113,74188,0.0077093,p00045
0.82101,74120,0.029547,p00046
1.0818,64966,0.041401,p00047
0.88457,67734,0.082734,p00048
0.82656,63527,0.042568,p00049
1.0368,70580,0.094233,p00050
0.8892,68392,0.047579,p00051
1.1933,72060,0.053702,p00052
1.0268,54381,0.01324,p00053
0.8444,62363,0.041385,p00054
1.0583,70262,0.075843,p00055
0.98093,52256,0.0058075,p00056
0.86782,64023,0.067752,p00057
0.85887,55940,0.033682,p00058
1.0817,53040,0.073234,p00059
1.1039,63920,0.023729,p00060
0.89266,64693,0.09693,p00061
1.0464,63477,0.044149,p00062
1.0853,52264,0.093901,p00063
0.89398,50306,0.0091635,p00064
1.0358,51246,0.0033685,p00065
1.1802,52131,0.0099675,p00066
1.1108,59645,0.068666,p00067
0.95243,60458,0.062889,p00068
1.0141,72877,0.04576,p00069
0.94026,57230,0.0073116,p00070
1.0359,65146,0.090181,p00071
1.0877,50468,0.075936,p00072
1.004,70558,0.064788,p00073
1.1893,61804,0.083492,p00074
0.82041,66127,0.047261,p00075
1.029,61707,0.024399,p00076
1.1597,58310,0.082321,p00077
0.955,58241,0.031248,p00078
1.1024,56080,0.013425,p00079
1.0863,53464,0.074382,p00080
0.88426,53751,0.07969,p00081
0.96171,50631,0.098534,p00082
1.1485,64279,0.0074421,p00083
1.068,59592,0.068966,p00084
0.89734,66315,0.0086213,p00085
1.1809,60049,0.079065,p00086
0.92562,74355,0.097307,p00087
1.0204,73798,0.073051,p00088
1.1262,63198,0.018369,p00089
0.82361,61325,0.091429,p00090
1.113,52066,0.099236,p00091
0.92274,65729,0.05045,p00092
0.8034,54045,0.011432,p00093
1.1116,50212,0.015481,p00094
0.95986,60956,0.056168,p00095
0.94904,74818,0.048803,p00096
1.0311,54890,0.026629,p00097
0.93759,63913,0.060632,p00098
0.98008,66155,0.075077,p00099
0.81096,60826,0.080642,p00100
1.1071,67470,0.076168,p00101
0.9179,63596,0.055598,p00102
1.0065,53427,0.049598,p00103
0.871,64070,0.073965,p00104
0.98331,60376,0.090989,p00105
1.173,59584,0.03662,p00106
1.1614,61398,0.033358,p00107
1.0679,69019,0.046238,p00108
0.9232,71291,0.051143,p00109
1.1683,67952,0.013969,p00110
1.072,72533,0.025521,p00111
1.1631,62598,0.0017769,p00112
1.1339,50611,0.081168,p00113
1.0229,56683,0.064971,p00114
0.8734,65193,0.07506,p00115
